start_time,date,price_usd_adj_close,price_usd_close,close,change
2024-06-05,2024-06-05,63.35,63.35,71133.3,0.0078393312553131
2024-06-06,2024-06-06,62.63,62.63,70830.0,-0.0042638258031049
2024-06-07,2024-06-07,61.48,61.48,69377.0,-0.0205139065367782
2024-06-10,2024-06-10,61.73,61.73,69558.7,-0.0015559711829544
2024-06-11,2024-06-11,59.88,59.88,67320.7,-0.032174264326389
2024-06-12,2024-06-12,59.95,59.95,68270.3,0.014105616845933
2024-06-13,2024-06-13,59.14,59.14,66786.9,-0.0217283357477557
2024-06-14,2024-06-14,58.18,58.18,66039.7,-0.0111878227616493
2024-06-17,2024-06-17,59.21,59.21,66472.1,-0.002723033714608
2024-06-18,2024-06-18,57.18,57.18,65150.0,-0.0198895476448014
2024-06-20,2024-06-20,57.73,57.73,64854.0,-0.0012258676555743
2024-06-21,2024-06-21,57.04,57.04,64124.0,-0.0112560520553859
2024-06-24,2024-06-24,52.61,52.61,60273.6,-0.0462268315955877
2024-06-25,2024-06-25,55.02,55.02,61777.8,0.0249561997292346
2024-06-26,2024-06-26,54.13,54.13,60860.1,-0.0148548507716365
2024-06-27,2024-06-27,54.52,54.52,61682.0,0.0135047428446553
2024-06-28,2024-06-28,53.24,53.24,60429.8,-0.0203008981550533
2024-07-01,2024-07-01,56.09,56.09,62883.6,0.0018736258483891
2024-07-02,2024-07-02,54.89,54.89,62123.6,-0.0120858220585335
2024-07-03,2024-07-03,53.66,53.66,60208.0,-0.0308353025259321
2024-07-05,2024-07-05,50.15,50.15,56604.9,-0.0077306169242662
2024-07-08,2024-07-08,50.09,50.09,56686.4,0.0153230558704946
2024-07-09,2024-07-09,51.35,51.35,58023.2,0.0235823760196447
2024-07-10,2024-07-10,50.92,50.92,57707.0,-0.0054495443202029
2024-07-11,2024-07-11,50.9,50.9,57315.5,-0.0067842722719947
2024-07-12,2024-07-12,51.14,51.14,57870.0,0.0096745208538702
2024-07-15,2024-07-15,56.29,56.29,64680.6,0.0644208932626797
2024-07-16,2024-07-16,57.85,57.85,65010.0,0.0050927171362047
2024-07-17,2024-07-17,57.33,57.33,64055.7,-0.0146792801107522
2024-07-18,2024-07-18,56.4,56.4,63959.9,-0.0014955733837893
2024-07-19,2024-07-19,59.68,59.68,66627.9,0.0417136362001815
2024-07-22,2024-07-22,60.56,60.56,67499.2,-0.0093750917256156
2024-07-23,2024-07-23,58.1,58.1,65916.4,-0.0234491668049399
2024-07-24,2024-07-24,58.23,58.23,65350.8,-0.0085805656862327
2024-07-25,2024-07-25,57.36,57.36,65773.0,0.0064605176983296
2024-07-26,2024-07-26,60.33,60.33,67882.5,0.0320724309367066
2024-07-29,2024-07-29,59.68,59.68,66750.0,-0.0214833872067198
2024-07-30,2024-07-30,52.6,52.6,66159.3,-0.0088494382022471
2024-07-31,2024-07-31,52.07,52.07,64601.8,-0.023541663832598
2024-08-01,2024-08-01,50.53,50.53,65328.9,0.0112551043469377
2024-08-02,2024-08-02,49.87,49.87,61483.7,-0.0588590960509055
2024-08-05,2024-08-05,42.62,42.62,54003.1,-0.0712259972998305
2024-08-06,2024-08-06,45.32,45.32,55991.2,0.0368145532386103
