start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,mean,std,z-score,close,change
2021-01-01 00:23:00,71.94,46.87603261,0.24948838,0.16270769,0.0,0.0,0.0,,
2021-01-01 00:24:00,69.13,45.10926429,0.23964812,0.15650734,0.0,0.0,0.0,,
2021-01-01 00:25:00,68.39,48.20175746,0.236879,0.16707074,0.0,0.0,0.0,,
2021-01-01 00:26:00,67.38,57.18780299,0.23359755,0.19833261,0.0,0.0,0.0,,
2021-01-01 00:27:00,62.23,47.42953268,0.21577992,0.16454432,0.0,0.0,0.0,,
2021-01-01 00:28:00,63.77,31.65041026,0.22116282,0.1098901,0.0,0.0,0.0,,
2021-01-01 00:29:00,65.35,34.06831214,0.22662149,0.11827065,0.0,0.0,0.0,,
2021-01-01 00:30:00,74.22,54.39939644,0.25703228,0.1885206,0.0,0.0,0.0,,
2021-01-01 00:31:00,80.14,72.86765044,0.27769952,0.25256315,0.0,0.0,0.0,,
2021-01-01 00:32:00,67.14,58.57888346,0.23254388,0.20295204,0.0,0.0,0.0,,
2021-01-01 00:33:00,66.5,46.6268579,0.23018345,0.16150548,0.0,0.0,0.0,,
2021-01-01 00:34:00,73.1,54.49641442,0.25311301,0.18881856,0.0,0.0,0.0,,
2021-01-01 00:35:00,76.08,47.22197599,0.26296852,0.16338432,0.0,0.0,0.0,,
2021-01-01 00:36:00,79.15,49.07051631,0.27360372,0.1698021,0.0,0.0,0.0,,
2021-01-01 00:37:00,85.85,55.11165628,0.29691345,0.19080708,0.0,0.0,0.0,,
2021-01-01 00:38:00,72.72,63.19566458,0.25160967,0.21872772,0.0,0.0,0.0,,
2021-01-01 00:39:00,82.25,70.42697353,0.28462207,0.24380878,0.0,0.0,0.0,,
2021-01-01 00:40:00,77.45,60.49424552,0.26773988,0.20924746,0.0,0.0,0.0,,
2021-01-01 00:41:00,74.81,50.32059698,0.25873772,0.17418612,0.0,0.0,0.0,,
2021-01-01 00:42:00,82.31,67.08189007,0.28461282,0.23207896,0.0,0.0,0.0,,
2021-01-01 00:43:00,86.62,66.97701862,0.2995477,0.23177604,0.0,0.0,0.0,,
2021-01-01 00:44:00,89.09,55.02132386,0.30794905,0.19041102,0.0,0.0,0.0,,
2021-01-01 00:45:00,89.64,80.29263249,0.31023216,0.27797205,0.0,0.0,0.0,,
2021-01-01 00:46:00,100.93,75.40152453,0.34888757,0.26087258,0.0,0.0,0.0,,
2021-01-01 00:47:00,99.95,73.36453996,0.34538453,0.25374943,0.0,0.0,0.0,,
2021-01-01 00:48:00,87.7,53.37443918,0.30304486,0.18465262,0.0,0.0,0.0,,
2021-01-01 00:49:00,79.12,52.47549137,0.27333354,0.18145241,0.0,0.0,0.0,,
2021-01-01 00:50:00,78.61,54.52818389,0.27152353,0.1885002,0.0,0.0,0.0,,
2021-01-01 00:51:00,82.08,44.62530833,0.28353389,0.15435134,0.0,0.0,0.0,,
2021-01-01 00:52:00,79.16,47.26033453,0.27328602,0.1633377,0.0,0.0,0.0,,
2021-01-01 00:53:00,78.94,64.07926284,0.27252603,0.22133553,0.0,0.0,0.0,,
2021-01-01 00:54:00,87.87,60.21973008,0.30355372,0.20823244,0.0,0.0,0.0,,
2021-01-01 00:55:00,80.96,45.98539551,0.27957037,0.15898815,0.0,0.0,0.0,,
