start_time,coinbase_premium_gap,coinbase_premium_gap_usdt_adjusted,coinbase_premium_index,coinbase_premium_index_usdt_adjusted,datetime,close,change
2021-01-02 03:00:00,88.06,45.78203826,0.30001414,0.1562008,2021-01-02 03:00:00,29357.5,0.0008693576980771
2021-01-02 04:00:00,90.37,38.47398423,0.30790848,0.13132027,2021-01-02 04:00:00,29343.0,-0.0004939112662862
2021-01-02 05:00:00,93.04,21.33013873,0.31443066,0.07226035,2021-01-02 05:00:00,29615.5,0.0092867123334354
2021-01-02 06:00:00,90.91,43.52848971,0.30600083,0.1467495,2021-01-02 06:00:00,29734.5,0.004018166162989
2021-01-02 07:00:00,87.78,35.822815,0.29505882,0.12062312,2021-01-02 07:00:00,29777.0,0.0014293161142779
2021-01-02 08:00:00,66.64,41.00923637,0.22329065,0.13752766,2021-01-02 08:00:00,29866.5,0.0030056755213756
2021-01-02 09:00:00,78.49,57.88743795,0.26505367,0.19561668,2021-01-02 09:00:00,29647.0,-0.0073493713692598
2021-01-02 10:00:00,71.5,58.31629786,0.24089493,0.1965642,2021-01-02 10:00:00,29701.5,0.0018382972982089
2021-01-02 11:00:00,74.72,32.6125093,0.25111746,0.10975856,2021-01-02 11:00:00,29782.5,0.0027271349931821
2021-01-02 12:00:00,41.05,-0.99044997,0.13413266,-0.00324078,2021-01-02 12:00:00,30644.5,0.0289431713254428
2021-01-02 13:00:00,58.83,21.74263067,0.18651813,0.06901518,2021-01-02 13:00:00,31610.0,0.0315064693501281
2021-01-02 14:00:00,60.36,27.46019804,0.19290181,0.08785109,2021-01-02 14:00:00,31345.0,-0.0083834229674153
2021-01-02 15:00:00,111.16,51.22511544,0.35075884,0.16194353,2021-01-02 15:00:00,31729.0,0.0122507576966022
2021-01-02 16:00:00,86.24,61.04252094,0.2654986,0.18807138,2021-01-02 16:00:00,32554.5,0.0260172082322165
2021-01-02 17:00:00,113.25,76.6328895,0.34467583,0.23349175,2021-01-02 17:00:00,32912.5,0.0109969435869081
2021-01-02 18:00:00,56.04,50.6006133,0.16981828,0.15336056,2021-01-02 18:00:00,33080.5,0.0051044436004556
2021-01-02 19:00:00,84.67,78.36081398,0.25636445,0.23730678,2021-01-02 19:00:00,33105.0,0.0007406175843776
2021-01-02 20:00:00,7.36,-32.98027453,0.02399957,-0.1076839,2021-01-02 20:00:00,30906.0,-0.066425011327594
2021-01-02 21:00:00,25.24,31.33074936,0.07963504,0.09883305,2021-01-02 21:00:00,31736.0,0.0268556267391444
2021-01-02 22:00:00,33.7,6.93488057,0.1048353,0.02159127,2021-01-02 22:00:00,32207.5,0.014856944794555
2021-01-02 23:00:00,47.58,145.34516756,0.14786348,0.45031416,2021-01-02 23:00:00,32230.0,0.0006985950477373
2021-01-03 00:00:00,37.86,31.32368697,0.11667921,0.09655466,2021-01-03 00:00:00,32491.5,0.0081135587961527
2021-01-03 01:00:00,46.14,38.05368407,0.1415985,0.11681148,2021-01-03 01:00:00,32620.5,0.0039702691473153
2021-01-03 02:00:00,37.83,6.95689711,0.11554084,0.02126787,2021-01-03 02:00:00,32777.0,0.0047975966033628
2021-01-03 03:00:00,43.68,13.51138456,0.13409521,0.04151763,2021-01-03 03:00:00,32638.5,-0.0042255239954845
2021-01-03 04:00:00,30.44,2.34418298,0.09170738,0.00706836,2021-01-03 04:00:00,33266.0,0.0192257609877903
2021-01-03 05:00:00,20.81,19.95016668,0.06164342,0.05909793,2021-01-03 05:00:00,33803.5,0.0161576384296278
2021-01-03 06:00:00,30.43,20.98985523,0.08958661,0.06181178,2021-01-03 06:00:00,34020.0,0.0064046622391171
2021-01-03 07:00:00,56.15,16.38063037,0.16297877,0.04760065,2021-01-03 07:00:00,34494.5,0.0139476778365668
2021-01-03 08:00:00,31.28,13.10568346,0.09101575,0.03815391,2021-01-03 08:00:00,34429.5,-0.001884358375973
2021-01-03 09:00:00,28.31,13.28427899,0.08280066,0.03887073,2021-01-03 09:00:00,34255.5,-0.0050538056027534
2021-01-03 10:00:00,25.22,6.35641309,0.07444368,0.01877313,2021-01-03 10:00:00,33940.5,-0.0091956036256951
2021-01-03 11:00:00,36.73,15.5106174,0.10673128,0.04509907,2021-01-03 11:00:00,34478.5,0.015851269132747
2021-01-03 12:00:00,43.02,14.1730274,0.1261446,0.04159375,2021-01-03 12:00:00,34149.0,-0.0095566802500108
2021-01-03 13:00:00,36.08,12.4087216,0.10649351,0.0366511,2021-01-03 13:00:00,33923.5,-0.0066034144484464
2021-01-03 14:00:00,110.4,43.36219776,0.32651574,0.12850101,2021-01-03 14:00:00,33884.5,-0.0011496455259628
2021-01-03 15:00:00,61.2,4.44179612,0.18265047,0.01327893,2021-01-03 15:00:00,33523.0,-0.0106685947852263
2021-01-03 16:00:00,27.51,15.77512913,0.08418832,0.04829366,2021-01-03 16:00:00,32732.0,-0.0235957402380455
2021-01-03 17:00:00,24.47,6.35805416,0.07435595,0.01933058,2021-01-03 17:00:00,32946.5,0.0065532200904314
2021-01-03 18:00:00,15.91,8.24318695,0.04855086,0.02516074,2021-01-03 18:00:00,32833.0,-0.0034449789810754
2021-01-03 19:00:00,0.25,0.42303727,0.00076284,0.00129083,2021-01-03 19:00:00,32828.5,-0.0001370572290073
2021-01-03 20:00:00,17.79,0.08475154,0.05274829,0.00025142,2021-01-03 20:00:00,33788.0,0.0292276528016814
2021-01-03 21:00:00,40.13,30.72124821,0.11958279,0.09157146,2021-01-03 21:00:00,33615.0,-0.0051201610039066
2021-01-03 22:00:00,46.99,32.7255864,0.1418817,0.09885426,2021-01-03 22:00:00,33173.5,-0.0131340175516881
2021-01-03 23:00:00,80.61,48.80752181,0.24427236,0.14804389,2021-01-03 23:00:00,32963.0,-0.0063454263192005
2021-01-04 00:00:00,52.34,67.62554175,0.15935998,0.20580415,2021-01-04 00:00:00,32825.0,-0.0041865121499863
2021-01-04 01:00:00,38.36,15.63807784,0.11557336,0.04714761,2021-01-04 01:00:00,33154.5,0.0100380807311499
2021-01-04 02:00:00,54.56,44.12629787,0.16308854,0.13194168,2021-01-04 02:00:00,33453.0,0.0090033027190878
2021-01-04 03:00:00,106.44,58.57988925,0.31768241,0.17508816,2021-01-04 03:00:00,33537.0,0.002510985561833
2021-01-04 04:00:00,87.7,69.08874244,0.26369952,0.20785477,2021-01-04 04:00:00,33297.5,-0.007141366252199
2021-01-04 05:00:00,90.86,54.17505482,0.27690236,0.16528695,2021-01-04 05:00:00,32920.5,-0.0113221713341842
2021-01-04 06:00:00,177.81,80.09576196,0.53719001,0.24269536,2021-01-04 06:00:00,33260.0,0.0103127230752875
2021-01-04 07:00:00,39.29,7.9869639,0.12251768,0.02492999,2021-01-04 07:00:00,32226.5,-0.0310733613950691
2021-01-04 08:00:00,6.21,6.21096135,0.01937891,0.01938191,2021-01-04 08:00:00,32130.5,-0.0029789148681985
2021-01-04 09:00:00,-40.23,-31.61584902,-0.12961268,-0.10183141,2021-01-04 09:00:00,31119.0,-0.0314809915812078
2021-01-04 10:00:00,14.08,17.30020345,0.04651353,0.05714545,2021-01-04 10:00:00,30229.0,-0.0285998907419904
2021-01-04 11:00:00,31.05,24.52048149,0.1009984,0.07977634,2021-01-04 11:00:00,30675.0,0.014754044129809
2021-01-04 12:00:00,63.85,44.02404916,0.20452276,0.14110631,2021-01-04 12:00:00,31171.0,0.0161695191524042
2021-01-04 13:00:00,55.92,46.976966,0.17808917,0.14965078,2021-01-04 13:00:00,31379.0,0.0066728690128645
2021-01-04 14:00:00,67.04,47.95516111,0.20875839,0.14941813,2021-01-04 14:00:00,32062.0,0.0217661493355427
2021-01-04 15:00:00,25.29,10.89712547,0.07966428,0.03434185,2021-01-04 15:00:00,31720.0,-0.0106668330110411
2021-01-04 16:00:00,21.71,21.91138959,0.06931604,0.06995859,2021-01-04 16:00:00,31305.0,-0.0130832282471626
2021-01-04 17:00:00,-1.92,14.78062095,-0.00618872,0.04761663,2021-01-04 17:00:00,31023.0,-0.009008145663632
2021-01-04 18:00:00,18.29,34.95650426,0.05868733,0.11210535,2021-01-04 18:00:00,31176.5,0.0049479418495954
2021-01-04 19:00:00,25.25,32.62141407,0.07973975,0.10299477,2021-01-04 19:00:00,31679.5,0.0161339470434462
2021-01-04 20:00:00,24.5,48.83045814,0.07841262,0.15616092,2021-01-04 20:00:00,31293.5,-0.0121845357407787
2021-01-04 21:00:00,29.77,42.4793377,0.09598807,0.13691094,2021-01-04 21:00:00,31041.0,-0.0080687682745618
2021-01-04 22:00:00,34.98,36.89282165,0.11164287,0.11774068,2021-01-04 22:00:00,31366.5,0.0104861312457718
2021-01-04 23:00:00,31.28,23.68492058,0.0977845,0.07405908,2021-01-04 23:00:00,32024.0,0.0209618542075142
2021-01-05 00:00:00,14.51,9.06459642,0.04474185,0.02795554,2021-01-05 00:00:00,32443.5,0.013099550337247
2021-01-05 01:00:00,33.38,31.71381243,0.10181156,0.09673448,2021-01-05 01:00:00,32796.5,0.0108804537118374
2021-01-05 02:00:00,45.73,23.98892355,0.14154985,0.07430382,2021-01-05 02:00:00,32356.5,-0.0134160657387221
2021-01-05 03:00:00,1.92,-11.090088,0.00615385,-0.03555998,2021-01-05 03:00:00,31240.0,-0.034506204317525
2021-01-05 04:00:00,27.28,26.80538889,0.08840214,0.08686548,2021-01-05 04:00:00,30914.0,-0.0104353393085787
2021-01-05 05:00:00,23.94,14.91504315,0.07865621,0.04901874,2021-01-05 05:00:00,30435.5,-0.0154784240150094
2021-01-05 06:00:00,13.39,11.84006215,0.0430225,0.03804439,2021-01-05 06:00:00,31129.5,0.0228023196596081
2021-01-05 07:00:00,14.21,12.35353754,0.04610976,0.04008818,2021-01-05 07:00:00,30830.5,-0.0096050370227597
2021-01-05 08:00:00,33.81,27.35604466,0.10839286,0.08772001,2021-01-05 08:00:00,31219.0,0.0126011579442435
2021-01-05 09:00:00,21.8,17.4146627,0.06905371,0.05517037,2021-01-05 09:00:00,31571.5,0.0112912008712642
2021-01-05 10:00:00,16.2,17.80082847,0.05168161,0.05678571,2021-01-05 10:00:00,31317.5,-0.0080452306668989
2021-01-05 11:00:00,44.26,29.26332308,0.13928462,0.09213408,2021-01-05 11:00:00,31733.5,0.0132833080546019
2021-01-05 12:00:00,44.63,14.23795583,0.14130121,0.04512158,2021-01-05 12:00:00,31570.0,-0.0051522838640553
2021-01-05 13:00:00,40.49,11.49645478,0.12870307,0.03657675,2021-01-05 13:00:00,31465.0,-0.0033259423503325
2021-01-05 14:00:00,57.44,22.13899365,0.17760007,0.06852678,2021-01-05 14:00:00,32287.0,0.0261242650564119
2021-01-05 15:00:00,67.31,34.52661143,0.2096886,0.10766945,2021-01-05 15:00:00,32069.0,-0.0067519435066745
2021-01-05 16:00:00,65.18,33.72510907,0.20073976,0.10396638,2021-01-05 16:00:00,32455.0,0.0120365461972622
2021-01-05 17:00:00,84.33,30.07824324,0.25755336,0.09201456,2021-01-05 17:00:00,32751.5,0.0091357263903866
2021-01-05 18:00:00,77.36,10.97608159,0.23180526,0.03295469,2021-01-05 18:00:00,33358.5,0.0185335022823383
2021-01-05 19:00:00,109.92,35.53828247,0.32619389,0.10569467,2021-01-05 19:00:00,33717.5,0.0107618747845377
2021-01-05 20:00:00,98.57,24.36264968,0.29017489,0.07187656,2021-01-05 20:00:00,34023.5,0.009075405946467
2021-01-05 21:00:00,107.51,25.84332765,0.31902427,0.07687312,2021-01-05 21:00:00,33744.0,-0.0082149102825987
2021-01-05 22:00:00,116.57,21.77629983,0.34101327,0.06388093,2021-01-05 22:00:00,34279.0,0.0158546704599336
2021-01-05 23:00:00,81.11,-3.70543181,0.23891347,-0.0109418,2021-01-05 23:00:00,34019.5,-0.0075702325038653
2021-01-06 00:00:00,58.93,21.96683106,0.1737425,0.06483508,2021-01-06 00:00:00,33960.5,-0.0017342994459059
2021-01-06 01:00:00,64.61,22.53591939,0.19109007,0.06673501,2021-01-06 01:00:00,33824.5,-0.0040046524638919
2021-01-06 02:00:00,83.5,42.07058297,0.24650684,0.12435174,2021-01-06 02:00:00,33883.0,0.0017295155878136
2021-01-06 03:00:00,81.86,21.66463008,0.23993488,0.06361192,2021-01-06 03:00:00,34160.0,0.008175191098781
2021-01-06 04:00:00,137.52,41.89488118,0.38928933,0.11891637,2021-01-06 04:00:00,35389.5,0.0359923887587823
2021-01-06 05:00:00,151.14,148.04296731,0.43208894,0.42327241,2021-01-06 05:00:00,35073.5,-0.0089292021644837
2021-01-06 06:00:00,151.06,174.60708814,0.43005781,0.49676158,2021-01-06 06:00:00,35226.0,0.0043480120318759
2021-01-06 07:00:00,111.49,72.82061254,0.3215155,0.21023468,2021-01-06 07:00:00,34744.5,-0.0136688809402145
2021-01-06 08:00:00,58.79,8.28442686,0.16994139,0.02398235,2021-01-06 08:00:00,34595.0,-0.0043028392983062
2021-01-06 09:00:00,80.45,67.27634459,0.2371792,0.19841824,2021-01-06 09:00:00,33972.0,-0.018008382714265
2021-01-06 10:00:00,107.64,32.73784361,0.31274915,0.09532716,2021-01-06 10:00:00,34492.0,0.0153067231837984
2021-01-06 11:00:00,105.15,30.8709538,0.30112951,0.08859658,2021-01-06 11:00:00,35017.0,0.0152209207932274
2021-01-06 12:00:00,111.68,22.34266589,0.31972635,0.06412795,2021-01-06 12:00:00,35043.0,0.0007424965016991
2021-01-06 13:00:00,112.52,60.2434315,0.32567294,0.17462977,2021-01-06 13:00:00,34682.0,-0.0103016294267043
2021-01-06 14:00:00,127.74,52.94663936,0.37336183,0.15509213,2021-01-06 14:00:00,34293.5,-0.0112017761374776
2021-01-06 15:00:00,102.89,22.59896254,0.29766081,0.06553067,2021-01-06 15:00:00,34646.5,0.0102934958519835
2021-01-06 16:00:00,91.37,33.47001443,0.26398046,0.09686122,2021-01-06 16:00:00,34664.0,0.0005051015254065
2021-01-06 17:00:00,120.71,23.45899229,0.34588859,0.06740792,2021-01-06 17:00:00,34958.0,0.008481421647819
2021-01-06 18:00:00,132.53,55.04408096,0.37633729,0.15664921,2021-01-06 18:00:00,35243.0,0.0081526403112306
2021-01-06 19:00:00,123.31,59.26464356,0.35416892,0.17053203,2021-01-06 19:00:00,34908.5,-0.0094912464886643
2021-01-06 20:00:00,101.81,8.67077337,0.28268086,0.02413712,2021-01-06 20:00:00,36111.0,0.0344471976739189
2021-01-06 21:00:00,92.81,34.28238418,0.25870989,0.0957188,2021-01-06 21:00:00,35948.5,-0.0045000138461964
2021-01-06 22:00:00,108.83,35.04406057,0.30239266,0.09757229,2021-01-06 22:00:00,36044.5,0.0026704869466041
2021-01-06 23:00:00,89.9,18.77849773,0.24449705,0.05116983,2021-01-06 23:00:00,36775.5,0.0202804866207049
2021-01-07 00:00:00,115.35,52.69281136,0.31049247,0.14207468,2021-01-07 00:00:00,37183.5,0.011094342700983
2021-01-07 01:00:00,128.53,30.89692844,0.3485893,0.08401819,2021-01-07 01:00:00,36917.0,-0.0071671574757621
2021-01-07 02:00:00,103.86,36.71341941,0.28098848,0.09950691,2021-01-07 02:00:00,37011.0,0.0025462524040416
2021-01-07 03:00:00,121.35,48.66920702,0.32399328,0.13019444,2021-01-07 03:00:00,37537.0,0.0142119910296938
2021-01-07 04:00:00,143.04,67.86171199,0.38193958,0.18156532,2021-01-07 04:00:00,37496.0,-0.0010922556411008
2021-01-07 05:00:00,158.38,40.89840685,0.42407463,0.10985311,2021-01-07 05:00:00,37345.0,-0.0040270962235972
2021-01-07 06:00:00,118.66,66.18075598,0.31957262,0.17848854,2021-01-07 06:00:00,37131.5,-0.0057169634489222
2021-01-07 07:00:00,57.16,48.2638752,0.15507388,0.13097048,2021-01-07 07:00:00,36842.0,-0.0077966147341206
2021-01-07 08:00:00,36.02,26.84066347,0.0967823,0.07213608,2021-01-07 08:00:00,37228.0,0.0104771727919221
2021-01-07 09:00:00,48.48,58.16023763,0.12930521,0.15508415,2021-01-07 09:00:00,37500.0,0.0073063285698935
2021-01-07 10:00:00,51.42,48.05997768,0.13880247,0.12974424,2021-01-07 10:00:00,37072.5,-0.0113999999999999
2021-01-07 11:00:00,64.57,38.78025149,0.17072034,0.10260325,2021-01-07 11:00:00,37936.0,0.0232921977206823
2021-01-07 12:00:00,81.03,27.82217498,0.21356641,0.07343224,2021-01-07 12:00:00,38028.0,0.0024251370729651
2021-01-07 13:00:00,74.85,9.26852717,0.19613957,0.02432931,2021-01-07 13:00:00,38254.5,0.0059561375828336
2021-01-07 14:00:00,64.95,14.21075566,0.16890324,0.037004,2021-01-07 14:00:00,38507.5,0.0066136010142596
2021-01-07 15:00:00,29.58,-46.20226844,0.07590372,-0.11878782,2021-01-07 15:00:00,39040.0,0.013828474972408
2021-01-07 16:00:00,40.24,23.806075,0.10286296,0.06087952,2021-01-07 16:00:00,39238.0,0.0050717213114754
2021-01-07 17:00:00,43.98,13.44882694,0.11068907,0.03387408,2021-01-07 17:00:00,39869.5,0.0160940924613894
2021-01-07 18:00:00,26.41,51.10762065,0.06780752,0.13113532,2021-01-07 18:00:00,39089.0,-0.0195763679002746
2021-01-07 19:00:00,31.33,34.0936365,0.08020583,0.08727465,2021-01-07 19:00:00,39200.5,0.00285246488782
2021-01-07 20:00:00,58.73,54.90705811,0.15016858,0.1404073,2021-01-07 20:00:00,39219.0,0.0004719327559596
2021-01-07 21:00:00,62.87,30.09519395,0.15841416,0.07589378,2021-01-07 21:00:00,39804.0,0.0149162395777557
2021-01-07 22:00:00,53.61,32.96706191,0.1351538,0.08315506,2021-01-07 22:00:00,39765.5,-0.0009672394734198
2021-01-07 23:00:00,73.28,59.82610039,0.18583759,0.15177036,2021-01-07 23:00:00,39513.0,-0.0063497252643622
2021-01-08 00:00:00,60.43,63.86358879,0.1557746,0.16461103,2021-01-08 00:00:00,38874.5,-0.0161592387315566
2021-01-08 01:00:00,30.04,21.10305628,0.07766012,0.05456873,2021-01-08 01:00:00,38668.5,-0.0052991035254472
2021-01-08 02:00:00,39.86,26.67944499,0.10720316,0.0717796,2021-01-08 02:00:00,37144.0,-0.0394248548560197
2021-01-08 03:00:00,67.72,78.70989539,0.17659745,0.20519762,2021-01-08 03:00:00,38280.5,0.0305971354727547
2021-01-08 04:00:00,56.94,94.08613793,0.14725004,0.24307831,2021-01-08 04:00:00,38606.5,0.0085160852130981
2021-01-08 05:00:00,25.62,48.15831088,0.06746499,0.12673973,2021-01-08 05:00:00,37929.5,-0.0175359071658917
2021-01-08 06:00:00,32.51,63.62399124,0.08435843,0.16496114,2021-01-08 06:00:00,38490.0,0.0147774159954652
2021-01-08 07:00:00,25.71,16.83617043,0.06604068,0.04325654,2021-01-08 07:00:00,38841.0,0.0091192517537022
2021-01-08 08:00:00,50.11,58.0276239,0.12965423,0.15010948,2021-01-08 08:00:00,38599.5,-0.0062176565999845
2021-01-08 09:00:00,35.66,28.99623945,0.09060341,0.07368489,2021-01-08 09:00:00,39325.0,0.0187955802536301
2021-01-08 10:00:00,32.87,-2.8076912,0.08071913,-0.00690091,2021-01-08 10:00:00,40748.0,0.0361856325492688
2021-01-08 11:00:00,42.97,-1.83553288,0.10407718,-0.00445065,2021-01-08 11:00:00,41387.5,0.0156940217924805
2021-01-08 12:00:00,66.32,27.41517121,0.16051539,0.06641587,2021-01-08 12:00:00,41359.5,-0.000676532769556
2021-01-08 13:00:00,48.86,34.36927739,0.11827307,0.08322525,2021-01-08 13:00:00,41395.0,0.0008583275910007
2021-01-08 14:00:00,66.52,30.30359933,0.16046652,0.07316539,2021-01-08 14:00:00,41583.5,0.0045536900591858
2021-01-08 15:00:00,86.53,64.406763,0.21193228,0.15783276,2021-01-08 15:00:00,40908.5,-0.0162323998701408
2021-01-08 16:00:00,67.61,48.56705821,0.16369105,0.11764026,2021-01-08 16:00:00,41359.5,0.01102460368872
2021-01-08 17:00:00,34.61,17.19180761,0.08439596,0.04193977,2021-01-08 17:00:00,41078.0,-0.0068061751230068
2021-01-08 18:00:00,6.76,13.89537051,0.0169337,0.03480148,2021-01-08 18:00:00,39980.0,-0.02672963630167
2021-01-08 19:00:00,1.68,-12.00618742,0.00416201,-0.02975407,2021-01-08 19:00:00,40432.0,0.0113056528264132
2021-01-08 20:00:00,14.15,45.40396006,0.03622711,0.11615109,2021-01-08 20:00:00,39142.0,-0.0319054214483577
2021-01-08 21:00:00,6.8,-4.47172513,0.01696784,-0.0111613,2021-01-08 21:00:00,40129.0,0.025215880639722
2021-01-08 22:00:00,49.64,66.89816913,0.12204222,0.16440243,2021-01-08 22:00:00,40752.5,0.0155373919110868
2021-01-08 23:00:00,82.34,114.83019186,0.20289379,0.28272626,2021-01-08 23:00:00,40641.5,-0.0027237592785718
2021-01-09 00:00:00,31.78,69.4157216,0.07889074,0.17215675,2021-01-09 00:00:00,40381.5,-0.006397401670706
2021-01-09 01:00:00,47.99,34.89250518,0.11938239,0.08682867,2021-01-09 01:00:00,40255.0,-0.0031326226118395
2021-01-09 02:00:00,50.72,53.13596812,0.12688565,0.13292161,2021-01-09 02:00:00,40035.0,-0.0054651596075021
2021-01-09 03:00:00,52.7,72.55849372,0.13105674,0.18035263,2021-01-09 03:00:00,40287.0,0.0062944923192207
2021-01-09 04:00:00,46.87,74.78332097,0.11657336,0.18586924,2021-01-09 04:00:00,40296.5,0.0002358080770472
2021-01-09 05:00:00,56.99,24.19565601,0.14502981,0.0616252,2021-01-09 05:00:00,39348.5,-0.0235256163686672
2021-01-09 06:00:00,47.42,23.42520852,0.12163696,0.06012495,2021-01-09 06:00:00,38968.0,-0.0096700001270696
2021-01-09 07:00:00,27.38,19.22633792,0.06907407,0.04851404,2021-01-09 07:00:00,39629.5,0.0169754670498871
2021-01-09 08:00:00,42.77,22.01667075,0.10646682,0.05483413,2021-01-09 08:00:00,40196.5,0.0143075234358243
2021-01-09 09:00:00,17.12,0.57596605,0.04243048,0.00142807,2021-01-09 09:00:00,40384.0,0.0046645852250817
2021-01-09 10:00:00,50.76,30.7916306,0.12571816,0.07629987,2021-01-09 10:00:00,40461.0,0.0019066957210776
2021-01-09 11:00:00,62.55,23.11276972,0.15419404,0.05703143,2021-01-09 11:00:00,40649.5,0.0046588072464843
2021-01-09 12:00:00,41.57,30.26479527,0.10170033,0.07406281,2021-01-09 12:00:00,40934.0,0.0069988560744904
2021-01-09 13:00:00,79.31,26.73268875,0.19319564,0.06520305,2021-01-09 13:00:00,41117.0,0.0044706112278301
2021-01-09 14:00:00,78.13,22.67941587,0.19140592,0.05563639,2021-01-09 14:00:00,40885.0,-0.0056424350025536
2021-01-09 15:00:00,94.87,45.89049321,0.23410154,0.1133764,2021-01-09 15:00:00,40582.0,-0.0074110309404427
2021-01-09 16:00:00,118.79,85.47808121,0.29701138,0.21389939,2021-01-09 16:00:00,40070.5,-0.0126041101966388
2021-01-09 17:00:00,85.98,25.94411565,0.21270911,0.06427944,2021-01-09 17:00:00,40466.5,0.0098825819493142
2021-01-09 18:00:00,75.24,43.29234414,0.18509221,0.10658391,2021-01-09 18:00:00,40673.0,0.0051029864208667
2021-01-09 19:00:00,84.08,-4.17234456,0.20675795,-0.01028232,2021-01-09 19:00:00,40708.5,0.0008728148894843
2021-01-09 20:00:00,143.72,57.8711418,0.35393592,0.14281923,2021-01-09 20:00:00,40662.5,-0.0011299851382389
2021-01-09 21:00:00,141.36,16.26451702,0.34716151,0.04006622,2021-01-09 21:00:00,40785.5,0.0030249000922226
2021-01-09 22:00:00,172.31,44.7039378,0.42776896,0.11133153,2021-01-09 22:00:00,40280.0,-0.0123941106520699
2021-01-09 23:00:00,169.21,39.4841192,0.42209407,0.0988118,2021-01-09 23:00:00,40074.5,-0.0051017874875869
2021-01-10 00:00:00,104.4,12.32062188,0.25726021,0.0304291,2021-01-10 00:00:00,40599.5,0.0131006001322537
2021-01-10 01:00:00,93.92,10.7823698,0.22828498,0.02626094,2021-01-10 01:00:00,41229.5,0.0155174324806954
2021-01-10 02:00:00,136.92,20.02695794,0.33439752,0.04905115,2021-01-10 02:00:00,41062.5,-0.0040504978231605
2021-01-10 03:00:00,164.86,69.60387467,0.40891304,0.17305095,2021-01-10 03:00:00,40425.0,-0.0155251141552511
2021-01-10 04:00:00,137.63,37.56173824,0.34115421,0.09333816,2021-01-10 04:00:00,40423.0,-4.947433518864841e-05
2021-01-10 05:00:00,119.28,31.34862184,0.29486916,0.07766461,2021-01-10 05:00:00,40517.0,0.0023254088019197
