start_time,datetime,transactions_count_mean,transactions_count_total,close,change
2021-01-04 17:00:00,2021-01-04 17:00:00,2982.25,11929,31063.98,-0.0088401661208434
2021-01-04 18:00:00,2021-01-04 18:00:00,2722.9,27229,31195.83,0.0042444657767615
2021-01-04 19:00:00,2021-01-04 19:00:00,2262.66666667,20364,31689.27,0.0158174986849204
2021-01-04 20:00:00,2021-01-04 20:00:00,2016.85714286,14118,31277.46,-0.0129952504428155
2021-01-04 21:00:00,2021-01-04 21:00:00,2371.5,18972,31048.19,-0.0073301988077036
2021-01-04 22:00:00,2021-01-04 22:00:00,2131.5,12789,31366.58,0.010254704058433
2021-01-04 23:00:00,2021-01-04 23:00:00,2323.0,16261,32031.07,0.0211846493943552
2021-01-05 00:00:00,2021-01-05 00:00:00,1986.0,17874,32496.46,0.0145293304282372
2021-01-05 01:00:00,2021-01-05 01:00:00,2341.0,14046,32837.22,0.0104860652514151
2021-01-05 02:00:00,2021-01-05 02:00:00,2112.33333333,12674,32358.11,-0.0145904555866788
2021-01-05 03:00:00,2021-01-05 03:00:00,2178.66666667,13072,31217.58,-0.0352471142474019
2021-01-05 04:00:00,2021-01-05 04:00:00,1891.85714286,13243,30891.77,-0.0104367474993257
2021-01-05 05:00:00,2021-01-05 05:00:00,1748.0,13984,30460.81,-0.013950641222565
2021-01-05 06:00:00,2021-01-05 06:00:00,1797.625,14381,31136.47,0.022181288022216
2021-01-05 07:00:00,2021-01-05 07:00:00,2538.0,5076,30844.23,-0.0093857781566119
2021-01-05 08:00:00,2021-01-05 08:00:00,2516.75,10067,31224.1,0.0123157556534885
2021-01-05 09:00:00,2021-01-05 09:00:00,2439.85714286,17079,31604.61,0.012186420104983
2021-01-05 10:00:00,2021-01-05 10:00:00,2391.0,14346,31382.84,-0.0070170142900038
2021-01-05 11:00:00,2021-01-05 11:00:00,2579.33333333,15476,31824.53,0.0140742520434733
2021-01-05 12:00:00,2021-01-05 12:00:00,2624.25,10497,31618.0,-0.0064896480796416
2021-01-05 13:00:00,2021-01-05 13:00:00,2417.875,19343,31488.97,-0.00408090328294
2021-01-05 14:00:00,2021-01-05 14:00:00,2373.77777778,21364,32399.95,0.0289301301376323
2021-01-05 15:00:00,2021-01-05 15:00:00,1791.25,7165,32133.79,-0.0082148274920177
2021-01-05 16:00:00,2021-01-05 16:00:00,2579.85714286,18059,32518.32,0.0119665311810401
2021-01-05 17:00:00,2021-01-05 17:00:00,2431.90909091,26751,32793.8,0.0084715323546851
2021-01-05 18:00:00,2021-01-05 18:00:00,1992.0,11952,33411.5,0.0188358775134322
2021-01-05 19:00:00,2021-01-05 19:00:00,2678.5,10714,33747.0,0.0100414527932
2021-01-05 20:00:00,2021-01-05 20:00:00,2694.8,13474,34017.0,0.0080007111743265
2021-01-05 21:00:00,2021-01-05 21:00:00,2510.11111111,22591,33744.79,-0.0080021753828967
2021-01-05 22:00:00,2021-01-05 22:00:00,2206.85714286,15448,34261.16,0.0153022140603038
2021-01-05 23:00:00,2021-01-05 23:00:00,1902.25,15218,33999.52,-0.0076366357706513
2021-01-06 00:00:00,2021-01-06 00:00:00,1942.45454545,21367,33962.7,-0.0010829564652676
2021-01-06 01:00:00,2021-01-06 01:00:00,1890.28571429,13232,33863.93,-0.0029081904560002
2021-01-06 02:00:00,2021-01-06 02:00:00,1548.0,4644,33920.64,0.0016746431970535
2021-01-06 03:00:00,2021-01-06 03:00:00,2185.0,19665,34182.5,0.0077197835889888
2021-01-06 04:00:00,2021-01-06 04:00:00,2144.0,8576,35470.73,0.0376868280552915
2021-01-06 05:00:00,2021-01-06 05:00:00,2119.875,16959,35069.72,-0.0113053777015584
2021-01-06 06:00:00,2021-01-06 06:00:00,1974.0,21714,35240.96,0.0048828448017264
2021-01-06 07:00:00,2021-01-06 07:00:00,2437.0,12185,34718.61,-0.0148222409378178
2021-01-06 08:00:00,2021-01-06 08:00:00,2241.125,17929,34660.7,-0.0016679815234539
2021-01-06 09:00:00,2021-01-06 09:00:00,2437.71428571,17064,33985.94,-0.0194675814394975
2021-01-06 10:00:00,2021-01-06 10:00:00,2023.11111111,18208,34462.55,0.0140237404055911
2021-01-06 11:00:00,2021-01-06 11:00:00,2002.9,20029,34994.66,0.0154402387519205
2021-01-06 12:00:00,2021-01-06 12:00:00,1872.75,7491,35024.99,0.0008667036627871
2021-01-06 13:00:00,2021-01-06 13:00:00,2503.44444444,22531,34626.09,-0.0113890111032152
2021-01-06 14:00:00,2021-01-06 14:00:00,2472.2,12361,34242.47,-0.0110789292120477
2021-01-06 15:00:00,2021-01-06 15:00:00,2666.14285714,18663,34606.4,0.0106280300457297
2021-01-06 16:00:00,2021-01-06 16:00:00,2242.33333333,20181,34651.04,0.0012899348097461
2021-01-06 17:00:00,2021-01-06 17:00:00,2596.5,20772,34961.62,0.0089630787416481
2021-01-06 18:00:00,2021-01-06 18:00:00,2423.71428571,16966,35247.26,0.0081701019575179
2021-01-06 19:00:00,2021-01-06 19:00:00,2616.14285714,18313,34861.7,-0.0109387226127649
2021-01-06 20:00:00,2021-01-06 20:00:00,2137.57142857,14963,36131.01,0.0364098710045697
2021-01-06 21:00:00,2021-01-06 21:00:00,2489.2,12446,35924.05,-0.0057280435836141
2021-01-06 22:00:00,2021-01-06 22:00:00,2663.875,21311,36053.01,0.0035897956939709
2021-01-06 23:00:00,2021-01-06 23:00:00,2181.88888889,19637,36823.68,0.0213760238049471
2021-01-07 00:00:00,2021-01-07 00:00:00,2353.42857143,16474,37225.11,0.010901409093279
2021-01-07 01:00:00,2021-01-07 01:00:00,1977.66666667,23732,36975.46,-0.0067064946215068
2021-01-07 02:00:00,2021-01-07 02:00:00,1937.0,7748,37032.85,0.0015521105078881
2021-01-07 03:00:00,2021-01-07 03:00:00,2479.4,12397,37555.54,0.0141142256132056
2021-01-07 04:00:00,2021-01-07 04:00:00,1400.42857143,9803,37540.0,-0.0004137871536397
2021-01-07 05:00:00,2021-01-07 05:00:00,2390.8,11954,37409.99,-0.0034632392115078
2021-01-07 06:00:00,2021-01-07 06:00:00,2033.6,10168,37170.68,-0.0063969543964058
2021-01-07 07:00:00,2021-01-07 07:00:00,2419.55555556,21776,36906.64,-0.0071034482016471
2021-01-07 08:00:00,2021-01-07 08:00:00,2240.6,11203,37296.56,0.010565036535431
2021-01-07 09:00:00,2021-01-07 09:00:00,2521.2,12606,37548.79,0.0067628220940485
2021-01-07 10:00:00,2021-01-07 10:00:00,2374.72727273,26122,37101.2,-0.0119202243268026
2021-01-07 11:00:00,2021-01-07 11:00:00,2605.33333333,15632,37920.0,0.0220693670285598
2021-01-07 12:00:00,2021-01-07 12:00:00,2249.5,17996,38003.1,0.0021914556962023
2021-01-07 13:00:00,2021-01-07 13:00:00,2381.1,23811,38218.92,0.0056790103965203
2021-01-07 14:00:00,2021-01-07 14:00:00,2185.8,10929,38491.67,0.0071365177247291
2021-01-07 15:00:00,2021-01-07 15:00:00,2463.11111111,22168,39049.99,0.0145049565269577
2021-01-07 16:00:00,2021-01-07 16:00:00,2633.0,13165,39172.67,0.0031416141207718
2021-01-07 17:00:00,2021-01-07 17:00:00,3027.75,12111,39822.21,0.0165814584504961
2021-01-07 18:00:00,2021-01-07 18:00:00,2769.0,19383,38994.41,-0.0207873947729168
2021-01-07 19:00:00,2021-01-07 19:00:00,2870.0,20090,39128.05,0.0034271578926312
2021-01-07 20:00:00,2021-01-07 20:00:00,2517.66666667,22659,39198.96,0.0018122548913119
2021-01-07 21:00:00,2021-01-07 21:00:00,2799.57142857,19597,39798.19,0.0152868851622594
2021-01-07 22:00:00,2021-01-07 22:00:00,2548.3,25483,39747.87,-0.0012643791086981
2021-01-07 23:00:00,2021-01-07 23:00:00,2428.5,14571,39498.92,-0.0062632286962799
2021-01-08 00:00:00,2021-01-08 00:00:00,2312.83333333,13877,38877.92,-0.0157219488532851
2021-01-08 01:00:00,2021-01-08 01:00:00,2384.125,19073,38739.18,-0.0035686065509676
2021-01-08 02:00:00,2021-01-08 02:00:00,2103.5,12621,37238.41,-0.0387403656969506
2021-01-08 03:00:00,2021-01-08 03:00:00,2403.33333333,14420,38374.71,0.0305141922010094
2021-01-08 04:00:00,2021-01-08 04:00:00,2244.0,11220,38702.63,0.0085452111559931
2021-01-08 05:00:00,2021-01-08 05:00:00,2225.25,8901,38020.01,-0.0176375610649713
2021-01-08 06:00:00,2021-01-08 06:00:00,2338.66666667,14032,38589.99,0.0149915794340926
2021-01-08 07:00:00,2021-01-08 07:00:00,2289.4,11447,38965.76,0.0097374992841408
2021-01-08 08:00:00,2021-01-08 08:00:00,2230.6,11153,38702.79,-0.0067487455653374
2021-01-08 09:00:00,2021-01-08 09:00:00,2767.5,5535,39408.55,0.0182353778629396
2021-01-08 10:00:00,2021-01-08 10:00:00,2386.6,23866,40839.01,0.0362982144737626
2021-01-08 11:00:00,2021-01-08 11:00:00,2319.0,6957,41399.98,0.0137361312137587
2021-01-08 12:00:00,2021-01-08 12:00:00,2727.0,8181,41390.71,-0.0002239131516489
2021-01-08 13:00:00,2021-01-08 13:00:00,2526.8,25268,41367.27,-0.0005663106528011
2021-01-08 14:00:00,2021-01-08 14:00:00,2378.375,19027,41560.0,0.0046589973184114
2021-01-08 15:00:00,2021-01-08 15:00:00,2630.66666667,23676,40879.4,-0.0163763233878728
2021-01-08 16:00:00,2021-01-08 16:00:00,2445.14285714,17116,41362.62,0.0118206235903657
2021-01-08 17:00:00,2021-01-08 17:00:00,2357.0,11785,41077.16,-0.0069014003464964
2021-01-08 18:00:00,2021-01-08 18:00:00,2924.5,11698,39956.48,-0.0272823145514441
2021-01-08 19:00:00,2021-01-08 19:00:00,2839.5,17037,40426.44,0.0117617968349563
2021-01-08 20:00:00,2021-01-08 20:00:00,2579.7,25797,39111.84,-0.0325183221673738
2021-01-08 21:00:00,2021-01-08 21:00:00,2803.0,14015,40130.39,0.0260419862629832
2021-01-08 22:00:00,2021-01-08 22:00:00,2207.33333333,13244,40703.35,0.0142774590528524
2021-01-08 23:00:00,2021-01-08 23:00:00,2048.0,18432,40637.23,-0.0016244363178951
2021-01-09 00:00:00,2021-01-09 00:00:00,2420.2,12101,40341.75,-0.0072711648899298
2021-01-09 01:00:00,2021-01-09 01:00:00,2410.4,12052,40249.0,-0.00229910700453
2021-01-09 02:00:00,2021-01-09 02:00:00,2162.5,12975,40018.25,-0.0057330616909736
2021-01-09 03:00:00,2021-01-09 03:00:00,2481.25,9925,40275.85,0.006437063089965
2021-01-09 04:00:00,2021-01-09 04:00:00,1469.72727273,16167,40272.08,-9.360448010398148e-05
2021-01-09 05:00:00,2021-01-09 05:00:00,2012.5,8050,39341.12,-0.0231167597998414
2021-01-09 06:00:00,2021-01-09 06:00:00,1687.0,13496,39017.98,-0.0082137976753076
2021-01-09 07:00:00,2021-01-09 07:00:00,3359.0,3359,39683.38,0.0170536762794997
2021-01-09 08:00:00,2021-01-09 08:00:00,1852.0,12964,40210.89,0.0132929705080566
2021-01-09 09:00:00,2021-01-09 09:00:00,2469.4,12347,40410.79,0.0049712901156875
2021-01-09 10:00:00,2021-01-09 10:00:00,2061.66666667,12370,40441.62,0.0007629150531331
2021-01-09 11:00:00,2021-01-09 11:00:00,2481.0,12405,40639.04,0.0048816046439286
2021-01-09 12:00:00,2021-01-09 12:00:00,2133.875,17071,40966.22,0.0080508791546256
2021-01-09 13:00:00,2021-01-09 13:00:00,2192.5,8770,41136.54,0.0041575717749893
2021-01-09 14:00:00,2021-01-09 14:00:00,2419.33333333,7258,40910.39,-0.0054975454911861
2021-01-09 15:00:00,2021-01-09 15:00:00,2367.09090909,26038,40600.0,-0.0075870701794824
2021-01-09 16:00:00,2021-01-09 16:00:00,2763.85714286,19347,40071.32,-0.0130216748768472
2021-01-09 17:00:00,2021-01-09 17:00:00,3025.25,12101,40493.46,0.0105347166003015
2021-01-09 18:00:00,2021-01-09 18:00:00,2645.14285714,18516,40737.87,0.0060357894830425
2021-01-09 19:00:00,2021-01-09 19:00:00,3060.66666667,9182,40769.42,0.0007744636624349
2021-01-09 20:00:00,2021-01-09 20:00:00,2330.66666667,13984,40704.83,-0.0015842756654373
2021-01-09 21:00:00,2021-01-09 21:00:00,2895.0,17370,40852.32,0.0036234029229453
2021-01-09 22:00:00,2021-01-09 22:00:00,2544.11111111,22897,40327.21,-0.0128538599521398
2021-01-09 23:00:00,2021-01-09 23:00:00,2626.25,10505,40136.04,-0.0047404717559186
2021-01-10 00:00:00,2021-01-10 00:00:00,2048.625,16389,40650.0,0.0128054486690765
2021-01-10 01:00:00,2021-01-10 01:00:00,2236.66666667,13420,41251.21,0.0147899138991389
2021-01-10 02:00:00,2021-01-10 02:00:00,2029.0,6087,41072.87,-0.0043232671235582
2021-01-10 03:00:00,2021-01-10 03:00:00,2050.85714286,14356,40393.5,-0.0165406021054774
2021-01-10 04:00:00,2021-01-10 04:00:00,1868.57142857,13080,40397.27,9.333184794568794e-05
2021-01-10 05:00:00,2021-01-10 05:00:00,1911.0,9555,40526.4,0.0031965031300382
2021-01-10 06:00:00,2021-01-10 06:00:00,1957.8,19578,40968.0,0.010896600734336
2021-01-10 07:00:00,2021-01-10 07:00:00,1387.44444444,12487,41056.69,0.0021648603788322
2021-01-10 08:00:00,2021-01-10 08:00:00,1904.66666667,11428,40888.59,-0.0040943388276065
2021-01-10 09:00:00,2021-01-10 09:00:00,2528.5,10114,40861.92,-0.0006522602026628
2021-01-10 10:00:00,2021-01-10 10:00:00,2105.875,16847,40492.12,-0.0090499907982786
2021-01-10 11:00:00,2021-01-10 11:00:00,1072.33333333,6434,39233.99,-0.0310709836876904
2021-01-10 12:00:00,2021-01-10 12:00:00,2250.16666667,13501,39562.7,0.0083781945195988
2021-01-10 13:00:00,2021-01-10 13:00:00,1980.16666667,11881,39837.77,0.0069527610602915
2021-01-10 14:00:00,2021-01-10 14:00:00,2242.0,20178,39480.02,-0.0089801713298711
2021-01-10 15:00:00,2021-01-10 15:00:00,2613.5,10454,39723.0,0.0061545054941716
2021-01-10 16:00:00,2021-01-10 16:00:00,2212.0,6636,39287.33,-0.010967701331722
2021-01-10 17:00:00,2021-01-10 17:00:00,2380.2,23802,38597.2,-0.0175662230037013
2021-01-10 18:00:00,2021-01-10 18:00:00,2046.8,20468,38182.27,-0.0107502616770128
2021-01-10 19:00:00,2021-01-10 19:00:00,2871.2,14356,37531.91,-0.0170330365376388
2021-01-10 20:00:00,2021-01-10 20:00:00,2420.66666667,14524,37782.81,0.006684978195887
2021-01-10 21:00:00,2021-01-10 21:00:00,2549.71428571,17848,38106.46,0.0085660648321286
2021-01-10 22:00:00,2021-01-10 22:00:00,1927.88888889,17351,38494.14,0.0101736031108636
2021-01-10 23:00:00,2021-01-10 23:00:00,2186.4,10932,38221.67,-0.0070782202174148
2021-01-11 00:00:00,2021-01-11 00:00:00,2134.2,10671,37286.62,-0.0244638708879019
2021-01-11 01:00:00,2021-01-11 01:00:00,2168.5,8674,37300.48,0.0003717151085296
2021-01-11 02:00:00,2021-01-11 02:00:00,1714.88888889,15434,36417.07,-0.0236836094334443
2021-01-11 03:00:00,2021-01-11 03:00:00,2093.83333333,12563,35473.52,-0.0259095528552957
2021-01-11 04:00:00,2021-01-11 04:00:00,1672.0,11704,35561.68,0.0024852340562764
2021-01-11 05:00:00,2021-01-11 05:00:00,1904.0,11424,34941.87,-0.0174291540782099
2021-01-11 06:00:00,2021-01-11 06:00:00,1930.8,9654,32924.52,-0.0577344601190493
2021-01-11 07:00:00,2021-01-11 07:00:00,2027.53846154,26358,34399.95,0.0448124984054436
2021-01-11 08:00:00,2021-01-11 08:00:00,2329.75,9319,35455.56,0.0306863818116014
2021-01-11 09:00:00,2021-01-11 09:00:00,1876.6,18766,35800.0,0.0097146963692014
2021-01-11 10:00:00,2021-01-11 10:00:00,2137.75,17102,35396.52,-0.0112703910614525
2021-01-11 11:00:00,2021-01-11 11:00:00,2346.28571429,16424,34218.66,-0.0332761525709305
2021-01-11 12:00:00,2021-01-11 12:00:00,2519.25,10077,34303.49,0.002479056748569
2021-01-11 13:00:00,2021-01-11 13:00:00,2311.75,9247,32846.12,-0.0424845985058661
2021-01-11 14:00:00,2021-01-11 14:00:00,2618.25,10473,33322.85,0.0145140430589669
2021-01-11 15:00:00,2021-01-11 15:00:00,2445.71428571,17120,31618.49,-0.0511468856955511
2021-01-11 16:00:00,2021-01-11 16:00:00,2570.0,5140,31836.77,0.0069035554828835
2021-01-11 17:00:00,2021-01-11 17:00:00,2427.25,9709,32863.18,0.0322397655289778
2021-01-11 18:00:00,2021-01-11 18:00:00,2464.0,17248,32578.37,-0.0086665380526169
2021-01-11 19:00:00,2021-01-11 19:00:00,2611.83333333,15671,32282.08,-0.009094684602084
2021-01-11 20:00:00,2021-01-11 20:00:00,2312.08333333,27745,33494.81,0.0375666623711976
2021-01-11 21:00:00,2021-01-11 21:00:00,2469.66666667,7409,33994.94,0.0149315670099339
2021-01-11 22:00:00,2021-01-11 22:00:00,2019.88888889,18179,34396.18,0.0118029330247382
2021-01-11 23:00:00,2021-01-11 23:00:00,2211.625,17693,35408.46,0.029430012286248
2021-01-12 00:00:00,2021-01-12 00:00:00,2218.5,17748,34960.01,-0.0126650523631922
2021-01-12 01:00:00,2021-01-12 01:00:00,2301.16666667,13807,34317.15,-0.0183884386760758
2021-01-12 02:00:00,2021-01-12 02:00:00,1946.55555556,17519,34427.99,0.003229871944494
2021-01-12 03:00:00,2021-01-12 03:00:00,1617.5,12940,35020.0,0.0171956016020686
2021-01-12 04:00:00,2021-01-12 04:00:00,1752.66666667,10516,35335.12,0.0089982866933182
2021-01-12 05:00:00,2021-01-12 05:00:00,1873.5,7494,35942.45,0.017187715790975
2021-01-12 06:00:00,2021-01-12 06:00:00,1895.88888889,17063,36026.66,0.0023429120719373
2021-01-12 07:00:00,2021-01-12 07:00:00,2444.28571429,17110,36452.84,0.0118295728774189
2021-01-12 08:00:00,2021-01-12 08:00:00,2336.0,9344,35814.68,-0.0175064549154467
2021-01-12 09:00:00,2021-01-12 09:00:00,2437.25,19498,35970.72,0.0043568726566871
2021-01-12 10:00:00,2021-01-12 10:00:00,2137.25,8549,35133.4,-0.023277821517056
2021-01-12 11:00:00,2021-01-12 11:00:00,2656.8,13284,35451.0,0.0090398310439638
2021-01-12 12:00:00,2021-01-12 12:00:00,2534.4,12672,35042.49,-0.0115232292460015
2021-01-12 13:00:00,2021-01-12 13:00:00,2334.4,11672,33348.64,-0.0483370331274974
2021-01-12 14:00:00,2021-01-12 14:00:00,2205.42857143,15438,33450.28,0.0030478004500333
2021-01-12 15:00:00,2021-01-12 15:00:00,2203.625,17629,33861.95,0.0123069223934746
2021-01-12 16:00:00,2021-01-12 16:00:00,2152.2,10761,35026.82,0.0344005587392339
2021-01-12 17:00:00,2021-01-12 17:00:00,2821.42857143,19750,35050.0,0.0006617786027964
2021-01-12 18:00:00,2021-01-12 18:00:00,2100.33333333,6301,35079.99,0.000855634807418
2021-01-12 19:00:00,2021-01-12 19:00:00,2577.66666667,7733,34722.18,-0.0101998318699634
