start_time,date,funding_rates,close,change
2021-06-25,2021-06-25,0.00597334,31568.07,-0.0888036360025678
2021-06-26,2021-06-26,-0.0159988,32255.56,0.0217780181050029
2021-06-27,2021-06-27,-0.03240232,34687.71,0.0754025042504298
2021-06-28,2021-06-28,0.00847646,34487.22,-0.0057798569003257
2021-06-29,2021-06-29,0.0088557,35911.26,0.0412918176646306
2021-06-30,2021-06-30,0.01,35031.39,-0.0245012288624794
2021-07-01,2021-07-01,0.00974308,33489.96,-0.0440013941781928
2021-07-02,2021-07-02,0.00097619,33760.94,0.0080913802226101
2021-07-03,2021-07-03,-0.00354816,34652.94,0.0264210652902436
2021-07-04,2021-07-04,-0.00183026,35280.16,0.0181000515396385
2021-07-05,2021-07-05,0.00019636,33672.72,-0.0455621516455708
2021-07-06,2021-07-06,-0.00854399,34206.01,0.0158374494249351
2021-07-07,2021-07-07,0.005484,33845.64,-0.0105352831271464
2021-07-08,2021-07-08,-0.01648853,32852.04,-0.0293568093261051
2021-07-09,2021-07-09,-0.01255697,33805.01,0.0290079398417877
2021-07-10,2021-07-10,0.00545069,33497.98,-0.0090823815759852
2021-07-11,2021-07-11,0.00527011,34253.81,0.0225634500946025
2021-07-12,2021-07-12,0.007282,33070.87,-0.0345345525067136
2021-07-13,2021-07-13,0.00774866,32709.09,-0.0109395368189588
2021-07-14,2021-07-14,-0.00144745,32803.01,0.0028713730647964
2021-07-15,2021-07-15,0.00348774,31866.43,-0.0285516481566783
2021-07-16,2021-07-16,0.00125745,31382.95,-0.0151720792068643
2021-07-17,2021-07-17,0.00416474,31496.65,0.0036229863668011
2021-07-18,2021-07-18,0.00070426,31767.0,0.0085834525259034
2021-07-19,2021-07-19,0.00143127,30823.62,-0.0296968552271225
2021-07-20,2021-07-20,-0.01766556,29775.9,-0.0339908161338609
2021-07-21,2021-07-21,-0.02422499,32120.0,0.0787247404780375
2021-07-22,2021-07-22,-0.00440176,32268.11,0.0046111457036115
2021-07-23,2021-07-23,-0.00513073,33634.46,0.0423436637596685
2021-07-24,2021-07-24,-0.01110613,34230.0,0.017706245321019
2021-07-25,2021-07-25,-0.02641088,35370.66,0.0333234005258546
2021-07-26,2021-07-26,0.00588161,37218.09,0.0522305775464748
2021-07-27,2021-07-27,0.00437486,39442.33,0.059762336003809
2021-07-28,2021-07-28,0.00755447,40003.08,0.0142169592922121
2021-07-29,2021-07-29,0.00847252,40012.9,0.0002454810979555
2021-07-30,2021-07-30,0.00803403,42203.25,0.054741095996541
2021-07-31,2021-07-31,0.01,41448.11,-0.017892934785828
2021-08-01,2021-08-01,0.01,39846.78,-0.038634572239844
2021-08-02,2021-08-02,0.01,39147.48,-0.0175497242186193
2021-08-03,2021-08-03,0.00944846,38203.26,-0.0241195601862496
2021-08-04,2021-08-04,0.00873242,39731.31,0.0399978954675595
2021-08-05,2021-08-05,0.00947422,40882.4,0.0289718612348801
2021-08-06,2021-08-06,0.01,42825.43,0.0475272978103047
2021-08-07,2021-08-07,0.01,44601.11,0.0414632147301263
2021-08-08,2021-08-08,0.01,43787.71,-0.0182372142756088
2021-08-09,2021-08-09,0.01,46259.7,0.0564539684765428
2021-08-10,2021-08-10,0.01,45589.99,-0.014477179921184
2021-08-11,2021-08-11,0.01,45522.12,-0.0014887039896256
2021-08-12,2021-08-12,0.01,44385.09,-0.0249775274086533
2021-08-13,2021-08-13,0.01,47792.52,0.0767696990137905
2021-08-14,2021-08-14,0.01101261,47083.74,-0.0148303542060556
2021-08-15,2021-08-15,0.01,47006.02,-0.0016506760083204
2021-08-16,2021-08-16,0.01070886,45926.23,-0.0229713130360748
2021-08-17,2021-08-17,0.01,44704.84,-0.026594606176035
2021-08-18,2021-08-18,0.01,44714.09,0.0002069127190702
2021-08-19,2021-08-19,0.01,46772.0,0.0460237477716756
2021-08-20,2021-08-20,0.01041281,49332.74,0.0547494227315488
2021-08-21,2021-08-21,0.0131643,48848.29,-0.0098200505384455
2021-08-22,2021-08-22,0.01184809,49273.28,0.0087002021974567
2021-08-23,2021-08-23,0.02630001,49523.91,0.0050865296566415
2021-08-24,2021-08-24,0.02585526,47719.36,-0.0364379549191492
2021-08-25,2021-08-25,0.01247415,48992.65,0.0266828809103893
2021-08-26,2021-08-26,0.01143355,46853.06,-0.0436716527887347
2021-08-27,2021-08-27,0.01,49083.98,0.04761524647483
2021-08-28,2021-08-28,0.01949466,48931.99,-0.0030965296620202
2021-08-29,2021-08-29,0.01138667,48795.41,-0.002791221039651
2021-08-30,2021-08-30,0.01717893,47024.7,-0.036288454180424
2021-08-31,2021-08-31,0.03044292,47150.32,0.002671362071422
2021-09-01,2021-09-01,0.03487994,48842.94,0.0358983777840744
2021-09-02,2021-09-02,0.05265156,49299.14,0.0093401420962784
2021-09-03,2021-09-03,0.03488945,50027.08,0.0147657748187899
2021-09-04,2021-09-04,0.01729159,49940.74,-0.001725865271369
2021-09-05,2021-09-05,0.01221876,51799.57,0.0372207139902212
2021-09-06,2021-09-06,0.0113527,52683.97,0.0170735008031919
2021-09-07,2021-09-07,0.02481048,46864.39,-0.1104620627488779
2021-09-08,2021-09-08,0.01,46062.29,-0.0171153406669755
2021-09-09,2021-09-09,0.01,46413.88,0.0076329248936601
2021-09-10,2021-09-10,0.01015337,44860.83,-0.0334608957492886
2021-09-11,2021-09-11,0.01,45193.78,0.0074218421727818
2021-09-12,2021-09-12,0.01,46046.73,0.0188731723701802
2021-09-13,2021-09-13,0.01,44975.96,-0.0232539856793306
2021-09-14,2021-09-14,0.01002677,47087.18,0.0469410769664504
2021-09-15,2021-09-15,0.00970206,48106.12,0.021639435617083
2021-09-16,2021-09-16,0.01,47745.55,-0.007495304131782
2021-09-17,2021-09-17,0.01,47303.11,-0.0092666227533246
2021-09-18,2021-09-18,0.01,48285.15,0.0207605800126038
2021-09-19,2021-09-19,0.01,47256.91,-0.0212951601061609
2021-09-20,2021-09-20,0.01,43026.6,-0.0895172790603533
2021-09-21,2021-09-21,0.0091628,40726.1,-0.0534669251114426
2021-09-22,2021-09-22,0.0087569,43520.0,0.0686021985900933
2021-09-23,2021-09-23,0.00754908,44828.29,0.0300618106617647
2021-09-24,2021-09-24,0.00235962,42798.49,-0.0452794429588994
2021-09-25,2021-09-25,0.00780706,42651.58,-0.0034325977388454
2021-09-26,2021-09-26,0.00673649,43150.0,0.011685850793804
2021-09-27,2021-09-27,0.00890873,42122.69,-0.0238078794901506
2021-09-28,2021-09-28,0.00320204,41006.32,-0.0265028183147848
2021-09-29,2021-09-29,0.00712146,41499.71,0.0120320477428845
2021-09-30,2021-09-30,0.00880227,43796.57,0.0553464108544372
2021-10-01,2021-10-01,0.00250811,48123.94,0.098806139384888
2021-10-02,2021-10-02,0.00730035,47626.61,-0.0103343574944196
2021-10-03,2021-10-03,0.01,48187.3,0.0117726203901558
2021-10-04,2021-10-04,0.01,49198.22,0.020978971637755
2021-10-05,2021-10-05,0.00236049,51455.12,0.0458736108745398
2021-10-06,2021-10-06,0.01,55321.6,0.0751427651903249
2021-10-07,2021-10-07,0.0318654,53814.99,-0.0272336664160111
2021-10-08,2021-10-08,0.01976399,53975.0,0.0029733351246559
2021-10-09,2021-10-09,0.011155,54960.77,0.0182634553033811
2021-10-10,2021-10-10,0.01438735,54700.0,-0.0047446569616836
2021-10-11,2021-10-11,0.01074656,57500.01,0.0511884826325412
2021-10-12,2021-10-12,0.01186122,56011.84,-0.0258812128902239
2021-10-13,2021-10-13,0.01,57393.65,0.0246699626364712
2021-10-14,2021-10-14,0.01877702,57378.19,-0.0002693677784911
2021-10-15,2021-10-15,0.0231053,61702.33,0.0753620844435838
2021-10-16,2021-10-16,0.03900487,60925.56,-0.0125889897512785
2021-10-17,2021-10-17,0.03816795,61571.45,0.0106012977147851
2021-10-18,2021-10-18,0.02158589,62037.92,0.0075760762496255
2021-10-19,2021-10-19,0.01117558,64316.7,0.0367320503330865
2021-10-20,2021-10-20,0.03790492,66064.24,0.0271708592014205
2021-10-21,2021-10-21,0.06262034,62260.33,-0.0575789564823572
2021-10-22,2021-10-22,0.03068216,60734.27,-0.0245109526403088
2021-10-23,2021-10-23,0.02030787,61325.11,0.0097282802608806
2021-10-24,2021-10-24,0.03918568,60902.82,-0.0068860863029842
2021-10-25,2021-10-25,0.02995052,63127.04,0.0365208047837521
2021-10-26,2021-10-26,0.05598004,60358.75,-0.0438526818301634
2021-10-27,2021-10-27,0.02416746,58449.36,-0.031634021579307
2021-10-28,2021-10-28,0.01623874,60622.03,0.0371718355855392
2021-10-29,2021-10-29,0.02287394,62308.22,0.0278148059377094
2021-10-30,2021-10-30,0.02813925,61895.19,-0.0066288204028296
2021-10-31,2021-10-31,0.04082102,61348.61,-0.0088307346661348
2021-11-01,2021-11-01,0.04099283,60942.87,-0.0066136787777261
2021-11-02,2021-11-02,0.04871153,63266.69,0.0381311218195008
2021-11-03,2021-11-03,0.04748869,62946.45,-0.0050617473428751
2021-11-04,2021-11-04,0.04404411,61431.86,-0.024061563440035
2021-11-05,2021-11-05,0.03626622,61006.0,-0.0069322335348466
2021-11-06,2021-11-06,0.04343215,61511.3,0.0082827918565386
2021-11-07,2021-11-07,0.03244579,63316.4,0.0293458275146192
2021-11-08,2021-11-08,0.04540245,67606.96,0.0677638021113014
2021-11-09,2021-11-09,0.0534616,67009.98,-0.0088301559484409
2021-11-10,2021-11-10,0.05418938,64920.13,-0.0311871455565275
2021-11-11,2021-11-11,0.01939852,64831.3,-0.0013682967055055
2021-11-12,2021-11-12,0.02810106,64156.08,-0.0104150310112554
2021-11-13,2021-11-13,0.02234728,64427.0,0.0042228265816739
2021-11-14,2021-11-14,0.01557696,65568.39,0.0177160196811896
2021-11-15,2021-11-15,0.03108084,63654.49,-0.0291893700607869
2021-11-16,2021-11-16,0.01245505,60106.03,-0.0557456355396139
2021-11-17,2021-11-17,0.01175736,60366.96,0.0043411617769464
2021-11-18,2021-11-18,0.01074617,56921.05,-0.0570827154456675
2021-11-19,2021-11-19,0.01,58069.51,0.0201763670909091
2021-11-20,2021-11-20,0.01,59716.29,0.0283587720991618
2021-11-21,2021-11-21,0.01,58661.39,-0.0176651965485464
2021-11-22,2021-11-22,0.01,56268.31,-0.0407948055782517
2021-11-23,2021-11-23,0.01139374,57574.23,0.0232088008330089
2021-11-24,2021-11-24,0.01151882,57165.08,-0.0071064780197668
2021-11-25,2021-11-25,0.01535499,58988.21,0.0318923720565071
2021-11-26,2021-11-26,0.0196629,53755.65,-0.0887051836290675
2021-11-27,2021-11-27,0.01000574,54738.77,0.0182886822129393
2021-11-28,2021-11-28,0.01017198,57315.73,0.0470774188020668
2021-11-29,2021-11-29,0.01590764,57827.98,0.0089373370975123
2021-11-30,2021-11-30,0.01382046,56975.0,-0.0147502990766753
2021-12-01,2021-12-01,0.01998412,57209.29,0.0041121544537077
2021-12-02,2021-12-02,0.01020176,56513.57,-0.0121609619696381
2021-12-03,2021-12-03,0.01737096,53612.0,-0.0513428898581349
2021-12-04,2021-12-04,0.00301199,49135.66,-0.0834951130343952
2021-12-05,2021-12-05,0.00717979,49376.6,0.0049035669816992
2021-12-06,2021-12-06,0.01,50424.72,0.0212270589712535
2021-12-07,2021-12-07,0.00934257,50577.2,0.0030239136677405
2021-12-08,2021-12-08,0.01,50455.61,-0.0024040476736552
2021-12-09,2021-12-09,0.01,47539.76,-0.0577904022961965
2021-12-10,2021-12-10,0.01,47136.35,-0.0084857390950228
2021-12-11,2021-12-11,0.01,49381.15,0.0476235431890674
2021-12-12,2021-12-12,0.01,50057.01,0.013686599036272
2021-12-13,2021-12-13,0.00901852,46679.93,-0.0674646767755405
2021-12-14,2021-12-14,0.00792639,48324.04,0.0352209182832965
2021-12-15,2021-12-15,0.00999496,48870.48,0.0113078293950588
2021-12-16,2021-12-16,0.01,47624.5,-0.0254955547807184
2021-12-17,2021-12-17,0.00882505,46125.33,-0.0314789656584321
2021-12-18,2021-12-18,0.00834324,46815.99,0.0149735514087379
2021-12-19,2021-12-19,0.00944725,46668.63,-0.0031476425041957
2021-12-20,2021-12-20,0.00989815,46898.14,0.0049178645269853
2021-12-21,2021-12-21,0.00997398,48875.15,0.0421554031780364
2021-12-22,2021-12-22,0.00998811,48569.69,-0.0062498017908896
2021-12-23,2021-12-23,0.0066924,50817.92,0.0462887451000819
2021-12-24,2021-12-24,0.01,50808.55,-0.0001843837764314
2021-12-25,2021-12-25,0.01,50403.64,-0.0079693279969612
2021-12-26,2021-12-26,0.01,50765.73,0.0071838065663512
2021-12-27,2021-12-27,0.01,50707.72,-0.0011427000064807
2021-12-28,2021-12-28,0.01,47522.03,-0.0628245561030944
2021-12-29,2021-12-29,0.00906809,46436.54,-0.0228418272535916
2021-12-30,2021-12-30,0.00757787,47095.02,0.0141802123930852
2021-12-31,2021-12-31,0.00857882,46210.56,-0.0187803296399491
2022-01-01,2022-01-01,0.01,47704.35,0.0323257281452551
2022-01-02,2022-01-02,0.01,47280.0,-0.008895415197985
2022-01-03,2022-01-03,0.01,46445.81,-0.0176436125211506
2022-01-04,2022-01-04,0.01,45833.42,-0.0131850429565121
2022-01-05,2022-01-05,0.01,43421.69,-0.0526194641377404
2022-01-06,2022-01-06,0.00966075,43080.01,-0.0078688784337965
2022-01-07,2022-01-07,0.01,41553.86,-0.0354259434944421
2022-01-08,2022-01-08,0.00997862,41688.05,0.0032293028854599
2022-01-09,2022-01-09,0.01,41851.22,0.0039140712986094
2022-01-10,2022-01-10,0.00890881,41801.55,-0.0011868232276143
2022-01-11,2022-01-11,0.00572752,42700.68,0.0215094894806531
2022-01-12,2022-01-12,0.00158998,43880.72,0.0276351570982007
2022-01-13,2022-01-13,0.00162089,42534.32,-0.0306831793097287
2022-01-14,2022-01-14,-0.00055791,43042.4,0.0119451774472942
2022-01-15,2022-01-15,0.00417059,43070.51,0.0006530769659685
2022-01-16,2022-01-16,0.00507979,43060.66,-0.0002286947612182
2022-01-17,2022-01-17,0.00810441,42176.34,-0.0205366104467513
2022-01-18,2022-01-18,0.00802493,42337.58,0.0038229964951914
2022-01-19,2022-01-19,0.00932122,41657.89,-0.0160540588290593
2022-01-20,2022-01-20,0.01,40661.69,-0.0239138372106699
2022-01-21,2022-01-21,0.00722393,36425.98,-0.1041695512409838
2022-01-22,2022-01-22,0.00627971,35043.73,-0.0379468170794581
2022-01-23,2022-01-23,0.00045204,36230.01,0.0338514193551884
2022-01-24,2022-01-24,0.00426442,36648.31,0.0115456771886068
2022-01-25,2022-01-25,-0.00145117,36934.26,0.0078025426001908
2022-01-26,2022-01-26,-0.00322582,36787.43,-0.0039754417714068
2022-01-27,2022-01-27,-0.00739978,37131.0,0.009339331396621
2022-01-28,2022-01-28,0.00207988,37696.21,0.0152220516549512
2022-01-29,2022-01-29,0.00118989,38150.01,0.0120383454994548
2022-01-30,2022-01-30,0.00939123,37870.01,-0.0073394476174448
2022-01-31,2022-01-31,-0.00483985,38439.04,0.0150258740359454
2022-02-01,2022-02-01,-0.00053859,38680.51,0.0062818946570986
2022-02-02,2022-02-02,-2.73e-05,36892.03,-0.0462372393745584
2022-02-03,2022-02-03,0.00077201,37289.86,0.0107836299601837
2022-02-04,2022-02-04,0.00055212,41550.0,0.11424392582863
2022-02-05,2022-02-05,0.00981418,41374.69,-0.0042192539109505
2022-02-06,2022-02-06,0.0077211,42361.35,0.0238469460435835
2022-02-07,2022-02-07,0.00013681,43829.99,0.0346693389138921
2022-02-08,2022-02-08,0.00994571,44021.57,0.0043709797789139
2022-02-09,2022-02-09,0.00598761,44358.08,0.0076442071466329
2022-02-10,2022-02-10,0.0063952,43471.29,-0.0199916227212719
2022-02-11,2022-02-11,-0.00088531,42366.0,-0.025425746509938
2022-02-12,2022-02-12,0.00928634,42199.87,-0.0039213048199027
2022-02-13,2022-02-13,0.00796437,42041.13,-0.0037616229623457
2022-02-14,2022-02-14,0.0074663,42525.14,0.0115127733245989
