start_time,datetime,range_0d_1d,range_0d_1d_percent,range_10y_inf,range_10y_inf_percent,range_12m_18m,range_12m_18m_percent,range_18m_2y,range_18m_2y_percent,range_1d_1w,range_1d_1w_percent,range_1m_3m,range_1m_3m_percent,range_1w_1m,range_1w_1m_percent,range_2y_3y,range_2y_3y_percent,range_3m_6m,range_3m_6m_percent,range_3y_5y,range_3y_5y_percent,range_5y_7y,range_5y_7y_percent,range_6m_12m,range_6m_12m_percent,range_7y_10y,range_7y_10y_percent,close,change
2021-01-01 20:00:00,2021-01-01 20:00:00,464038,0.40175161,41204,0.03567331,19030552,16.47613988,22146869,19.17416329,1797189,1.55595788,4537446,3.92839866,3295429,2.85309376,15928056,13.79008232,5146563,4.45575577,16941501,14.66749573,10125219,8.76614218,11588131,10.03269202,4461508,3.86265358,29214.14,0.0057032263661389
2021-01-01 21:00:00,2021-01-01 21:00:00,461744,0.39974215,41207,0.03567383,19028083,16.47303875,22147463,19.17355606,1807504,1.5647968,4543657,3.9335459,3291660,2.84966398,15926444,13.78788022,5145101,4.45422947,16942217,14.66725771,10127756,8.7678258,11585945,10.03021276,4461680,3.86257657,29177.77,-0.0012449450848116
2021-01-01 22:00:00,2021-01-01 22:00:00,455169,0.39403561,41211,0.03567598,19028306,16.472629,22149927,19.17498751,1815275,1.57146683,4544275,3.93393696,3291845,2.84971986,15926306,13.78725621,5144536,4.45357737,16941851,14.66640415,10129295,8.76883726,11584883,10.02892636,4461809,3.8625469,29270.89,0.0031914707669571
2021-01-01 23:00:00,2021-01-01 23:00:00,455816,0.39457889,41214,0.03567706,19024456,16.46859424,22152060,19.17601679,1814422,1.57066145,4543355,3.9329729,3296579,2.85369642,15927852,13.78800696,5144378,4.4532508,16942954,14.66673395,10129387,8.7685432,11585125,10.02870846,4462013,3.86255889,29337.16,0.002264024086729
2021-01-02 00:00:00,2021-01-02 00:00:00,459399,0.39767659,41217,0.0356793,19019693,16.46430822,22155940,19.17918576,1811696,1.56828616,4544168,3.93363776,3295076,2.85236712,15929901,13.78964424,5144781,4.45355559,16943365,14.66694461,10129264,8.76834997,11583947,10.0275895,4462307,3.86277517,29215.89,-0.0041336652900281
2021-01-02 01:00:00,2021-01-02 01:00:00,458771,0.39718657,41218,0.03568498,19016774,16.46400329,22157893,19.18346525,1810496,1.56745892,4546081,3.9358249,3278068,2.83802722,15931394,13.79279804,5144496,4.45390996,16945318,14.67061507,10129486,8.76972565,11582784,10.02793607,4462385,3.86336407,29380.0,0.0056171487502179
2021-01-02 02:00:00,2021-01-02 02:00:00,442006,0.38267512,41222,0.03568873,19015260,16.46282394,22159291,19.18482873,1823628,1.57884071,4554124,3.94281969,3271125,2.83203884,15934882,13.79592795,5144616,4.4540494,16947782,14.67286543,10129409,8.76972899,11578238,10.02408033,4462659,3.86363213,29347.02,-0.0011225323349216
2021-01-02 03:00:00,2021-01-02 03:00:00,453163,0.39231091,41224,0.03568832,19012529,16.45946957,22163437,19.18726419,1818703,1.5744821,4552331,3.94103034,3273114,2.83359043,15934084,13.7944074,5144505,4.45368543,16948008,14.67217864,10129159,8.76898514,11577753,10.02305759,4463179,3.86384993,29364.67,0.0006014239265177
2021-01-02 04:00:00,2021-01-02 04:00:00,451626,0.3910887,41225,0.03569908,19006315,16.45865181,22169500,19.19783405,1804572,1.56268178,4554364,3.94388346,3255310,2.81895853,15933911,13.79808201,5143963,4.45445085,16949425,14.67747349,10129396,8.77162153,11576411,10.02467432,4463155,3.86490038,29363.03,-5.584942721981179e-05
2021-01-02 05:00:00,2021-01-02 05:00:00,454976,0.39400514,41225,0.03570048,19004961,16.45812606,22172877,19.20151296,1799964,1.55875271,4553853,3.94359592,3253787,2.81775041,15933956,13.79866323,5141051,4.45210414,16950630,14.67909381,10129306,8.7718883,11574848,10.02371473,4463201,3.8650921,29628.65,0.0090460691556697
2021-01-02 06:00:00,2021-01-02 06:00:00,456018,0.39498095,41226,0.03570799,18999664,16.45659894,22175553,19.20740188,1796460,1.55600761,4549525,3.94058065,3239983,2.80631809,15938751,13.80538271,5141877,4.45364758,16950608,14.68180478,10129285,8.77350151,11571282,10.02249025,4462931,3.86557707,29733.03,0.0035229414772524
2021-01-02 07:00:00,2021-01-02 07:00:00,456871,0.39579282,41226,0.03571458,18994877,16.45548955,22179922,19.2147322,1791835,1.55228813,4546477,3.9386675,3225063,2.79391072,15941317,13.81015393,5142198,4.45474774,16950876,14.68474699,10129319,8.77515042,11568963,10.02233127,4462912,3.86627414,29777.33,0.0014899255138141
2021-01-02 08:00:00,2021-01-02 08:00:00,456141,0.39540257,41231,0.0357408,18989294,16.46073384,22184221,19.23023349,1785809,1.54801577,4547760,3.94219327,3162925,2.74175894,15944527,13.82139932,5140811,4.45627529,16951985,14.69470709,10129015,8.78026429,11564386,10.02450539,4463058,3.86876994,29870.0,0.0031120990364146
2021-01-02 09:00:00,2021-01-02 09:00:00,461753,0.40029149,41233,0.03574469,18989528,16.46193201,22183236,19.23054237,1783011,1.5456838,4550121,3.94447837,3150740,2.7313616,15947562,13.82486607,5140613,4.4563731,16952509,14.69604987,10129352,8.78108734,11561428,10.02254725,4463102,3.86904202,29642.1,-0.0076297288249079
2021-01-02 10:00:00,2021-01-02 10:00:00,461177,0.39984188,41235,0.03575087,18983630,16.45886554,22186104,19.23542034,1779265,1.54262822,4548229,3.94332852,3143275,2.72522908,15950419,13.82906228,5140811,4.45709893,16952536,14.6979008,10129922,8.7826735,11560110,10.02265089,4463132,3.86954916,29708.25,0.0022316232655581
2021-01-02 11:00:00,2021-01-02 11:00:00,457891,0.39697386,41238,0.03575176,18983204,16.45770655,22185360,19.23385245,1783175,1.54594403,4550742,3.945318,3143033,2.72488853,15951574,13.82940014,5141771,4.45771737,16955500,14.6997653,10130093,8.78240038,11558468,10.02074647,4463330,3.86953516,29775.52,0.0022643541777116
2021-01-02 12:00:00,2021-01-02 12:00:00,464115,0.40236163,41241,0.03575363,18984127,16.45817145,22186558,19.23449919,1781744,1.54467194,4554885,3.94882937,3137830,2.7203223,15953546,13.830828,5138528,4.45481506,16955018,14.69904795,10130636,8.7826922,11556006,10.0184079,4463495,3.86959937,30660.12,0.0297089689785434
2021-01-02 13:00:00,2021-01-02 13:00:00,465460,0.40349673,41244,0.03575349,18977540,16.45119968,22191679,19.23746399,1788895,1.55075257,4551977,3.94600578,3138715,2.72088096,15952071,13.82848911,5141392,4.4569563,16957402,14.69998779,10130968,8.78230674,11555619,10.01730443,4463610,3.86940243,31616.51,0.031193289523981
2021-01-02 14:00:00,2021-01-02 14:00:00,477473,0.41390861,41250,0.03575853,18971182,16.4456118,22196042,19.24115694,1782793,1.54545571,4551685,3.94573435,3135937,2.71846016,15953634,13.8297799,5140978,4.45657674,16958581,14.70094166,10130775,8.78209871,11552807,10.01482033,4463970,3.86969656,31335.01,-0.008903576011394
2021-01-02 15:00:00,2021-01-02 15:00:00,476124,0.41273158,41254,0.03576133,18973576,16.44738355,22192199,19.2374705,1784406,1.54682543,4553318,3.94707711,3137559,2.71981604,15954682,13.83043313,5140686,4.45624137,16959845,14.70176606,10130852,8.78200338,11550690,10.01280036,4464045,3.86969016,31717.01,0.0121908370222316
2021-01-02 16:00:00,2021-01-02 16:00:00,482271,0.41800571,41257,0.03575928,18969793,16.44196259,22193773,19.23632933,1792913,1.55399737,4549037,3.94285252,3139811,2.72141372,15954328,13.82832507,5143149,4.4577958,16961650,14.70141581,10131163,8.78112919,11550857,10.01164107,4464260,3.86937253,32543.45,0.0260566806265787
2021-01-02 17:00:00,2021-01-02 17:00:00,494386,0.42845666,41263,0.03576033,18967240,16.43784463,22191827,19.23241359,1793717,1.55451407,4551296,3.94435334,3139577,2.72089555,15957167,13.82918294,5143766,4.45781391,16962943,14.70083267,10131502,8.78040536,11548623,10.00854476,4464327,3.86898218,32904.2,0.0110851799670901
2021-01-02 18:00:00,2021-01-02 18:00:00,502389,0.43541553,41273,0.0357709,18963479,16.43545789,22193366,19.23476871,1785874,1.54779916,4548780,3.94238221,3140545,2.72187899,15958571,13.83113413,5142273,4.45675666,16963287,14.70191146,10131261,8.78066275,11545617,10.00647097,4464792,3.86959064,33100.0,0.0059506081290534
2021-01-02 19:00:00,2021-01-02 19:00:00,519693,0.45037159,41276,0.03577023,18957638,16.42889479,22197105,19.23625204,1785710,1.54751566,4550334,3.94336882,3131675,2.71394354,15959518,13.83069147,5142301,4.45637384,16963402,14.70066824,10132686,8.78109563,11545844,10.00575369,4464865,3.86930046,33115.41,0.0004655589123867
2021-01-02 20:00:00,2021-01-02 20:00:00,531235,0.46036844,41276,0.0357698,18955209,16.42659078,22198304,19.23705805,1784051,1.54605922,4552591,3.94527696,3125674,2.70871019,15958141,13.8293306,5141368,4.45551132,16963506,14.70058026,10133392,8.78160107,11543808,10.00386807,4464890,3.86927524,30912.0,-0.0665373009121735
2021-01-02 21:00:00,2021-01-02 21:00:00,544952,0.47224007,41280,0.03577209,18949518,16.4211192,22200667,19.23847345,1779154,1.5417648,4553694,3.94610311,3123507,2.70674329,15960108,13.83058059,5140236,4.45438391,16962743,14.69943587,10134116,8.78193982,11542259,10.00219693,4465004,3.86924685,31722.66,0.0262247670807453
2021-01-02 22:00:00,2021-01-02 22:00:00,542426,0.4699885,41286,0.03577252,18946551,16.41636112,22201665,19.23677561,1794049,1.55446531,4554196,3.94601245,3123242,2.70615314,15962923,13.83117743,5144024,4.45707272,16962620,14.69737133,10135649,8.78209834,11538316,9.9974482,4465664,3.86930333,32171.14,0.0141375281896285
2021-01-02 23:00:00,2021-01-02 23:00:00,554273,0.48021197,41287,0.0357703,18943926,16.41267042,22202324,19.23568675,1793211,1.55360516,4555250,3.94658514,3122060,2.70489558,15965465,13.83218637,5143683,4.45639271,16962493,14.69599317,10136206,8.78182317,11536649,9.99514133,4465743,3.86903792,32199.91,0.0008942797799518
2021-01-03 00:00:00,2021-01-03 00:00:00,549840,0.47635152,41291,0.03577228,18939476,16.40813366,22204512,19.23678357,1797094,1.55690467,4554235,3.94554192,3126987,2.70905175,15967389,13.83327886,5139980,4.45299959,16963886,14.69658975,10136423,8.78164651,11540362,9.99794304,4465888,3.86900288,32478.69,0.008657788173942
2021-01-03 01:00:00,2021-01-03 01:00:00,565920,0.49024741,41295,0.0357732,18933587,16.40186229,22208382,19.2387646,1795505,1.55541714,4553771,3.94485867,3123673,2.70598775,15966586,13.83159698,5137112,4.45019761,16967328,14.6985237,10136528,8.78111139,11539936,9.99686119,4465970,3.86879808,32611.14,0.0040780585670172
2021-01-03 02:00:00,2021-01-03 02:00:00,573390,0.49672623,41290,0.03576942,18930867,16.39975973,22212155,19.2423308,1784024,1.54549525,4555095,3.94606668,3123851,2.70618381,15966579,13.83180492,5137803,4.45086507,16968291,14.69958536,10136358,8.78109998,11538035,9.99536903,4466069,3.8689437,32765.99,0.0047483773949639
2021-01-03 03:00:00,2021-01-03 03:00:00,564348,0.48888868,41292,0.03577082,18921640,16.39161589,22217048,19.24639286,1789188,1.54995457,4554268,3.94531403,3130212,2.71166943,15970599,13.83516039,5131384,4.44526349,16969459,14.70046221,10136305,8.78097343,11542797,9.99940252,4466327,3.86913167,32601.49,-0.0050204495576052
2021-01-03 04:00:00,2021-01-03 04:00:00,566085,0.4903959,41292,0.035771,18923248,16.39309167,22215508,19.24515597,1794052,1.55417605,4552471,3.94377722,3126191,2.70819976,15973697,13.83791405,5132570,4.44631337,16969284,14.70038485,10135427,8.78025717,11537640,9.99498555,4466819,3.86957743,33256.95,0.020105216049941
2021-01-03 05:00:00,2021-01-03 05:00:00,571623,0.49524138,41292,0.03577446,18917526,16.38972126,22221883,19.25254223,1791562,1.55216923,4548940,3.94109984,3118822,2.7020776,15972306,13.83804855,5131391,4.44572235,16968327,14.70097886,10136132,8.78171798,11536194,9.99470037,4467112,3.87020589,33823.58,0.017037942445113
2021-01-03 06:00:00,2021-01-03 06:00:00,569601,0.49346135,41293,0.03577329,18913633,16.38541152,22224845,19.25400748,1791928,1.55239756,4548760,3.94071856,3126850,2.70887798,15974302,13.83898651,5131211,4.44531222,16970364,14.701903,10136303,8.781364,11533396,9.99170491,4467224,3.87008163,34016.77,0.0057116958051157
2021-01-03 07:00:00,2021-01-03 07:00:00,573834,0.49716766,41275,0.03576051,18909045,16.38272693,22226245,19.25673679,1787385,1.54858378,4547098,3.93958896,3123111,2.70585187,15974723,13.84044116,5132977,4.44719236,16971138,14.70373145,10136235,8.78199667,11530198,9.98972107,4467356,3.87050078,34472.24,0.013389572260976
2021-01-03 08:00:00,2021-01-03 08:00:00,567902,0.4920385,41276,0.03576212,18901253,16.37631877,22232244,19.26233751,1787481,1.54869937,4547581,3.9400899,3126752,2.70906312,15979617,13.84497111,5131943,4.44638958,16972192,14.70495244,10136005,8.78198122,11526442,9.98667593,4467516,3.87072043,34420.0,-0.0015154222644074
2021-01-03 09:00:00,2021-01-03 09:00:00,574728,0.4979775,41277,0.03576477,18901379,16.37724539,22230988,19.26221075,1783083,1.544966,4547565,3.94027271,3123382,2.70627839,15979994,13.84598886,5130936,4.44573901,16972451,14.70591087,10135770,8.78221597,11523417,9.9845534,4467473,3.87087638,34239.04,-0.0052574084834398
2021-01-03 10:00:00,2021-01-03 10:00:00,571761,0.49536842,41287,0.03577067,18899735,16.37455481,22235174,19.26434817,1788893,1.54988027,4548703,3.94095402,3127803,2.70989946,15979885,13.8448239,5130977,4.4454308,16973458,14.70564631,10135884,8.78163573,11520186,9.98098212,4467621,3.87070533,33949.75,-0.0084491270783293
2021-01-03 11:00:00,2021-01-03 11:00:00,573876,0.4971906,41287,0.03576994,18896087,16.37105721,22240431,19.26850613,1789780,1.55061684,4549950,3.94195326,3129021,2.71089892,15979539,13.84423914,5128741,4.44340208,16974696,14.70641617,10135949,8.78151127,11516679,9.97773829,4467707,3.87070016,34464.06,0.0151491542647588
2021-01-03 12:00:00,2021-01-03 12:00:00,580524,0.50295175,41287,0.03577004,18891642,16.3672551,22245515,19.27296838,1788888,1.54984867,4550425,3.94237657,3126935,2.70909976,15977033,13.84210938,5128891,4.44354532,16975836,14.70744779,10135963,8.78154965,11512530,9.97417352,4467929,3.87090406,34156.94,-0.0089113122481795
2021-01-03 13:00:00,2021-01-03 13:00:00,585852,0.50754488,41289,0.03577016,18891074,16.36602384,22243246,19.27013226,1784773,1.5462137,4552947,3.94438343,3131973,2.71334202,15976697,13.84119315,5126529,4.44129835,16977002,14.70779372,10135847,8.78105256,11513345,9.97442913,4468037,3.87082281,33939.02,-0.0063799626078918
2021-01-03 14:00:00,2021-01-03 14:00:00,584347,0.50624567,41293,0.03577395,18887866,16.3633942,22245141,19.27195011,1788101,1.54911103,4552607,3.94412492,3134594,2.7156375,15975115,13.8399491,5125814,4.44071951,16977608,14.70845315,10135832,8.78111982,11510896,9.97239862,4468342,3.87112242,33903.75,-0.001039216807085
2021-01-03 15:00:00,2021-01-03 15:00:00,597136,0.51727819,41293,0.03577069,18884822,16.35926565,22246534,19.27140004,1784822,1.54612933,4553656,3.9446741,3137684,2.71806671,15974956,13.83854976,5124485,4.43916344,16977409,14.70693999,10137190,8.78149575,11509664,9.97042232,4468428,3.87084404,33540.46,-0.0107153338495004
2021-01-03 16:00:00,2021-01-03 16:00:00,602258,0.5217121,41295,0.03577221,18885038,16.35935583,22240208,19.26580589,1786258,1.54736412,4553680,3.94467151,3139879,2.71995205,15980156,13.84297231,5121371,4.4364396,16977631,14.70704515,10136808,8.78111281,11505368,9.96664179,4468813,3.87115461,32742.51,-0.023790669537627
2021-01-03 17:00:00,2021-01-03 17:00:00,608806,0.52735047,41296,0.03577078,18879080,16.35314324,22243074,19.26704984,1785516,1.54662192,4553440,3.94421002,3144897,2.7241238,15979421,13.84144569,5120511,4.43540945,16978491,14.70684458,10136729,8.78047984,11505787,9.96636398,4469137,3.87118639,32979.98,0.0072526510643198
2021-01-03 18:00:00,2021-01-03 18:00:00,599001,0.51884827,41298,0.03577189,18879106,16.35288006,22243291,19.26690119,1800144,1.55926551,4554496,3.94505581,3143913,2.72322387,15979811,13.84154168,5119228,4.43422064,16978985,14.70701553,10136877,8.78045463,11502703,9.96351853,4469349,3.87130239,32831.08,-0.0045148602273258
2021-01-03 19:00:00,2021-01-03 19:00:00,606093,0.52497842,41302,0.03577447,18877847,16.35138884,22242672,19.26589291,1796875,1.5563958,4558262,3.94822113,3142710,2.72211515,15980799,13.84205828,5117910,4.43297037,16979467,14.70707265,10137129,8.78045775,11500483,9.96135149,4469482,3.87132273,32823.72,-0.0002241778217469
2021-01-03 20:00:00,2021-01-03 20:00:00,597151,0.51718717,41305,0.03577389,18876567,16.34882682,22241541,19.26320088,1809165,1.56690172,4559554,3.94898917,3147854,2.72632836,15983041,13.84276968,5119368,4.4338391,16980605,14.70675099,10137216,8.77975263,11498138,9.95843508,4469789,3.87124451,33779.07,0.0291054761617512
2021-01-03 21:00:00,2021-01-03 21:00:00,600640,0.52017712,41305,0.0357717,18877208,16.34838121,22240914,19.26147874,1819498,1.57575458,4560514,3.94957885,3144046,2.7228636,15984521,13.84320408,5118134,4.43249901,16980924,14.70612703,10136747,8.77880904,11493844,9.95410674,4470067,3.8712483,33625.0,-0.0045611084023331
2021-01-03 22:00:00,2021-01-03 22:00:00,609372,0.52777973,41311,0.03577964,18873248,16.34620186,22242583,19.2643975,1806610,1.56471275,4557603,3.9473597,3145561,2.72438401,15984585,13.84431832,5117768,4.43252104,16981748,14.70796551,10136858,8.77957663,11492057,9.95332035,4470227,3.87168297,33209.99,-0.0123423048327138
2021-01-03 23:00:00,2021-01-03 23:00:00,594689,0.51502735,41313,0.03577891,18874196,16.34590025,22245133,19.26528288,1825535,1.58099519,4558291,3.94768445,3148692,2.72690849,15984970,13.84370095,5118189,4.43258123,16981206,14.70648601,10137408,8.77945,11487246,9.94847024,4470593,3.87173405,33054.53,-0.0046811215540865
2021-01-04 00:00:00,2021-01-04 00:00:00,605183,0.5241876,41316,0.03578642,18872503,16.34667862,22243116,19.26618154,1803175,1.56184488,4556042,3.94627858,3150813,2.72912011,15987783,13.84803863,5119624,4.4344329,16981251,14.70854463,10137152,8.78043394,11482945,9.9461111,4470703,3.87236103,32907.4,-0.0044511296938724
2021-01-04 01:00:00,2021-01-04 01:00:00,600540,0.52018315,41318,0.03578934,18865352,16.34102339,22248005,19.27105151,1808963,1.56690989,4554158,3.94477677,3150301,2.72876659,15989774,13.85021975,5119408,4.43439199,16982087,14.70975367,10137078,8.78065931,11479981,9.9438716,4470835,3.87260303,33242.22,0.0101746111816793
2021-01-04 02:00:00,2021-01-04 02:00:00,600465,0.52007623,41319,0.03578731,18865565,16.33988963,22243795,19.26585052,1814622,1.57168488,4552128,3.94270032,3154046,2.73179009,15994363,13.85307708,5118316,4.43308846,16983544,14.70982897,10137078,8.77995097,11480673,9.94366878,4471200,3.87260676,33502.99,0.0078445422718458
2021-01-04 03:00:00,2021-01-04 03:00:00,592294,0.51316235,41321,0.03580043,18855328,16.33621885,22244270,19.27239149,1800171,1.55966459,4552275,3.94408205,3152513,2.73133102,15995408,13.85838983,5114684,4.43135209,16983508,14.71447771,10136156,8.78194549,11481455,9.94750988,4471010,3.87367421,33562.22,0.0017679019096505
2021-01-04 04:00:00,2021-01-04 04:00:00,580722,0.50311532,41322,0.0357998,18853265,16.33374739,22245363,19.2725313,1811184,1.56914051,4555033,3.9463063,3153282,2.73188287,15998882,13.86081918,5115894,4.43221481,16984402,14.714636,10135875,8.78133426,11478561,9.94458603,4471442,3.87388625,33324.51,-0.0070826661645146
2021-01-04 05:00:00,2021-01-04 05:00:00,573472,0.49679872,41325,0.03579984,18846192,16.32645381,22249658,19.27487599,1823655,1.5798321,4559588,3.94997052,3152186,2.73073834,16000927,13.86160109,5115534,4.43158648,16986735,14.71560644,10135540,8.78041706,11476668,9.94223608,4471989,3.87408352,32922.5,-0.0120634932066518
2021-01-04 06:00:00,2021-01-04 06:00:00,577599,0.50037079,41328,0.03580222,18847128,16.3271617,22247765,19.27311453,1824935,1.580931,4558705,3.94918067,3148511,2.72753749,16004555,13.86465659,5113134,4.42947942,16987742,14.71638599,10135783,8.78057219,11474968,9.94070067,4472044,3.87410673,33265.89,0.0104302528665805
2021-01-04 07:00:00,2021-01-04 07:00:00,579192,0.50179121,41330,0.03580683,18840956,16.32312973,22250092,19.2766831,1822995,1.5793776,4555827,3.9470054,3147218,2.726637,16008398,13.86910289,5111656,4.42855575,16987452,14.71732022,10135714,8.78121973,11471887,9.93883218,4472182,3.87453837,32186.58,-0.0324449458589564
