start_time,date,realized_price,close,change
2022-03-05,2022-03-05,24145.52360518,39375.1,0.0063228863439457
2022-03-06,2022-03-06,24142.78407349,38401.1,-0.0247364451137901
2022-03-07,2022-03-07,24134.44056341,37963.8,-0.011387694623331
2022-03-08,2022-03-08,24137.28409448,38709.9,0.0196529325304632
2022-03-09,2022-03-09,24155.98586786,41937.5,0.08337918723634
2022-03-10,2022-03-10,24123.91148429,39407.2,-0.0603350223546945
2022-03-11,2022-03-11,24144.73342354,38713.0,-0.0176160701597677
2022-03-12,2022-03-12,24148.08792368,38792.6,0.0020561568465373
2022-03-13,2022-03-13,24145.02205482,37743.7,-0.0270386620128582
2022-03-14,2022-03-14,24145.80085336,39653.8,0.0506071211884369
2022-03-15,2022-03-15,24138.75855187,39271.0,-0.0096535514881298
2022-03-16,2022-03-16,24162.67485562,41105.8,0.0467214993252018
2022-03-17,2022-03-17,24152.71698032,40898.1,-0.0050528149312263
2022-03-18,2022-03-18,24163.71456456,41751.5,0.020866495020551
2022-03-19,2022-03-19,24173.64747983,42188.2,0.0104595044489419
2022-03-20,2022-03-20,24175.02577238,41261.0,-0.0219777094068956
2022-03-21,2022-03-21,24175.99656885,40982.0,-0.0067618332081141
2022-03-22,2022-03-22,24203.40559804,42349.8,0.0333756283246304
2022-03-23,2022-03-23,24211.07902071,42867.9,0.0122338240086139
2022-03-24,2022-03-24,24238.7466379,43973.4,0.0257885270797029
2022-03-25,2022-03-25,24361.16048621,44290.6,0.0072134517685691
2022-03-26,2022-03-26,24366.95900087,44489.2,0.0044840214402153
2022-03-27,2022-03-27,24387.59340702,46820.8,0.0524082249175081
2022-03-28,2022-03-28,24471.65240197,47121.9,0.0064309025048696
2022-03-29,2022-03-29,24520.83919583,47418.5,0.0062943132598642
2022-03-30,2022-03-30,24538.10933855,47053.2,-0.0077037443192004
2022-03-31,2022-03-31,24534.9667986,45506.0,-0.0328819293905621
2022-04-01,2022-04-01,24555.71403644,46266.2,0.016705489386015
2022-04-02,2022-04-02,24560.16735154,45794.6,-0.0101931863866061
2022-04-03,2022-04-03,24568.02741604,46392.4,0.0130539408576557
2022-04-04,2022-04-04,24578.59915904,46580.9,0.0040631655184901
2022-04-05,2022-04-05,24587.9187884,45477.4,-0.0236899673471315
2022-04-06,2022-04-06,24560.41096603,43159.7,-0.0509637754137221
2022-04-07,2022-04-07,24548.81564433,43417.1,0.0059638968760209
2022-04-08,2022-04-08,24541.34809085,42229.2,-0.027360187575863
2022-04-09,2022-04-09,24538.3855577,42727.7,0.0118046280772545
2022-04-10,2022-04-10,24539.03427987,42140.4,-0.0137451816971191
2022-04-11,2022-04-11,24501.64579657,39505.6,-0.0625243234520792
2022-04-12,2022-04-12,24524.0182165,40060.7,0.0140511724920011
2022-04-13,2022-04-13,24529.63139474,41129.8,0.0266870024737462
2022-04-14,2022-04-14,24549.0167152,39915.9,-0.0295138804467807
2022-04-15,2022-04-15,24550.87283088,40529.5,0.0153723203034379
2022-04-16,2022-04-16,24548.69444883,40361.0,-0.0041574655497846
2022-04-17,2022-04-17,24547.66609499,39649.1,-0.0176383142142166
2022-04-18,2022-04-18,24541.99943361,40785.6,0.0286639545412128
2022-04-19,2022-04-19,24551.45640043,41472.9,0.0168515358361776
2022-04-20,2022-04-20,24559.07572333,41327.7,-0.0035010814290779
2022-04-21,2022-04-21,24612.03022142,40449.8,-0.0212424112641157
2022-04-22,2022-04-22,24588.44159224,39674.2,-0.0191743840513427
2022-04-23,2022-04-23,24585.5905354,39415.1,-0.0065306924903337
2022-04-24,2022-04-24,24582.23483256,39433.4,0.0004642890668804
2022-04-25,2022-04-25,24569.39108488,40411.0,0.0247911668788387
2022-04-26,2022-04-26,24541.72064458,38093.7,-0.0573432976169855
2022-04-27,2022-04-27,24538.87324728,39209.0,0.0292778070914614
2022-04-28,2022-04-28,24538.71399547,39732.5,0.0133515264352572
2022-04-29,2022-04-29,24519.61919001,38572.2,-0.0292027936827534
2022-04-30,2022-04-30,24511.87164438,37614.5,-0.0248287626840054
2022-05-01,2022-05-01,24499.65425418,38440.5,0.0219596166372011
2022-05-02,2022-05-02,24467.52491982,38525.6,0.0022138109545921
2022-05-03,2022-05-03,24435.44096514,37712.9,-0.0210950640612994
2022-05-04,2022-05-04,24452.94305296,39684.0,0.0522659355286916
2022-05-05,2022-05-05,24416.99121673,36534.7,-0.0793594395726238
2022-05-06,2022-05-06,24391.08883851,35995.3,-0.0147640462354965
2022-05-07,2022-05-07,24379.7672879,35466.7,-0.0146852505743807
2022-05-08,2022-05-08,24354.26081493,34032.0,-0.040452029650348
2022-05-09,2022-05-09,24223.0421329,30056.6,-0.1168135872120357
2022-05-10,2022-05-10,24161.82712794,31002.1,0.0314573171948922
2022-05-11,2022-05-11,24028.65096314,29074.7,-0.0621699820334751
2022-05-12,2022-05-12,23947.84612014,29020.7,-0.0018572848559056
2022-05-13,2022-05-13,23912.43799453,29274.3,0.0087385900409018
2022-05-14,2022-05-14,23941.15025691,30079.8,0.0275156024226028
2022-05-15,2022-05-15,23938.99726192,31324.4,0.0413766048976389
2022-05-16,2022-05-16,23915.95243452,29866.7,-0.0465356080244154
2022-05-17,2022-05-17,23897.2388399,30437.0,0.0190948447602179
2022-05-18,2022-05-18,23866.05318578,28700.6,-0.0570489864309886
2022-05-19,2022-05-19,23838.05879254,30319.9,0.0564204232664127
2022-05-20,2022-05-20,23806.96825139,29188.9,-0.0373022338464177
2022-05-21,2022-05-21,23801.52103863,29427.4,0.0081709142859101
2022-05-22,2022-05-22,23801.3937494,30284.0,0.0291089256951004
2022-05-23,2022-05-23,23780.17046097,29097.7,-0.0391725003302073
2022-05-24,2022-05-24,23767.07294695,29643.1,0.0187437495059745
2022-05-25,2022-05-25,23760.66290366,29536.7,-0.0035893681834895
