start_time,datetime,range_001_01,range_001_01_percent,range_01_1,range_01_1_percent,range_0_001,range_0_001_percent,range_100_1k,range_100_1k_percent,range_10_100,range_10_100_percent,range_10k_inf,range_10k_inf_percent,range_1_10,range_1_10_percent,range_1k_10k,range_1k_10k_percent,close,change
2021-01-01 13:00:00,2021-01-01 13:00:00,8172156,7.0744744,2912222,2.52105319,103456743,89.56046356,20712,0.01792997,147176,0.12740736,50,4.328e-05,805084,0.69694535,1944,0.00168288,29493.66,0.0080607509376979
2021-01-01 14:00:00,2021-01-01 14:00:00,8170149,7.07301906,2911971,2.52093645,103454473,89.56207037,20713,0.01793155,147195,0.12742889,50,4.329e-05,804987,0.69688917,1942,0.00168122,29354.58,-0.0047155897233506
2021-01-01 15:00:00,2021-01-01 15:00:00,8166538,7.07052607,2912504,2.52162366,103447074,89.56368455,20715,0.01793489,147269,0.12750437,50,4.329e-05,805046,0.69700266,1941,0.0016805,29210.84,-0.0048966805179976
2021-01-01 16:00:00,2021-01-01 16:00:00,8165729,7.06998106,2912852,2.5219804,103445230,89.56405687,20783,0.01799416,146981,0.12725782,50,4.329e-05,805032,0.69700586,1941,0.00168054,29324.21,0.0038810934570865
2021-01-01 17:00:00,2021-01-01 17:00:00,8164469,7.06893855,2913372,2.52244789,103445205,89.56464862,20782,0.01799342,146984,0.12726129,50,4.329e-05,805003,0.69698553,1942,0.00168142,29099.0,-0.0076800022916218
2021-01-01 18:00:00,2021-01-01 18:00:00,8162287,7.06769976,2913491,2.52278309,103436648,89.56548233,20786,0.01799853,146983,0.12727214,50,4.329e-05,804991,0.69703929,1942,0.00168157,29086.62,-0.0004254441733393
2021-01-01 19:00:00,2021-01-01 19:00:00,8162409,7.06748485,2913759,2.52290072,103441424,89.56555554,20783,0.01799512,146980,0.12726377,50,4.329e-05,805069,0.69707521,1942,0.0016815,29048.47,-0.0013115996289702
2021-01-01 20:00:00,2021-01-01 20:00:00,8162327,7.0667231,2914083,2.52293465,103452513,89.56640222,20782,0.0179925,146956,0.12723055,50,4.329e-05,805052,0.69699236,1942,0.00168133,29214.14,0.0057032263661389
2021-01-01 21:00:00,2021-01-01 21:00:00,8160890,7.06506573,2914487,2.52313684,103460173,89.56779508,20782,0.01799144,146975,0.12723956,50,4.329e-05,805162,0.69704682,1942,0.00168123,29177.77,-0.0012449450848116
2021-01-01 22:00:00,2021-01-01 22:00:00,8160435,7.06441332,2913762,2.52241689,103465533,89.56915765,20764,0.0179752,147046,0.12729637,50,4.328e-05,805156,0.69701612,1942,0.00168117,29270.89,0.0031914707669571
2021-01-01 23:00:00,2021-01-01 23:00:00,8160006,7.06374089,2913189,2.52181337,103471445,89.5704583,20766,0.01797617,147035,0.12728142,50,4.328e-05,805172,0.69700027,1948,0.00168629,29337.16,0.002264024086729
2021-01-02 00:00:00,2021-01-02 00:00:00,8159282,7.06304427,2912672,2.52134088,103473761,89.5715769,20772,0.01798118,147033,0.12727843,50,4.328e-05,805236,0.69704877,1948,0.00168628,29215.89,-0.0041336652900281
2021-01-02 01:00:00,2021-01-02 01:00:00,8159979,7.06460103,2912478,2.52151324,103457612,89.56968539,20714,0.0179334,147038,0.12729994,51,4.415e-05,805344,0.69723636,1948,0.0016865,29380.0,0.0056171487502179
2021-01-02 02:00:00,2021-01-02 02:00:00,8159886,7.0645769,2911801,2.52094724,103457414,89.57022894,20716,0.01793527,147045,0.12730701,51,4.415e-05,805381,0.69727396,1948,0.00168652,29347.02,-0.0011225323349216
2021-01-02 03:00:00,2021-01-02 03:00:00,8159922,7.06418319,2910268,2.51946848,103465728,89.57203964,20710,0.017929,147071,0.12732186,51,4.415e-05,805491,0.69732725,1948,0.00168642,29364.67,0.0006014239265177
2021-01-02 04:00:00,2021-01-02 04:00:00,8158488,7.06489992,2909817,2.51977644,103436050,89.57117315,20710,0.01793397,147085,0.12736929,51,4.416e-05,805024,0.69711618,1948,0.00168688,29363.03,-5.584942721981179e-05
2021-01-02 05:00:00,2021-01-02 05:00:00,8158545,7.06522692,2910289,2.52028422,103430710,89.57006879,20799,0.01801175,147178,0.12745483,50,4.33e-05,805116,0.69722325,1948,0.00168695,29628.65,0.0090460691556697
2021-01-02 06:00:00,2021-01-02 06:00:00,8155354,7.06377702,2910351,2.52080664,103412391,89.57086,20799,0.0180151,147105,0.12741531,50,4.331e-05,805166,0.69739622,1947,0.0016864,29733.03,0.0035229414772524
2021-01-02 07:00:00,2021-01-02 07:00:00,8152943,7.06299221,2910491,2.52139323,103393226,89.57079058,20797,0.01801669,147115,0.12744749,50,4.332e-05,805287,0.69762978,1947,0.00168671,29777.33,0.0014899255138141
2021-01-02 08:00:00,2021-01-02 08:00:00,8144700,7.06017501,2910463,2.52291406,103330525,89.5713274,20789,0.0180208,147212,0.12760967,50,4.334e-05,805477,0.69822198,1947,0.00168774,29870.0,0.0031120990364146
2021-01-02 09:00:00,2021-01-02 09:00:00,8145097,7.06094607,2910907,2.52345151,103322616,89.56988714,20790,0.01802275,147213,0.12761825,50,4.334e-05,805568,0.69834309,1947,0.00168785,29642.1,-0.0076297288249079
2021-01-02 10:00:00,2021-01-02 10:00:00,8137845,7.05553662,2910498,2.52341071,103315898,89.57520101,20786,0.01802153,147309,0.12771736,50,4.335e-05,805512,0.69838138,1947,0.00168805,29708.25,0.0022316232655581
2021-01-02 11:00:00,2021-01-02 11:00:00,8138342,7.05562899,2910686,2.52345263,103320684,89.57505268,20782,0.01801719,147321,0.12772163,50,4.335e-05,805567,0.69839556,1947,0.00168797,29775.52,0.0022643541777116
2021-01-02 12:00:00,2021-01-02 12:00:00,8138663,7.05576353,2910749,2.52345584,103322569,89.57486194,20776,0.01801162,147326,0.12772336,50,4.335e-05,805649,0.69845242,1947,0.00168794,30660.12,0.0297089689785434
2021-01-02 13:00:00,2021-01-02 13:00:00,8140286,7.0566296,2911420,2.52384407,103328849,89.5734393,20781,0.01801458,147306,0.12769624,50,4.334e-05,805934,0.69864593,1946,0.00168694,31616.51,0.031193289523981
2021-01-02 14:00:00,2021-01-02 14:00:00,8139446,7.05586869,2910696,2.52320475,103331037,89.5749206,20781,0.01801449,147311,0.12769998,50,4.334e-05,805840,0.69856121,1946,0.00168694,31335.01,-0.008903576011394
2021-01-02 15:00:00,2021-01-02 15:00:00,8140839,7.05694601,2910946,2.52337489,103331287,89.57348417,20897,0.01811472,147334,0.12771756,50,4.334e-05,805937,0.6986324,1946,0.0016869,31717.01,0.0121908370222316
2021-01-02 16:00:00,2021-01-02 16:00:00,8145092,7.0597132,2911272,2.52332882,103341421,89.57060198,20901,0.01811583,147317,0.12768619,50,4.334e-05,806264,0.69882484,1945,0.00168582,32543.45,0.0260566806265787
2021-01-02 17:00:00,2021-01-02 17:00:00,8149139,7.06240237,2912807,2.52436669,103349022,89.56680921,20880,0.01809553,147287,0.12764539,50,4.333e-05,806503,0.69895098,1946,0.00168649,32904.2,0.0110851799670901
2021-01-02 18:00:00,2021-01-02 18:00:00,8147147,7.06105095,2912183,2.52395993,103345683,89.56867152,20884,0.01809995,147270,0.12763744,50,4.333e-05,806343,0.69884943,1947,0.00168745,33100.0,0.0059506081290534
2021-01-02 19:00:00,2021-01-02 19:00:00,8151426,7.06411422,2913266,2.52466793,103350776,89.5649039,20883,0.01809743,147179,0.12754692,50,4.333e-05,806520,0.69893898,1947,0.00168729,33115.41,0.0004655589123867
2021-01-02 20:00:00,2021-01-02 20:00:00,8151922,7.06445847,2913273,2.52464341,103351650,89.56457622,20892,0.01810501,147167,0.12753497,50,4.333e-05,806544,0.69895131,1947,0.00168727,30912.0,-0.0665373009121735
2021-01-02 21:00:00,2021-01-02 21:00:00,8153608,7.06568731,2912544,2.52392869,103354486,89.56408991,20839,0.01805849,147296,0.12764257,50,4.333e-05,806468,0.69886248,1947,0.00168722,31722.66,0.0262247670807453
2021-01-02 22:00:00,2021-01-02 22:00:00,8155486,7.06637336,2912645,2.52368002,103368880,89.56463172,20575,0.01782734,146711,0.12711869,50,4.332e-05,806317,0.69863856,1947,0.00168699,32171.14,0.0141375281896285
2021-01-02 23:00:00,2021-01-02 23:00:00,8155556,7.0658243,2912476,2.52331585,103379004,89.56567507,20566,0.01781801,146697,0.12709559,50,4.332e-05,806273,0.69854016,1948,0.00168771,32199.91,0.0008942797799518
2021-01-03 00:00:00,2021-01-03 00:00:00,8154968,7.06502149,2912243,2.52300921,103384791,89.56696949,20570,0.01782073,146553,0.12696556,50,4.332e-05,806235,0.69847823,1953,0.00169197,32478.69,0.008657788173942
2021-01-03 01:00:00,2021-01-03 01:00:00,8155342,7.06484178,2912362,2.52293242,103392761,89.56748808,20586,0.01783332,146405,0.1268283,50,4.331e-05,806134,0.69834094,1953,0.00169185,32611.14,0.0040780585670172
2021-01-03 02:00:00,2021-01-03 02:00:00,8153043,7.06295947,2911642,2.52234772,103394084,89.57001999,20593,0.01783966,146367,0.12679734,50,4.331e-05,806075,0.69830063,1953,0.00169188,32765.99,0.0047483773949639
2021-01-03 03:00:00,2021-01-03 03:00:00,8149033,7.05942079,2910710,2.52151718,103400275,89.57456069,20586,0.01783343,146314,0.12675027,50,4.331e-05,805945,0.6981816,1954,0.00169273,32601.49,-0.0050204495576052
2021-01-03 04:00:00,2021-01-03 04:00:00,8149262,7.05965482,2910789,2.52159835,103399324,89.57418924,20578,0.01782659,146340,0.12677343,50,4.331e-05,805987,0.69822151,1954,0.00169274,33256.95,0.020105216049941
2021-01-03 05:00:00,2021-01-03 05:00:00,8146315,7.05778505,2911205,2.52220288,103390582,89.57528696,20574,0.01782485,146354,0.12679783,50,4.332e-05,806076,0.69836621,1954,0.0016929,33823.58,0.017037942445113
2021-01-03 06:00:00,2021-01-03 06:00:00,8146512,7.05755217,2911082,2.5219521,103396879,89.57562052,20581,0.0178299,146363,0.12679838,50,4.332e-05,806289,0.69851081,1954,0.00169281,34016.77,0.0057116958051157
2021-01-03 07:00:00,2021-01-03 07:00:00,8145202,7.05697301,2911320,2.52235692,103388777,89.57565555,20578,0.0178287,146310,0.12676245,50,4.332e-05,806426,0.69868452,1957,0.00169554,34472.24,0.013389572260976
2021-01-03 08:00:00,2021-01-03 08:00:00,8145585,7.05745257,2911522,2.52258474,103385658,89.57482825,20591,0.01784034,146341,0.12679196,50,4.332e-05,806501,0.69876412,1956,0.00169471,34420.0,-0.0015154222644074
2021-01-03 09:00:00,2021-01-03 09:00:00,8144154,7.05656495,2911577,2.52275831,103381320,89.57554083,20590,0.01784036,146356,0.12681128,50,4.332e-05,806440,0.69874615,1956,0.00169479,34239.04,-0.0052574084834398
2021-01-03 10:00:00,2021-01-03 10:00:00,8146223,7.05781192,2911948,2.52288469,103387702,89.57414445,20590,0.01783898,146325,0.12677462,50,4.332e-05,806574,0.69880822,1955,0.00169379,33949.75,-0.0084491270783293
2021-01-03 11:00:00,2021-01-03 11:00:00,8146125,7.05758173,2911474,2.5224221,103390729,89.57492307,20592,0.01784035,146295,0.12674602,50,4.332e-05,806523,0.69874965,1955,0.00169376,34464.06,0.0151491542647588
2021-01-03 12:00:00,2021-01-03 12:00:00,8145324,7.05690886,2911234,2.52222171,103391566,89.57591597,20596,0.01784387,146349,0.12679318,50,4.332e-05,806324,0.69857933,1955,0.00169376,34156.94,-0.0089113122481795
2021-01-03 13:00:00,2021-01-03 13:00:00,8145469,7.05671577,2910944,2.52185656,103396902,89.5764933,20604,0.01784999,146303,0.12674761,50,4.332e-05,806384,0.69859976,1955,0.00169369,33939.02,-0.0063799626078918
2021-01-03 14:00:00,2021-01-03 14:00:00,8143523,7.05509437,2910822,2.52177392,103397783,89.57807527,20600,0.01784669,146329,0.12677129,50,4.332e-05,806494,0.69870144,1955,0.0016937,33903.75,-0.001039216807085
2021-01-03 15:00:00,2021-01-03 15:00:00,8144814,7.05556959,2910239,2.52103901,103407524,89.57834789,20602,0.0178468,146308,0.12674154,50,4.331e-05,806587,0.69871831,1955,0.00169355,33540.46,-0.0107153338495004
2021-01-03 16:00:00,2021-01-03 16:00:00,8143939,7.05476981,2909905,2.52073474,103409200,89.57926897,20602,0.01784669,146325,0.12675552,50,4.331e-05,806787,0.69888743,1955,0.00169354,32742.51,-0.023790669537627
2021-01-03 17:00:00,2021-01-03 17:00:00,8144654,7.0549356,2909916,2.52058221,103415748,89.57918185,20603,0.01784641,146297,0.12672311,50,4.331e-05,806962,0.69899408,1955,0.00169343,32979.98,0.0072526510643198
2021-01-03 18:00:00,2021-01-03 18:00:00,8144942,7.0550618,2909846,2.52047754,103417641,89.57925651,20605,0.01784783,146300,0.1267235,50,4.331e-05,806863,0.69889612,1955,0.0016934,32831.08,-0.0045148602273258
2021-01-03 19:00:00,2021-01-03 19:00:00,8146634,7.05635448,2910141,2.5206713,103418482,89.57778991,20603,0.01784566,146247,0.12667449,50,4.331e-05,806919,0.6989275,1955,0.00169336,32823.72,-0.0002241778217469
2021-01-03 20:00:00,2021-01-03 20:00:00,8147788,7.05672673,2910095,2.5204074,103427731,89.57783809,20608,0.01784841,146215,0.12663551,50,4.33e-05,806852,0.69880734,1955,0.00169321,33779.07,0.0291054761617512
2021-01-03 21:00:00,2021-01-03 21:00:00,8147780,7.05628785,2910168,2.52031634,103434653,89.57834961,20605,0.01784471,146226,0.12663729,50,4.33e-05,806925,0.69882779,1955,0.0016931,33625.0,-0.0045611084023331
2021-01-03 22:00:00,2021-01-03 22:00:00,8144848,7.05428814,2910009,2.5203714,103428728,89.5800694,20612,0.01785214,146209,0.12663225,50,4.331e-05,807120,0.69905013,1955,0.00169323,33209.99,-0.0123423048327138
2021-01-03 23:00:00,2021-01-03 23:00:00,8145991,7.05479356,2910334,2.52047977,103435075,89.57941407,20609,0.01784832,146191,0.12660796,50,4.33e-05,807256,0.6991199,1955,0.00169312,33054.53,-0.0046811215540865
2021-01-04 00:00:00,2021-01-04 00:00:00,8140150,7.05070313,2910027,2.52056,103425254,89.58320944,20609,0.01785077,146238,0.12666606,50,4.331e-05,807317,0.69926875,1961,0.00169855,32907.4,-0.0044511296938724
2021-01-04 01:00:00,2021-01-04 01:00:00,8139709,7.05055358,2910054,2.52066648,103421841,89.58320644,20621,0.01786175,146190,0.12662866,50,4.331e-05,807374,0.69934117,1961,0.0016986,33242.22,0.0101746111816793
2021-01-04 02:00:00,2021-01-04 02:00:00,8141681,7.0516928,2910164,2.52055841,103429153,89.58231279,20625,0.01786378,146136,0.12657167,50,4.331e-05,807344,0.69925877,1961,0.00169847,33502.99,0.0078445422718458
2021-01-04 03:00:00,2021-01-04 03:00:00,8135491,7.0485733,2909661,2.52092453,103399149,89.584818,20623,0.01786773,146188,0.12665699,50,4.332e-05,807270,0.69941713,1961,0.00169901,33562.22,0.0017679019096505
2021-01-04 04:00:00,2021-01-04 04:00:00,8136470,7.04912627,2910128,2.52122355,103402320,89.58381342,20627,0.01787044,146150,0.12661877,50,4.332e-05,807521,0.6996053,1961,0.00169894,33324.51,-0.0070826661645146
2021-01-04 05:00:00,2021-01-04 05:00:00,8137682,7.04967292,2910050,2.52097596,103409830,89.58392301,20628,0.01787003,146095,0.12656208,50,4.331e-05,807174,0.69925474,1960,0.00169795,32922.5,-0.0120634932066518
2021-01-04 06:00:00,2021-01-04 06:00:00,8137778,7.04971162,2909478,2.52046454,103411288,89.5846211,20615,0.01785866,146134,0.12659507,50,4.331e-05,806896,0.6990095,1958,0.0016962,33265.89,0.0104302528665805
2021-01-04 07:00:00,2021-01-04 07:00:00,8136706,7.04935076,2909948,2.52107476,103402324,89.58407146,20618,0.0178627,146141,0.12661133,50,4.332e-05,807154,0.69928933,1958,0.00169634,32186.58,-0.0324449458589564
2021-01-04 08:00:00,2021-01-04 08:00:00,8131000,7.04628954,2908523,2.52051349,103378886,89.58769682,20636,0.01788307,146120,0.12662696,50,4.333e-05,806892,0.69924913,1959,0.00169766,32129.54,-0.0017721671578652
2021-01-04 09:00:00,2021-01-04 09:00:00,8129471,7.04571449,2908638,2.52088148,103367855,89.58767347,20636,0.01788497,146075,0.12660144,50,4.333e-05,807099,0.69950297,1959,0.00169784,31179.96,-0.0295547337434648
2021-01-04 10:00:00,2021-01-04 10:00:00,8128451,7.04475763,2908244,2.52051394,103370389,89.58894335,20635,0.01788392,146092,0.12661487,50,4.333e-05,807157,0.69954601,1958,0.00169696,30279.53,-0.028878484770346
2021-01-04 11:00:00,2021-01-04 11:00:00,8129172,7.04509882,2908254,2.52042112,103373860,89.58834423,20635,0.0178832,146125,0.12663837,50,4.333e-05,807568,0.69987403,1958,0.00169689,30760.39,0.0158806956382744
2021-01-04 12:00:00,2021-01-04 12:00:00,8128285,7.04420972,2907957,2.52012066,103377073,89.58959765,20647,0.01789329,146044,0.12656601,50,4.333e-05,807581,0.69987334,1957,0.00169599,31225.59,0.0151233453151926
2021-01-04 13:00:00,2021-01-04 13:00:00,8130000,7.04492831,2908974,2.52072734,103386758,89.58822853,20640,0.01788528,146024,0.12653488,50,4.333e-05,807765,0.69995652,1957,0.00169581,31424.22,0.0063611288049321
2021-01-04 14:00:00,2021-01-04 14:00:00,8131330,7.04538006,2909732,2.52113342,103396078,89.5873942,20632,0.01787657,145952,0.12645992,50,4.332e-05,807916,0.70001774,1956,0.00169477,32107.19,0.0217338727898417
2021-01-04 15:00:00,2021-01-04 15:00:00,8131385,7.04503461,2909900,2.52113831,103402286,89.58777418,20632,0.01787557,145980,0.12647712,50,4.332e-05,807898,0.69996309,1955,0.00169381,31758.38,-0.0108639217570892
2021-01-04 16:00:00,2021-01-04 16:00:00,8132934,7.04576743,2910202,2.52118196,103410463,89.58711243,20641,0.01788182,145989,0.12647398,50,4.332e-05,807831,0.69984453,1956,0.00169453,31341.04,-0.0131410985069138
2021-01-04 17:00:00,2021-01-04 17:00:00,8134962,7.04674757,2910938,2.52154162,103420499,89.5859317,20645,0.01788332,145926,0.12640547,50,4.331e-05,807815,0.69975353,1955,0.00169348,31063.98,-0.0088401661208434
2021-01-04 18:00:00,2021-01-04 18:00:00,8136979,7.04736644,2910714,2.52094397,103437182,89.58603981,20647,0.01788219,145934,0.12639216,50,4.33e-05,807812,0.69963892,1955,0.00169321,31195.83,0.0042444657767615
2021-01-04 19:00:00,2021-01-04 19:00:00,8139623,7.04967867,2911291,2.52145168,103433669,89.58328043,20650,0.01788484,145923,0.12638304,50,4.33e-05,807747,0.69958483,1955,0.00169321,31689.27,0.0158174986849204
2021-01-04 20:00:00,2021-01-04 20:00:00,8137837,7.04840061,2909506,2.5200018,103432643,89.58580809,20641,0.01787773,146125,0.12656281,50,4.331e-05,807743,0.69960805,1960,0.00169761,31277.46,-0.0129952504428155
2021-01-04 21:00:00,2021-01-04 21:00:00,8140211,7.05013475,2909677,2.52003479,103435514,89.58420258,20706,0.01793321,145957,0.12641153,50,4.33e-05,807705,0.69954318,1959,0.00169667,31048.19,-0.0073301988077036
2021-01-04 22:00:00,2021-01-04 22:00:00,8138457,7.04882265,2909098,2.51960732,103434525,89.58597707,20703,0.01793114,145969,0.12642563,50,4.331e-05,807628,0.69949703,1958,0.00169585,31366.58,0.010254704058433
2021-01-04 23:00:00,2021-01-04 23:00:00,8139538,7.04920601,2909755,2.5199787,103441750,89.5852081,20701,0.017928,145963,0.12641052,50,4.33e-05,807729,0.69952964,1958,0.00169572,32031.07,0.0211846493943552
2021-01-05 00:00:00,2021-01-05 00:00:00,8137886,7.04823152,2909446,2.5198742,103436155,89.58616133,20709,0.01793609,145960,0.12641611,50,4.331e-05,807806,0.69964162,1958,0.00169583,32496.46,0.0145293304282372
2021-01-05 01:00:00,2021-01-05 01:00:00,8139593,7.04893864,2910127,2.52018825,103446111,89.58498156,20706,0.01793153,146023,0.12645683,50,4.33e-05,808025,0.69975472,1969,0.00170517,32837.22,0.0104860652514151
2021-01-05 02:00:00,2021-01-05 02:00:00,8137406,7.04694533,2910136,2.52016052,103449961,89.58705263,20710,0.01793474,145966,0.12640569,50,4.33e-05,808034,0.69975265,1969,0.00170514,32358.11,-0.0145904555866788
2021-01-05 03:00:00,2021-01-05 03:00:00,8139223,7.04785223,2910277,2.52004426,103458761,89.58619997,20697,0.01792178,145975,0.12640153,50,4.33e-05,808200,0.69983021,1971,0.00170671,31217.58,-0.0352471142474019
2021-01-05 04:00:00,2021-01-05 04:00:00,8137839,7.04701774,2910455,2.52032855,103453985,89.5866909,20697,0.01792271,145960,0.12639507,50,4.33e-05,808233,0.69989493,1971,0.0017068,30891.77,-0.0104367474993257
2021-01-05 05:00:00,2021-01-05 05:00:00,8134460,7.04501128,2910618,2.52079876,103442141,89.58812883,20699,0.01792678,145960,0.12641157,50,4.33e-05,808217,0.69997245,1971,0.00170702,30460.81,-0.013950641222565
2021-01-05 06:00:00,2021-01-05 06:00:00,8131374,7.0431639,2910160,2.52069747,103432188,89.59000693,20697,0.01792715,145956,0.12642292,50,4.331e-05,808190,0.70003109,1971,0.00170722,31136.47,0.022181288022216
2021-01-05 07:00:00,2021-01-05 07:00:00,8132457,7.04380197,2910676,2.52103704,103435452,89.58901855,20695,0.01792465,145957,0.1264184,50,4.331e-05,808245,0.70004892,1971,0.00170715,30844.23,-0.0093857781566119
2021-01-05 08:00:00,2021-01-05 08:00:00,8134425,7.04493594,2911650,2.52167642,103442123,89.58754064,20629,0.01786604,145763,0.12624015,50,4.33e-05,808238,0.69998616,1976,0.00171134,31224.1,0.0123157556534885
2021-01-05 09:00:00,2021-01-05 09:00:00,8135620,7.04572186,2911881,2.52178735,103444826,89.58671525,20638,0.01787321,145760,0.12623309,50,4.33e-05,808184,0.69991466,1976,0.00171128,31604.61,0.012186420104983
2021-01-05 10:00:00,2021-01-05 10:00:00,8135219,7.04510448,2911732,2.52156164,103449902,89.58767651,20642,0.01787598,145787,0.12625163,50,4.33e-05,808055,0.69977611,1975,0.00171035,31382.84,-0.0070170142900038
2021-01-05 11:00:00,2021-01-05 11:00:00,8136158,7.04560087,2912253,2.52189943,103453702,89.58693923,20642,0.01787518,145779,0.12623902,50,4.33e-05,807995,0.69969269,1975,0.00171027,31824.53,0.0140742520434733
2021-01-05 12:00:00,2021-01-05 12:00:00,8139648,7.04794689,2913351,2.52260824,103460059,89.58384949,20650,0.01788039,145745,0.12619747,50,4.329e-05,808155,0.69976411,1975,0.00171011,31618.0,-0.0064896480796416
2021-01-05 13:00:00,2021-01-05 13:00:00,8140709,7.04837375,2913645,2.52268677,103466782,89.58341955,20653,0.01788174,145762,0.12620339,50,4.329e-05,808116,0.69968151,1975,0.00170999,31488.97,-0.00408090328294
2021-01-05 14:00:00,2021-01-05 14:00:00,8140733,7.04847533,2913733,2.52279189,103465551,89.58338067,20650,0.01787935,145728,0.1261754,50,4.329e-05,807947,0.69954321,1976,0.00171088,32399.95,0.0289301301376323
2021-01-05 15:00:00,2021-01-05 15:00:00,8141712,7.04926474,2914154,2.52313556,103465037,89.58219568,20645,0.01787487,145721,0.12616829,50,4.329e-05,808027,0.6996067,1976,0.00171086,32133.79,-0.0082148274920177
2021-01-05 16:00:00,2021-01-05 16:00:00,8146731,7.05240703,2914971,2.52341239,103478905,89.57891905,20647,0.01787356,145720,0.1261459,50,4.328e-05,808028,0.69948822,1976,0.00171057,32518.32,0.0119665311810401
2021-01-05 17:00:00,2021-01-05 17:00:00,8148109,7.05303754,2915046,2.52327612,103486671,89.57849913,20640,0.01786607,145718,0.12613412,50,4.328e-05,808029,0.69943331,1976,0.00171043,32793.8,0.0084715323546851
2021-01-05 18:00:00,2021-01-05 18:00:00,8146375,7.05125215,2913461,2.52180241,103495232,89.58229607,20660,0.01788266,145682,0.12609787,50,4.328e-05,807462,0.69891432,1977,0.00171123,33411.5,0.0188358775134322
2021-01-05 19:00:00,2021-01-05 19:00:00,8150692,7.05398204,2914550,2.52238501,103506222,89.57902363,20658,0.01787838,145628,0.12603314,50,4.327e-05,807611,0.69894354,1977,0.00171099,33747.0,0.0100414527932
2021-01-05 20:00:00,2021-01-05 20:00:00,8155335,7.05691808,2915311,2.52265675,103518435,89.57585624,20661,0.01787823,145625,0.12601122,50,4.327e-05,807714,0.69892549,1977,0.00171072,34017.0,0.0080007111743265
2021-01-05 21:00:00,2021-01-05 21:00:00,8159333,7.05966941,2915687,2.52272904,103525745,89.57319607,20663,0.01787817,145611,0.12598647,50,4.326e-05,807635,0.69878703,1977,0.00171055,33744.79,-0.0080021753828967
2021-01-05 22:00:00,2021-01-05 22:00:00,8161112,7.0610311,2915771,2.52273829,103526981,89.57201334,20660,0.01787513,145583,0.12595907,50,4.326e-05,807460,0.69861805,1990,0.00172176,34261.16,0.0153022140603038
