o,h,l,t,c,open,close,high,volume,low
0.01,0.01,0.01,1641168000,0.01,47280.01,46445.81,47575.22,244781.793,45665.4
0.01,0.01,0.01,1641254400,0.01,46445.8,45833.42,47524.36,292149.75,45445.57
0.01,0.01,0.01,1641340800,0.01,45833.41,43421.69,47075.29,485477.569,42270.0
0.01,0.01,0.003939,1641427200,0.01,43421.7,43080.01,43766.0,299509.851,42385.83
0.01,0.01,0.01,1641513600,0.01,43080.01,41553.86,43135.0,473214.849,40456.56
0.01,0.01,0.009373,1641600000,0.01,41553.87,41688.05,42335.0,283737.224,40500.0
0.01,0.01,0.01,1641686400,0.01,41688.05,41851.22,42773.85,223134.952,41170.0
0.01,0.01,0.001686,1641772800,0.01,41851.22,41801.55,42219.84,453644.116,39610.0
0.01,0.01,-0.008438,1641859200,-0.00484,41801.55,42700.68,43118.0,323760.691,41255.0
-0.00484,0.01,-0.007743,1641945600,-0.007507,42700.69,43880.72,44300.0,281339.294,42415.0
-0.007507,0.01,-0.011538,1642032000,0.00052,43880.72,42534.32,44396.68,289289.18,42301.16
0.00052,0.007239,-0.00951,1642118400,0.002239,42538.72,43042.4,43450.0,272517.077,41666.0
0.002239,0.002239,0.002239,1642204800,0.002239,43042.4,43070.51,43800.0,184649.157,42530.64
0.008718,0.01,-0.007422,1642291200,0.001701,43070.51,43060.66,43464.71,177450.475,42531.69
0.001701,0.01,0.001303,1642377600,0.01,43060.66,42176.34,43159.32,232748.345,41523.68
0.01,0.01,0.002285,1642464000,0.004986,42176.34,42337.58,42680.0,267472.465,41260.0
0.004986,0.01,0.004422,1642550400,0.01,42337.58,41657.89,42545.0,333952.095,41115.64
0.01,0.01,0.01,1642636800,0.01,41656.9,40661.69,43495.0,399818.052,40550.0
0.01,0.01,-0.001717,1642723200,-0.001094,40662.06,36425.98,41095.76,790320.909,35380.92
-0.001094,0.01,-0.002745,1642809600,0.01,36426.46,35043.73,36817.74,676272.904,33950.0
0.01,0.01,-0.006917,1642896000,0.003458,35043.73,36230.01,36496.92,369372.903,34588.8
0.003458,0.01,-0.008078,1642982400,0.01,36230.0,36648.31,37528.0,823000.702,32853.83
0.01,0.01,-0.01867,1643068800,0.000684,36648.3,36934.26,37561.03,409535.517,35693.0
0.000684,0.008287,-0.011725,1643155200,-0.004805,36934.26,36787.43,38886.58,554457.384,36232.42
-0.004805,0.00364,-0.016509,1643241600,-0.000423,36787.42,37131.0,37200.0,422006.922,35471.53
-0.000423,0.01,-0.009053,1643328000,-0.001067,37131.0,37696.21,38000.0,367509.143,36149.02
-0.001067,0.009004,-0.006019,1643414400,0.006037,37696.22,38150.01,38750.94,238657.764,37252.0
0.006037,0.01,0.00585,1643500800,0.008911,38150.0,37870.01,38420.3,195029.125,37334.83
0.008911,0.008911,-0.011582,1643587200,-0.003953,37870.0,38439.04,38741.73,318440.392,36620.0
-0.003953,0.008183,-0.009396,1643673600,-0.002961,38439.04,38680.51,39260.26,353354.121,37969.0
-0.002961,0.01,-0.015014,1643760000,-0.007856,38680.51,36892.03,38834.18,337570.934,36529.81
-0.007856,0.01,-0.007856,1643846400,0.001537,36892.05,37289.86,37395.0,318656.228,36204.3
0.001537,0.01,-0.012769,1643932800,0.007445,37287.33,41550.0,41741.76,520105.77,37011.0
0.007445,0.01,0.005889,1644019200,0.01,41550.0,41374.69,41922.0,242184.07,40920.0
0.01,0.01,-0.002147,1644105600,0.001481,41374.68,42361.35,42656.8,215323.95,41100.0
0.001481,0.01,-0.012642,1644192000,0.01,42361.34,43829.99,44541.16,418053.774,41609.76
0.01,0.01,-0.00088,1644278400,0.008235,43829.99,44021.57,45600.0,468015.421,42641.0
0.008235,0.01,0.000263,1644364800,0.01,44021.58,44358.08,44826.0,300270.062,43089.08
0.01,0.01,-0.005558,1644451200,0.00395,44358.09,43471.29,45847.5,563922.075,43136.96
0.00395,0.01,-0.009814,1644537600,0.01,43471.3,42366.0,43900.0,414646.193,41914.23
0.01,0.01,0.00348,1644624000,0.008078,42365.99,42199.87,42980.0,256269.325,41540.0
0.008078,0.01,0.001586,1644710400,0.009731,42199.88,42041.13,42755.97,192068.012,41850.0
0.009731,0.01,-0.001117,1644796800,0.01,42041.12,42525.14,42888.0,303990.933,41526.0
0.01,0.01,-0.009233,1644883200,0.01,42525.14,44529.6,44777.0,276735.421,42406.23
0.01,0.01,0.01,1644969600,0.01,44529.7,43860.7,44536.8,255790.287,43277.8
0.01,0.01,-0.000714,1645056000,-0.000469,43860.8,40491.7,44150.0,433958.984,40020.1
-0.000469,0.01,-0.013194,1645142400,0.01,40491.8,39966.8,40944.1,377679.782,39422.0
0.01,0.01,0.000199,1645228800,0.003087,39966.8,40052.6,40438.7,185624.675,39610.3
0.003087,0.008685,-0.012453,1645315200,0.006492,40052.6,38368.1,40100.1,329740.444,37905.0
0.006492,0.01,-0.006777,1645401600,-0.005327,38367.9,36986.4,39510.0,646391.815,36762.0
-0.005327,0.005477,-0.005845,1645488000,-0.002599,36986.4,38212.0,38450.0,465313.497,36310.1
-0.002599,0.01,-0.013955,1645574400,0.006519,38212.1,37227.8,39250.0,408056.255,36963.2
0.006519,0.01,-0.023462,1645660800,0.01,37227.9,38315.1,40376.1,919820.907,34303.7
0.01,0.01,0.000231,1645747200,0.009316,38316.2,39205.4,39750.0,416316.366,37999.2
0.009316,0.01,0.004098,1645833600,0.005602,39205.4,39099.3,40441.1,251892.201,38561.7
0.005602,0.009566,-0.021114,1645920000,-0.021114,39099.3,37672.0,39868.6,423197.247,36934.6
-0.021114,0.01,-0.024256,1646006400,0.01,37672.1,43155.0,44341.0,615391.161,37414.4
0.01,0.01,-0.000466,1646092800,-0.000466,43155.0,44394.1,44935.0,448483.646,42765.4
-0.000466,0.01,-0.002196,1646179200,0.01,44393.6,43885.7,45350.0,407603.721,43321.0
0.01,0.01,0.01,1646265600,0.01,43885.8,42449.5,44080.0,365565.832,41831.0
0.01,0.01,0.01,1646352000,0.01,42449.6,39127.7,42525.3,469138.374,38521.0
0.01,0.01,-0.00554,1646438400,0.004079,39127.7,39375.1,39580.0,198747.893,38547.6
0.004079,0.01,-0.004106,1646524800,0.000339,39375.0,38401.1,39690.0,311705.26,38056.0
0.000339,0.006555,-0.009197,1646611200,0.003438,38401.1,37963.8,39550.0,490254.516,37134.0
0.003438,0.01,-0.005926,1646697600,0.006853,37963.7,38709.9,39340.5,421462.367,37853.0
0.006853,0.01,-0.006936,1646784000,0.01,38709.9,41937.5,42647.5,462059.811,38638.7
0.01,0.01,-0.017799,1646870400,-0.009927,41939.5,39407.2,42034.3,520645.186,38512.0
-0.009927,0.01,-0.009927,1646956800,-0.000294,39407.1,38713.0,40242.0,467078.892,38200.1
-0.000294,0.003531,-0.007367,1647043200,-0.005898,38713.1,38792.6,39578.4,172494.825,38630.0
-0.005898,0.01,-0.013272,1647129600,-0.007886,38792.7,37743.7,39300.0,236623.694,37500.0
-0.007886,0.01,-0.011593,1647216000,0.00574,37743.0,39653.8,39989.0,360058.358,37522.1
0.00574,0.01,0.001158,1647302400,0.01,39651.6,39271.0,39901.8,345019.243,38073.8
0.01,0.01,0.003235,1647388800,0.01,39270.9,41105.8,41804.0,650589.661,38700.0
0.01,0.01,0.01,1647475200,0.01,41105.9,40898.1,41498.4,243988.794,40442.8
0.01,0.01,-0.002127,1647561600,0.01,40898.0,41751.5,42322.8,299134.443,40084.2
0.01,0.01,0.008047,1647648000,0.01,41751.6,42188.2,42446.6,186459.954,41500.0
0.01,0.01,0.007321,1647734400,0.01,42188.2,41261.0,42269.3,235774.129,40900.0
0.01,0.01,-0.006496,1647820800,0.01,41261.0,40982.0,41544.4,308396.46,40430.0
0.01,0.01,0.001398,1647907200,0.01,40982.0,42349.8,43517.7,374297.674,40852.0
0.01,0.01,-0.001177,1647993600,0.001614,42349.9,42867.9,43051.0,282631.74,41731.3
0.001614,0.01,-0.005943,1648080000,0.000667,42867.8,43973.4,44200.0,331440.057,42525.0
0.000667,0.01,-0.00193,1648166400,0.009789,43973.2,44290.6,45142.0,348620.122,43575.1
0.009789,0.01,-0.00838,1648252800,-0.008296,44290.6,44489.2,44785.0,140712.587,44041.0
-0.008296,0.01,-0.009966,1648339200,0.01,44489.3,46820.8,47047.0,269280.228,44416.0
0.01,0.01,0.005443,1648425600,0.01,46820.9,47121.9,48200.0,317565.782,46651.2
0.01,0.01,0.009162,1648512000,0.01,47121.8,47418.5,48100.0,259040.835,46911.0
0.01,0.01,0.01,1648598400,0.01,47418.5,47053.2,47688.6,235009.892,46535.0
0.01,0.01,0.01,1648684800,0.01,47053.1,45506.0,47619.4,299837.61,45185.0
0.01,0.01,-0.00169,1648771200,0.01,45505.9,46266.2,46700.0,360734.553,44206.2
0.01,0.01,0.01,1648857600,0.01,46266.2,45794.6,47236.8,226413.357,45600.0
0.01,0.01,0.01,1648944000,0.01,45792.3,46392.4,47448.0,212589.013,45501.0
0.01,0.01,0.01,1649030400,0.01,46392.3,46580.9,46895.5,272796.541,45094.0
0.01,0.01,0.000915,1649116800,0.009922,46580.9,45477.4,47188.0,257524.639,45300.0
0.009922,0.01,0.005095,1649203200,0.01,45477.5,43159.7,45494.2,384359.375,43100.0
0.01,0.01,0.001112,1649289600,0.004294,43159.8,43417.1,43888.0,229567.98,42685.0
0.004294,0.01,0.004294,1649376000,0.01,43417.1,42229.2,43968.1,310095.829,42074.0
0.01,0.01,0.002573,1649462400,0.002753,42229.1,42727.7,42796.7,119722.654,42100.3
0.002753,0.01,-0.002646,1649548800,0.000262,42727.8,42140.4,43399.4,181904.47,41838.0
0.000262,0.01,-0.006796,1649635200,-0.006796,42140.3,39505.6,42399.9,439530.02,39136.7
-0.006796,0.01,-0.01328,1649721600,-0.001636,39505.6,40060.7,40700.0,349883.631,39224.0
-0.001636,0.00765,-0.010565,1649808000,0.005001,40060.7,41129.8,41580.0,324910.931,39569.8
0.005001,0.009921,-0.013291,1649894400,-0.013216,41129.8,39915.9,41474.8,261966.391,39522.0
-0.013216,0.008818,-0.0167,1649980800,0.002282,39915.9,40529.5,40888.0,194680.671,39734.2
0.002282,0.01,-0.002605,1650067200,0.000711,40529.6,40361.0,40700.0,127705.057,39944.9
0.000711,0.01,-0.003119,1650153600,-0.003119,40360.9,39649.1,40574.1,170331.824,39510.0
-0.003119,0.01,-0.018347,1650240000,0.01,39649.1,40785.6,41310.0,362435.319,38465.7
0.01,0.01,-0.005779,1650326400,0.009478,40785.7,41472.9,41788.0,214404.271,40543.7
0.009478,0.01,-0.005242,1650412800,0.000277,41472.9,41327.7,42166.8,257382.427,40800.0
0.000277,0.01,-0.010178,1650499200,0.003177,41326.0,40449.8,42966.0,393149.956,39630.0
0.003177,0.003177,-0.019022,1650585600,-0.008951,40449.7,39674.2,40786.1,314935.753,39133.0
-0.008951,-0.00319,-0.018743,1650672000,-0.018234,39674.3,39415.1,40000.0,125046.817,39259.0
-0.018234,-0.003167,-0.019356,1650758400,-0.008978,39413.8,39433.4,39930.6,180371.762,38884.1
-0.008978,0.01,-0.011783,1650844800,0.01,39433.4,40411.0,40650.0,448877.893,38111.0
0.01,0.01,-0.015897,1650931200,-0.012705,40411.0,38093.7,40800.0,453132.198,37671.8
-0.012705,0.005353,-0.013099,1651017600,-0.005649,38093.7,39209.0,39470.0,385645.365,37844.5
-0.005649,0.01,-0.012353,1651104000,0.01,39209.0,39732.5,40376.6,413543.408,38861.8
0.01,0.01,-0.009526,1651190400,-0.009406,39732.5,38572.2,39924.8,308116.375,38160.0
-0.009406,0.007696,-0.00976,1651276800,0.00255,38572.2,37614.5,38782.6,181810.382,37550.0
0.00255,0.01,-0.007563,1651363200,0.01,37614.4,38440.5,38680.6,236549.462,37350.0
0.01,0.01,-0.001778,1651449600,0.01,38440.2,38525.6,39222.0,336845.365,38032.2
0.01,0.01,0.01,1651536000,0.01,38525.5,37712.9,38674.7,248986.222,37500.1
0.01,0.01,0.002275,1651622400,0.01,37713.0,39684.0,40071.7,424498.818,37655.2
0.01,0.01,-0.021323,1651708800,-0.013527,39684.1,36534.7,39845.0,547209.0,35388.0
-0.013527,0.01,-0.013527,1651795200,-0.00527,36533.7,35995.3,36679.3,431979.24,35200.0
-0.00527,0.008788,-0.00767,1651881600,-0.002754,35995.2,35466.7,36138.0,200264.833,34700.0
-0.002754,0.01,-0.002754,1651968000,0.01,35466.7,34032.0,35504.0,426872.584,33665.0
0.01,0.01,0.005918,1652054400,0.01,34032.1,30056.6,34243.3,1078779.712,30003.6
0.01,0.01,-0.020399,1652140800,0.00762,30056.0,31002.1,32650.0,863178.961,29701.4
0.00762,0.01,-0.032746,1652227200,-0.018713,31002.1,29074.7,32197.6,1101875.972,27651.0
-0.018713,-0.005983,-0.047416,1652313600,-0.0072,29077.9,29020.7,30257.0,964475.589,26631.0
-0.0072,0.01,-0.010417,1652400000,0.01,29020.8,29274.3,31072.6,507620.105,28730.4
0.01,0.01,0.00396,1652486400,0.008254,29274.2,30079.8,30352.2,315756.895,28602.3
0.008254,0.01,0.004035,1652572800,0.01,30079.5,31324.4,31462.0,336773.139,29448.0
0.01,0.01,-0.001597,1652659200,0.01,31324.3,29866.7,31327.4,507243.166,29052.3
0.01,0.01,-0.010342,1652745600,-0.007045,29866.4,30437.0,30794.0,398624.519,29420.0
-0.007045,0.003158,-0.007045,1652832000,-0.000325,30437.0,28700.6,30700.0,426700.457,28629.6
-0.000325,0.01,-0.001088,1652918400,0.01,28700.6,30319.9,30550.0,448856.724,28670.5
0.01,0.01,-0.00227,1653004800,-0.000251,30319.9,29188.9,30784.4,485439.171,28702.0
-0.000251,0.005941,-0.002329,1653091200,0.00241,29188.9,29427.4,29650.0,202804.089,28927.0
0.00241,0.01,-0.004456,1653177600,0.01,29427.4,30284.0,30500.0,297116.44,29223.6
0.01,0.01,-0.012422,1653264000,-0.012372,30284.0,29097.7,30658.0,475720.75,28840.7
-0.012372,0.01,-0.013867,1653350400,0.003679,29097.8,29643.1,29887.3,382124.449,28637.6
0.003679,0.01,0.001035,1653436800,0.007434,29643.0,29536.7,30246.7,413459.484,29330.0
0.007434,0.01,-0.000816,1653523200,0.01,29536.7,29194.0,29877.0,602137.086,27952.1
0.01,0.01,0.01,1653609600,0.01,29194.0,28623.2,29387.0,506638.884,28259.6
0.01,0.01,0.007429,1653696000,0.01,28623.3,29018.8,29265.7,193644.283,28520.0
0.01,0.01,0.008325,1653782400,0.01,29018.8,29452.8,29595.2,215139.934,28825.0
0.01,0.01,0.01,1653868800,0.01,29452.6,31726.5,32307.6,502712.176,29301.1
0.01,0.01,0.01,1653955200,0.01,31726.5,31797.8,32427.5,383688.265,31222.0
0.01,0.01,-0.008341,1654041600,-0.001494,31797.9,29796.9,31986.1,556992.756,29300.0
-0.001494,0.01,-0.003459,1654128000,-0.003392,29796.9,30437.1,30750.0,370924.687,29566.1
-0.003392,0.007865,-0.003406,1654214400,0.00027,30437.1,29682.8,30693.2,357110.377,29220.0
0.00027,0.006917,-0.001961,1654300800,0.00434,29682.8,29848.4,29988.0,187520.534,29456.0
0.00434,0.01,0.001315,1654387200,0.006028,29848.5,29909.9,30250.0,205385.831,29524.0
0.006028,0.01,0.003198,1654473600,0.01,29910.0,31361.2,31780.0,436522.874,29876.2
0.01,0.01,-0.011684,1654560000,0.01,31361.2,31118.1,31599.0,691714.985,29190.0
0.01,0.01,-0.008302,1654646400,0.01,31118.0,30192.5,31325.0,455686.637,29825.0
0.01,0.01,0.007528,1654732800,0.01,30192.6,30093.3,30691.9,307312.175,29914.5
0.01,0.01,0.001515,1654819200,0.001722,30093.4,29077.7,30374.1,445928.659,28805.0
0.001722,0.01,-0.000159,1654905600,0.01,29077.7,28416.7,29427.9,391367.814,28080.0
0.01,0.01,-0.000788,1654992000,0.005647,28416.6,26564.7,28530.3,560834.131,26538.7
0.005647,0.01,-0.006211,1655078400,0.004124,26564.7,22471.5,26877.0,1622521.56,21900.0
0.004124,0.004334,-0.021251,1655164800,-0.002079,22471.4,22122.7,23424.2,1247609.796,20823.0
-0.002079,0.008239,-0.009264,1655251200,-0.004061,22122.7,22567.5,22800.0,1509301.169,20100.2
-0.004061,0.006434,-0.007217,1655337600,-0.002222,22567.5,20387.4,23000.0,882634.22,20222.0
-0.002222,0.01,-0.01728,1655424000,0.0074,20387.4,20457.3,21388.0,776153.257,20228.0
0.0074,0.01,-0.01492,1655510400,0.004111,20457.3,18959.7,20768.4,1268591.388,17593.2
0.004111,0.01,-0.013435,1655596800,0.000829,18959.7,20564.2,20821.0,1089275.674,17935.9
0.000829,0.01,-0.001423,1655683200,0.01,20564.3,20570.1,21099.9,935816.13,19630.0
0.01,0.01,-0.002147,1655769600,0.0001,20570.0,20713.1,21740.0,787173.936,20337.8
0.0001,0.004389,-0.006681,1655856000,-0.000917,20713.1,19977.4,20888.0,812184.193,19745.7
-0.000917,0.006184,-0.004045,1655942400,0.006043,19977.5,21096.6,21250.0,698753.04,19874.0
0.006043,0.01,0.002273,1656028800,0.002544,21096.6,21231.2,21563.5,645450.778,20732.5
0.002544,0.01,0.002544,1656115200,0.01,21231.2,21481.9,21627.6,434117.447,20894.0
0.01,0.01,-0.001725,1656201600,0.00781,21481.9,21029.1,21888.0,442787.736,20952.0
0.00781,0.01,-0.002557,1656288000,-0.002557,21029.1,20730.0,21560.0,539335.009,20500.0
-0.002557,0.007124,-0.008066,1656374400,0.004166,20730.0,20268.6,21198.0,582916.108,20188.0
0.004166,0.01,-0.000958,1656460800,0.000324,20268.7,20109.9,20430.0,608905.99,19817.2
0.000324,0.000324,-0.016653,1656547200,-0.00864,20109.9,19923.5,20165.0,859981.415,18563.0
-0.00864,0.005628,-0.013324,1656633600,-0.003003,19923.3,19272.0,20926.4,915399.363,18948.8
-0.003003,0.005641,-0.003003,1656720000,0.003606,19272.0,19240.9,19456.0,382851.525,18959.0
0.003606,0.009242,0.001897,1656806400,0.007806,19241.0,19305.9,19645.4,449508.331,18780.1
0.007806,0.008516,-0.003306,1656892800,0.005429,19306.0,20226.6,20350.0,633310.187,19046.3
0.005429,0.01,-0.010888,1656979200,0.01,20226.3,20170.0,20749.2,854238.867,19291.6
0.01,0.01,0.001402,1657065600,0.005274,20170.1,20554.1,20667.6,682076.458,19753.0
0.005274,0.01,-0.000172,1657152000,0.000138,20554.2,21613.4,21830.0,699841.616,20244.9
0.000138,0.01,-0.000008,1657238400,0.01,21614.5,21587.9,22579.9,848144.495,21175.2
0.01,0.01,0.00597,1657324800,0.009962,21587.8,21580.0,22000.0,393372.366,21309.6
0.009962,0.01,0.002878,1657411200,0.004571,21580.0,20853.8,21594.2,468176.539,20600.0
0.004571,0.01,0.00447,1657497600,0.008003,20853.8,19954.3,20853.9,561245.987,19870.0
0.008003,0.01,-0.003888,1657584000,-0.001306,19954.3,19322.9,20048.9,640560.723,19228.3
-0.001306,0.008645,-0.002245,1657670400,0.000188,19322.9,20220.1,20401.6,975938.165,18901.0
0.000188,0.01,-0.00263,1657756800,0.009288,20220.1,20578.6,20900.0,765989.53,19600.0
0.009288,0.009288,0.001032,1657843200,0.006038,20578.6,20823.1,21200.0,626763.692,20364.3
0.006038,0.01,0.00035,1657929600,0.008038,20823.1,21183.5,21580.0,539206.87,20471.0
0.008038,0.01,0.006057,1658016000,0.01,21183.6,20794.4,21674.1,485537.728,20742.0
0.01,0.01,0.000664,1658102400,0.01,20794.4,22423.9,22800.0,982867.734,20764.4
0.01,0.01,0.01,1658188800,0.01,22423.5,23385.9,23817.9,1124029.082,21575.0
0.01,0.01,0.005128,1658275200,0.01,23385.9,23221.5,24277.0,946647.815,22912.4
0.01,0.01,0.01,1658361600,0.01,23221.5,23144.5,23441.1,723543.466,22340.2
0.01,0.01,0.003462,1658448000,0.009097,23144.5,22675.1,23750.0,633907.934,22500.0
0.009097,0.01,-0.000585,1658534400,0.00377,22675.0,22440.2,22990.0,505887.673,21933.5
0.00377,0.01,0.003615,1658620800,0.01,22440.1,22570.6,22999.0,462958.953,22256.4
0.01,0.01,-0.001596,1658707200,0.01,22570.6,21300.0,22656.8,695770.655,21232.0
0.01,0.01,-0.000047,1658793600,0.004603,21300.0,21241.0,21334.4,552498.903,20689.6
0.004603,0.009388,-0.005063,1658880000,0.009229,21241.0,22941.1,23100.0,753370.303,21031.0
0.009229,0.01,0.007794,1658966400,0.01,22941.1,23836.2,24194.6,756741.836,22583.1
0.01,0.01,0.01,1659052800,0.01,23836.2,23771.1,24500.0,642337.051,23426.3
0.01,0.01,0.01,1659139200,0.01,23771.0,23629.9,24700.0,493824.816,23505.0
0.01,0.01,0.005493,1659225600,0.01,23630.0,23290.1,24187.3,385969.85,23222.0
0.01,0.01,0.005503,1659312000,0.01,23290.1,23257.6,23497.0,498378.292,22836.2
0.01,0.01,0.000302,1659398400,0.000318,23257.6,22975.1,23448.7,625227.912,22603.0
0.000318,0.007981,-0.005338,1659484800,-0.00011,22975.1,22801.5,23650.0,569261.768,22665.3
-0.00011,0.004264,-0.008184,1659571200,0.001692,22801.5,22608.9,23211.3,548268.816,22370.0
0.001692,0.01,-0.003318,1659657600,0.006826,22608.9,23298.1,23450.0,593992.13,22580.6
0.006826,0.01,0.004961,1659744000,0.01,23298.0,22943.3,23341.8,227659.394,22883.6
0.01,0.01,-0.001807,1659830400,0.01,22943.2,23167.8,23400.0,271512.062,22830.9
0.01,0.01,0.002366,1659916800,0.01,23167.9,23804.4,24243.0,565084.219,23153.1
0.01,0.01,-0.001334,1660003200,-0.001334,23804.3,23140.2,23913.4,498286.943,22850.0
-0.001334,0.01,-0.004263,1660089600,0.007199,23140.1,23940.9,24235.2,760738.204,22608.0
0.007199,0.01,0.003002,1660176000,0.009154,23941.0,23917.2,24972.0,760455.245,23840.6
0.009154,0.009154,-0.00423,1660262400,-0.003546,23917.3,24387.5,24438.8,477734.045,23560.0
-0.003546,0.01,-0.005618,1660348800,0.002396,24387.5,24429.0,24879.0,431093.659,24267.5
0.002396,0.004173,-0.004105,1660435200,-0.003803,24429.0,24294.1,25065.0,437314.32,24138.0
-0.003803,0.008554,-0.007987,1660521600,0.003334,24294.1,24085.2,25200.0,739390.721,23762.0
0.003334,0.004933,-0.003776,1660608000,0.000496,24085.2,23843.0,24234.0,460919.994,23650.0
0.000496,0.01,-0.003782,1660694400,0.008309,23843.0,23333.1,24437.0,640600.903,23170.0
0.008309,0.01,0.005066,1660780800,0.01,23333.1,23185.1,23595.0,347699.006,23101.0
0.01,0.01,-0.009999,1660867200,0.001104,23185.0,20824.9,23200.0,906609.825,20760.0
0.001104,0.001803,-0.006934,1660953600,-0.001957,20825.0,21127.8,21368.9,490507.042,20742.9
-0.001957,-0.000862,-0.008546,1661040000,-0.008092,21127.7,21505.6,21804.6,424282.424,21055.0
-0.008092,0.005836,-0.008094,1661126400,-0.003345,21505.6,21387.0,21550.0,588764.597,20858.6
-0.003345,0.005875,-0.003588,1661212800,0.002546,21387.0,21518.2,21667.2,609745.27,20874.8
0.002546,0.002569,-0.005298,1661299200,0.000185,21518.2,21354.9,21925.6,502728.198,21132.3
0.000185,0.004976,-0.00531,1661385600,-0.00164,21355.0,21548.3,21810.9,415757.992,21295.3
-0.00164,0.01,-0.003747,1661472000,-0.002808,21548.3,20228.7,21867.6,896474.356,20100.0
-0.002808,0.000177,-0.009246,1661558400,-0.001396,20228.7,20023.9,20367.7,469598.024,19744.0
-0.001396,-0.000154,-0.013632,1661644800,-0.013632,20024.0,19547.5,20155.0,386405.195,19508.0
-0.013632,0.001675,-0.014324,1661731200,0.001123,19547.5,20275.5,20440.0,598076.669,19539.4
0.001123,0.001331,-0.008914,1661817600,-0.002126,20275.5,19803.1,20574.0,767714.993,19524.4
-0.002126,0.009428,-0.003779,1661904000,0.009382,19803.2,20041.5,20496.0,711639.339,19787.9
0.009382,0.009578,-0.002328,1661990400,0.002496,20041.4,20122.5,20198.3,691594.721,19555.0
0.002496,0.008835,-0.003385,1662076800,-0.000176,20122.6,19941.0,20434.3,669047.816,19736.0
-0.000176,0.01,-0.000237,1662163200,0.000628,19941.0,19820.7,20050.0,285240.989,19628.7
0.000628,0.009454,-0.003471,1662249600,0.008315,19820.7,19992.7,20022.4,396798.184,19570.0
0.008315,0.009164,-0.002946,1662336000,-0.000245,19992.7,19784.9,20046.7,446706.41,19620.2
-0.000245,0.006279,-0.011934,1662422400,-0.008646,19784.9,18781.5,20174.7,945489.142,18600.0
-0.008646,0.005154,-0.008646,1662508800,0.000531,18781.4,19287.0,19455.0,595636.693,18500.0
0.000531,0.006806,-0.001273,1662595200,0.001312,19287.0,19309.3,19450.0,537268.644,19003.8
0.001312,0.01,-0.004174,1662681600,0.01,19309.3,21352.0,21666.0,992497.1,19283.0
0.01,0.01,0.006895,1662768000,0.007091,21352.0,21639.5,21825.0,491543.206,21112.2
0.007091,0.01,0.005278,1662854400,0.01,21639.5,21820.3,21883.4,420979.326,21336.0
0.01,0.01,0.007761,1662940800,0.01,21820.3,22386.0,22474.0,818601.932,21540.0
0.01,0.01,-0.007323,1663027200,-0.004064,22386.0,20162.5,22850.0,1218769.927,19840.0
-0.004064,0.01,-0.004064,1663113600,0.000324,20162.6,20217.0,20528.5,661802.597,19600.0
0.000324,0.01,-0.001305,1663200000,0.008052,20217.0,19690.8,20315.0,665862.067,19453.0
0.008052,0.009644,0.002258,1663286400,0.002991,19690.8,19792.5,19878.0,544608.804,19300.0
0.002991,0.006617,-0.000126,1663372800,0.00646,19792.4,20102.0,20182.6,334678.558,19739.4
0.00646,0.01,0.002753,1663459200,0.003581,20102.0,19404.5,20105.3,499916.474,19325.8
0.003581,0.01,-0.011545,1663545600,0.007813,19404.5,19528.6,19686.3,993776.352,18215.0
0.007813,0.009394,-0.000212,1663632000,0.005222,19528.6,18866.8,19625.0,794623.932,18690.1
0.005222,0.007128,-0.011674,1663718400,-0.011674,18866.7,18447.5,20154.1,1168068.979,18084.3
-0.011674,0.01,-0.014435,1663804800,0.007261,18447.5,19392.5,19504.8,852898.391,18345.2
0.007261,0.007381,-0.005628,1663891200,0.002909,19392.5,19280.7,19492.0,838493.746,18518.5
0.002909,0.006661,0.001037,1663977600,0.001037,19280.7,18911.0,19304.5,377158.215,18798.0
0.001037,0.007052,-0.001591,1664064000,-0.000605,18910.9,18799.7,19196.0,410461.603,18621.0
-0.000605,0.008547,-0.000607,1664150400,0.002262,18799.7,19216.3,19311.5,777807.518,18671.0
0.002262,0.01,-0.002895,1664236800,0.001134,19216.3,19070.1,20375.0,1300566.158,18801.5
0.001134,0.009754,-0.001428,1664323200,0.005607,19070.1,19407.3,19787.6,1141222.772,18460.0
0.005607,0.01,0.005393,1664409600,0.01,19407.4,19582.5,19648.8,991678.224,18827.2
0.01,0.01,0.003259,1664496000,0.003259,19582.5,19411.7,20172.7,1071462.934,19066.0
0.003259,0.01,0.00083,1664582400,0.00421,19411.6,19304.0,19474.0,294457.009,19140.0
0.00421,0.00674,0.003519,1664668800,0.003941,19304.0,19049.4,19389.0,414970.451,18896.0
0.003941,0.01,0.003941,1664755200,0.01,19049.3,19622.0,19723.7,621816.329,18950.8
0.01,0.01,0.01,1664841600,0.01,19621.9,20333.0,20500.0,796678.762,19480.1
0.01,0.01,0.01,1664928000,0.01,20332.9,20150.0,20356.1,719577.149,19707.0
0.01,0.01,0.01,1665014400,0.01,20149.9,19954.0,20443.9,782034.669,19843.3
0.01,0.01,0.003893,1665100800,0.003942,19954.0,19520.9,20067.0,673407.102,19304.4
0.003942,0.008905,0.002507,1665187200,0.003272,19520.9,19406.2,19619.6,253257.201,19200.0
0.003272,0.006617,0.000869,1665273600,0.006244,19406.3,19430.0,19550.0,267178.795,19310.0
0.006244,0.01,0.003277,1665360000,0.01,19430.0,19124.0,19513.0,560920.904,19000.0
