start_time,datetime,velocity_supply_total
2021-01-14 18:00:00,2021-01-14 18:00:00,29.73208167
2021-01-14 19:00:00,2021-01-14 19:00:00,29.73527653
2021-01-14 20:00:00,2021-01-14 20:00:00,29.73761912
2021-01-14 21:00:00,2021-01-14 21:00:00,29.74019422
2021-01-14 22:00:00,2021-01-14 22:00:00,29.74130531
2021-01-14 23:00:00,2021-01-14 23:00:00,29.73783854
2021-01-15 00:00:00,2021-01-15 00:00:00,29.73812893
2021-01-15 01:00:00,2021-01-15 01:00:00,29.74233507
2021-01-15 02:00:00,2021-01-15 02:00:00,29.74881901
2021-01-15 03:00:00,2021-01-15 03:00:00,29.74771637
2021-01-15 04:00:00,2021-01-15 04:00:00,29.74924436
2021-01-15 05:00:00,2021-01-15 05:00:00,29.75315646
2021-01-15 06:00:00,2021-01-15 06:00:00,29.75481315
2021-01-15 07:00:00,2021-01-15 07:00:00,29.75557254
2021-01-15 08:00:00,2021-01-15 08:00:00,29.75773843
2021-01-15 09:00:00,2021-01-15 09:00:00,29.75763718
2021-01-15 10:00:00,2021-01-15 10:00:00,29.75891995
2021-01-15 11:00:00,2021-01-15 11:00:00,29.760871
2021-01-15 12:00:00,2021-01-15 12:00:00,29.75571398
2021-01-15 13:00:00,2021-01-15 13:00:00,29.7577895
2021-01-15 14:00:00,2021-01-15 14:00:00,29.76121996
2021-01-15 15:00:00,2021-01-15 15:00:00,29.76433307
2021-01-15 16:00:00,2021-01-15 16:00:00,29.76612164
2021-01-15 17:00:00,2021-01-15 17:00:00,29.76873998
2021-01-15 18:00:00,2021-01-15 18:00:00,29.77001187
2021-01-15 19:00:00,2021-01-15 19:00:00,29.7729153
2021-01-15 20:00:00,2021-01-15 20:00:00,29.77886615
2021-01-15 21:00:00,2021-01-15 21:00:00,29.78062716
2021-01-15 22:00:00,2021-01-15 22:00:00,29.78233285
2021-01-15 23:00:00,2021-01-15 23:00:00,29.78238765
2021-01-16 00:00:00,2021-01-16 00:00:00,29.78645926
2021-01-16 01:00:00,2021-01-16 01:00:00,29.78656723
2021-01-16 02:00:00,2021-01-16 02:00:00,29.7880708
2021-01-16 03:00:00,2021-01-16 03:00:00,29.78884224
2021-01-16 04:00:00,2021-01-16 04:00:00,29.79023881
2021-01-16 05:00:00,2021-01-16 05:00:00,29.79230723
2021-01-16 06:00:00,2021-01-16 06:00:00,29.79550958
2021-01-16 07:00:00,2021-01-16 07:00:00,29.80007621
2021-01-16 08:00:00,2021-01-16 08:00:00,29.80140252
2021-01-16 09:00:00,2021-01-16 09:00:00,29.7898029
2021-01-16 10:00:00,2021-01-16 10:00:00,29.78944848
2021-01-16 11:00:00,2021-01-16 11:00:00,29.79027645
2021-01-16 12:00:00,2021-01-16 12:00:00,29.78371974
2021-01-16 13:00:00,2021-01-16 13:00:00,29.78607893
2021-01-16 14:00:00,2021-01-16 14:00:00,29.78761423
2021-01-16 15:00:00,2021-01-16 15:00:00,29.78725233
2021-01-16 16:00:00,2021-01-16 16:00:00,29.79173603
2021-01-16 17:00:00,2021-01-16 17:00:00,29.79197702
2021-01-16 18:00:00,2021-01-16 18:00:00,29.79425232
2021-01-16 19:00:00,2021-01-16 19:00:00,29.8002279
2021-01-16 20:00:00,2021-01-16 20:00:00,29.80279004
2021-01-16 21:00:00,2021-01-16 21:00:00,29.80394474
2021-01-16 22:00:00,2021-01-16 22:00:00,29.80711555
2021-01-16 23:00:00,2021-01-16 23:00:00,29.81217264
2021-01-17 00:00:00,2021-01-17 00:00:00,29.81416176
2021-01-17 01:00:00,2021-01-17 01:00:00,29.81591284
2021-01-17 02:00:00,2021-01-17 02:00:00,29.81800497
2021-01-17 03:00:00,2021-01-17 03:00:00,29.81915768
2021-01-17 04:00:00,2021-01-17 04:00:00,29.82219831
2021-01-17 05:00:00,2021-01-17 05:00:00,29.82278998
2021-01-17 06:00:00,2021-01-17 06:00:00,29.82408073
2021-01-17 07:00:00,2021-01-17 07:00:00,29.8255694
2021-01-17 08:00:00,2021-01-17 08:00:00,29.82836139
2021-01-17 09:00:00,2021-01-17 09:00:00,29.83162706
2021-01-17 10:00:00,2021-01-17 10:00:00,29.83452746
2021-01-17 11:00:00,2021-01-17 11:00:00,29.83462269
2021-01-17 12:00:00,2021-01-17 12:00:00,29.8363605
2021-01-17 13:00:00,2021-01-17 13:00:00,29.83817886
2021-01-17 14:00:00,2021-01-17 14:00:00,29.84052191
2021-01-17 15:00:00,2021-01-17 15:00:00,29.84056217
2021-01-17 16:00:00,2021-01-17 16:00:00,29.84226609
2021-01-17 17:00:00,2021-01-17 17:00:00,29.84323846
2021-01-17 18:00:00,2021-01-17 18:00:00,29.84458573
2021-01-17 19:00:00,2021-01-17 19:00:00,29.84859596
2021-01-17 20:00:00,2021-01-17 20:00:00,29.84980873
2021-01-17 21:00:00,2021-01-17 21:00:00,29.85271321
2021-01-17 22:00:00,2021-01-17 22:00:00,29.85579651
2021-01-17 23:00:00,2021-01-17 23:00:00,29.86040739
2021-01-18 00:00:00,2021-01-18 00:00:00,29.86361607
2021-01-18 01:00:00,2021-01-18 01:00:00,29.86635404
2021-01-18 02:00:00,2021-01-18 02:00:00,29.86853967
2021-01-18 03:00:00,2021-01-18 03:00:00,29.87089968
2021-01-18 04:00:00,2021-01-18 04:00:00,29.87215347
2021-01-18 05:00:00,2021-01-18 05:00:00,29.87586321
2021-01-18 06:00:00,2021-01-18 06:00:00,29.87748011
2021-01-18 07:00:00,2021-01-18 07:00:00,29.8809366
2021-01-18 08:00:00,2021-01-18 08:00:00,29.88232377
2021-01-18 09:00:00,2021-01-18 09:00:00,29.88671492
2021-01-18 10:00:00,2021-01-18 10:00:00,29.886908
