longAccount,longShortRatio,shortAccount,time,low,close,high,open,volume
54.14,1.18,45.86,1653696000.0,28520.0,29018.8,29265.7,28623.3,193644.283
54.02,1.18,45.98,1653782400.0,28825.0,29452.8,29595.2,29018.8,215139.934
54.22,1.18,45.78,1653868800.0,29301.1,31726.5,32307.6,29452.6,502712.176
54.78,1.21,45.22,1653955200.0,31222.0,31797.8,32427.5,31726.5,383688.265
55.51,1.25,44.49,1654041600.0,29300.0,29796.9,31986.1,31797.9,556992.756
54.45,1.2,45.55,1654128000.0,29566.1,30437.1,30750.0,29796.9,370924.687
53.43,1.15,46.57,1654214400.0,29220.0,29682.8,30693.2,30437.1,357110.377
53.7,1.16,46.3,1654300800.0,29456.0,29848.4,29988.0,29682.8,187520.534
53.54,1.15,46.46,1654387200.0,29524.0,29909.9,30250.0,29848.5,205385.831
53.48,1.15,46.52,1654473600.0,29876.2,31361.2,31780.0,29910.0,436522.874
54.48,1.2,45.52,1654560000.0,29190.0,31118.1,31599.0,31361.2,691714.985
54.88,1.22,45.12,1654646400.0,29825.0,30192.5,31325.0,31118.0,455686.637
54.27,1.19,45.73,1654732800.0,29914.5,30093.3,30691.9,30192.6,307312.175
52.99,1.13,47.01,1654819200.0,28805.0,29077.7,30374.1,30093.4,445928.659
52.34,1.1,47.66,1654905600.0,28080.0,28416.7,29427.9,29077.7,391367.814
53.26,1.14,46.74,1654992000.0,26538.7,26564.7,28530.3,28416.6,560834.131
53.97,1.17,46.03,1655078400.0,21900.0,22471.5,26877.0,26564.7,1622521.56
55.47,1.25,44.53,1655164800.0,20823.0,22122.7,23424.2,22471.4,1247609.796
52.63,1.11,47.37,1655251200.0,20100.2,22567.5,22800.0,22122.7,1509301.169
50.94,1.04,49.06,1655337600.0,20222.0,20387.4,23000.0,22567.5,882634.22
51.46,1.06,48.54,1655424000.0,20228.0,20457.3,21388.0,20387.4,776153.257
50.4,1.02,49.6,1655510400.0,17593.2,18959.7,20768.4,20457.3,1268591.388
53.32,1.14,46.68,1655596800.0,17935.9,20564.2,20821.0,18959.7,1089275.674
53.04,1.13,46.96,1655683200.0,19630.0,20570.1,21099.9,20564.3,935816.13
53.15,1.13,46.85,1655769600.0,20337.8,20713.1,21740.0,20570.0,787173.936
53.1,1.13,46.9,1655856000.0,19745.7,19977.4,20888.0,20713.1,812184.193
52.7,1.11,47.3,1655942400.0,19874.0,21096.6,21250.0,19977.5,698753.04
53.51,1.15,46.49,1656028800.0,20732.5,21231.2,21563.5,21096.6,645450.778
53.63,1.16,46.37,1656115200.0,20894.0,21481.9,21627.6,21231.2,434117.447
52.92,1.12,47.08,1656201600.0,20952.0,21029.1,21888.0,21481.9,442787.736
52.25,1.09,47.75,1656288000.0,20500.0,20730.0,21560.0,21029.1,539335.009
52.11,1.09,47.89,1656374400.0,20188.0,20268.6,21198.0,20730.0,582916.108
52.74,1.12,47.26,1656460800.0,19817.2,20109.9,20430.0,20268.7,608905.99
53.02,1.13,46.98,1656547200.0,18563.0,19923.5,20165.0,20109.9,859981.415
51.96,1.08,48.04,1656633600.0,18948.8,19272.0,20926.4,19923.3,915399.363
53.13,1.13,46.87,1656720000.0,18959.0,19240.9,19456.0,19272.0,382851.525
52.24,1.09,47.76,1656806400.0,18780.1,19305.9,19645.4,19241.0,449508.331
52.34,1.1,47.66,1656892800.0,19046.3,20226.6,20350.0,19306.0,633310.187
52.64,1.11,47.36,1656979200.0,19291.6,20170.0,20749.2,20226.3,854238.867
53.63,1.16,46.37,1657065600.0,19753.0,20554.1,20667.6,20170.1,682076.458
53.18,1.14,46.82,1657152000.0,20244.9,21613.4,21830.0,20554.2,699841.616
52.3,1.1,47.7,1657238400.0,21175.2,21587.9,22579.9,21614.5,848144.495
53.35,1.14,46.65,1657324800.0,21309.6,21580.0,22000.0,21587.8,393372.366
53.63,1.16,46.37,1657411200.0,20600.0,20853.8,21594.2,21580.0,468176.539
52.78,1.12,47.22,1657497600.0,19870.0,19954.3,20853.9,20853.8,561245.987
52.84,1.12,47.16,1657584000.0,19228.3,19322.9,20048.9,19954.3,640560.723
53.27,1.14,46.73,1657670400.0,18901.0,20220.1,20401.6,19322.9,975938.165
52.45,1.1,47.55,1657756800.0,19600.0,20578.6,20900.0,20220.1,765989.53
53.22,1.14,46.78,1657843200.0,20364.3,20823.1,21200.0,20578.6,626763.692
52.79,1.12,47.21,1657929600.0,20471.0,21183.5,21580.0,20823.1,539206.87
53.65,1.16,46.35,1658016000.0,20742.0,20794.4,21674.1,21183.6,485537.728
54.07,1.18,45.93,1658102400.0,20764.4,22423.9,22800.0,20794.4,982867.734
55.2,1.23,44.8,1658188800.0,21575.0,23385.9,23817.9,22423.5,1124029.082
54.59,1.2,45.41,1658275200.0,22912.4,23221.5,24277.0,23385.9,946647.815
54.91,1.22,45.09,1658361600.0,22340.2,23144.5,23441.1,23221.5,723543.466
54.92,1.22,45.08,1658448000.0,22500.0,22675.1,23750.0,23144.5,633907.934
54.43,1.19,45.57,1658534400.0,21933.5,22440.2,22990.0,22675.0,505887.673
53.63,1.16,46.37,1658620800.0,22256.4,22570.6,22999.0,22440.1,462958.953
54.28,1.19,45.72,1658707200.0,21232.0,21300.0,22656.8,22570.6,695770.655
53.78,1.16,46.22,1658793600.0,20689.6,21241.0,21334.4,21300.0,552498.903
53.22,1.14,46.78,1658880000.0,21031.0,22941.1,23100.0,21241.0,753370.303
53.53,1.15,46.47,1658966400.0,22583.1,23836.2,24194.6,22941.1,756741.836
54.59,1.2,45.41,1659052800.0,23426.3,23771.1,24500.0,23836.2,642337.051
55.28,1.24,44.72,1659139200.0,23505.0,23629.9,24700.0,23771.0,493824.816
54.97,1.22,45.03,1659225600.0,23222.0,23290.1,24187.3,23630.0,385969.85
54.94,1.22,45.06,1659312000.0,22836.2,23257.6,23497.0,23290.1,498378.292
54.89,1.22,45.11,1659398400.0,22603.0,22975.1,23448.7,23257.6,625227.912
54.45,1.2,45.55,1659484800.0,22665.3,22801.5,23650.0,22975.1,569261.768
54.22,1.18,45.78,1659571200.0,22370.0,22608.9,23211.3,22801.5,548268.816
54.03,1.18,45.97,1659657600.0,22580.6,23298.1,23450.0,22608.9,593992.13
54.54,1.2,45.46,1659744000.0,22883.6,22943.3,23341.8,23298.0,227659.394
54.35,1.19,45.65,1659830400.0,22830.9,23167.8,23400.0,22943.2,271512.062
54.65,1.21,45.35,1659916800.0,23153.1,23804.4,24243.0,23167.9,565084.219
55.05,1.23,44.95,1660003200.0,22850.0,23140.2,23913.4,23804.3,498286.943
53.23,1.14,46.77,1660089600.0,22608.0,23940.9,24235.2,23140.1,760738.204
53.74,1.16,46.26,1660176000.0,23840.6,23917.2,24972.0,23941.0,760455.245
54.53,1.2,45.47,1660262400.0,23560.0,24387.5,24438.8,23917.3,477734.045
53.23,1.14,46.77,1660348800.0,24267.5,24429.0,24879.0,24387.5,431093.659
54.34,1.19,45.66,1660435200.0,24138.0,24294.1,25065.0,24429.0,437314.32
53.49,1.15,46.51,1660521600.0,23762.0,24085.2,25200.0,24294.1,739390.721
53.02,1.13,46.98,1660608000.0,23650.0,23843.0,24234.0,24085.2,460919.994
53.23,1.14,46.77,1660694400.0,23170.0,23333.1,24437.0,23843.0,640600.903
53.27,1.14,46.73,1660780800.0,23101.0,23185.1,23595.0,23333.1,347699.006
54.14,1.18,45.86,1660867200.0,20760.0,20824.9,23200.0,23185.0,906609.825
52.28,1.1,47.72,1660953600.0,20742.9,21127.8,21368.9,20825.0,490507.042
52.19,1.09,47.81,1661040000.0,21055.0,21505.6,21804.6,21127.7,424282.424
51.5,1.06,48.5,1661126400.0,20858.6,21387.0,21550.0,21505.6,588764.597
51.56,1.06,48.44,1661212800.0,20874.8,21518.2,21667.2,21387.0,609745.27
51.56,1.06,48.44,1661299200.0,21132.3,21354.9,21925.6,21518.2,502728.198
51.56,1.06,48.44,1661385600.0,21295.3,21548.3,21810.9,21355.0,415757.992
51.03,1.04,48.97,1661472000.0,20100.0,20228.7,21867.6,21548.3,896474.356
51.84,1.08,48.16,1661558400.0,19744.0,20023.9,20367.7,20228.7,469598.024
50.84,1.03,49.16,1661644800.0,19508.0,19547.5,20155.0,20024.0,386405.195
50.57,1.02,49.43,1661731200.0,19539.4,20275.5,20440.0,19547.5,598076.669
50.8,1.03,49.2,1661817600.0,19524.4,19803.1,20574.0,20275.5,767714.993
50.11,1.0,49.89,1661904000.0,19787.9,20041.5,20496.0,19803.2,711639.339
52.38,1.1,47.62,1661990400.0,19555.0,20122.5,20198.3,20041.4,691594.721
51.68,1.07,48.32,1662076800.0,19736.0,19941.0,20434.3,20122.6,669047.816
51.98,1.08,48.02,1662163200.0,19628.7,19820.7,20050.0,19941.0,285240.989
51.39,1.06,48.61,1662249600.0,19570.0,19992.7,20022.4,19820.7,396798.184
51.14,1.05,48.86,1662336000.0,19620.2,19784.9,20046.7,19992.7,446706.41
50.13,1.01,49.87,1662422400.0,18600.0,18781.5,20174.7,19784.9,945489.142
49.21,0.97,50.79,1662508800.0,18500.0,19287.0,19455.0,18781.4,595636.693
50.36,1.02,49.64,1662595200.0,19003.8,19309.3,19450.0,19287.0,537268.644
51.33,1.06,48.67,1662681600.0,19283.0,21352.0,21666.0,19309.3,992497.1
53.17,1.14,46.83,1662768000.0,21112.2,21639.5,21825.0,21352.0,491543.206
53.65,1.16,46.35,1662854400.0,21336.0,21820.3,21883.4,21639.5,420979.326
54.78,1.21,45.22,1662940800.0,21540.0,22386.0,22474.0,21820.3,818601.932
54.85,1.22,45.15,1663027200.0,19840.0,20162.5,22850.0,22386.0,1218769.927
54.55,1.2,45.45,1663113600.0,19600.0,20217.0,20528.5,20162.6,661802.597
53.15,1.13,46.85,1663200000.0,19453.0,19690.8,20315.0,20217.0,665862.067
52.93,1.12,47.07,1663286400.0,19300.0,19792.5,19878.0,19690.8,544608.804
52.84,1.12,47.16,1663372800.0,19739.4,20102.0,20182.6,19792.4,334678.558
53.73,1.16,46.27,1663459200.0,19325.8,19404.5,20105.3,20102.0,499916.474
53.05,1.13,46.95,1663545600.0,18215.0,19528.6,19686.3,19404.5,993776.352
51.89,1.08,48.11,1663632000.0,18690.1,18866.8,19625.0,19528.6,794623.932
52.06,1.09,47.94,1663718400.0,18084.3,18447.5,20154.1,18866.7,1168068.979
51.18,1.05,48.82,1663804800.0,18345.2,19392.5,19504.8,18447.5,852898.391
53.28,1.14,46.72,1663891200.0,18518.5,19280.7,19492.0,19392.5,838493.746
52.71,1.12,47.29,1663977600.0,18798.0,18911.0,19304.5,19280.7,377158.215
52.78,1.12,47.22,1664064000.0,18621.0,18799.7,19196.0,18910.9,410461.603
52.18,1.09,47.82,1664150400.0,18671.0,19216.3,19311.5,18799.7,777807.518
52.25,1.09,47.75,1664236800.0,18801.5,19070.1,20375.0,19216.3,1300566.158
52.99,1.13,47.01,1664323200.0,18460.0,19407.3,19787.6,19070.1,1141222.772
53.55,1.15,46.45,1664409600.0,18827.2,19582.5,19648.8,19407.4,991678.224
54.98,1.22,45.02,1664496000.0,19066.0,19411.7,20172.7,19582.5,1071462.934
54.54,1.2,45.46,1664582400.0,19140.0,19304.0,19474.0,19411.6,294457.009
54.12,1.18,45.88,1664668800.0,18896.0,19049.4,19389.0,19304.0,414970.451
54.5,1.2,45.5,1664755200.0,18950.8,19622.0,19723.7,19049.3,621816.329
54.86,1.22,45.14,1664841600.0,19480.1,20333.0,20500.0,19621.9,796678.762
55.15,1.23,44.85,1664928000.0,19707.0,20150.0,20356.1,20332.9,719577.149
55.93,1.27,44.07,1665014400.0,19843.3,19954.0,20443.9,20149.9,782034.669
56.3,1.29,43.7,1665100800.0,19304.4,19520.9,20067.0,19954.0,673407.102
55.71,1.26,44.29,1665187200.0,19200.0,19406.2,19619.6,19520.9,253257.201
55.45,1.25,44.55,1665273600.0,19310.0,19430.0,19550.0,19406.3,267178.795
55.51,1.25,44.49,1665360000.0,19000.0,19124.0,19513.0,19430.0,560920.904
55.89,1.27,44.11,1665446400.0,18850.0,19055.0,19260.0,19124.1,603358.324
55.15,1.23,44.85,1665532800.0,18924.3,19148.0,19240.0,19055.0,406770.288
55.45,1.25,44.55,1665619200.0,17917.8,19365.5,19498.6,19148.1,1104615.001
55.01,1.22,44.99,1665705600.0,19059.6,19164.6,19947.9,19365.4,861453.21
55.8,1.26,44.2,1665792000.0,18966.0,19060.4,19218.8,19164.6,241520.185
55.49,1.25,44.51,1665878400.0,19058.0,19251.9,19415.9,19060.4,267921.192
55.43,1.24,44.57,1665964800.0,19148.0,19540.6,19666.0,19251.8,502319.759
56.02,1.27,43.98,1666051200.0,19081.0,19320.9,19706.4,19540.7,634343.154
55.96,1.27,44.04,1666137600.0,19050.0,19116.7,19349.8,19320.9,404370.458
55.31,1.24,44.69,1666224000.0,18882.4,19034.7,19350.0,19116.6,537627.048
54.74,1.21,45.26,1666310400.0,18600.0,19150.9,19240.0,19034.8,581878.905
55.12,1.23,44.88,1666396800.0,19103.5,19195.1,19250.0,19151.0,174055.042
55.88,1.27,44.12,1666483200.0,19050.0,19560.7,19690.0,19195.1,358611.542
56.71,1.31,43.29,1666569600.0,19146.0,19318.1,19593.3,19560.6,476676.536
57.28,1.34,42.72,1666656000.0,19228.0,20068.3,20415.0,19318.1,777306.534
56.83,1.32,43.17,1666742400.0,20041.1,20758.3,21030.0,20068.3,841864.982
56.12,1.28,43.88,1666828800.0,20170.0,20285.5,20863.7,20758.4,614910.045
55.8,1.26,44.2,1666915200.0,19951.0,20582.8,20740.0,20285.6,595538.882
55.16,1.23,44.84,1667001600.0,20547.8,20796.7,21088.0,20582.7,482217.17
55.02,1.22,44.98,1667088000.0,20503.0,20615.6,20925.2,20796.7,295389.69
55.01,1.22,44.99,1667174400.0,20225.4,20482.0,20838.7,20615.5,478797.266
54.49,1.2,45.51,1667260800.0,20320.0,20472.1,20687.0,20482.1,314676.187
54.16,1.18,45.84,1667347200.0,20050.0,20140.1,20796.0,20472.1,651535.761
54.1,1.18,45.9,1667433600.0,20026.0,20199.7,20400.0,20140.2,372121.061
54.58,1.2,45.42,1667520000.0,20171.6,21137.6,21297.0,20199.8,824515.215
54.62,1.2,45.38,1667606400.0,21071.1,21289.9,21473.7,21137.6,303983.372
55.39,1.24,44.61,1667692800.0,20863.3,20900.0,21355.8,21289.8,277148.646
55.34,1.24,44.66,1667779200.0,20374.0,20578.6,21062.6,20900.0,554408.316
55.82,1.26,44.18,1667865600.0,16830.0,18534.0,20685.0,20578.5,2046476.313
55.82,1.26,44.18,1667952000.0,15462.6,15905.0,18574.9,18533.9,2065606.412
48.32,0.94,51.68,1668038400.0,15730.0,17588.0,18230.0,15905.0,1497093.602
48.43,0.94,51.57,1668124800.0,16343.0,17058.3,17678.0,17588.0,955344.602
50.67,1.03,49.33,1668211200.0,16623.8,16806.9,17110.8,17058.4,304455.717
51.33,1.06,48.67,1668297600.0,16210.3,16321.2,16950.0,16806.9,349742.836
51.1,1.05,48.9,1668384000.0,15805.5,16605.2,17188.0,16321.3,934392.484
50.64,1.03,49.36,1668470400.0,16516.7,16888.3,17127.2,16605.3,649349.458
50.42,1.02,49.58,1668556800.0,16358.0,16650.6,17007.4,16888.3,537241.645
49.87,1.0,50.13,1668643200.0,16403.3,16682.1,16741.7,16650.7,408989.285
50.04,1.0,49.96,1668729600.0,16541.1,16689.7,16984.4,16682.1,388612.842
50.11,1.0,49.89,1668816000.0,16543.8,16692.9,16814.5,16689.7,171822.915
50.44,1.02,49.56,1668902400.0,16167.1,16272.6,16743.9,16693.0,327599.214
50.58,1.02,49.42,1668988800.0,15443.2,15773.0,16304.3,16272.7,790219.365
50.76,1.03,49.24,1669075200.0,15610.3,16220.6,16309.0,15772.9,579333.644
51.2,1.05,48.8,1669161600.0,16155.5,16595.8,16703.4,16220.5,546714.91
52.08,1.09,47.92,1669248000.0,16450.0,16592.4,16800.0,16595.8,351024.418
52.03,1.09,47.97,1669334400.0,16331.7,16516.1,16639.9,16592.5,306560.116
52.59,1.11,47.41,1669420800.0,16369.1,16449.2,16699.1,16516.2,253401.659
51.93,1.08,48.07,1669507200.0,16396.0,16422.6,16594.2,16449.2,189370.345
51.77,1.07,48.23,1669593600.0,15984.1,16204.5,16475.0,16422.5,497137.869
51.81,1.08,48.19,1669680000.0,16088.0,16433.2,16543.0,16204.6,391410.854
51.91,1.08,48.09,1669766400.0,16421.5,17153.3,17248.3,16433.3,620324.95
52.75,1.12,47.25,1669852800.0,16851.2,16970.5,17348.5,17153.4,411051.309
52.39,1.1,47.61,1669939200.0,16760.0,17083.0,17096.3,16970.5,335039.215
52.1,1.09,47.9,1670025600.0,16850.1,16879.5,17160.0,17083.0,185257.242
52.27,1.1,47.73,1670112000.0,16874.1,17099.5,17206.2,16879.5,292090.868
52.21,1.09,47.79,1670198400.0,16860.6,16958.3,17430.0,17099.5,519961.39
51.7,1.07,48.3,1670284800.0,16899.9,17078.6,17100.0,16958.2,321330.613
51.78,1.07,48.22,1670371200.0,16655.0,16828.0,17130.0,17078.7,337778.925
51.57,1.07,48.43,1670457600.0,16710.4,17216.0,17294.9,16828.0,402157.335
51.42,1.06,48.58,1670544000.0,17052.0,17122.0,17365.4,17216.0,290231.183
51.86,1.08,48.14,1670630400.0,17081.0,17120.0,17228.6,17122.0,141895.207
51.95,1.08,48.05,1670716800.0,17060.0,17077.3,17265.0,17120.1,171004.111
51.73,1.07,48.27,1670803200.0,16865.0,17200.0,17237.9,17077.3,335856.258
51.5,1.06,48.5,1670889600.0,17076.0,17777.1,18100.0,17200.0,596851.291
52.63,1.11,47.37,1670976000.0,17659.4,17803.9,18400.0,17777.1,627511.699
52.6,1.11,47.4,1671062400.0,17258.0,17351.8,17849.5,17804.0,437284.037
51.58,1.07,48.42,1671148800.0,16521.1,16624.1,17528.0,17351.9,622150.245
51.01,1.04,48.99,1671235200.0,16571.8,16768.0,16790.0,16624.1,248465.273
50.42,1.02,49.58,1671321600.0,16656.0,16730.3,16872.0,16768.1,185898.213
51.0,1.04,49.0,1671408000.0,16210.0,16429.2,16809.6,16730.4,344728.552
51.32,1.05,48.68,1671494400.0,16390.3,16887.2,17049.6,16429.2,476171.098
51.12,1.05,48.88,1671580800.0,16694.2,16819.6,16924.2,16887.3,227752.335
51.74,1.07,48.26,1671667200.0,16556.1,16815.5,16861.9,16819.7,306610.961
51.63,1.07,48.37,1671753600.0,16690.0,16776.4,16960.0,16815.5,264553.42
52.02,1.08,47.98,1671840000.0,16774.4,16828.9,16859.9,16776.3,82410.79
51.8,1.08,48.2,1671926400.0,16700.0,16824.4,16850.0,16829.0,144075.843
51.86,1.08,48.14,1672012800.0,16781.1,16912.9,16936.8,16824.5,148128.699
51.44,1.06,48.56,1672099200.0,16580.0,16698.2,16968.0,16912.8,262828.564
51.39,1.06,48.61,1672185600.0,16455.6,16539.0,16778.3,16698.2,344649.858
51.26,1.05,48.74,1672272000.0,16485.1,16630.3,16659.0,16538.9,208591.531
51.53,1.06,48.47,1672358400.0,16320.0,16601.2,16666.6,16630.3,295630.49
51.52,1.06,48.48,1672444800.0,16461.8,16537.6,16640.0,16601.2,134462.156
51.97,1.08,48.03,1672531200.0,16488.0,16610.3,16618.8,16537.5,105502.965
51.12,1.05,48.88,1672617600.0,16541.2,16666.0,16799.0,16610.4,215161.176
51.48,1.06,48.52,1672704000.0,16600.3,16667.2,16774.0,16665.9,203070.205
51.52,1.06,48.48,1672790400.0,16645.7,16842.1,16984.6,16667.3,349747.838
51.74,1.07,48.26,1672876800.0,16740.4,16823.8,16872.8,16842.2,176369.347
51.79,1.07,48.21,1672963200.0,16664.8,16943.8,17030.0,16823.8,316973.629
52.02,1.08,47.98,1673049600.0,16900.1,16936.5,16973.6,16943.9,77973.105
52.36,1.1,47.64,1673136000.0,16905.0,17124.7,17181.1,16936.5,157717.318
52.08,1.09,47.92,1673222400.0,17098.2,17169.7,17387.8,17124.6,400277.809
52.1,1.09,47.9,1673308800.0,17140.4,17428.8,17485.4,17169.6,297320.371
51.3,1.05,48.7,1673395200.0,17306.4,17935.7,18013.2,17428.8,386277.106
51.6,1.07,48.4,1673481600.0,17902.4,18838.0,19120.0,17935.6,1040334.76
52.34,1.1,47.66,1673568000.0,18711.0,19924.2,19997.8,18838.1,806807.832
52.37,1.1,47.63,1673654400.0,19882.6,20962.8,21544.0,19924.3,1010666.683
53.5,1.15,46.5,1673740800.0,20556.0,20882.7,21073.8,20962.8,428486.559
53.09,1.13,46.91,1673827200.0,20606.6,21188.3,21498.0,20882.7,666148.201
53.73,1.16,46.27,1673913600.0,20827.8,21130.9,21640.0,21188.2,547390.593
53.45,1.15,46.55,1674000000.0,20386.0,20680.0,21672.0,21130.8,813785.517
53.83,1.17,46.17,1674086400.0,20659.9,21068.3,21183.9,20680.1,374733.617
52.67,1.11,47.33,1674172800.0,20856.4,22661.1,22750.0,21068.3,723645.2
53.16,1.14,46.84,1674259200.0,22422.0,22781.9,23390.0,22661.0,764681.1
53.62,1.16,46.38,1674345600.0,22287.0,22704.6,23080.2,22781.8,482529.811
52.85,1.12,47.15,1674432000.0,22500.0,22913.1,23193.1,22704.7,525802.84
52.81,1.12,47.19,1674518400.0,22450.0,22627.4,23158.7,22913.3,505615.816
52.08,1.09,47.92,1674604800.0,22310.5,23060.6,23837.4,22627.5,692786.607
53.25,1.14,46.75,1674691200.0,22843.8,23001.9,23278.7,23060.6,427760.786
53.31,1.14,46.69,1674777600.0,22516.6,23068.0,23500.0,23001.9,509920.307
53.18,1.14,46.82,1674864000.0,22870.8,23015.9,23185.0,23068.1,186400.943
53.21,1.14,46.79,1674950400.0,22961.5,23740.3,23962.7,23016.0,562028.231
53.24,1.14,46.76,1675036800.0,22484.2,22819.9,23804.6,23740.2,572537.407
53.94,1.17,46.06,1675123200.0,22715.3,23119.4,23330.0,22819.9,403726.966
53.59,1.16,46.41,1675209600.0,22747.0,23730.0,23852.4,23119.5,571429.711
53.68,1.16,46.32,1675296000.0,23365.0,23493.1,24281.4,23730.1,615740.338
54.08,1.18,45.92,1675382400.0,23201.0,23424.7,23719.9,23493.0,470831.438
53.2,1.14,46.8,1675468800.0,23250.0,23322.6,23591.4,23424.7,197118.393
53.22,1.14,46.78,1675555200.0,22741.0,22929.2,23436.0,23322.6,356665.034
53.12,1.13,46.88,1675641600.0,22600.0,22757.7,23159.4,22929.3,417160.143
53.01,1.13,46.99,1675728000.0,22742.4,23234.1,23368.6,22757.8,447273.494
53.34,1.14,46.66,1675814400.0,22662.9,22955.9,23450.0,23234.1,383465.481
53.41,1.15,46.59,1675900800.0,21684.7,21793.4,23007.8,22955.9,732295.35
53.58,1.15,46.42,1675987200.0,21405.0,21618.6,21933.8,21793.3,439986.497
53.06,1.13,46.94,1676073600.0,21594.4,21851.3,21891.9,21618.6,189249.667
54.01,1.17,45.99,1676160000.0,21618.0,21771.1,22080.9,21851.2,276787.093
53.53,1.15,46.47,1676246400.0,21338.0,21766.2,21888.0,21771.0,511595.693
54.28,1.19,45.72,1676332800.0,21485.2,22187.4,22320.0,21766.1,598791.509
53.53,1.15,46.47,1676419200.0,22038.5,24332.6,24420.0,22187.4,824676.471
53.96,1.17,46.04,1676505600.0,23518.0,23526.6,25290.0,24332.7,959463.159
56.65,1.31,43.35,1676592000.0,23350.0,24581.5,25043.2,23526.6,922717.148
56.6,1.3,43.4,1676678400.0,24430.6,24636.9,24887.5,24581.3,261555.556
56.02,1.27,43.98,1676764800.0,24179.4,24265.9,25200.0,24636.8,543506.628
