start_time,block_interval,datetime
2021-01-04 15:00:00,12.65140845,2021-01-04 15:00:00
2021-01-04 16:00:00,13.1875,2021-01-04 16:00:00
2021-01-04 17:00:00,12.61267606,2021-01-04 17:00:00
2021-01-04 18:00:00,13.05090909,2021-01-04 18:00:00
2021-01-04 19:00:00,14.47773279,2021-01-04 19:00:00
2021-01-04 20:00:00,12.13513514,2021-01-04 20:00:00
2021-01-04 21:00:00,12.40138408,2021-01-04 21:00:00
2021-01-04 22:00:00,14.13779528,2021-01-04 22:00:00
2021-01-04 23:00:00,12.34948097,2021-01-04 23:00:00
2021-01-05 00:00:00,13.78927203,2021-01-05 00:00:00
2021-01-05 01:00:00,13.11397059,2021-01-05 01:00:00
2021-01-05 02:00:00,14.71604938,2021-01-05 02:00:00
2021-01-05 03:00:00,14.5203252,2021-01-05 03:00:00
2021-01-05 04:00:00,12.69503546,2021-01-05 04:00:00
2021-01-05 05:00:00,11.79207921,2021-01-05 05:00:00
2021-01-05 06:00:00,13.7953668,2021-01-05 06:00:00
2021-01-05 07:00:00,13.16483516,2021-01-05 07:00:00
2021-01-05 08:00:00,12.78291815,2021-01-05 08:00:00
2021-01-05 09:00:00,13.82625483,2021-01-05 09:00:00
2021-01-05 10:00:00,13.30970149,2021-01-05 10:00:00
2021-01-05 11:00:00,14.58024691,2021-01-05 11:00:00
2021-01-05 12:00:00,12.43205575,2021-01-05 12:00:00
2021-01-05 13:00:00,11.67647059,2021-01-05 13:00:00
2021-01-05 14:00:00,13.984375,2021-01-05 14:00:00
2021-01-05 15:00:00,14.0078125,2021-01-05 15:00:00
2021-01-05 16:00:00,13.9296875,2021-01-05 16:00:00
2021-01-05 17:00:00,12.19795222,2021-01-05 17:00:00
2021-01-05 18:00:00,12.72142857,2021-01-05 18:00:00
2021-01-05 19:00:00,12.57746479,2021-01-05 19:00:00
2021-01-05 20:00:00,12.42857143,2021-01-05 20:00:00
2021-01-05 21:00:00,13.75478927,2021-01-05 21:00:00
2021-01-05 22:00:00,13.00363636,2021-01-05 22:00:00
2021-01-05 23:00:00,12.94945848,2021-01-05 23:00:00
2021-01-06 00:00:00,13.74712644,2021-01-06 00:00:00
2021-01-06 01:00:00,13.75289575,2021-01-06 01:00:00
2021-01-06 02:00:00,14.01960784,2021-01-06 02:00:00
2021-01-06 03:00:00,14.59756098,2021-01-06 03:00:00
2021-01-06 04:00:00,13.66159696,2021-01-06 04:00:00
2021-01-06 05:00:00,12.5915493,2021-01-06 05:00:00
2021-01-06 06:00:00,13.69465649,2021-01-06 06:00:00
2021-01-06 07:00:00,13.70992366,2021-01-06 07:00:00
2021-01-06 08:00:00,12.46180556,2021-01-06 08:00:00
2021-01-06 09:00:00,12.96715328,2021-01-06 09:00:00
2021-01-06 10:00:00,12.96028881,2021-01-06 10:00:00
2021-01-06 11:00:00,14.17460317,2021-01-06 11:00:00
2021-01-06 12:00:00,13.16483516,2021-01-06 12:00:00
2021-01-06 13:00:00,13.13919414,2021-01-06 13:00:00
2021-01-06 14:00:00,12.58657244,2021-01-06 14:00:00
2021-01-06 15:00:00,12.05723906,2021-01-06 15:00:00
2021-01-06 16:00:00,13.98031496,2021-01-06 16:00:00
2021-01-06 17:00:00,12.83214286,2021-01-06 17:00:00
2021-01-06 18:00:00,13.56226415,2021-01-06 18:00:00
2021-01-06 19:00:00,12.67137809,2021-01-06 19:00:00
2021-01-06 20:00:00,13.04379562,2021-01-06 20:00:00
2021-01-06 21:00:00,13.0620438,2021-01-06 21:00:00
2021-01-06 22:00:00,14.316,2021-01-06 22:00:00
2021-01-06 23:00:00,13.20220588,2021-01-06 23:00:00
2021-01-07 00:00:00,13.26119403,2021-01-07 00:00:00
2021-01-07 01:00:00,14.07843137,2021-01-07 01:00:00
2021-01-07 02:00:00,12.22680412,2021-01-07 02:00:00
2021-01-07 03:00:00,12.35517241,2021-01-07 03:00:00
2021-01-07 04:00:00,13.31343284,2021-01-07 04:00:00
2021-01-07 05:00:00,15.1059322,2021-01-07 05:00:00
2021-01-07 06:00:00,13.57307692,2021-01-07 06:00:00
2021-01-07 07:00:00,11.91,2021-01-07 07:00:00
2021-01-07 08:00:00,12.90545455,2021-01-07 08:00:00
2021-01-07 09:00:00,14.3373494,2021-01-07 09:00:00
2021-01-07 10:00:00,13.28624535,2021-01-07 10:00:00
2021-01-07 11:00:00,12.98550725,2021-01-07 11:00:00
2021-01-07 12:00:00,13.18959108,2021-01-07 12:00:00
2021-01-07 13:00:00,13.2398524,2021-01-07 13:00:00
2021-01-07 14:00:00,12.32646048,2021-01-07 14:00:00
2021-01-07 15:00:00,12.89208633,2021-01-07 15:00:00
2021-01-07 16:00:00,13.70769231,2021-01-07 16:00:00
2021-01-07 17:00:00,13.2103321,2021-01-07 17:00:00
2021-01-07 18:00:00,14.72540984,2021-01-07 18:00:00
2021-01-07 19:00:00,14.89626556,2021-01-07 19:00:00
2021-01-07 20:00:00,13.85992218,2021-01-07 20:00:00
2021-01-07 21:00:00,12.67137809,2021-01-07 21:00:00
2021-01-07 22:00:00,13.28731343,2021-01-07 22:00:00
2021-01-07 23:00:00,14.7892562,2021-01-07 23:00:00
2021-01-08 00:00:00,12.6,2021-01-08 00:00:00
2021-01-08 01:00:00,12.82857143,2021-01-08 01:00:00
2021-01-08 02:00:00,12.95652174,2021-01-08 02:00:00
2021-01-08 03:00:00,13.01831502,2021-01-08 03:00:00
2021-01-08 04:00:00,13.80694981,2021-01-08 04:00:00
2021-01-08 05:00:00,12.97090909,2021-01-08 05:00:00
2021-01-08 06:00:00,12.36896552,2021-01-08 06:00:00
2021-01-08 07:00:00,13.76538462,2021-01-08 07:00:00
2021-01-08 08:00:00,12.26804124,2021-01-08 08:00:00
2021-01-08 09:00:00,12.70318021,2021-01-08 09:00:00
2021-01-08 10:00:00,12.5,2021-01-08 10:00:00
2021-01-08 11:00:00,12.68085106,2021-01-08 11:00:00
2021-01-08 12:00:00,13.38059701,2021-01-08 12:00:00
2021-01-08 13:00:00,13.59615385,2021-01-08 13:00:00
2021-01-08 14:00:00,12.60350877,2021-01-08 14:00:00
2021-01-08 15:00:00,13.53962264,2021-01-08 15:00:00
2021-01-08 16:00:00,13.20446097,2021-01-08 16:00:00
2021-01-08 17:00:00,13.9254902,2021-01-08 17:00:00
2021-01-08 18:00:00,12.27986348,2021-01-08 18:00:00
2021-01-08 19:00:00,14.02745098,2021-01-08 19:00:00
2021-01-08 20:00:00,13.13703704,2021-01-08 20:00:00
2021-01-08 21:00:00,12.79783394,2021-01-08 21:00:00
2021-01-08 22:00:00,14.26294821,2021-01-08 22:00:00
2021-01-08 23:00:00,12.71174377,2021-01-08 23:00:00
2021-01-09 00:00:00,13.46067416,2021-01-09 00:00:00
2021-01-09 01:00:00,11.50482315,2021-01-09 01:00:00
2021-01-09 02:00:00,13.6539924,2021-01-09 02:00:00
2021-01-09 03:00:00,13.09259259,2021-01-09 03:00:00
2021-01-09 04:00:00,13.83783784,2021-01-09 04:00:00
2021-01-09 05:00:00,13.06934307,2021-01-09 05:00:00
2021-01-09 06:00:00,13.11439114,2021-01-09 06:00:00
2021-01-09 07:00:00,13.85714286,2021-01-09 07:00:00
2021-01-09 08:00:00,13.23703704,2021-01-09 08:00:00
2021-01-09 09:00:00,13.48091603,2021-01-09 09:00:00
2021-01-09 10:00:00,14.30120482,2021-01-09 10:00:00
2021-01-09 11:00:00,14.13043478,2021-01-09 11:00:00
2021-01-09 12:00:00,13.19117647,2021-01-09 12:00:00
2021-01-09 13:00:00,13.03296703,2021-01-09 13:00:00
2021-01-09 14:00:00,12.65017668,2021-01-09 14:00:00
2021-01-09 15:00:00,14.82916667,2021-01-09 15:00:00
2021-01-09 16:00:00,12.69964664,2021-01-09 16:00:00
2021-01-09 17:00:00,12.92028986,2021-01-09 17:00:00
2021-01-09 18:00:00,12.58245614,2021-01-09 18:00:00
2021-01-09 19:00:00,14.07086614,2021-01-09 19:00:00
2021-01-09 20:00:00,11.92666667,2021-01-09 20:00:00
2021-01-09 21:00:00,13.72137405,2021-01-09 21:00:00
2021-01-09 22:00:00,13.42322097,2021-01-09 22:00:00
2021-01-09 23:00:00,14.44176707,2021-01-09 23:00:00
2021-01-10 00:00:00,12.86021505,2021-01-10 00:00:00
2021-01-10 01:00:00,12.96363636,2021-01-10 01:00:00
2021-01-10 02:00:00,14.49392713,2021-01-10 02:00:00
2021-01-10 03:00:00,12.73758865,2021-01-10 03:00:00
2021-01-10 04:00:00,12.89928058,2021-01-10 04:00:00
2021-01-10 05:00:00,13.88372093,2021-01-10 05:00:00
2021-01-10 06:00:00,12.18644068,2021-01-10 06:00:00
2021-01-10 07:00:00,13.60305344,2021-01-10 07:00:00
2021-01-10 08:00:00,13.41886792,2021-01-10 08:00:00
2021-01-10 09:00:00,12.44444444,2021-01-10 09:00:00
2021-01-10 10:00:00,13.35315985,2021-01-10 10:00:00
2021-01-10 11:00:00,12.33566434,2021-01-10 11:00:00
2021-01-10 12:00:00,13.2527881,2021-01-10 12:00:00
2021-01-10 13:00:00,12.86909091,2021-01-10 13:00:00
2021-01-10 14:00:00,12.33676976,2021-01-10 14:00:00
2021-01-10 15:00:00,13.13186813,2021-01-10 15:00:00
2021-01-10 16:00:00,14.67489712,2021-01-10 16:00:00
2021-01-10 17:00:00,12.36426117,2021-01-10 17:00:00
2021-01-10 18:00:00,13.58555133,2021-01-10 18:00:00
2021-01-10 19:00:00,12.93165468,2021-01-10 19:00:00
2021-01-10 20:00:00,13.44360902,2021-01-10 20:00:00
2021-01-10 21:00:00,13.13703704,2021-01-10 21:00:00
2021-01-10 22:00:00,13.77307692,2021-01-10 22:00:00
2021-01-10 23:00:00,13.41947566,2021-01-10 23:00:00
2021-01-11 00:00:00,13.38867925,2021-01-11 00:00:00
2021-01-11 01:00:00,12.75899281,2021-01-11 01:00:00
2021-01-11 02:00:00,14.376,2021-01-11 02:00:00
2021-01-11 03:00:00,12.35395189,2021-01-11 03:00:00
2021-01-11 04:00:00,14.01960784,2021-01-11 04:00:00
2021-01-11 05:00:00,14.73966942,2021-01-11 05:00:00
2021-01-11 06:00:00,12.86738351,2021-01-11 06:00:00
2021-01-11 07:00:00,12.49652778,2021-01-11 07:00:00
2021-01-11 08:00:00,12.89530686,2021-01-11 08:00:00
2021-01-11 09:00:00,14.05882353,2021-01-11 09:00:00
2021-01-11 10:00:00,12.71631206,2021-01-11 10:00:00
2021-01-11 11:00:00,12.43554007,2021-01-11 11:00:00
2021-01-11 12:00:00,13.24242424,2021-01-11 12:00:00
2021-01-11 13:00:00,13.61977186,2021-01-11 13:00:00
2021-01-11 14:00:00,11.88741722,2021-01-11 14:00:00
2021-01-11 15:00:00,14.19367589,2021-01-11 15:00:00
2021-01-11 16:00:00,13.31598513,2021-01-11 16:00:00
2021-01-11 17:00:00,12.98194946,2021-01-11 17:00:00
2021-01-11 18:00:00,13.90310078,2021-01-11 18:00:00
2021-01-11 19:00:00,12.34602076,2021-01-11 19:00:00
2021-01-11 20:00:00,13.10218978,2021-01-11 20:00:00
2021-01-11 21:00:00,12.825,2021-01-11 21:00:00
2021-01-11 22:00:00,13.78294574,2021-01-11 22:00:00
2021-01-11 23:00:00,13.24626866,2021-01-11 23:00:00
2021-01-12 00:00:00,14.18875502,2021-01-12 00:00:00
2021-01-12 01:00:00,12.51748252,2021-01-12 01:00:00
2021-01-12 02:00:00,12.58947368,2021-01-12 02:00:00
2021-01-12 03:00:00,13.43445693,2021-01-12 03:00:00
2021-01-12 04:00:00,14.3,2021-01-12 04:00:00
2021-01-12 05:00:00,13.41947566,2021-01-12 05:00:00
2021-01-12 06:00:00,11.77152318,2021-01-12 06:00:00
2021-01-12 07:00:00,13.36567164,2021-01-12 07:00:00
2021-01-12 08:00:00,14.6,2021-01-12 08:00:00
2021-01-12 09:00:00,12.83928571,2021-01-12 09:00:00
2021-01-12 10:00:00,14.64344262,2021-01-12 10:00:00
2021-01-12 11:00:00,13.61302682,2021-01-12 11:00:00
2021-01-12 12:00:00,12.83512545,2021-01-12 12:00:00
2021-01-12 13:00:00,14.75308642,2021-01-12 13:00:00
2021-01-12 14:00:00,12.39446367,2021-01-12 14:00:00
2021-01-12 15:00:00,13.17343173,2021-01-12 15:00:00
2021-01-12 16:00:00,12.2662116,2021-01-12 16:00:00
2021-01-12 17:00:00,11.18808777,2021-01-12 17:00:00
2021-01-12 18:00:00,13.54545455,2021-01-12 18:00:00
2021-01-12 19:00:00,13.38059701,2021-01-12 19:00:00
2021-01-12 20:00:00,12.99637681,2021-01-12 20:00:00
2021-01-12 21:00:00,13.38432836,2021-01-12 21:00:00
2021-01-12 22:00:00,12.46341463,2021-01-12 22:00:00
2021-01-12 23:00:00,13.3,2021-01-12 23:00:00
2021-01-13 00:00:00,14.58943089,2021-01-13 00:00:00
2021-01-13 01:00:00,12.54035088,2021-01-13 01:00:00
2021-01-13 02:00:00,14.28514056,2021-01-13 02:00:00
2021-01-13 03:00:00,13.66795367,2021-01-13 03:00:00
2021-01-13 04:00:00,14.0984252,2021-01-13 04:00:00
2021-01-13 05:00:00,13.22304833,2021-01-13 05:00:00
2021-01-13 06:00:00,12.52097902,2021-01-13 06:00:00
2021-01-13 07:00:00,13.3605948,2021-01-13 07:00:00
2021-01-13 08:00:00,14.03543307,2021-01-13 08:00:00
2021-01-13 09:00:00,13.69847328,2021-01-13 09:00:00
2021-01-13 10:00:00,14.46370968,2021-01-13 10:00:00
2021-01-13 11:00:00,14.05928854,2021-01-13 11:00:00
2021-01-13 12:00:00,12.89416058,2021-01-13 12:00:00
2021-01-13 13:00:00,12.73454545,2021-01-13 13:00:00
2021-01-13 14:00:00,12.27054795,2021-01-13 14:00:00
2021-01-13 15:00:00,11.43450479,2021-01-13 15:00:00
2021-01-13 16:00:00,13.84942085,2021-01-13 16:00:00
2021-01-13 17:00:00,12.00337838,2021-01-13 17:00:00
2021-01-13 18:00:00,12.55244755,2021-01-13 18:00:00
2021-01-13 19:00:00,13.89370079,2021-01-13 19:00:00
2021-01-13 20:00:00,11.18380062,2021-01-13 20:00:00
2021-01-13 21:00:00,12.30689655,2021-01-13 21:00:00
2021-01-13 22:00:00,13.37313433,2021-01-13 22:00:00
2021-01-13 23:00:00,12.97090909,2021-01-13 23:00:00
2021-01-14 00:00:00,12.89568345,2021-01-14 00:00:00
2021-01-14 01:00:00,12.42508711,2021-01-14 01:00:00
2021-01-14 02:00:00,12.89208633,2021-01-14 02:00:00
2021-01-14 03:00:00,14.7295082,2021-01-14 03:00:00
2021-01-14 04:00:00,12.63028169,2021-01-14 04:00:00
2021-01-14 05:00:00,15.22553191,2021-01-14 05:00:00
2021-01-14 06:00:00,13.43609023,2021-01-14 06:00:00
2021-01-14 07:00:00,13.4141791,2021-01-14 07:00:00
2021-01-14 08:00:00,14.16205534,2021-01-14 08:00:00
2021-01-14 09:00:00,13.08058608,2021-01-14 09:00:00
2021-01-14 10:00:00,13.04395604,2021-01-14 10:00:00
2021-01-14 11:00:00,13.89494163,2021-01-14 11:00:00
2021-01-14 12:00:00,12.94927536,2021-01-14 12:00:00
2021-01-14 13:00:00,13.60311284,2021-01-14 13:00:00
2021-01-14 14:00:00,13.55513308,2021-01-14 14:00:00
2021-01-14 15:00:00,13.61450382,2021-01-14 15:00:00
2021-01-14 16:00:00,12.77697842,2021-01-14 16:00:00
2021-01-14 17:00:00,12.9028777,2021-01-14 17:00:00
2021-01-14 18:00:00,13.55849057,2021-01-14 18:00:00
2021-01-14 19:00:00,14.344,2021-01-14 19:00:00
2021-01-14 20:00:00,12.72597865,2021-01-14 20:00:00
2021-01-14 21:00:00,14.19521912,2021-01-14 21:00:00
2021-01-14 22:00:00,13.26296296,2021-01-14 22:00:00
2021-01-14 23:00:00,14.00784314,2021-01-14 23:00:00
2021-01-15 00:00:00,12.91304348,2021-01-15 00:00:00
2021-01-15 01:00:00,14.7966805,2021-01-15 01:00:00
2021-01-15 02:00:00,13.79230769,2021-01-15 02:00:00
2021-01-15 03:00:00,12.8,2021-01-15 03:00:00
2021-01-15 04:00:00,13.08424908,2021-01-15 04:00:00
2021-01-15 05:00:00,13.02545455,2021-01-15 05:00:00
2021-01-15 06:00:00,12.25773196,2021-01-15 06:00:00
2021-01-15 07:00:00,13.01811594,2021-01-15 07:00:00
2021-01-15 08:00:00,12.93862816,2021-01-15 08:00:00
2021-01-15 09:00:00,13.27715356,2021-01-15 09:00:00
2021-01-15 10:00:00,12.93884892,2021-01-15 10:00:00
2021-01-15 11:00:00,12.74377224,2021-01-15 11:00:00
2021-01-15 12:00:00,13.67938931,2021-01-15 12:00:00
2021-01-15 13:00:00,13.40074906,2021-01-15 13:00:00
2021-01-15 14:00:00,13.34944238,2021-01-15 14:00:00
2021-01-15 15:00:00,12.05704698,2021-01-15 15:00:00
2021-01-15 16:00:00,12.40689655,2021-01-15 16:00:00
2021-01-15 17:00:00,12.67259786,2021-01-15 17:00:00
2021-01-15 18:00:00,12.91726619,2021-01-15 18:00:00
2021-01-15 19:00:00,14.34136546,2021-01-15 19:00:00
2021-01-15 20:00:00,13.08088235,2021-01-15 20:00:00
2021-01-15 21:00:00,13.75095785,2021-01-15 21:00:00
2021-01-15 22:00:00,13.05090909,2021-01-15 22:00:00
2021-01-15 23:00:00,12.68928571,2021-01-15 23:00:00
2021-01-16 00:00:00,11.95286195,2021-01-16 00:00:00
2021-01-16 01:00:00,13.37313433,2021-01-16 01:00:00
2021-01-16 02:00:00,12.54225352,2021-01-16 02:00:00
2021-01-16 03:00:00,13.25185185,2021-01-16 03:00:00
2021-01-16 04:00:00,12.12286689,2021-01-16 04:00:00
2021-01-16 05:00:00,12.77777778,2021-01-16 05:00:00
2021-01-16 06:00:00,13.54545455,2021-01-16 06:00:00
2021-01-16 07:00:00,14.9535865,2021-01-16 07:00:00
2021-01-16 08:00:00,12.32871972,2021-01-16 08:00:00
2021-01-16 09:00:00,15.5,2021-01-16 09:00:00
2021-01-16 10:00:00,13.29739777,2021-01-16 10:00:00
2021-01-16 11:00:00,13.27037037,2021-01-16 11:00:00
2021-01-16 12:00:00,13.43396226,2021-01-16 12:00:00
2021-01-16 13:00:00,15.02941176,2021-01-16 13:00:00
2021-01-16 14:00:00,13.33955224,2021-01-16 14:00:00
2021-01-16 15:00:00,13.4082397,2021-01-16 15:00:00
2021-01-16 16:00:00,12.67375887,2021-01-16 16:00:00
2021-01-16 17:00:00,13.74329502,2021-01-16 17:00:00
2021-01-16 18:00:00,12.79928315,2021-01-16 18:00:00
2021-01-16 19:00:00,13.69348659,2021-01-16 19:00:00
2021-01-16 20:00:00,11.9269103,2021-01-16 20:00:00
2021-01-16 21:00:00,13.24723247,2021-01-16 21:00:00
2021-01-16 22:00:00,13.4924812,2021-01-16 22:00:00
2021-01-16 23:00:00,13.11355311,2021-01-16 23:00:00
2021-01-17 00:00:00,15.34482759,2021-01-17 00:00:00
2021-01-17 01:00:00,13.46969697,2021-01-17 01:00:00
2021-01-17 02:00:00,13.26394052,2021-01-17 02:00:00
2021-01-17 03:00:00,13.23134328,2021-01-17 03:00:00
2021-01-17 04:00:00,12.2116041,2021-01-17 04:00:00
2021-01-17 05:00:00,13.13703704,2021-01-17 05:00:00
2021-01-17 06:00:00,13.71538462,2021-01-17 06:00:00
2021-01-17 07:00:00,13.37218045,2021-01-17 07:00:00
2021-01-17 08:00:00,12.94160584,2021-01-17 08:00:00
2021-01-17 09:00:00,12.74642857,2021-01-17 09:00:00
2021-01-17 10:00:00,14.20238095,2021-01-17 10:00:00
2021-01-17 11:00:00,14.18650794,2021-01-17 11:00:00
2021-01-17 12:00:00,12.75,2021-01-17 12:00:00
2021-01-17 13:00:00,13.18450185,2021-01-17 13:00:00
2021-01-17 14:00:00,13.4887218,2021-01-17 14:00:00
2021-01-17 15:00:00,13.9140625,2021-01-17 15:00:00
2021-01-17 16:00:00,12.60350877,2021-01-17 16:00:00
2021-01-17 17:00:00,12.85,2021-01-17 17:00:00
2021-01-17 18:00:00,12.75451264,2021-01-17 18:00:00
2021-01-17 19:00:00,13.40074906,2021-01-17 19:00:00
2021-01-17 20:00:00,12.91941392,2021-01-17 20:00:00
2021-01-17 21:00:00,12.85920578,2021-01-17 21:00:00
2021-01-17 22:00:00,12.44210526,2021-01-17 22:00:00
2021-01-17 23:00:00,13.15018315,2021-01-17 23:00:00
2021-01-18 00:00:00,13.50190114,2021-01-18 00:00:00
2021-01-18 01:00:00,12.88530466,2021-01-18 01:00:00
2021-01-18 02:00:00,13.23048327,2021-01-18 02:00:00
2021-01-18 03:00:00,12.98909091,2021-01-18 03:00:00
2021-01-18 04:00:00,14.91701245,2021-01-18 04:00:00
2021-01-18 05:00:00,12.14189189,2021-01-18 05:00:00
2021-01-18 06:00:00,13.06985294,2021-01-18 06:00:00
2021-01-18 07:00:00,12.54195804,2021-01-18 07:00:00
2021-01-18 08:00:00,14.60082305,2021-01-18 08:00:00
2021-01-18 09:00:00,13.52075472,2021-01-18 09:00:00
2021-01-18 10:00:00,12.3024055,2021-01-18 10:00:00
2021-01-18 11:00:00,13.11355311,2021-01-18 11:00:00
2021-01-18 12:00:00,13.67307692,2021-01-18 12:00:00
2021-01-18 13:00:00,12.80935252,2021-01-18 13:00:00
2021-01-18 14:00:00,14.11693548,2021-01-18 14:00:00
2021-01-18 15:00:00,12.88086643,2021-01-18 15:00:00
2021-01-18 16:00:00,12.94945848,2021-01-18 16:00:00
2021-01-18 17:00:00,13.73846154,2021-01-18 17:00:00
2021-01-18 18:00:00,13.02909091,2021-01-18 18:00:00
2021-01-18 19:00:00,15.5,2021-01-18 19:00:00
2021-01-18 20:00:00,12.62190813,2021-01-18 20:00:00
2021-01-18 21:00:00,13.37453184,2021-01-18 21:00:00
2021-01-18 22:00:00,12.83214286,2021-01-18 22:00:00
2021-01-18 23:00:00,12.72340426,2021-01-18 23:00:00
2021-01-19 00:00:00,13.59848485,2021-01-19 00:00:00
2021-01-19 01:00:00,13.81712062,2021-01-19 01:00:00
2021-01-19 02:00:00,13.24354244,2021-01-19 02:00:00
2021-01-19 03:00:00,13.01094891,2021-01-19 03:00:00
2021-01-19 04:00:00,13.4082397,2021-01-19 04:00:00
