start_time,datetime,reserve,reserve_usd
2024-10-08 17:00:00,2024-10-08 17:00:00,137220.14933441,8542844036.145115
2024-10-08 18:00:00,2024-10-08 18:00:00,137198.04280378,8519218694.240317
2024-10-08 19:00:00,2024-10-08 19:00:00,137145.94576814,8539407411.053822
2024-10-08 20:00:00,2024-10-08 20:00:00,137141.14703493,8543022293.680119
2024-10-08 21:00:00,2024-10-08 21:00:00,137141.25714128,8564421842.3250675
2024-10-08 22:00:00,2024-10-08 22:00:00,137119.87121699,8521510081.139044
2024-10-08 23:00:00,2024-10-08 23:00:00,137043.68587814,8515650084.705514
2024-10-09 00:00:00,2024-10-09 00:00:00,137015.84464846,8499860882.831731
2024-10-09 01:00:00,2024-10-09 01:00:00,136988.17764394,8546087952.501832
2024-10-09 02:00:00,2024-10-09 02:00:00,136954.5638782,8523971871.752585
2024-10-09 03:00:00,2024-10-09 03:00:00,136967.55123263,8538769219.9347105
2024-10-09 04:00:00,2024-10-09 04:00:00,137125.22573234,8547960995.482713
2024-10-09 05:00:00,2024-10-09 05:00:00,137149.09829092,8567598896.773453
2024-10-09 06:00:00,2024-10-09 06:00:00,137132.48897937,8557168255.462403
2024-10-09 07:00:00,2024-10-09 07:00:00,137133.06024595,8540393325.854061
2024-10-09 08:00:00,2024-10-09 08:00:00,137015.98327611,8509340041.273632
2024-10-09 09:00:00,2024-10-09 09:00:00,137011.40564745,8530629433.813881
2024-10-09 10:00:00,2024-10-09 10:00:00,136815.99834191,8498751438.309216
2024-10-09 11:00:00,2024-10-09 11:00:00,136827.87831503,8501981661.521294
2024-10-09 12:00:00,2024-10-09 12:00:00,136815.85833676,8450196061.401774
2024-10-09 13:00:00,2024-10-09 13:00:00,136746.18629536,8463299913.334255
2024-10-09 14:00:00,2024-10-09 14:00:00,136737.21459123,8444432890.9194975
2024-10-09 15:00:00,2024-10-09 15:00:00,136808.21594795,8528787226.38129
2024-10-09 16:00:00,2024-10-09 16:00:00,136801.54839345,8451175452.862884
2024-10-09 17:00:00,2024-10-09 17:00:00,137006.4965921,8450350358.86689
2024-10-09 18:00:00,2024-10-09 18:00:00,137102.73463306,8404370892.431632
2024-10-09 19:00:00,2024-10-09 19:00:00,136752.76615148,8352034399.096379
2024-10-09 20:00:00,2024-10-09 20:00:00,136861.87690376,8261119813.500246
2024-10-09 21:00:00,2024-10-09 21:00:00,136863.43653698,8320363164.970186
2024-10-09 22:00:00,2024-10-09 22:00:00,136747.5071835,8301655540.353954
2024-10-09 23:00:00,2024-10-09 23:00:00,136753.62851022,8286852691.132845
2024-10-10 00:00:00,2024-10-10 00:00:00,136760.92593782,8258913252.273603
2024-10-10 01:00:00,2024-10-10 01:00:00,136768.70568533,8306482806.715965
2024-10-10 02:00:00,2024-10-10 02:00:00,136744.58213336,8311235353.556846
2024-10-10 03:00:00,2024-10-10 03:00:00,136746.38391919,8327868021.137722
2024-10-10 04:00:00,2024-10-10 04:00:00,136758.0209542,8330446089.627006
2024-10-10 05:00:00,2024-10-10 05:00:00,136770.67829757,8318867103.987377
2024-10-10 06:00:00,2024-10-10 06:00:00,136764.85112095,8355450251.288471
2024-10-10 07:00:00,2024-10-10 07:00:00,136817.41739464,8333737189.974995
2024-10-10 08:00:00,2024-10-10 08:00:00,136930.08280148,8329011792.245615
2024-10-10 09:00:00,2024-10-10 09:00:00,137038.67738328,8345998028.621814
2024-10-10 10:00:00,2024-10-10 10:00:00,137004.94335667,8375805979.678349
2024-10-10 11:00:00,2024-10-10 11:00:00,136997.15074574,8376908025.678705
2024-10-10 12:00:00,2024-10-10 12:00:00,136986.75188415,8385974103.661485
2024-10-10 13:00:00,2024-10-10 13:00:00,136923.57026552,8350856433.545025
2024-10-10 14:00:00,2024-10-10 14:00:00,136926.1300126,8295043124.252379
2024-10-10 15:00:00,2024-10-10 15:00:00,136900.52667986,8308058336.521092
2024-10-10 16:00:00,2024-10-10 16:00:00,136906.01648401,8281779720.996788
2024-10-10 17:00:00,2024-10-10 17:00:00,136946.64752313,8165087507.050667
2024-10-10 18:00:00,2024-10-10 18:00:00,136916.72057301,8117212750.382277
2024-10-10 19:00:00,2024-10-10 19:00:00,137090.60063533,8182308875.932153
2024-10-10 20:00:00,2024-10-10 20:00:00,137127.84048829,8194381274.249545
2024-10-10 21:00:00,2024-10-10 21:00:00,136977.35953093,8232708749.869914
2024-10-10 22:00:00,2024-10-10 22:00:00,136942.77032456,8238577055.575654
2024-10-10 23:00:00,2024-10-10 23:00:00,136948.06573673,8244640498.377269
2024-10-11 00:00:00,2024-10-11 00:00:00,137225.12458439,8260021269.635212
2024-10-11 01:00:00,2024-10-11 01:00:00,137259.3054214,8250812578.879517
2024-10-11 02:00:00,2024-10-11 02:00:00,137308.89932834,8298621398.217914
2024-10-11 03:00:00,2024-10-11 03:00:00,137336.24496143,8326352084.427762
2024-10-11 04:00:00,2024-10-11 04:00:00,137340.87552997,8322318323.514906
2024-10-11 05:00:00,2024-10-11 05:00:00,137301.42703839,8323748102.175512
2024-10-11 06:00:00,2024-10-11 06:00:00,137305.13225977,8356934644.709817
2024-10-11 07:00:00,2024-10-11 07:00:00,137275.32807875,8343030491.772491
2024-10-11 08:00:00,2024-10-11 08:00:00,137278.92110492,8326043420.149258
2024-10-11 09:00:00,2024-10-11 09:00:00,137460.49836887,8395841584.6081
2024-10-11 10:00:00,2024-10-11 10:00:00,137478.32410831,8402612846.727571
2024-10-11 11:00:00,2024-10-11 11:00:00,137433.54524105,8395653769.266095
2024-10-11 12:00:00,2024-10-11 12:00:00,137402.87000827,8404809951.167371
2024-10-11 13:00:00,2024-10-11 13:00:00,137344.79505806,8446039828.486713
2024-10-11 14:00:00,2024-10-11 14:00:00,137241.86631781,8474786087.242167
2024-10-11 15:00:00,2024-10-11 15:00:00,137381.07698685,8558392939.780566
2024-10-11 16:00:00,2024-10-11 16:00:00,137614.6087986,8551887759.200978
2024-10-11 17:00:00,2024-10-11 17:00:00,137696.11569488,8658714875.362827
2024-10-11 18:00:00,2024-10-11 18:00:00,137765.99686691,8652863671.947836
2024-10-11 19:00:00,2024-10-11 19:00:00,138258.55375475,8713295138.61657
2024-10-11 20:00:00,2024-10-11 20:00:00,137566.4766664,8667556933.359644
2024-10-11 21:00:00,2024-10-11 21:00:00,137581.87254162,8654223691.717707
2024-10-11 22:00:00,2024-10-11 22:00:00,137609.14914275,8584709132.331505
2024-10-11 23:00:00,2024-10-11 23:00:00,137569.50076746,8591785949.503017
2024-10-12 00:00:00,2024-10-12 00:00:00,137556.22108894,8629479168.188028
2024-10-12 01:00:00,2024-10-12 01:00:00,137568.50560337,8626951272.521679
2024-10-12 02:00:00,2024-10-12 02:00:00,137562.61682151,8610738221.66297
2024-10-12 03:00:00,2024-10-12 03:00:00,137512.90004369,8602666699.193037
2024-10-12 04:00:00,2024-10-12 04:00:00,137603.49471725,8614895034.175997
2024-10-12 05:00:00,2024-10-12 05:00:00,137646.30950586,8623077530.667717
2024-10-12 06:00:00,2024-10-12 06:00:00,137681.52311015,8628561367.172928
2024-10-12 07:00:00,2024-10-12 07:00:00,137673.40690231,8638208797.565296
2024-10-12 08:00:00,2024-10-12 08:00:00,137658.65099054,8632269892.013851
2024-10-12 09:00:00,2024-10-12 09:00:00,137683.27793705,8635639128.213314
2024-10-12 10:00:00,2024-10-12 10:00:00,137701.29374271,8673132780.793774
2024-10-12 11:00:00,2024-10-12 11:00:00,137705.29602167,8672301621.016266
2024-10-12 12:00:00,2024-10-12 12:00:00,137701.37700753,8660007671.139833
2024-10-12 13:00:00,2024-10-12 13:00:00,137755.18232467,8687166158.776606
2024-10-12 14:00:00,2024-10-12 14:00:00,137763.55870066,8732316343.87596
2024-10-12 15:00:00,2024-10-12 15:00:00,137927.75501457,8701184001.127874
2024-10-12 16:00:00,2024-10-12 16:00:00,137968.03406483,8713868252.964539
2024-10-12 17:00:00,2024-10-12 17:00:00,138101.14151179,8712392188.762016
2024-10-12 18:00:00,2024-10-12 18:00:00,138105.84021367,8700098447.738367
2024-10-12 19:00:00,2024-10-12 19:00:00,138005.15492525,8696009740.3945
2024-10-12 20:00:00,2024-10-12 20:00:00,138002.59411771,8702545763.662865
2024-10-12 21:00:00,2024-10-12 21:00:00,138001.11871355,8722480485.389387
2024-10-12 22:00:00,2024-10-12 22:00:00,137996.20883077,8731032941.58888
2024-10-12 23:00:00,2024-10-12 23:00:00,138025.04714119,8738406777.393833
2024-10-13 00:00:00,2024-10-13 00:00:00,138022.47206283,8728320896.250727
2024-10-13 01:00:00,2024-10-13 01:00:00,138021.42210621,8703594782.789175
2024-10-13 02:00:00,2024-10-13 02:00:00,138030.89091073,8681922726.965986
2024-10-13 03:00:00,2024-10-13 03:00:00,138041.43559359,8657054514.165043
2024-10-13 04:00:00,2024-10-13 04:00:00,138049.14075498,8675978375.905098
2024-10-13 05:00:00,2024-10-13 05:00:00,138141.76474559,8681603741.184551
2024-10-13 06:00:00,2024-10-13 06:00:00,138148.10285934,8693541508.683437
2024-10-13 07:00:00,2024-10-13 07:00:00,138246.144364,8673305605.28683
2024-10-13 08:00:00,2024-10-13 08:00:00,138244.40060588,8684165203.834393
2024-10-13 09:00:00,2024-10-13 09:00:00,138269.6583243,8687793115.100527
2024-10-13 10:00:00,2024-10-13 10:00:00,138269.76919558,8689248256.276876
2024-10-13 11:00:00,2024-10-13 11:00:00,138277.7896066,8651145056.012619
2024-10-13 12:00:00,2024-10-13 12:00:00,138280.48234511,8675458859.938105
2024-10-13 13:00:00,2024-10-13 13:00:00,138325.30670035,8661883567.091732
2024-10-13 14:00:00,2024-10-13 14:00:00,138331.79075107,8647633201.213472
2024-10-13 15:00:00,2024-10-13 15:00:00,138277.06804468,8607204387.296227
2024-10-13 16:00:00,2024-10-13 16:00:00,138290.33088171,8662591257.074705
2024-10-13 17:00:00,2024-10-13 17:00:00,138282.61219993,8656032899.002983
2024-10-13 18:00:00,2024-10-13 18:00:00,138278.32593257,8645743156.688381
2024-10-13 19:00:00,2024-10-13 19:00:00,138330.55567389,8675457867.458353
2024-10-13 20:00:00,2024-10-13 20:00:00,138336.27118555,8659101427.255527
2024-10-13 21:00:00,2024-10-13 21:00:00,138391.89648906,8712641299.630167
2024-10-13 22:00:00,2024-10-13 22:00:00,138395.74718099,8693372440.569017
2024-10-13 23:00:00,2024-10-13 23:00:00,138395.63345507,8699945301.373405
2024-10-14 00:00:00,2024-10-14 00:00:00,138403.75712519,8659890878.101683
2024-10-14 01:00:00,2024-10-14 01:00:00,138505.37685047,8691632073.775238
2024-10-14 02:00:00,2024-10-14 02:00:00,138441.84632942,8663119980.939632
2024-10-14 03:00:00,2024-10-14 03:00:00,138513.43314908,8872989772.930918
2024-10-14 04:00:00,2024-10-14 04:00:00,138717.14448272,8915084341.254042
2024-10-14 05:00:00,2024-10-14 05:00:00,138686.75363088,8854781114.114058
2024-10-14 06:00:00,2024-10-14 06:00:00,138664.18603916,8880018308.202366
2024-10-14 07:00:00,2024-10-14 07:00:00,138767.63757133,8912059536.70239
2024-10-14 08:00:00,2024-10-14 08:00:00,138420.84691847,8934971914.640217
2024-10-14 09:00:00,2024-10-14 09:00:00,138272.54184692,8935309333.725998
2024-10-14 10:00:00,2024-10-14 10:00:00,138192.70206459,8965111097.00993
2024-10-14 11:00:00,2024-10-14 11:00:00,138421.29172307,8974645941.846535
2024-10-14 12:00:00,2024-10-14 12:00:00,138413.7134969,8974460653.138332
2024-10-14 13:00:00,2024-10-14 13:00:00,138465.04602556,8949740091.04376
2024-10-14 14:00:00,2024-10-14 14:00:00,138407.19826665,9138176079.341372
2024-10-14 15:00:00,2024-10-14 15:00:00,138581.32018038,9132525003.966047
2024-10-14 16:00:00,2024-10-14 16:00:00,138568.75611849,9102773662.952
2024-10-14 17:00:00,2024-10-14 17:00:00,138606.44332583,9103534875.438305
2024-10-14 18:00:00,2024-10-14 18:00:00,138502.86269483,9103914439.231646
2024-10-14 19:00:00,2024-10-14 19:00:00,138272.42302254,9122108636.806929
2024-10-14 20:00:00,2024-10-14 20:00:00,138263.50263807,9120859017.454586
2024-10-14 21:00:00,2024-10-14 21:00:00,138233.65472034,9100465513.39408
2024-10-14 22:00:00,2024-10-14 22:00:00,138103.98773548,9146206529.22428
2024-10-14 23:00:00,2024-10-14 23:00:00,138136.78299145,9135359403.089523
2024-10-15 00:00:00,2024-10-15 00:00:00,138209.81263653,9106023599.94961
2024-10-15 01:00:00,2024-10-15 01:00:00,138216.86197671,9100799582.90364
2024-10-15 02:00:00,2024-10-15 02:00:00,138236.02154876,9087980977.24345
2024-10-15 03:00:00,2024-10-15 03:00:00,138335.3679479,9065329693.934166
2024-10-15 04:00:00,2024-10-15 04:00:00,138324.72620986,9082554265.628073
2024-10-15 05:00:00,2024-10-15 05:00:00,138358.75530531,9025160816.666475
2024-10-15 06:00:00,2024-10-15 06:00:00,138373.54157006,9064860240.443989
2024-10-15 07:00:00,2024-10-15 07:00:00,138384.79546852,9086090279.815975
2024-10-15 08:00:00,2024-10-15 08:00:00,138415.12883512,9096824971.654814
2024-10-15 09:00:00,2024-10-15 09:00:00,138093.58966281,9071536551.210562
2024-10-15 10:00:00,2024-10-15 10:00:00,137967.90722692,9066351723.204458
2024-10-15 11:00:00,2024-10-15 11:00:00,137998.91447191,9038519210.887968
2024-10-15 12:00:00,2024-10-15 12:00:00,138121.52827283,9086208427.260157
2024-10-15 13:00:00,2024-10-15 13:00:00,138118.28253284,9228262782.863775
2024-10-15 14:00:00,2024-10-15 14:00:00,138369.65399044,9045661483.92422
2024-10-15 15:00:00,2024-10-15 15:00:00,138378.77157805,9127209383.9691
2024-10-15 16:00:00,2024-10-15 16:00:00,138332.91456135,9242069473.114162
2024-10-15 17:00:00,2024-10-15 17:00:00,138420.77903182,9250959976.722729
2024-10-15 18:00:00,2024-10-15 18:00:00,138284.83610749,9263847526.140308
2024-10-15 19:00:00,2024-10-15 19:00:00,138068.13599895,9246336355.638338
2024-10-15 20:00:00,2024-10-15 20:00:00,138117.64270248,9202488680.032911
2024-10-15 21:00:00,2024-10-15 21:00:00,138188.69014438,9181130398.150433
2024-10-15 22:00:00,2024-10-15 22:00:00,138118.47451966,9214097716.843143
2024-10-15 23:00:00,2024-10-15 23:00:00,138108.36305389,9259391434.342257
2024-10-16 00:00:00,2024-10-16 00:00:00,138130.98370185,9240706244.128654
2024-10-16 01:00:00,2024-10-16 01:00:00,138188.40616488,9301939251.165182
2024-10-16 02:00:00,2024-10-16 02:00:00,138244.14026654,9305624126.84983
2024-10-16 03:00:00,2024-10-16 03:00:00,138341.18086011,9281648535.487349
2024-10-16 04:00:00,2024-10-16 04:00:00,138408.2722087,9277472136.846449
2024-10-16 05:00:00,2024-10-16 05:00:00,138272.34107834,9293830866.280748
2024-10-16 06:00:00,2024-10-16 06:00:00,138391.17655056,9302628795.126846
2024-10-16 07:00:00,2024-10-16 07:00:00,138219.14067422,9251006542.72281
2024-10-16 08:00:00,2024-10-16 08:00:00,138196.06154831,9293085462.816078
2024-10-16 09:00:00,2024-10-16 09:00:00,138013.9827407,9300230834.87306
2024-10-16 10:00:00,2024-10-16 10:00:00,137880.89103109,9321507688.910292
