start_time,date,nrpl
2024-05-29,2024-05-29,290037681.32376015
2024-05-30,2024-05-30,428000051.4642713
2024-05-31,2024-05-31,331888028.939116
2024-06-01,2024-06-01,174467865.63221788
2024-06-02,2024-06-02,238539217.73635137
2024-06-03,2024-06-03,1121795809.5691178
2024-06-04,2024-06-04,798548491.3032582
2024-06-05,2024-06-05,991425435.3319032
2024-06-06,2024-06-06,1644701673.4780858
2024-06-07,2024-06-07,754820807.0120095
2024-06-08,2024-06-08,223575154.8615156
2024-06-09,2024-06-09,216816344.75022975
2024-06-10,2024-06-10,345929410.036104
2024-06-11,2024-06-11,1231168287.6920528
2024-06-12,2024-06-12,592099887.6581404
2024-06-13,2024-06-13,136948626.8786535
2024-06-14,2024-06-14,163617596.63930354
2024-06-15,2024-06-15,255988507.44527987
2024-06-16,2024-06-16,115722132.48123837
2024-06-17,2024-06-17,209455985.69842157
2024-06-18,2024-06-18,-43500554.04441298
2024-06-19,2024-06-19,306101666.88288516
2024-06-20,2024-06-20,126552792.38237664
2024-06-21,2024-06-21,374627601.21525747
2024-06-22,2024-06-22,1736088568.865353
2024-06-23,2024-06-23,25590503.793024
2024-06-24,2024-06-24,-384006188.8664475
2024-06-25,2024-06-25,-86695818.5082989
2024-06-26,2024-06-26,37626976.40905781
2024-06-27,2024-06-27,1053387012.0173056
2024-06-28,2024-06-28,97575109.32556166
2024-06-29,2024-06-29,55902269.17757617
2024-06-30,2024-06-30,132381867.91931744
2024-07-01,2024-07-01,516536162.445138
2024-07-02,2024-07-02,8026210.21743778
2024-07-03,2024-07-03,480800155.84022087
2024-07-04,2024-07-04,145669220.39132968
2024-07-05,2024-07-05,-146225391.40707996
2024-07-06,2024-07-06,36599656.1730817
2024-07-07,2024-07-07,88121799.11759248
2024-07-08,2024-07-08,-540804420.1438257
2024-07-09,2024-07-09,419658698.7489644
2024-07-10,2024-07-10,293453770.0188921
2024-07-11,2024-07-11,-23402236.3277779
2024-07-12,2024-07-12,118882859.38612255
2024-07-13,2024-07-13,192897707.07542711
2024-07-14,2024-07-14,305236920.0384312
2024-07-15,2024-07-15,1077888089.0747218
2024-07-16,2024-07-16,658085734.3439667
2024-07-17,2024-07-17,672327049.7722814
2024-07-18,2024-07-18,571849963.7098249
2024-07-19,2024-07-19,1338239554.8591793
2024-07-20,2024-07-20,417523271.0233976
2024-07-21,2024-07-21,308798478.5410852
2024-07-22,2024-07-22,664307346.6458762
2024-07-23,2024-07-23,1955875828.406716
2024-07-24,2024-07-24,354133248.3184851
2024-07-25,2024-07-25,63947888.33495347
2024-07-26,2024-07-26,851289177.9609258
2024-07-27,2024-07-27,553978041.7353033
2024-07-28,2024-07-28,161153707.96479362
2024-07-29,2024-07-29,967221945.872591
2024-07-30,2024-07-30,223974255.53626505
2024-07-31,2024-07-31,121807096.5889366
2024-08-01,2024-08-01,206845992.0254832
2024-08-02,2024-08-02,-13524955.36971779
2024-08-03,2024-08-03,6052985.99961537
2024-08-04,2024-08-04,-125494363.80487916
2024-08-05,2024-08-05,-1966267551.065576
2024-08-06,2024-08-06,-312368972.1027346
2024-08-07,2024-08-07,131470082.53708024
2024-08-08,2024-08-08,499722620.9316577
2024-08-09,2024-08-09,569945141.114908
2024-08-10,2024-08-10,785500409.1341747
2024-08-11,2024-08-11,-16224113.70571367
2024-08-12,2024-08-12,107200610.48151322
2024-08-13,2024-08-13,-179889998.63946754
2024-08-14,2024-08-14,-56566043.01200322
2024-08-15,2024-08-15,-152121998.55558485
2024-08-16,2024-08-16,-10175311.14547812
2024-08-17,2024-08-17,14030576.33248633
2024-08-18,2024-08-18,95762301.07869013
2024-08-19,2024-08-19,-70836979.0733108
2024-08-20,2024-08-20,56775346.52811607
2024-08-21,2024-08-21,169614761.17350978
2024-08-22,2024-08-22,275041509.3101086
2024-08-23,2024-08-23,614539071.2917819
2024-08-24,2024-08-24,528211465.0376144
2024-08-25,2024-08-25,136320708.65900594
2024-08-26,2024-08-26,297276939.04221094
2024-08-27,2024-08-27,-191833248.90047237
2024-08-28,2024-08-28,-350049957.5954597
2024-08-29,2024-08-29,870580221.4623958
2024-08-30,2024-08-30,-4094251.51946802
2024-08-31,2024-08-31,132888170.35633714
2024-09-01,2024-09-01,-144311822.40698475
2024-09-02,2024-09-02,-83637712.27126321
2024-09-03,2024-09-03,-141648694.8897047
2024-09-04,2024-09-04,-15660204.53226373
2024-09-05,2024-09-05,-216613331.9611257
2024-09-06,2024-09-06,-297286913.2547179
2024-09-07,2024-09-07,-121060073.00014082
2024-09-08,2024-09-08,-68387215.46789318
2024-09-09,2024-09-09,389866415.2555225
2024-09-10,2024-09-10,-58858969.94784526
2024-09-11,2024-09-11,-98352389.5316712
2024-09-12,2024-09-12,258662164.6073973
2024-09-13,2024-09-13,696716647.811337
2024-09-14,2024-09-14,166376550.50901642
2024-09-15,2024-09-15,111408246.19399787
2024-09-16,2024-09-16,75246192.3453437
2024-09-17,2024-09-17,404500792.61439973
2024-09-18,2024-09-18,406481467.10917795
2024-09-19,2024-09-19,860210165.3222926
2024-09-20,2024-09-20,1004339229.861845
2024-09-21,2024-09-21,282196899.959506
2024-09-22,2024-09-22,147800877.41491556
2024-09-23,2024-09-23,800891361.7362946
2024-09-24,2024-09-24,389006901.0876548
2024-09-25,2024-09-25,830604409.6426033
2024-09-26,2024-09-26,720298326.4560153
2024-09-27,2024-09-27,666990694.582048
2024-09-28,2024-09-28,517854655.58150536
2024-09-29,2024-09-29,161068527.63696316
2024-09-30,2024-09-30,93409404.4504492
2024-10-01,2024-10-01,-5189142.26383466
2024-10-02,2024-10-02,-194441693.4880979
2024-10-03,2024-10-03,-137118283.58268055
2024-10-04,2024-10-04,363127658.99371576
2024-10-05,2024-10-05,117979095.3655856
2024-10-06,2024-10-06,134230349.43186313
2024-10-07,2024-10-07,392781763.0153147
2024-10-08,2024-10-08,5263084515.243571
2024-10-09,2024-10-09,195747957.9495952
2024-10-10,2024-10-10,-312306739.74563134
2024-10-11,2024-10-11,1637756885.6332371
2024-10-12,2024-10-12,505780302.4496694
2024-10-13,2024-10-13,185867779.0222415
2024-10-14,2024-10-14,711797997.7449435
2024-10-15,2024-10-15,1518957458.6820138
2024-10-16,2024-10-16,901957616.1044548
2024-10-17,2024-10-17,623769607.2449439
2024-10-18,2024-10-18,755295942.8945023
2024-10-19,2024-10-19,432005311.4046229
2024-10-20,2024-10-20,1488991225.075348
2024-10-21,2024-10-21,1771413017.6421103
2024-10-22,2024-10-22,447764644.0554025
2024-10-23,2024-10-23,257525490.4527841
2024-10-24,2024-10-24,467408573.71155953
2024-10-25,2024-10-25,458079843.34138966
2024-10-26,2024-10-26,185111389.7724418
2024-10-27,2024-10-27,195436769.6314605
2024-10-28,2024-10-28,712284380.0675097
2024-10-29,2024-10-29,1917670653.888004
2024-10-30,2024-10-30,930248963.9920576
2024-10-31,2024-10-31,606989882.7365289
2024-11-01,2024-11-01,526991955.53028953
2024-11-02,2024-11-02,259459512.38869447
2024-11-03,2024-11-03,136461031.3521881
2024-11-04,2024-11-04,447967748.44568545
2024-11-05,2024-11-05,500885043.00843847
2024-11-06,2024-11-06,3570158047.6817193
2024-11-07,2024-11-07,1592632137.087509
2024-11-08,2024-11-08,1603306404.8331866
2024-11-09,2024-11-09,480466403.9751165
2024-11-10,2024-11-10,1723964411.8212607
2024-11-11,2024-11-11,4132702109.0113134
2024-11-12,2024-11-12,5131161766.439169
2024-11-13,2024-11-13,4751040577.044537
2024-11-14,2024-11-14,4800257327.381092
2024-11-15,2024-11-15,3184732217.6579857
2024-11-16,2024-11-16,1174743918.515226
2024-11-17,2024-11-17,685939552.7005415
2024-11-18,2024-11-18,2412456428.095661
2024-11-19,2024-11-19,4718992153.092921
2024-11-20,2024-11-20,3986242743.229843
2024-11-21,2024-11-21,10507657718.188854
2024-11-22,2024-11-22,5309474967.977182
2024-11-23,2024-11-23,2994023955.2915926
2024-11-24,2024-11-24,1440443544.7178369
2024-11-25,2024-11-25,2698581882.252732
2024-11-26,2024-11-26,1758113706.5005393
2024-11-27,2024-11-27,2265727729.4682226
2024-11-28,2024-11-28,1761177725.5258806
2024-11-29,2024-11-29,2123321705.1668231
2024-11-30,2024-11-30,661215643.1807702
2024-12-01,2024-12-01,734309154.0799893
2024-12-02,2024-12-02,2397428618.771028
2024-12-03,2024-12-03,2337269928.9622536
2024-12-04,2024-12-04,2846463413.8630457
2024-12-05,2024-12-05,8955543800.74172
2024-12-06,2024-12-06,5470200862.339151
2024-12-07,2024-12-07,829499515.1333711
2024-12-08,2024-12-08,738231488.0847195
2024-12-09,2024-12-09,5845356405.913611
2024-12-10,2024-12-10,2812982732.6120477
2024-12-11,2024-12-11,2923419725.1185746
2024-12-12,2024-12-12,1644832650.019379
2024-12-13,2024-12-13,1816687715.2206032
2024-12-14,2024-12-14,838220837.8083929
2024-12-15,2024-12-15,1342817205.1764011
2024-12-16,2024-12-16,3893036596.453719
2024-12-17,2024-12-17,4636988553.038136
2024-12-18,2024-12-18,2537552403.5535183
2024-12-19,2024-12-19,4987770181.346103
2024-12-20,2024-12-20,1974683912.0632384
2024-12-21,2024-12-21,461597058.62334096
2024-12-22,2024-12-22,478048619.7286142
2024-12-23,2024-12-23,6326015469.607879
2024-12-24,2024-12-24,2519005337.695008
2024-12-25,2024-12-25,531617155.5436977
2024-12-26,2024-12-26,872263079.8556515
2024-12-27,2024-12-27,1352039979.9366257
2024-12-28,2024-12-28,357856822.5586018
2024-12-29,2024-12-29,1038852925.1565216
