start_time,datetime,total_value_staked
2022-07-12 19:00:00,2022-07-12 19:00:00,13688360.843704509
2022-07-12 20:00:00,2022-07-12 20:00:00,13688432.338598955
2022-07-12 21:00:00,2022-07-12 21:00:00,13688895.778869592
2022-07-12 22:00:00,2022-07-12 22:00:00,13688967.102904383
2022-07-12 23:00:00,2022-07-12 23:00:00,13689030.753166042
2022-07-13 00:00:00,2022-07-13 00:00:00,13689093.734567434
2022-07-13 01:00:00,2022-07-13 01:00:00,13689164.701573243
2022-07-13 02:00:00,2022-07-13 02:00:00,13689228.458315477
2022-07-13 03:00:00,2022-07-13 03:00:00,13689291.83349777
2022-07-13 04:00:00,2022-07-13 04:00:00,13689794.18236641
2022-07-13 05:00:00,2022-07-13 05:00:00,13689857.698906755
2022-07-13 06:00:00,2022-07-13 06:00:00,13689928.535333846
2022-07-13 07:00:00,2022-07-13 07:00:00,13689992.28443735
2022-07-13 08:00:00,2022-07-13 08:00:00,13690056.058008729
2022-07-13 09:00:00,2022-07-13 09:00:00,13690127.419551425
2022-07-13 10:00:00,2022-07-13 10:00:00,13692190.95872867
2022-07-13 11:00:00,2022-07-13 11:00:00,13692254.799070563
2022-07-13 12:00:00,2022-07-13 12:00:00,13692326.403581137
2022-07-13 13:00:00,2022-07-13 13:00:00,13692389.993929667
2022-07-13 14:00:00,2022-07-13 14:00:00,13692453.855280297
2022-07-13 15:00:00,2022-07-13 15:00:00,13692524.43868899
2022-07-13 16:00:00,2022-07-13 16:00:00,13692588.39042066
2022-07-13 17:00:00,2022-07-13 17:00:00,13692819.410906903
2022-07-13 18:00:00,2022-07-13 18:00:00,13692882.791210627
2022-07-13 19:00:00,2022-07-13 19:00:00,13692947.077818736
2022-07-13 20:00:00,2022-07-13 20:00:00,13693018.035468874
2022-07-13 21:00:00,2022-07-13 21:00:00,13693082.050358282
2022-07-13 22:00:00,2022-07-13 22:00:00,13693152.77678989
2022-07-13 23:00:00,2022-07-13 23:00:00,13693217.102090802
2022-07-14 00:00:00,2022-07-14 00:00:00,13755120.205014031
2022-07-14 01:00:00,2022-07-14 01:00:00,13755190.824951733
2022-07-14 02:00:00,2022-07-14 02:00:00,13755254.57604781
2022-07-14 03:00:00,2022-07-14 03:00:00,13755318.260303313
2022-07-14 04:00:00,2022-07-14 04:00:00,13755389.322070263
2022-07-14 05:00:00,2022-07-14 05:00:00,13755453.066356849
2022-07-14 06:00:00,2022-07-14 06:00:00,13755523.522959044
2022-07-14 07:00:00,2022-07-14 07:00:00,13756611.004810609
2022-07-14 08:00:00,2022-07-14 08:00:00,13756674.252769517
2022-07-14 09:00:00,2022-07-14 09:00:00,13756745.286836186
2022-07-14 10:00:00,2022-07-14 10:00:00,13756809.727956798
2022-07-14 11:00:00,2022-07-14 11:00:00,13756873.23896457
2022-07-14 12:00:00,2022-07-14 12:00:00,13756944.306485984
2022-07-14 13:00:00,2022-07-14 13:00:00,13757007.78280619
2022-07-14 14:00:00,2022-07-14 14:00:00,13757263.397689251
2022-07-14 15:00:00,2022-07-14 15:00:00,13757334.244177222
2022-07-14 16:00:00,2022-07-14 16:00:00,13757397.787994372
2022-07-14 17:00:00,2022-07-14 17:00:00,13757468.522031495
2022-07-14 18:00:00,2022-07-14 18:00:00,13757532.392487604
2022-07-14 19:00:00,2022-07-14 19:00:00,13757595.92304337
2022-07-14 20:00:00,2022-07-14 20:00:00,13757858.575950827
2022-07-14 21:00:00,2022-07-14 21:00:00,13757922.537434911
2022-07-14 22:00:00,2022-07-14 22:00:00,13757993.993915752
2022-07-14 23:00:00,2022-07-14 23:00:00,13758057.241318133
2022-07-15 00:00:00,2022-07-15 00:00:00,13758121.18000117
2022-07-15 01:00:00,2022-07-15 01:00:00,13758192.744740358
2022-07-15 02:00:00,2022-07-15 02:00:00,13758256.60574494
2022-07-15 03:00:00,2022-07-15 03:00:00,13758784.827925596
2022-07-15 04:00:00,2022-07-15 04:00:00,13758855.941503048
2022-07-15 05:00:00,2022-07-15 05:00:00,13758919.91093963
2022-07-15 06:00:00,2022-07-15 06:00:00,13758991.055123731
2022-07-15 07:00:00,2022-07-15 07:00:00,13759054.895048378
2022-07-15 08:00:00,2022-07-15 08:00:00,13759118.574793184
2022-07-15 09:00:00,2022-07-15 09:00:00,13759187.442391053
2022-07-15 10:00:00,2022-07-15 10:00:00,13763522.063002482
2022-07-15 11:00:00,2022-07-15 11:00:00,13763586.500536576
2022-07-15 12:00:00,2022-07-15 12:00:00,13763657.886852512
2022-07-15 13:00:00,2022-07-15 13:00:00,13763722.393387357
2022-07-15 14:00:00,2022-07-15 14:00:00,13763793.08883256
2022-07-15 15:00:00,2022-07-15 15:00:00,13763857.5220622
2022-07-15 16:00:00,2022-07-15 16:00:00,13763922.292862903
2022-07-15 17:00:00,2022-07-15 17:00:00,13765625.57876221
2022-07-15 18:00:00,2022-07-15 18:00:00,13765690.110795986
2022-07-15 19:00:00,2022-07-15 19:00:00,13765754.220224865
2022-07-15 20:00:00,2022-07-15 20:00:00,13765825.567320202
2022-07-15 21:00:00,2022-07-15 21:00:00,13765889.210066345
2022-07-15 22:00:00,2022-07-15 22:00:00,13765960.836506616
2022-07-15 23:00:00,2022-07-15 23:00:00,13766025.264156414
2022-07-16 00:00:00,2022-07-16 00:00:00,13766745.19917437
2022-07-16 01:00:00,2022-07-16 01:00:00,13766816.757941203
2022-07-16 02:00:00,2022-07-16 02:00:00,13766881.390233347
2022-07-16 03:00:00,2022-07-16 03:00:00,13766946.049225992
2022-07-16 04:00:00,2022-07-16 04:00:00,13767017.333362645
2022-07-16 05:00:00,2022-07-16 05:00:00,13767081.485491063
2022-07-16 06:00:00,2022-07-16 06:00:00,13772304.234117698
2022-07-16 07:00:00,2022-07-16 07:00:00,13772367.9440784
2022-07-16 08:00:00,2022-07-16 08:00:00,13772431.605786184
2022-07-16 09:00:00,2022-07-16 09:00:00,13772503.119015869
2022-07-16 10:00:00,2022-07-16 10:00:00,13772566.45193861
2022-07-16 11:00:00,2022-07-16 11:00:00,13772630.103743171
2022-07-16 12:00:00,2022-07-16 12:00:00,13772699.875002297
2022-07-16 13:00:00,2022-07-16 13:00:00,13774028.140021997
2022-07-16 14:00:00,2022-07-16 14:00:00,13774100.180476928
2022-07-16 15:00:00,2022-07-16 15:00:00,13774163.586530302
2022-07-16 16:00:00,2022-07-16 16:00:00,13774226.66946983
2022-07-16 17:00:00,2022-07-16 17:00:00,13774296.61740481
2022-07-16 18:00:00,2022-07-16 18:00:00,13774360.77992574
2022-07-16 19:00:00,2022-07-16 19:00:00,13774425.287502298
2022-07-16 20:00:00,2022-07-16 20:00:00,13775216.350705408
2022-07-16 21:00:00,2022-07-16 21:00:00,13775279.756965294
2022-07-16 22:00:00,2022-07-16 22:00:00,13775350.60146162
2022-07-16 23:00:00,2022-07-16 23:00:00,13775414.851128591
2022-07-17 00:00:00,2022-07-17 00:00:00,13775479.385960666
2022-07-17 01:00:00,2022-07-17 01:00:00,13775550.746216357
2022-07-17 02:00:00,2022-07-17 02:00:00,13775614.893363437
2022-07-17 03:00:00,2022-07-17 03:00:00,13776895.300235696
2022-07-17 04:00:00,2022-07-17 04:00:00,13776966.632223152
2022-07-17 05:00:00,2022-07-17 05:00:00,13777031.17019058
2022-07-17 06:00:00,2022-07-17 06:00:00,13777102.542879136
2022-07-17 07:00:00,2022-07-17 07:00:00,13777167.11929833
2022-07-17 08:00:00,2022-07-17 08:00:00,13777231.302766103
2022-07-17 09:00:00,2022-07-17 09:00:00,13777302.650437972
2022-07-17 10:00:00,2022-07-17 10:00:00,13778439.372065902
2022-07-17 11:00:00,2022-07-17 11:00:00,13778502.695603693
2022-07-17 12:00:00,2022-07-17 12:00:00,13778573.291217051
2022-07-17 13:00:00,2022-07-17 13:00:00,13778638.109422468
2022-07-17 14:00:00,2022-07-17 14:00:00,13778709.814405289
2022-07-17 15:00:00,2022-07-17 15:00:00,13778772.777307374
2022-07-17 16:00:00,2022-07-17 16:00:00,13778837.555189524
2022-07-17 17:00:00,2022-07-17 17:00:00,13779853.389118508
2022-07-17 18:00:00,2022-07-17 18:00:00,13779917.803014988
2022-07-17 19:00:00,2022-07-17 19:00:00,13779982.763393858
2022-07-17 20:00:00,2022-07-17 20:00:00,13780054.099398104
2022-07-17 21:00:00,2022-07-17 21:00:00,13780118.435052872
2022-07-17 22:00:00,2022-07-17 22:00:00,13780190.592674414
2022-07-17 23:00:00,2022-07-17 23:00:00,13781502.25350114
2022-07-18 00:00:00,2022-07-18 00:00:00,13781567.02728352
2022-07-18 01:00:00,2022-07-18 01:00:00,13781638.311569076
2022-07-18 02:00:00,2022-07-18 02:00:00,13781702.586584298
2022-07-18 03:00:00,2022-07-18 03:00:00,13781767.73479356
2022-07-18 04:00:00,2022-07-18 04:00:00,13781838.728718689
2022-07-18 05:00:00,2022-07-18 05:00:00,13781903.44663643
2022-07-18 06:00:00,2022-07-18 06:00:00,13782687.29374377
2022-07-18 07:00:00,2022-07-18 07:00:00,13782758.748007605
2022-07-18 08:00:00,2022-07-18 08:00:00,13782823.150772488
2022-07-18 09:00:00,2022-07-18 09:00:00,13782894.603405086
2022-07-18 10:00:00,2022-07-18 10:00:00,13782958.990429848
2022-07-18 11:00:00,2022-07-18 11:00:00,13783023.593553336
2022-07-18 12:00:00,2022-07-18 12:00:00,13783094.572648143
2022-07-18 13:00:00,2022-07-18 13:00:00,13784662.66117104
2022-07-18 14:00:00,2022-07-18 14:00:00,13784733.822297351
2022-07-18 15:00:00,2022-07-18 15:00:00,13784797.82720212
2022-07-18 16:00:00,2022-07-18 16:00:00,13784862.692009749
2022-07-18 17:00:00,2022-07-18 17:00:00,13784934.704474157
2022-07-18 18:00:00,2022-07-18 18:00:00,13784999.243372235
2022-07-18 19:00:00,2022-07-18 19:00:00,13785063.573035795
2022-07-18 20:00:00,2022-07-18 20:00:00,13785343.726880716
2022-07-18 21:00:00,2022-07-18 21:00:00,13785408.145310758
2022-07-18 22:00:00,2022-07-18 22:00:00,13785480.596907778
2022-07-18 23:00:00,2022-07-18 23:00:00,13785545.613645757
2022-07-19 00:00:00,2022-07-19 00:00:00,13785610.032272756
2022-07-19 01:00:00,2022-07-19 01:00:00,13785681.567215797
2022-07-19 02:00:00,2022-07-19 02:00:00,13785745.094254456
2022-07-19 03:00:00,2022-07-19 03:00:00,13792657.443218363
2022-07-19 04:00:00,2022-07-19 04:00:00,13792729.181722298
2022-07-19 05:00:00,2022-07-19 05:00:00,13792794.1134396
2022-07-19 06:00:00,2022-07-19 06:00:00,13792865.946465297
2022-07-19 07:00:00,2022-07-19 07:00:00,13792930.152812967
2022-07-19 08:00:00,2022-07-19 08:00:00,13792994.699886223
2022-07-19 09:00:00,2022-07-19 09:00:00,13793066.042859074
2022-07-19 10:00:00,2022-07-19 10:00:00,13795962.789496891
2022-07-19 11:00:00,2022-07-19 11:00:00,13796027.040099336
2022-07-19 12:00:00,2022-07-19 12:00:00,13796098.589740714
2022-07-19 13:00:00,2022-07-19 13:00:00,13796163.24703868
2022-07-19 14:00:00,2022-07-19 14:00:00,13796227.548578236
2022-07-19 15:00:00,2022-07-19 15:00:00,13796299.862707354
2022-07-19 16:00:00,2022-07-19 16:00:00,13797148.830726018
2022-07-19 17:00:00,2022-07-19 17:00:00,13797220.45861433
2022-07-19 18:00:00,2022-07-19 18:00:00,13797284.951515269
2022-07-19 19:00:00,2022-07-19 19:00:00,13797349.2311788
2022-07-19 20:00:00,2022-07-19 20:00:00,13797420.085444544
2022-07-19 21:00:00,2022-07-19 21:00:00,13797484.173270388
2022-07-19 22:00:00,2022-07-19 22:00:00,13797548.673220249
2022-07-19 23:00:00,2022-07-19 23:00:00,13798356.151595576
2022-07-20 00:00:00,2022-07-20 00:00:00,13798420.172022872
2022-07-20 01:00:00,2022-07-20 01:00:00,13798491.835009178
2022-07-20 02:00:00,2022-07-20 02:00:00,13798555.7798148
2022-07-20 03:00:00,2022-07-20 03:00:00,13798620.11419996
2022-07-20 04:00:00,2022-07-20 04:00:00,13798691.176217329
2022-07-20 05:00:00,2022-07-20 05:00:00,13798755.559118934
2022-07-20 06:00:00,2022-07-20 06:00:00,13799546.62077889
2022-07-20 07:00:00,2022-07-20 07:00:00,13799610.460722528
2022-07-20 08:00:00,2022-07-20 08:00:00,13799675.67587039
2022-07-20 09:00:00,2022-07-20 09:00:00,13799746.893580994
2022-07-20 10:00:00,2022-07-20 10:00:00,13799810.959157951
2022-07-20 11:00:00,2022-07-20 11:00:00,13799875.805605594
2022-07-20 12:00:00,2022-07-20 12:00:00,13799947.373751746
2022-07-20 13:00:00,2022-07-20 13:00:00,13802763.388437629
2022-07-20 14:00:00,2022-07-20 14:00:00,13802835.531907192
2022-07-20 15:00:00,2022-07-20 15:00:00,13802900.668942416
2022-07-20 16:00:00,2022-07-20 16:00:00,13802964.455602312
2022-07-20 17:00:00,2022-07-20 17:00:00,13803036.164404336
2022-07-20 18:00:00,2022-07-20 18:00:00,13803099.947872631
2022-07-20 19:00:00,2022-07-20 19:00:00,13803163.442413732
2022-07-20 20:00:00,2022-07-20 20:00:00,13803667.685498487
2022-07-20 21:00:00,2022-07-20 21:00:00,13803731.780308584
2022-07-20 22:00:00,2022-07-20 22:00:00,13803803.754712922
2022-07-20 23:00:00,2022-07-20 23:00:00,13803868.36985362
2022-07-21 00:00:00,2022-07-21 00:00:00,13803932.636552732
2022-07-21 01:00:00,2022-07-21 01:00:00,13804003.741029626
2022-07-21 02:00:00,2022-07-21 02:00:00,13804067.635195129
2022-07-21 03:00:00,2022-07-21 03:00:00,13804754.718672937
2022-07-21 04:00:00,2022-07-21 04:00:00,13804826.470808702
2022-07-21 05:00:00,2022-07-21 05:00:00,13804890.325946106
2022-07-21 06:00:00,2022-07-21 06:00:00,13804960.445389995
2022-07-21 07:00:00,2022-07-21 07:00:00,13805024.768703854
2022-07-21 08:00:00,2022-07-21 08:00:00,13805088.879091492
2022-07-21 09:00:00,2022-07-21 09:00:00,13807479.730415013
2022-07-21 10:00:00,2022-07-21 10:00:00,13807544.400208397
2022-07-21 11:00:00,2022-07-21 11:00:00,13807608.70553767
2022-07-21 12:00:00,2022-07-21 12:00:00,13807680.107439268
2022-07-21 13:00:00,2022-07-21 13:00:00,13807743.89158625
2022-07-21 14:00:00,2022-07-21 14:00:00,13807815.016571652
2022-07-21 15:00:00,2022-07-21 15:00:00,13807878.956979364
2022-07-21 16:00:00,2022-07-21 16:00:00,13819623.076329157
2022-07-21 17:00:00,2022-07-21 17:00:00,13819693.984184813
2022-07-21 18:00:00,2022-07-21 18:00:00,13819758.18672567
2022-07-21 19:00:00,2022-07-21 19:00:00,13819822.00767403
2022-07-21 20:00:00,2022-07-21 20:00:00,13819893.374131585
2022-07-21 21:00:00,2022-07-21 21:00:00,13819957.917922933
2022-07-21 22:00:00,2022-07-21 22:00:00,13820028.941724315
2022-07-21 23:00:00,2022-07-21 23:00:00,13820653.382717824
2022-07-22 00:00:00,2022-07-22 00:00:00,13820717.93366288
2022-07-22 01:00:00,2022-07-22 01:00:00,13820789.437198697
2022-07-22 02:00:00,2022-07-22 02:00:00,13820853.966905167
2022-07-22 03:00:00,2022-07-22 03:00:00,13820919.079585502
2022-07-22 04:00:00,2022-07-22 04:00:00,13820991.411874512
2022-07-22 05:00:00,2022-07-22 05:00:00,13821056.379916787
2022-07-22 06:00:00,2022-07-22 06:00:00,13827447.748370886
2022-07-22 07:00:00,2022-07-22 07:00:00,13827511.98047379
2022-07-22 08:00:00,2022-07-22 08:00:00,13827576.247684743
2022-07-22 09:00:00,2022-07-22 09:00:00,13827647.97642784
2022-07-22 10:00:00,2022-07-22 10:00:00,13827712.695447298
2022-07-22 11:00:00,2022-07-22 11:00:00,13827777.135884222
2022-07-22 12:00:00,2022-07-22 12:00:00,13827848.9601446
2022-07-22 13:00:00,2022-07-22 13:00:00,13829161.4291227
2022-07-22 14:00:00,2022-07-22 14:00:00,13829226.006753167
2022-07-22 15:00:00,2022-07-22 15:00:00,13829298.281258726
2022-07-22 16:00:00,2022-07-22 16:00:00,13829362.905927485
2022-07-22 17:00:00,2022-07-22 17:00:00,13829434.763451513
2022-07-22 18:00:00,2022-07-22 18:00:00,13829499.145140134
2022-07-22 19:00:00,2022-07-22 19:00:00,13829563.098331705
2022-07-22 20:00:00,2022-07-22 20:00:00,13830082.315094236
2022-07-22 21:00:00,2022-07-22 21:00:00,13830147.320604697
2022-07-22 22:00:00,2022-07-22 22:00:00,13830219.858984033
2022-07-22 23:00:00,2022-07-22 23:00:00,13830284.765900144
2022-07-23 00:00:00,2022-07-23 00:00:00,13830349.639334878
2022-07-23 01:00:00,2022-07-23 01:00:00,13830421.267859152
2022-07-23 02:00:00,2022-07-23 02:00:00,13830486.53311151
2022-07-23 03:00:00,2022-07-23 03:00:00,13831271.157220094
2022-07-23 04:00:00,2022-07-23 04:00:00,13831343.130705602
2022-07-23 05:00:00,2022-07-23 05:00:00,13831407.609253282
2022-07-23 06:00:00,2022-07-23 06:00:00,13831479.058937782
2022-07-23 07:00:00,2022-07-23 07:00:00,13831543.80102727
2022-07-23 08:00:00,2022-07-23 08:00:00,13831608.41836617
2022-07-23 09:00:00,2022-07-23 09:00:00,13831680.454078116
2022-07-23 10:00:00,2022-07-23 10:00:00,13832465.489565626
2022-07-23 11:00:00,2022-07-23 11:00:00,13832530.018267496
2022-07-23 12:00:00,2022-07-23 12:00:00,13832601.795495812
2022-07-23 13:00:00,2022-07-23 13:00:00,13832666.898573274
2022-07-23 14:00:00,2022-07-23 14:00:00,13832739.11955763
2022-07-23 15:00:00,2022-07-23 15:00:00,13832803.836776026
2022-07-23 16:00:00,2022-07-23 16:00:00,13833045.012234803
2022-07-23 17:00:00,2022-07-23 17:00:00,13833117.645405011
2022-07-23 18:00:00,2022-07-23 18:00:00,13833182.905604728
2022-07-23 19:00:00,2022-07-23 19:00:00,13833247.620025689
2022-07-23 20:00:00,2022-07-23 20:00:00,13833319.790699366
2022-07-23 21:00:00,2022-07-23 21:00:00,13833384.696787665
2022-07-23 22:00:00,2022-07-23 22:00:00,13833457.048704352
2022-07-23 23:00:00,2022-07-23 23:00:00,13834273.284239946
2022-07-24 00:00:00,2022-07-24 00:00:00,13834338.279016508
2022-07-24 01:00:00,2022-07-24 01:00:00,13834409.908060716
2022-07-24 02:00:00,2022-07-24 02:00:00,13834475.134530967
2022-07-24 03:00:00,2022-07-24 03:00:00,13834539.781169709
2022-07-24 04:00:00,2022-07-24 04:00:00,13834611.561183017
2022-07-24 05:00:00,2022-07-24 05:00:00,13834676.170306455
2022-07-24 06:00:00,2022-07-24 06:00:00,13834868.803405415
2022-07-24 07:00:00,2022-07-24 07:00:00,13834940.366964431
2022-07-24 08:00:00,2022-07-24 08:00:00,13835005.23796185
2022-07-24 09:00:00,2022-07-24 09:00:00,13835069.631314607
2022-07-24 10:00:00,2022-07-24 10:00:00,13835141.999362005
2022-07-24 11:00:00,2022-07-24 11:00:00,13835207.172276394
2022-07-24 12:00:00,2022-07-24 12:00:00,13835279.085204711
2022-07-24 13:00:00,2022-07-24 13:00:00,13835856.176422236
2022-07-24 14:00:00,2022-07-24 14:00:00,13835928.030183837
2022-07-24 15:00:00,2022-07-24 15:00:00,13835992.511440406
2022-07-24 16:00:00,2022-07-24 16:00:00,13836057.59095521
2022-07-24 17:00:00,2022-07-24 17:00:00,13836129.70533139
2022-07-24 18:00:00,2022-07-24 18:00:00,13836194.88127376
2022-07-24 19:00:00,2022-07-24 19:00:00,13836260.086205931
2022-07-24 20:00:00,2022-07-24 20:00:00,13836619.535041748
2022-07-24 21:00:00,2022-07-24 21:00:00,13836684.270458082
2022-07-24 22:00:00,2022-07-24 22:00:00,13836756.163232964
2022-07-24 23:00:00,2022-07-24 23:00:00,13836820.552294249
2022-07-25 00:00:00,2022-07-25 00:00:00,13836885.331419542
2022-07-25 01:00:00,2022-07-25 01:00:00,13836957.369514182
2022-07-25 02:00:00,2022-07-25 02:00:00,13837262.295649478
2022-07-25 03:00:00,2022-07-25 03:00:00,13837327.308511328
2022-07-25 04:00:00,2022-07-25 04:00:00,13837398.33879275
2022-07-25 05:00:00,2022-07-25 05:00:00,13837462.948410792
2022-07-25 06:00:00,2022-07-25 06:00:00,13837534.417312576
2022-07-25 07:00:00,2022-07-25 07:00:00,13837599.415640833
2022-07-25 08:00:00,2022-07-25 08:00:00,13837663.212089928
2022-07-25 09:00:00,2022-07-25 09:00:00,13838278.906865636
2022-07-25 10:00:00,2022-07-25 10:00:00,13838344.065886397
2022-07-25 11:00:00,2022-07-25 11:00:00,13838408.88567811
2022-07-25 12:00:00,2022-07-25 12:00:00,13838481.38158132
2022-07-25 13:00:00,2022-07-25 13:00:00,13838545.348057326
2022-07-25 14:00:00,2022-07-25 14:00:00,13838617.8087657
2022-07-25 15:00:00,2022-07-25 15:00:00,13838683.02738996
2022-07-25 16:00:00,2022-07-25 16:00:00,13839164.18179191
2022-07-25 17:00:00,2022-07-25 17:00:00,13839235.46489787
2022-07-25 18:00:00,2022-07-25 18:00:00,13839300.116141448
2022-07-25 19:00:00,2022-07-25 19:00:00,13839365.175700936
2022-07-25 20:00:00,2022-07-25 20:00:00,13839437.453180077
2022-07-25 21:00:00,2022-07-25 21:00:00,13839502.457561512
2022-07-25 22:00:00,2022-07-25 22:00:00,13839574.973845482
2022-07-25 23:00:00,2022-07-25 23:00:00,13839879.761811431
2022-07-26 00:00:00,2022-07-26 00:00:00,13839945.00680522
2022-07-26 01:00:00,2022-07-26 01:00:00,13840017.567537997
2022-07-26 02:00:00,2022-07-26 02:00:00,13840081.93780982
2022-07-26 03:00:00,2022-07-26 03:00:00,13840146.168402296
2022-07-26 04:00:00,2022-07-26 04:00:00,13840218.283541529
2022-07-26 05:00:00,2022-07-26 05:00:00,13840282.647703916
2022-07-26 06:00:00,2022-07-26 06:00:00,13840882.924078813
2022-07-26 07:00:00,2022-07-26 07:00:00,13840947.707766552
2022-07-26 08:00:00,2022-07-26 08:00:00,13841012.690351283
2022-07-26 09:00:00,2022-07-26 09:00:00,13841084.865855929
2022-07-26 10:00:00,2022-07-26 10:00:00,13841149.089617182
2022-07-26 11:00:00,2022-07-26 11:00:00,13841212.712699112
2022-07-26 12:00:00,2022-07-26 12:00:00,13842163.737176858
2022-07-26 13:00:00,2022-07-26 13:00:00,13842228.691398837
2022-07-26 14:00:00,2022-07-26 14:00:00,13842293.510305846
2022-07-26 15:00:00,2022-07-26 15:00:00,13842365.944085676
2022-07-26 16:00:00,2022-07-26 16:00:00,13842430.88921856
2022-07-26 17:00:00,2022-07-26 17:00:00,13842502.953834385
2022-07-26 18:00:00,2022-07-26 18:00:00,13842567.974722592
2022-07-26 19:00:00,2022-07-26 19:00:00,13842680.39800722
2022-07-26 20:00:00,2022-07-26 20:00:00,13842752.624283409
2022-07-26 21:00:00,2022-07-26 21:00:00,13842816.688391346
2022-07-26 22:00:00,2022-07-26 22:00:00,13842881.420843422
2022-07-26 23:00:00,2022-07-26 23:00:00,13842953.274211206
2022-07-27 00:00:00,2022-07-27 00:00:00,13843018.29003578
2022-07-27 01:00:00,2022-07-27 01:00:00,13843090.64328418
2022-07-27 02:00:00,2022-07-27 02:00:00,13843651.845897589
2022-07-27 03:00:00,2022-07-27 03:00:00,13843716.477790168
2022-07-27 04:00:00,2022-07-27 04:00:00,13843788.100614885
2022-07-27 05:00:00,2022-07-27 05:00:00,13843852.41445851
2022-07-27 06:00:00,2022-07-27 06:00:00,13843923.983591024
2022-07-27 07:00:00,2022-07-27 07:00:00,13843988.049983624
2022-07-27 08:00:00,2022-07-27 08:00:00,13844052.600572424
2022-07-27 09:00:00,2022-07-27 09:00:00,13844668.795758331
2022-07-27 10:00:00,2022-07-27 10:00:00,13844732.948650232
2022-07-27 11:00:00,2022-07-27 11:00:00,13844796.645921571
2022-07-27 12:00:00,2022-07-27 12:00:00,13844869.041881116
2022-07-27 13:00:00,2022-07-27 13:00:00,13844934.08282688
2022-07-27 14:00:00,2022-07-27 14:00:00,13845006.255452951
2022-07-27 15:00:00,2022-07-27 15:00:00,13845071.368790545
2022-07-27 16:00:00,2022-07-27 16:00:00,13852576.004685204
2022-07-27 17:00:00,2022-07-27 17:00:00,13852648.136185244
2022-07-27 18:00:00,2022-07-27 18:00:00,13852713.215846412
2022-07-27 19:00:00,2022-07-27 19:00:00,13852778.396922756
2022-07-27 20:00:00,2022-07-27 20:00:00,13852850.785748862
2022-07-27 21:00:00,2022-07-27 21:00:00,13852915.638529196
2022-07-27 22:00:00,2022-07-27 22:00:00,13853819.828550749
2022-07-27 23:00:00,2022-07-27 23:00:00,13853885.03285596
2022-07-28 00:00:00,2022-07-28 00:00:00,13853949.74923235
2022-07-28 01:00:00,2022-07-28 01:00:00,13854022.55312672
2022-07-28 02:00:00,2022-07-28 02:00:00,13854087.577966953
2022-07-28 03:00:00,2022-07-28 03:00:00,13854152.514587572
2022-07-28 04:00:00,2022-07-28 04:00:00,13854224.55645031
2022-07-28 05:00:00,2022-07-28 05:00:00,13854561.80524932
2022-07-28 06:00:00,2022-07-28 06:00:00,13854634.172279844
2022-07-28 07:00:00,2022-07-28 07:00:00,13854699.153281938
2022-07-28 08:00:00,2022-07-28 08:00:00,13854764.205079664
2022-07-28 09:00:00,2022-07-28 09:00:00,13854836.453951957
2022-07-28 10:00:00,2022-07-28 10:00:00,13854901.067919891
2022-07-28 11:00:00,2022-07-28 11:00:00,13854966.150240948
2022-07-28 12:00:00,2022-07-28 12:00:00,13858462.2971699
2022-07-28 13:00:00,2022-07-28 13:00:00,13858526.285044936
2022-07-28 14:00:00,2022-07-28 14:00:00,13858597.592604715
2022-07-28 15:00:00,2022-07-28 15:00:00,13858662.728748333
2022-07-28 16:00:00,2022-07-28 16:00:00,13858727.880707176
2022-07-28 17:00:00,2022-07-28 17:00:00,13858796.603186112
2022-07-28 18:00:00,2022-07-28 18:00:00,13858861.670134922
2022-07-28 19:00:00,2022-07-28 19:00:00,13861390.144870494
2022-07-28 20:00:00,2022-07-28 20:00:00,13861462.517813548
2022-07-28 21:00:00,2022-07-28 21:00:00,13861527.606491078
2022-07-28 22:00:00,2022-07-28 22:00:00,13861599.811668148
2022-07-28 23:00:00,2022-07-28 23:00:00,13861664.310792595
2022-07-29 00:00:00,2022-07-29 00:00:00,13861729.004858712
2022-07-29 01:00:00,2022-07-29 01:00:00,13861800.895802354
2022-07-29 02:00:00,2022-07-29 02:00:00,13863193.841499057
2022-07-29 03:00:00,2022-07-29 03:00:00,13863259.168660345
2022-07-29 04:00:00,2022-07-29 04:00:00,13863331.257032543
2022-07-29 05:00:00,2022-07-29 05:00:00,13863396.084091377
2022-07-29 06:00:00,2022-07-29 06:00:00,13863467.480331358
2022-07-29 07:00:00,2022-07-29 07:00:00,13863524.372315496
2022-07-29 08:00:00,2022-07-29 08:00:00,13863580.817699598
2022-07-29 09:00:00,2022-07-29 09:00:00,13865036.28101403
2022-07-29 10:00:00,2022-07-29 10:00:00,13865099.985272126
2022-07-29 11:00:00,2022-07-29 11:00:00,13865165.04934937
2022-07-29 12:00:00,2022-07-29 12:00:00,13865237.283471212
2022-07-29 13:00:00,2022-07-29 13:00:00,13865302.256291457
2022-07-29 14:00:00,2022-07-29 14:00:00,13865367.024191791
2022-07-29 15:00:00,2022-07-29 15:00:00,13869167.34408842
2022-07-29 16:00:00,2022-07-29 16:00:00,13869232.031034077
2022-07-29 17:00:00,2022-07-29 17:00:00,13869303.66063442
2022-07-29 18:00:00,2022-07-29 18:00:00,13869367.89923694
2022-07-29 19:00:00,2022-07-29 19:00:00,13869432.370032204
2022-07-29 20:00:00,2022-07-29 20:00:00,13869503.9062368
2022-07-29 21:00:00,2022-07-29 21:00:00,13869568.15676831
