start_time,datetime,estimated_leverage_ratio
2021-01-11 06:00:00,2021-01-11 06:00:00,0.15017614
2021-01-11 07:00:00,2021-01-11 07:00:00,0.14936022
2021-01-11 08:00:00,2021-01-11 08:00:00,0.14756663
2021-01-11 09:00:00,2021-01-11 09:00:00,0.14345584
2021-01-11 10:00:00,2021-01-11 10:00:00,0.14522666
2021-01-11 11:00:00,2021-01-11 11:00:00,0.1415213
2021-01-11 12:00:00,2021-01-11 12:00:00,0.13823784
2021-01-11 13:00:00,2021-01-11 13:00:00,0.14125659
2021-01-11 14:00:00,2021-01-11 14:00:00,0.1353134
2021-01-11 15:00:00,2021-01-11 15:00:00,0.13948408
2021-01-11 16:00:00,2021-01-11 16:00:00,0.14145136
2021-01-11 17:00:00,2021-01-11 17:00:00,0.13680485
2021-01-11 18:00:00,2021-01-11 18:00:00,0.13802694
2021-01-11 19:00:00,2021-01-11 19:00:00,0.13431806
2021-01-11 20:00:00,2021-01-11 20:00:00,0.13303772
2021-01-11 21:00:00,2021-01-11 21:00:00,0.1316108
2021-01-11 22:00:00,2021-01-11 22:00:00,0.13100233
2021-01-11 23:00:00,2021-01-11 23:00:00,0.12886958
2021-01-12 00:00:00,2021-01-12 00:00:00,0.12327362
2021-01-12 01:00:00,2021-01-12 01:00:00,0.12149026
2021-01-12 02:00:00,2021-01-12 02:00:00,0.12131143
2021-01-12 03:00:00,2021-01-12 03:00:00,0.12133058
2021-01-12 04:00:00,2021-01-12 04:00:00,0.12351335
2021-01-12 05:00:00,2021-01-12 05:00:00,0.1233308
2021-01-12 06:00:00,2021-01-12 06:00:00,0.1261907
2021-01-12 07:00:00,2021-01-12 07:00:00,0.12574947
2021-01-12 08:00:00,2021-01-12 08:00:00,0.12563138
2021-01-12 09:00:00,2021-01-12 09:00:00,0.12492962
2021-01-12 10:00:00,2021-01-12 10:00:00,0.12503696
2021-01-12 11:00:00,2021-01-12 11:00:00,0.12519394
2021-01-12 12:00:00,2021-01-12 12:00:00,0.12582403
2021-01-12 13:00:00,2021-01-12 13:00:00,0.13059303
2021-01-12 14:00:00,2021-01-12 14:00:00,0.12861489
2021-01-12 15:00:00,2021-01-12 15:00:00,0.12742053
2021-01-12 16:00:00,2021-01-12 16:00:00,0.12179831
2021-01-12 17:00:00,2021-01-12 17:00:00,0.12737123
2021-01-12 18:00:00,2021-01-12 18:00:00,0.12612894
2021-01-12 19:00:00,2021-01-12 19:00:00,0.12952553
2021-01-12 20:00:00,2021-01-12 20:00:00,0.12788962
2021-01-12 21:00:00,2021-01-12 21:00:00,0.12352556
2021-01-12 22:00:00,2021-01-12 22:00:00,0.12349105
2021-01-12 23:00:00,2021-01-12 23:00:00,0.12262433
2021-01-13 00:00:00,2021-01-13 00:00:00,0.12545502
2021-01-13 01:00:00,2021-01-13 01:00:00,0.12313447
2021-01-13 02:00:00,2021-01-13 02:00:00,0.11984095
2021-01-13 03:00:00,2021-01-13 03:00:00,0.11898251
2021-01-13 04:00:00,2021-01-13 04:00:00,0.11711219
2021-01-13 05:00:00,2021-01-13 05:00:00,0.11664177
2021-01-13 06:00:00,2021-01-13 06:00:00,0.12031088
2021-01-13 07:00:00,2021-01-13 07:00:00,0.12051442
2021-01-13 08:00:00,2021-01-13 08:00:00,0.11994402
2021-01-13 09:00:00,2021-01-13 09:00:00,0.11986961
