start_time,bank_supply_ratio,date
2024-10-13,0.00345015,2024-10-13
2024-10-14,0.00345007,2024-10-14
2024-10-15,0.00344999,2024-10-15
2024-10-16,0.00344991,2024-10-16
2024-10-17,0.00344983,2024-10-17
2024-10-18,0.00344975,2024-10-18
2024-10-19,0.00344966,2024-10-19
2024-10-20,0.00344956,2024-10-20
2024-10-21,0.00344947,2024-10-21
2024-10-22,0.00344939,2024-10-22
2024-10-23,0.00344931,2024-10-23
2024-10-24,0.00344923,2024-10-24
2024-10-25,0.00344915,2024-10-25
2024-10-26,0.00344907,2024-10-26
2024-10-27,0.00344898,2024-10-27
2024-10-28,0.00344889,2024-10-28
2024-10-29,0.0034488,2024-10-29
2024-10-30,0.00344871,2024-10-30
2024-10-31,0.00344863,2024-10-31
2024-11-01,0.00344854,2024-11-01
2024-11-02,0.00344847,2024-11-02
2024-11-03,0.00344839,2024-11-03
2024-11-04,0.00344832,2024-11-04
2024-11-05,0.00344824,2024-11-05
2024-11-06,0.00344815,2024-11-06
2024-11-07,0.00344807,2024-11-07
2024-11-08,0.00344799,2024-11-08
2024-11-09,0.00344791,2024-11-09
2024-11-10,0.00344783,2024-11-10
2024-11-11,0.00344776,2024-11-11
2024-11-12,0.00344768,2024-11-12
2024-11-13,0.00344761,2024-11-13
2024-11-14,0.00344754,2024-11-14
2024-11-15,0.00344745,2024-11-15
2024-11-16,0.00344737,2024-11-16
2024-11-17,0.00344729,2024-11-17
2024-11-18,0.0034472,2024-11-18
2024-11-19,0.00344711,2024-11-19
2024-11-20,0.00344703,2024-11-20
2024-11-21,0.00344695,2024-11-21
2024-11-22,0.00344687,2024-11-22
2024-11-23,0.0034468,2024-11-23
2024-11-24,0.00344672,2024-11-24
2024-11-25,0.00344663,2024-11-25
2024-11-26,0.00344655,2024-11-26
2024-11-27,0.00344648,2024-11-27
2024-11-28,0.00344641,2024-11-28
2024-11-29,0.00344634,2024-11-29
2024-11-30,0.00344625,2024-11-30
2024-12-01,0.00344616,2024-12-01
2024-12-02,0.0034461,2024-12-02
2024-12-03,0.00344601,2024-12-03
2024-12-04,0.00344593,2024-12-04
2024-12-05,0.00344585,2024-12-05
2024-12-06,0.00344577,2024-12-06
2024-12-07,0.00344569,2024-12-07
2024-12-08,0.00344561,2024-12-08
2024-12-09,0.00344552,2024-12-09
2024-12-10,0.00344544,2024-12-10
2024-12-11,0.00344536,2024-12-11
2024-12-12,0.00344528,2024-12-12
2024-12-13,0.00344519,2024-12-13
2024-12-14,0.0034451,2024-12-14
2024-12-15,0.00344503,2024-12-15
2024-12-16,0.00344495,2024-12-16
2024-12-17,0.00344487,2024-12-17
2024-12-18,0.0034448,2024-12-18
2024-12-19,0.00344472,2024-12-19
2024-12-20,0.00344464,2024-12-20
2024-12-21,0.00344456,2024-12-21
2024-12-22,0.00344447,2024-12-22
2024-12-23,0.0034444,2024-12-23
2024-12-24,0.00344432,2024-12-24
2024-12-25,0.00344424,2024-12-25
2024-12-26,0.00344417,2024-12-26
2024-12-27,0.00344409,2024-12-27
2024-12-28,0.00344401,2024-12-28
2024-12-29,0.00344392,2024-12-29
