start_time,datetime,phase0_success_rate
2023-07-07 21:00:00,2023-07-07 21:00:00,4992.32
2023-07-07 22:00:00,2023-07-07 22:00:00,4993.27
2023-07-07 23:00:00,2023-07-07 23:00:00,4993.31
2023-07-08 00:00:00,2023-07-08 00:00:00,4993.34
2023-07-08 01:00:00,2023-07-08 01:00:00,4994.23
2023-07-08 02:00:00,2023-07-08 02:00:00,4994.4
2023-07-08 03:00:00,2023-07-08 03:00:00,4994.43
2023-07-08 04:00:00,2023-07-08 04:00:00,4994.45
2023-07-08 05:00:00,2023-07-08 05:00:00,4994.54
2023-07-08 06:00:00,2023-07-08 06:00:00,4995.18
2023-07-08 07:00:00,2023-07-08 07:00:00,4996.22
2023-07-08 08:00:00,2023-07-08 08:00:00,4996.25
2023-07-08 09:00:00,2023-07-08 09:00:00,4996.29
2023-07-08 10:00:00,2023-07-08 10:00:00,4997.16
2023-07-08 11:00:00,2023-07-08 11:00:00,4997.85
2023-07-08 12:00:00,2023-07-08 12:00:00,4997.96
2023-07-08 13:00:00,2023-07-08 13:00:00,4997.96
2023-07-08 14:00:00,2023-07-08 14:00:00,4997.99
2023-07-08 15:00:00,2023-07-08 15:00:00,4998.06
2023-07-08 16:00:00,2023-07-08 16:00:00,4998.35
2023-07-08 17:00:00,2023-07-08 17:00:00,4998.37
2023-07-08 18:00:00,2023-07-08 18:00:00,4998.54
2023-07-08 19:00:00,2023-07-08 19:00:00,4998.64
2023-07-08 20:00:00,2023-07-08 20:00:00,4998.74
2023-07-08 21:00:00,2023-07-08 21:00:00,4998.84
2023-07-08 22:00:00,2023-07-08 22:00:00,4999.38
2023-07-08 23:00:00,2023-07-08 23:00:00,4999.38
2023-07-09 00:00:00,2023-07-09 00:00:00,4999.39
2023-07-09 01:00:00,2023-07-09 01:00:00,4999.43
2023-07-09 02:00:00,2023-07-09 02:00:00,4999.5
2023-07-09 03:00:00,2023-07-09 03:00:00,4999.56
2023-07-09 04:00:00,2023-07-09 04:00:00,4999.61
2023-07-09 05:00:00,2023-07-09 05:00:00,4999.67
2023-07-09 06:00:00,2023-07-09 06:00:00,4999.85
2023-07-09 07:00:00,2023-07-09 07:00:00,4999.91
2023-07-09 08:00:00,2023-07-09 08:00:00,4999.98
2023-07-09 09:00:00,2023-07-09 09:00:00,5000.15
2023-07-09 10:00:00,2023-07-09 10:00:00,5000.22
2023-07-09 11:00:00,2023-07-09 11:00:00,5000.27
2023-07-09 12:00:00,2023-07-09 12:00:00,5000.28
2023-07-09 13:00:00,2023-07-09 13:00:00,5000.46
2023-07-09 14:00:00,2023-07-09 14:00:00,5000.49
2023-07-09 15:00:00,2023-07-09 15:00:00,5000.54
2023-07-09 16:00:00,2023-07-09 16:00:00,5000.57
2023-07-09 17:00:00,2023-07-09 17:00:00,5000.59
2023-07-09 18:00:00,2023-07-09 18:00:00,5000.63
2023-07-09 19:00:00,2023-07-09 19:00:00,5000.63
2023-07-09 20:00:00,2023-07-09 20:00:00,5000.76
2023-07-09 21:00:00,2023-07-09 21:00:00,5000.97
2023-07-09 22:00:00,2023-07-09 22:00:00,5001.48
2023-07-09 23:00:00,2023-07-09 23:00:00,5001.52
2023-07-10 00:00:00,2023-07-10 00:00:00,5001.61
2023-07-10 01:00:00,2023-07-10 01:00:00,5001.76
2023-07-10 02:00:00,2023-07-10 02:00:00,5001.9
2023-07-10 03:00:00,2023-07-10 03:00:00,5001.93
2023-07-10 04:00:00,2023-07-10 04:00:00,5001.98
2023-07-10 05:00:00,2023-07-10 05:00:00,5002.28
2023-07-10 06:00:00,2023-07-10 06:00:00,5002.31
2023-07-10 07:00:00,2023-07-10 07:00:00,5003.18
2023-07-10 08:00:00,2023-07-10 08:00:00,5003.39
2023-07-10 09:00:00,2023-07-10 09:00:00,5003.56
2023-07-10 10:00:00,2023-07-10 10:00:00,5003.59
2023-07-10 11:00:00,2023-07-10 11:00:00,5003.63
2023-07-10 12:00:00,2023-07-10 12:00:00,5003.7
2023-07-10 13:00:00,2023-07-10 13:00:00,5003.74
2023-07-10 14:00:00,2023-07-10 14:00:00,5003.81
2023-07-10 15:00:00,2023-07-10 15:00:00,5004.46
2023-07-10 16:00:00,2023-07-10 16:00:00,5004.5
2023-07-10 17:00:00,2023-07-10 17:00:00,5004.55
2023-07-10 18:00:00,2023-07-10 18:00:00,5005.81
2023-07-10 19:00:00,2023-07-10 19:00:00,5005.83
2023-07-10 20:00:00,2023-07-10 20:00:00,5005.85
2023-07-10 21:00:00,2023-07-10 21:00:00,5005.88
2023-07-10 22:00:00,2023-07-10 22:00:00,5006.95
2023-07-10 23:00:00,2023-07-10 23:00:00,5007.0
2023-07-11 00:00:00,2023-07-11 00:00:00,5007.01
2023-07-11 01:00:00,2023-07-11 01:00:00,5008.11
2023-07-11 02:00:00,2023-07-11 02:00:00,5009.03
2023-07-11 03:00:00,2023-07-11 03:00:00,5009.16
2023-07-11 04:00:00,2023-07-11 04:00:00,5009.47
2023-07-11 05:00:00,2023-07-11 05:00:00,5009.7
2023-07-11 06:00:00,2023-07-11 06:00:00,5010.4
2023-07-11 07:00:00,2023-07-11 07:00:00,5010.73
2023-07-11 08:00:00,2023-07-11 08:00:00,5010.87
2023-07-11 09:00:00,2023-07-11 09:00:00,5011.22
2023-07-11 10:00:00,2023-07-11 10:00:00,5012.33
2023-07-11 11:00:00,2023-07-11 11:00:00,5012.81
2023-07-11 12:00:00,2023-07-11 12:00:00,5013.26
2023-07-11 13:00:00,2023-07-11 13:00:00,5013.4
2023-07-11 14:00:00,2023-07-11 14:00:00,5014.08
2023-07-11 15:00:00,2023-07-11 15:00:00,5014.99
2023-07-11 16:00:00,2023-07-11 16:00:00,5015.05
2023-07-11 17:00:00,2023-07-11 17:00:00,5015.79
2023-07-11 18:00:00,2023-07-11 18:00:00,5018.93
2023-07-11 19:00:00,2023-07-11 19:00:00,5019.83
2023-07-11 20:00:00,2023-07-11 20:00:00,5020.03
2023-07-11 21:00:00,2023-07-11 21:00:00,5020.07
2023-07-11 22:00:00,2023-07-11 22:00:00,5020.58
2023-07-11 23:00:00,2023-07-11 23:00:00,5020.62
2023-07-12 00:00:00,2023-07-12 00:00:00,5020.62
2023-07-12 01:00:00,2023-07-12 01:00:00,5021.51
2023-07-12 02:00:00,2023-07-12 02:00:00,5021.55
2023-07-12 03:00:00,2023-07-12 03:00:00,5021.88
2023-07-12 04:00:00,2023-07-12 04:00:00,5021.95
2023-07-12 05:00:00,2023-07-12 05:00:00,5022.04
2023-07-12 06:00:00,2023-07-12 06:00:00,5022.3
2023-07-12 07:00:00,2023-07-12 07:00:00,5022.47
2023-07-12 08:00:00,2023-07-12 08:00:00,5022.48
2023-07-12 09:00:00,2023-07-12 09:00:00,5023.13
2023-07-12 10:00:00,2023-07-12 10:00:00,5023.56
2023-07-12 11:00:00,2023-07-12 11:00:00,5024.22
2023-07-12 12:00:00,2023-07-12 12:00:00,5024.28
2023-07-12 13:00:00,2023-07-12 13:00:00,5024.4
2023-07-12 14:00:00,2023-07-12 14:00:00,5024.52
2023-07-12 15:00:00,2023-07-12 15:00:00,5025.74
2023-07-12 16:00:00,2023-07-12 16:00:00,5026.44
2023-07-12 17:00:00,2023-07-12 17:00:00,5026.87
2023-07-12 18:00:00,2023-07-12 18:00:00,5027.01
2023-07-12 19:00:00,2023-07-12 19:00:00,5027.71
2023-07-12 20:00:00,2023-07-12 20:00:00,5028.74
2023-07-12 21:00:00,2023-07-12 21:00:00,5034.64
2023-07-12 22:00:00,2023-07-12 22:00:00,5035.48
2023-07-12 23:00:00,2023-07-12 23:00:00,5035.75
2023-07-13 00:00:00,2023-07-13 00:00:00,5035.81
2023-07-13 01:00:00,2023-07-13 01:00:00,5036.86
2023-07-13 02:00:00,2023-07-13 02:00:00,5039.45
2023-07-13 03:00:00,2023-07-13 03:00:00,5039.53
2023-07-13 04:00:00,2023-07-13 04:00:00,5039.6
2023-07-13 05:00:00,2023-07-13 05:00:00,5040.01
2023-07-13 06:00:00,2023-07-13 06:00:00,5040.13
2023-07-13 07:00:00,2023-07-13 07:00:00,5040.19
2023-07-13 08:00:00,2023-07-13 08:00:00,5040.23
2023-07-13 09:00:00,2023-07-13 09:00:00,5040.74
2023-07-13 10:00:00,2023-07-13 10:00:00,5040.78
2023-07-13 11:00:00,2023-07-13 11:00:00,5041.64
2023-07-13 12:00:00,2023-07-13 12:00:00,5047.24
2023-07-13 13:00:00,2023-07-13 13:00:00,5047.61
2023-07-13 14:00:00,2023-07-13 14:00:00,5047.86
2023-07-13 15:00:00,2023-07-13 15:00:00,5048.03
2023-07-13 16:00:00,2023-07-13 16:00:00,5048.09
2023-07-13 17:00:00,2023-07-13 17:00:00,5048.22
2023-07-13 18:00:00,2023-07-13 18:00:00,5048.27
2023-07-13 19:00:00,2023-07-13 19:00:00,5048.61
2023-07-13 20:00:00,2023-07-13 20:00:00,5057.18
2023-07-13 21:00:00,2023-07-13 21:00:00,5057.31
2023-07-13 22:00:00,2023-07-13 22:00:00,5059.25
2023-07-13 23:00:00,2023-07-13 23:00:00,5060.6
2023-07-14 00:00:00,2023-07-14 00:00:00,5060.62
2023-07-14 01:00:00,2023-07-14 01:00:00,5060.74
2023-07-14 02:00:00,2023-07-14 02:00:00,5060.84
2023-07-14 03:00:00,2023-07-14 03:00:00,5063.62
2023-07-14 04:00:00,2023-07-14 04:00:00,5064.23
2023-07-14 05:00:00,2023-07-14 05:00:00,5064.83
2023-07-14 06:00:00,2023-07-14 06:00:00,5064.88
2023-07-14 07:00:00,2023-07-14 07:00:00,5067.44
2023-07-14 08:00:00,2023-07-14 08:00:00,5068.25
2023-07-14 09:00:00,2023-07-14 09:00:00,5070.71
2023-07-14 10:00:00,2023-07-14 10:00:00,5071.34
2023-07-14 11:00:00,2023-07-14 11:00:00,5071.73
2023-07-14 12:00:00,2023-07-14 12:00:00,5072.11
2023-07-14 13:00:00,2023-07-14 13:00:00,5072.28
2023-07-14 14:00:00,2023-07-14 14:00:00,5072.47
2023-07-14 15:00:00,2023-07-14 15:00:00,5072.63
2023-07-14 16:00:00,2023-07-14 16:00:00,5072.69
2023-07-14 17:00:00,2023-07-14 17:00:00,5073.79
2023-07-14 18:00:00,2023-07-14 18:00:00,5073.97
2023-07-14 19:00:00,2023-07-14 19:00:00,5074.15
2023-07-14 20:00:00,2023-07-14 20:00:00,5075.27
2023-07-14 21:00:00,2023-07-14 21:00:00,5075.99
2023-07-14 22:00:00,2023-07-14 22:00:00,5078.64
2023-07-14 23:00:00,2023-07-14 23:00:00,5079.16
2023-07-15 00:00:00,2023-07-15 00:00:00,5079.32
2023-07-15 01:00:00,2023-07-15 01:00:00,5079.4
2023-07-15 02:00:00,2023-07-15 02:00:00,5079.45
2023-07-15 03:00:00,2023-07-15 03:00:00,5079.55
2023-07-15 04:00:00,2023-07-15 04:00:00,5079.58
2023-07-15 05:00:00,2023-07-15 05:00:00,5079.77
2023-07-15 06:00:00,2023-07-15 06:00:00,5079.94
2023-07-15 07:00:00,2023-07-15 07:00:00,5080.41
2023-07-15 08:00:00,2023-07-15 08:00:00,5080.43
2023-07-15 09:00:00,2023-07-15 09:00:00,5080.93
2023-07-15 10:00:00,2023-07-15 10:00:00,5081.38
2023-07-15 11:00:00,2023-07-15 11:00:00,5081.61
2023-07-15 12:00:00,2023-07-15 12:00:00,5081.85
2023-07-15 13:00:00,2023-07-15 13:00:00,5081.95
2023-07-15 14:00:00,2023-07-15 14:00:00,5081.95
2023-07-15 15:00:00,2023-07-15 15:00:00,5082.07
2023-07-15 16:00:00,2023-07-15 16:00:00,5082.58
2023-07-15 17:00:00,2023-07-15 17:00:00,5083.03
2023-07-15 18:00:00,2023-07-15 18:00:00,5083.18
2023-07-15 19:00:00,2023-07-15 19:00:00,5083.62
2023-07-15 20:00:00,2023-07-15 20:00:00,5083.69
2023-07-15 21:00:00,2023-07-15 21:00:00,5083.8
2023-07-15 22:00:00,2023-07-15 22:00:00,5085.12
2023-07-15 23:00:00,2023-07-15 23:00:00,5085.13
2023-07-16 00:00:00,2023-07-16 00:00:00,5085.16
2023-07-16 01:00:00,2023-07-16 01:00:00,5085.27
2023-07-16 02:00:00,2023-07-16 02:00:00,5085.27
2023-07-16 03:00:00,2023-07-16 03:00:00,5085.35
2023-07-16 04:00:00,2023-07-16 04:00:00,5085.36
2023-07-16 05:00:00,2023-07-16 05:00:00,5085.52
2023-07-16 06:00:00,2023-07-16 06:00:00,5085.53
2023-07-16 07:00:00,2023-07-16 07:00:00,5085.68
2023-07-16 08:00:00,2023-07-16 08:00:00,5085.69
2023-07-16 09:00:00,2023-07-16 09:00:00,5085.93
2023-07-16 10:00:00,2023-07-16 10:00:00,5085.96
2023-07-16 11:00:00,2023-07-16 11:00:00,5086.08
2023-07-16 12:00:00,2023-07-16 12:00:00,5087.03
2023-07-16 13:00:00,2023-07-16 13:00:00,5087.11
2023-07-16 14:00:00,2023-07-16 14:00:00,5087.18
2023-07-16 15:00:00,2023-07-16 15:00:00,5087.23
2023-07-16 16:00:00,2023-07-16 16:00:00,5087.24
2023-07-16 17:00:00,2023-07-16 17:00:00,5088.03
2023-07-16 18:00:00,2023-07-16 18:00:00,5088.07
2023-07-16 19:00:00,2023-07-16 19:00:00,5088.15
2023-07-16 20:00:00,2023-07-16 20:00:00,5088.32
2023-07-16 21:00:00,2023-07-16 21:00:00,5088.75
2023-07-16 22:00:00,2023-07-16 22:00:00,5089.43
2023-07-16 23:00:00,2023-07-16 23:00:00,5089.98
2023-07-17 00:00:00,2023-07-17 00:00:00,5090.06
2023-07-17 01:00:00,2023-07-17 01:00:00,5090.2
2023-07-17 02:00:00,2023-07-17 02:00:00,5090.31
2023-07-17 03:00:00,2023-07-17 03:00:00,5090.42
2023-07-17 04:00:00,2023-07-17 04:00:00,5090.42
2023-07-17 05:00:00,2023-07-17 05:00:00,5090.56
2023-07-17 06:00:00,2023-07-17 06:00:00,5090.77
2023-07-17 07:00:00,2023-07-17 07:00:00,5091.13
2023-07-17 08:00:00,2023-07-17 08:00:00,5091.21
2023-07-17 09:00:00,2023-07-17 09:00:00,5091.64
2023-07-17 10:00:00,2023-07-17 10:00:00,5092.03
2023-07-17 11:00:00,2023-07-17 11:00:00,5092.21
2023-07-17 12:00:00,2023-07-17 12:00:00,5092.38
2023-07-17 13:00:00,2023-07-17 13:00:00,5092.49
2023-07-17 14:00:00,2023-07-17 14:00:00,5092.49
2023-07-17 15:00:00,2023-07-17 15:00:00,5092.72
2023-07-17 16:00:00,2023-07-17 16:00:00,5095.27
2023-07-17 17:00:00,2023-07-17 17:00:00,5095.68
2023-07-17 18:00:00,2023-07-17 18:00:00,5095.7
2023-07-17 19:00:00,2023-07-17 19:00:00,5095.86
2023-07-17 20:00:00,2023-07-17 20:00:00,5095.9
2023-07-17 21:00:00,2023-07-17 21:00:00,5095.99
2023-07-17 22:00:00,2023-07-17 22:00:00,5097.19
2023-07-17 23:00:00,2023-07-17 23:00:00,5097.98
2023-07-18 00:00:00,2023-07-18 00:00:00,5098.05
2023-07-18 01:00:00,2023-07-18 01:00:00,5098.1
2023-07-18 02:00:00,2023-07-18 02:00:00,5098.11
2023-07-18 03:00:00,2023-07-18 03:00:00,5098.2
2023-07-18 04:00:00,2023-07-18 04:00:00,5098.31
2023-07-18 05:00:00,2023-07-18 05:00:00,5098.38
2023-07-18 06:00:00,2023-07-18 06:00:00,5098.39
2023-07-18 07:00:00,2023-07-18 07:00:00,5099.69
2023-07-18 08:00:00,2023-07-18 08:00:00,5099.71
2023-07-18 09:00:00,2023-07-18 09:00:00,5100.02
2023-07-18 10:00:00,2023-07-18 10:00:00,5100.02
2023-07-18 11:00:00,2023-07-18 11:00:00,5100.22
2023-07-18 12:00:00,2023-07-18 12:00:00,5100.28
2023-07-18 13:00:00,2023-07-18 13:00:00,5100.47
2023-07-18 14:00:00,2023-07-18 14:00:00,5100.83
2023-07-18 15:00:00,2023-07-18 15:00:00,5101.03
2023-07-18 16:00:00,2023-07-18 16:00:00,5101.09
2023-07-18 17:00:00,2023-07-18 17:00:00,5101.92
2023-07-18 18:00:00,2023-07-18 18:00:00,5102.56
2023-07-18 19:00:00,2023-07-18 19:00:00,5103.3
2023-07-18 20:00:00,2023-07-18 20:00:00,5103.4
2023-07-18 21:00:00,2023-07-18 21:00:00,5104.09
2023-07-18 22:00:00,2023-07-18 22:00:00,5104.91
2023-07-18 23:00:00,2023-07-18 23:00:00,5105.08
2023-07-19 00:00:00,2023-07-19 00:00:00,5105.68
2023-07-19 01:00:00,2023-07-19 01:00:00,5105.73
2023-07-19 02:00:00,2023-07-19 02:00:00,5106.99
2023-07-19 03:00:00,2023-07-19 03:00:00,5116.38
2023-07-19 04:00:00,2023-07-19 04:00:00,5120.83
2023-07-19 05:00:00,2023-07-19 05:00:00,5121.35
2023-07-19 06:00:00,2023-07-19 06:00:00,5121.46
2023-07-19 07:00:00,2023-07-19 07:00:00,5121.88
2023-07-19 08:00:00,2023-07-19 08:00:00,5121.96
2023-07-19 09:00:00,2023-07-19 09:00:00,5122.47
2023-07-19 10:00:00,2023-07-19 10:00:00,5122.73
2023-07-19 11:00:00,2023-07-19 11:00:00,5123.77
2023-07-19 12:00:00,2023-07-19 12:00:00,5125.23
2023-07-19 13:00:00,2023-07-19 13:00:00,5125.29
2023-07-19 14:00:00,2023-07-19 14:00:00,5125.96
2023-07-19 15:00:00,2023-07-19 15:00:00,5126.12
2023-07-19 16:00:00,2023-07-19 16:00:00,5126.27
2023-07-19 17:00:00,2023-07-19 17:00:00,5126.51
2023-07-19 18:00:00,2023-07-19 18:00:00,5127.14
2023-07-19 19:00:00,2023-07-19 19:00:00,5127.16
2023-07-19 20:00:00,2023-07-19 20:00:00,5127.41
2023-07-19 21:00:00,2023-07-19 21:00:00,5128.05
2023-07-19 22:00:00,2023-07-19 22:00:00,5129.19
2023-07-19 23:00:00,2023-07-19 23:00:00,5129.2
2023-07-20 00:00:00,2023-07-20 00:00:00,5129.24
2023-07-20 01:00:00,2023-07-20 01:00:00,5131.27
2023-07-20 02:00:00,2023-07-20 02:00:00,5133.1
2023-07-20 03:00:00,2023-07-20 03:00:00,5138.26
2023-07-20 04:00:00,2023-07-20 04:00:00,5138.28
2023-07-20 05:00:00,2023-07-20 05:00:00,5138.51
2023-07-20 06:00:00,2023-07-20 06:00:00,5138.62
2023-07-20 07:00:00,2023-07-20 07:00:00,5138.67
2023-07-20 08:00:00,2023-07-20 08:00:00,5138.83
2023-07-20 09:00:00,2023-07-20 09:00:00,5139.71
2023-07-20 10:00:00,2023-07-20 10:00:00,5139.75
2023-07-20 11:00:00,2023-07-20 11:00:00,5139.99
2023-07-20 12:00:00,2023-07-20 12:00:00,5140.68
2023-07-20 13:00:00,2023-07-20 13:00:00,5141.39
2023-07-20 14:00:00,2023-07-20 14:00:00,5141.45
2023-07-20 15:00:00,2023-07-20 15:00:00,5141.63
2023-07-20 16:00:00,2023-07-20 16:00:00,5141.69
2023-07-20 17:00:00,2023-07-20 17:00:00,5142.46
2023-07-20 18:00:00,2023-07-20 18:00:00,5142.48
2023-07-20 19:00:00,2023-07-20 19:00:00,5142.71
2023-07-20 20:00:00,2023-07-20 20:00:00,5143.55
2023-07-20 21:00:00,2023-07-20 21:00:00,5144.88
2023-07-20 22:00:00,2023-07-20 22:00:00,5145.48
2023-07-20 23:00:00,2023-07-20 23:00:00,5145.63
2023-07-21 00:00:00,2023-07-21 00:00:00,5148.79
2023-07-21 01:00:00,2023-07-21 01:00:00,5149.39
2023-07-21 02:00:00,2023-07-21 02:00:00,5149.41
2023-07-21 03:00:00,2023-07-21 03:00:00,5149.47
2023-07-21 04:00:00,2023-07-21 04:00:00,5149.47
2023-07-21 05:00:00,2023-07-21 05:00:00,5150.81
2023-07-21 06:00:00,2023-07-21 06:00:00,5152.61
2023-07-21 07:00:00,2023-07-21 07:00:00,5153.82
2023-07-21 08:00:00,2023-07-21 08:00:00,5154.64
2023-07-21 09:00:00,2023-07-21 09:00:00,5155.73
2023-07-21 10:00:00,2023-07-21 10:00:00,5155.79
2023-07-21 11:00:00,2023-07-21 11:00:00,5155.93
2023-07-21 12:00:00,2023-07-21 12:00:00,5156.08
2023-07-21 13:00:00,2023-07-21 13:00:00,5156.12
2023-07-21 14:00:00,2023-07-21 14:00:00,5156.23
2023-07-21 15:00:00,2023-07-21 15:00:00,5156.38
2023-07-21 16:00:00,2023-07-21 16:00:00,5156.95
2023-07-21 17:00:00,2023-07-21 17:00:00,5157.72
2023-07-21 18:00:00,2023-07-21 18:00:00,5158.19
2023-07-21 19:00:00,2023-07-21 19:00:00,5158.32
2023-07-21 20:00:00,2023-07-21 20:00:00,5159.14
2023-07-21 21:00:00,2023-07-21 21:00:00,5159.6
2023-07-21 22:00:00,2023-07-21 22:00:00,5160.2
2023-07-21 23:00:00,2023-07-21 23:00:00,5161.27
2023-07-22 00:00:00,2023-07-22 00:00:00,5162.01
2023-07-22 01:00:00,2023-07-22 01:00:00,5162.05
2023-07-22 02:00:00,2023-07-22 02:00:00,5162.05
2023-07-22 03:00:00,2023-07-22 03:00:00,5162.2
2023-07-22 04:00:00,2023-07-22 04:00:00,5162.24
2023-07-22 05:00:00,2023-07-22 05:00:00,5162.35
2023-07-22 06:00:00,2023-07-22 06:00:00,5162.51
2023-07-22 07:00:00,2023-07-22 07:00:00,5162.63
2023-07-22 08:00:00,2023-07-22 08:00:00,5162.66
2023-07-22 09:00:00,2023-07-22 09:00:00,5162.91
2023-07-22 10:00:00,2023-07-22 10:00:00,5162.96
2023-07-22 11:00:00,2023-07-22 11:00:00,5163.03
2023-07-22 12:00:00,2023-07-22 12:00:00,5163.55
2023-07-22 13:00:00,2023-07-22 13:00:00,5163.71
2023-07-22 14:00:00,2023-07-22 14:00:00,5163.71
2023-07-22 15:00:00,2023-07-22 15:00:00,5163.86
2023-07-22 16:00:00,2023-07-22 16:00:00,5164.0
2023-07-22 17:00:00,2023-07-22 17:00:00,5164.47
2023-07-22 18:00:00,2023-07-22 18:00:00,5164.86
2023-07-22 19:00:00,2023-07-22 19:00:00,5166.52
2023-07-22 20:00:00,2023-07-22 20:00:00,5166.56
2023-07-22 21:00:00,2023-07-22 21:00:00,5166.58
2023-07-22 22:00:00,2023-07-22 22:00:00,5170.68
2023-07-22 23:00:00,2023-07-22 23:00:00,5170.72
2023-07-23 00:00:00,2023-07-23 00:00:00,5171.48
2023-07-23 01:00:00,2023-07-23 01:00:00,5171.63
2023-07-23 02:00:00,2023-07-23 02:00:00,5171.9
2023-07-23 03:00:00,2023-07-23 03:00:00,5172.03
2023-07-23 04:00:00,2023-07-23 04:00:00,5172.14
2023-07-23 05:00:00,2023-07-23 05:00:00,5173.13
2023-07-23 06:00:00,2023-07-23 06:00:00,5173.6
2023-07-23 07:00:00,2023-07-23 07:00:00,5173.77
2023-07-23 08:00:00,2023-07-23 08:00:00,5173.78
2023-07-23 09:00:00,2023-07-23 09:00:00,5173.96
2023-07-23 10:00:00,2023-07-23 10:00:00,5174.12
2023-07-23 11:00:00,2023-07-23 11:00:00,5174.18
2023-07-23 12:00:00,2023-07-23 12:00:00,5174.22
2023-07-23 13:00:00,2023-07-23 13:00:00,5174.25
2023-07-23 14:00:00,2023-07-23 14:00:00,5174.4
2023-07-23 15:00:00,2023-07-23 15:00:00,5174.54
2023-07-23 16:00:00,2023-07-23 16:00:00,5174.55
2023-07-23 17:00:00,2023-07-23 17:00:00,5174.78
2023-07-23 18:00:00,2023-07-23 18:00:00,5174.79
2023-07-23 19:00:00,2023-07-23 19:00:00,5175.72
2023-07-23 20:00:00,2023-07-23 20:00:00,5175.78
2023-07-23 21:00:00,2023-07-23 21:00:00,5175.81
2023-07-23 22:00:00,2023-07-23 22:00:00,5177.08
2023-07-23 23:00:00,2023-07-23 23:00:00,5179.9
2023-07-24 00:00:00,2023-07-24 00:00:00,5180.17
2023-07-24 01:00:00,2023-07-24 01:00:00,5180.29
2023-07-24 02:00:00,2023-07-24 02:00:00,5180.35
2023-07-24 03:00:00,2023-07-24 03:00:00,5180.38
2023-07-24 04:00:00,2023-07-24 04:00:00,5180.51
2023-07-24 05:00:00,2023-07-24 05:00:00,5180.58
2023-07-24 06:00:00,2023-07-24 06:00:00,5180.74
2023-07-24 07:00:00,2023-07-24 07:00:00,5180.77
2023-07-24 08:00:00,2023-07-24 08:00:00,5180.82
2023-07-24 09:00:00,2023-07-24 09:00:00,5181.13
2023-07-24 10:00:00,2023-07-24 10:00:00,5181.31
2023-07-24 11:00:00,2023-07-24 11:00:00,5182.02
2023-07-24 12:00:00,2023-07-24 12:00:00,5182.2
2023-07-24 13:00:00,2023-07-24 13:00:00,5182.41
2023-07-24 14:00:00,2023-07-24 14:00:00,5182.45
2023-07-24 15:00:00,2023-07-24 15:00:00,5182.55
2023-07-24 16:00:00,2023-07-24 16:00:00,5182.61
2023-07-24 17:00:00,2023-07-24 17:00:00,5182.83
2023-07-24 18:00:00,2023-07-24 18:00:00,5182.86
2023-07-24 19:00:00,2023-07-24 19:00:00,5182.99
2023-07-24 20:00:00,2023-07-24 20:00:00,5183.48
2023-07-24 21:00:00,2023-07-24 21:00:00,5183.51
2023-07-24 22:00:00,2023-07-24 22:00:00,5184.52
2023-07-24 23:00:00,2023-07-24 23:00:00,5184.56
2023-07-25 00:00:00,2023-07-25 00:00:00,5186.17
2023-07-25 01:00:00,2023-07-25 01:00:00,5188.34
2023-07-25 02:00:00,2023-07-25 02:00:00,5188.38
2023-07-25 03:00:00,2023-07-25 03:00:00,5188.73
2023-07-25 04:00:00,2023-07-25 04:00:00,5188.76
2023-07-25 05:00:00,2023-07-25 05:00:00,5193.51
2023-07-25 06:00:00,2023-07-25 06:00:00,5193.68
2023-07-25 07:00:00,2023-07-25 07:00:00,5193.79
2023-07-25 08:00:00,2023-07-25 08:00:00,5196.41
2023-07-25 09:00:00,2023-07-25 09:00:00,5196.72
2023-07-25 10:00:00,2023-07-25 10:00:00,5197.25
2023-07-25 11:00:00,2023-07-25 11:00:00,5197.47
2023-07-25 12:00:00,2023-07-25 12:00:00,5197.5
2023-07-25 13:00:00,2023-07-25 13:00:00,5197.56
2023-07-25 14:00:00,2023-07-25 14:00:00,5197.58
2023-07-25 15:00:00,2023-07-25 15:00:00,5197.7
2023-07-25 16:00:00,2023-07-25 16:00:00,5198.33
2023-07-25 17:00:00,2023-07-25 17:00:00,5201.04
2023-07-25 18:00:00,2023-07-25 18:00:00,5201.04
2023-07-25 19:00:00,2023-07-25 19:00:00,5201.12
2023-07-25 20:00:00,2023-07-25 20:00:00,5201.76
2023-07-25 21:00:00,2023-07-25 21:00:00,5202.37
2023-07-25 22:00:00,2023-07-25 22:00:00,5204.45
2023-07-25 23:00:00,2023-07-25 23:00:00,5205.46
2023-07-26 00:00:00,2023-07-26 00:00:00,5205.49
2023-07-26 01:00:00,2023-07-26 01:00:00,5205.65
2023-07-26 02:00:00,2023-07-26 02:00:00,5205.86
2023-07-26 03:00:00,2023-07-26 03:00:00,5206.2
2023-07-26 04:00:00,2023-07-26 04:00:00,5206.59
2023-07-26 05:00:00,2023-07-26 05:00:00,5207.96
2023-07-26 06:00:00,2023-07-26 06:00:00,5208.17
2023-07-26 07:00:00,2023-07-26 07:00:00,5208.28
2023-07-26 08:00:00,2023-07-26 08:00:00,5208.31
2023-07-26 09:00:00,2023-07-26 09:00:00,5208.72
2023-07-26 10:00:00,2023-07-26 10:00:00,5208.97
2023-07-26 11:00:00,2023-07-26 11:00:00,5209.31
2023-07-26 12:00:00,2023-07-26 12:00:00,5210.0
2023-07-26 13:00:00,2023-07-26 13:00:00,5210.44
2023-07-26 14:00:00,2023-07-26 14:00:00,5213.11
2023-07-26 15:00:00,2023-07-26 15:00:00,5214.01
