start_time,date,price_usd_adj_close,price_usd_close,price_usd_high,price_usd_low,price_usd_open
2024-02-22,2024-02-22,46.44,46.44,46.5,45.53,45.59
2024-02-23,2024-02-23,45.59,45.59,45.81,45.19,45.73
2024-02-26,2024-02-26,48.63,48.63,49.06,45.8587,45.87
2024-02-27,2024-02-27,50.85,50.85,51.45,50.21,50.83
2024-02-28,2024-02-28,53.83,53.83,57.45,52.7,53.74
2024-02-29,2024-02-29,55.35,55.35,56.81,53.872,56.53
2024-03-01,2024-03-01,56.28,56.28,56.495,54.61,55.73
2024-03-04,2024-03-04,60.38,60.38,60.7,58.3901,58.45
2024-03-05,2024-03-05,55.23,55.23,61.99,53.35,60.41
2024-03-06,2024-03-06,59.8,59.8,60.35,58.3,59.64
2024-03-07,2024-03-07,60.45,60.45,60.86,59.5,60.17
2024-03-08,2024-03-08,61.9,61.9,62.84,59.07,60.83
2024-03-11,2024-03-11,64.32,64.32,65.09,63.7,64.58
2024-03-12,2024-03-12,63.67,63.67,65.34,61.27,64.54
2024-03-13,2024-03-13,65.58,65.58,65.61,63.98,64.89
2024-03-14,2024-03-14,61.8,61.8,64.9,60.98,64.83
2024-03-15,2024-03-15,61.6,61.6,63.02,60.1,60.42
2024-03-18,2024-03-18,59.58,59.58,61.135,59.31,60.59
2024-03-19,2024-03-19,57.41,57.41,58.66,55.49,56.81
2024-03-20,2024-03-20,58.75,58.75,58.9,55.35,56.52
2024-03-21,2024-03-21,58.11,58.11,60.33,57.84,60.319
2024-03-22,2024-03-22,56.98,56.98,57.37,55.84,57.23
2024-03-25,2024-03-25,63.34,63.34,63.45,59.72,59.72
2024-03-26,2024-03-26,61.93,61.93,63.3,61.79,63.16
2024-03-27,2024-03-27,61.19,61.19,64.01,60.96,63.85
2024-03-28,2024-03-28,63.17,63.17,64.01,62.87,63.38
2024-04-01,2024-04-01,62.18,62.18,62.57,60.71,62.48
2024-04-02,2024-04-02,58.7,58.7,59.115,57.52,57.86
2024-04-03,2024-04-03,58.64,58.64,59.67,58.4,58.59
2024-04-04,2024-04-04,61.04,61.04,61.84,59.82,59.96
2024-04-05,2024-04-05,59.99,59.99,61.14,59.55,59.65
2024-04-08,2024-04-08,63.96,63.96,64.35,63.445,64.3
2024-04-09,2024-04-09,61.45,61.45,63.25,60.78,62.93
2024-04-10,2024-04-10,62.47,62.47,62.47,60.09,60.27
2024-04-11,2024-04-11,62.79,62.79,63.18,61.94,63.06
2024-04-12,2024-04-12,59.55,59.55,62.64,58.04,62.49
2024-04-15,2024-04-15,56.38,56.38,59.28,55.51,58.97
2024-04-16,2024-04-16,55.88,55.88,56.45,54.95,56.31
2024-04-17,2024-04-17,54.31,54.31,56.12,53.11,55.585
2024-04-18,2024-04-18,56.58,56.58,57.19,55.12,55.68
2024-04-19,2024-04-19,57.31,57.31,58.025,56.62,57.66
2024-04-22,2024-04-22,59.26,59.26,59.58,58.51,58.86
2024-04-23,2024-04-23,59.21,59.21,59.83,58.87,58.94
2024-04-24,2024-04-24,56.9,56.9,59.07,56.71,58.77
2024-04-25,2024-04-25,57.6,57.6,57.81,55.958,56.24
2024-04-26,2024-04-26,56.74,56.74,57.68,56.34,56.73
2024-04-29,2024-04-29,56.06,56.06,56.27,54.92,55.65
2024-04-30,2024-04-30,52.51,52.51,54.72,52.43,54.44
2024-05-01,2024-05-01,50.64,50.64,52.86,50.34,51.32
2024-05-02,2024-05-02,52.86,52.86,53.08,51.83,52.27
2024-05-03,2024-05-03,55.32,55.32,55.46,54.5,54.54
2024-05-06,2024-05-06,56.24,56.24,57.19,55.82,56.57
2024-05-07,2024-05-07,56.11,56.11,57.28,55.89,56.59
2024-05-08,2024-05-08,55.3,55.3,55.92,54.96,55.16
2024-05-09,2024-05-09,55.57,55.57,55.82,54.14,54.57
2024-05-10,2024-05-10,53.99,53.99,56.18,53.52,55.87
2024-05-13,2024-05-13,56.19,56.19,56.49,55.67,55.91
2024-05-14,2024-05-14,54.78,54.78,55.42,54.35,55.14
2024-05-15,2024-05-15,58.82,58.82,59.2,56.92,57.19
2024-05-16,2024-05-16,58.02,58.02,59.16,57.48,58.78
2024-05-17,2024-05-17,59.73,59.73,60.13,58.6,59.06
2024-05-20,2024-05-20,62.4,62.4,62.49,59.4,59.64
2024-05-21,2024-05-21,61.6,61.6,63.45,61.51,63.11
2024-05-22,2024-05-22,61.95,61.95,62.92,61.57,62.05
2024-05-23,2024-05-23,59.7,59.7,61.71,59.31,61.65
2024-05-24,2024-05-24,61.53,61.53,61.75,59.53,59.97
2024-05-28,2024-05-28,60.78,60.78,60.96,59.75,60.83
2024-05-29,2024-05-29,59.71,59.71,60.43,59.64,60.27
2024-05-30,2024-05-30,61.04,61.04,61.9,60.48,60.65
2024-05-31,2024-05-31,60.09,60.09,61.14,59.16,61.04
2024-06-03,2024-06-03,61.51,61.51,62.56,60.95,62.0
2024-06-04,2024-06-04,62.62,62.62,63.258,61.55,61.77
2024-06-05,2024-06-05,63.35,63.35,63.9,62.54,63.23
2024-06-06,2024-06-06,62.63,62.63,63.73,62.57,63.25
2024-06-07,2024-06-07,61.48,61.48,63.72,60.67,63.46
2024-06-10,2024-06-10,61.73,61.73,62.38,61.45,61.54
2024-06-11,2024-06-11,59.88,59.88,60.07,58.65,59.7
2024-06-12,2024-06-12,59.95,59.95,62.289,59.73,61.55
2024-06-13,2024-06-13,59.14,59.14,60.69,58.78,60.44
2024-06-14,2024-06-14,58.18,58.18,59.85,57.74,59.81
2024-06-17,2024-06-17,59.21,59.21,59.76,57.7625,58.31
2024-06-18,2024-06-18,57.18,57.18,58.055,56.83,57.59
2024-06-20,2024-06-20,57.73,57.73,58.162,57.281,58.0
2024-06-21,2024-06-21,57.04,57.04,57.17,56.24,56.46
2024-06-24,2024-06-24,52.61,52.61,54.77,52.35,54.36
2024-06-25,2024-06-25,55.02,55.02,55.43,54.14,54.41
2024-06-26,2024-06-26,54.13,54.13,55.065,53.89,54.66
2024-06-27,2024-06-27,54.52,54.52,55.41,54.47,54.67
2024-06-28,2024-06-28,53.24,53.24,54.895,53.17,54.53
2024-07-01,2024-07-01,56.09,56.09,56.7,55.45,55.87
2024-07-02,2024-07-02,54.89,54.89,56.05,54.78,55.8
2024-07-03,2024-07-03,53.66,53.66,53.89,53.15,53.5
2024-07-05,2024-07-05,50.15,50.15,50.66,49.16,49.304
2024-07-08,2024-07-08,50.09,50.09,50.93,48.795,50.78
2024-07-09,2024-07-09,51.35,51.35,51.75,50.5197,50.77
2024-07-10,2024-07-10,50.92,50.92,51.52,50.87,51.44
2024-07-11,2024-07-11,50.9,50.9,52.34,50.73,52.23
2024-07-12,2024-07-12,51.14,51.14,51.99,51.03,51.06
2024-07-15,2024-07-15,56.29,56.29,56.77,55.45,55.75
2024-07-16,2024-07-16,57.85,57.85,57.93,56.0025,56.73
2024-07-17,2024-07-17,57.33,57.33,58.06,56.67,57.47
2024-07-18,2024-07-18,56.4,56.4,57.67,56.11,57.57
2024-07-19,2024-07-19,59.68,59.68,59.95,56.85,56.91
2024-07-22,2024-07-22,60.56,60.56,60.61,59.075,60.0
2024-07-23,2024-07-23,58.1,58.1,59.78,58.04,59.07
2024-07-24,2024-07-24,58.23,58.23,59.57,58.14,59.14
2024-07-25,2024-07-25,57.36,57.36,57.8,56.22,56.98
2024-07-26,2024-07-26,60.33,60.33,60.5,59.35,59.81
2024-07-29,2024-07-29,59.68,59.68,61.84,58.89,61.79
2024-07-30,2024-07-30,52.6,52.6,53.42,52.27,53.22
2024-07-31,2024-07-31,52.07,52.07,53.3408,51.81,53.05
2024-08-01,2024-08-01,50.53,50.53,51.7701,49.65,51.56
2024-08-02,2024-08-02,49.87,49.87,52.28,49.73,51.73
2024-08-05,2024-08-05,42.62,42.62,44.33,39.56,39.66
2024-08-06,2024-08-06,45.32,45.32,45.54,43.43,44.04
2024-08-07,2024-08-07,43.67,43.67,45.9,43.59,45.67
2024-08-08,2024-08-08,47.43,47.43,47.79,45.24,46.13
2024-08-09,2024-08-09,48.41,48.41,48.76,47.48,48.2
2024-08-12,2024-08-12,47.1,47.1,48.44,46.11,47.51
2024-08-13,2024-08-13,48.5,48.5,49.16,46.97,47.04
2024-08-14,2024-08-14,46.99,46.99,48.64,46.79,48.55
2024-08-15,2024-08-15,45.5,45.5,47.75,45.21,47.18
2024-08-16,2024-08-16,47.63,47.63,47.775,45.99,46.74
2024-08-19,2024-08-19,47.02,47.02,47.31,46.33,46.89
2024-08-20,2024-08-20,47.49,47.49,48.66,46.68,48.3
2024-08-21,2024-08-21,49.12,49.12,49.18,46.94,47.38
2024-08-22,2024-08-22,48.06,48.06,48.6,47.91,48.5
2024-08-23,2024-08-23,50.79,50.79,50.98,48.5,48.73
2024-08-26,2024-08-26,50.5,50.5,50.975,50.28,50.89
2024-08-27,2024-08-27,49.51,49.51,49.81,48.98,49.78
2024-08-28,2024-08-28,46.94,46.94,47.8599,46.11,47.74
2024-08-29,2024-08-29,47.21,47.21,48.77,46.94,48.01
2024-08-30,2024-08-30,46.75,46.75,47.7,46.0,47.45
2024-09-03,2024-09-03,46.2,46.2,47.13,45.84,47.09
2024-09-04,2024-09-04,46.25,46.25,46.645,44.72,44.99
2024-09-05,2024-09-05,44.66,44.66,45.63,44.43,45.165
2024-09-06,2024-09-06,42.6,42.6,45.34,42.37,45.22
2024-09-09,2024-09-09,45.51,45.51,45.6,43.645,44.12
2024-09-10,2024-09-10,46.19,46.19,46.26,45.025,45.34
2024-09-11,2024-09-11,45.9,45.9,46.22,44.24,45.27
2024-09-12,2024-09-12,46.53,46.53,46.68,45.67,46.0
2024-09-13,2024-09-13,47.64,47.64,47.89,45.97,46.0
2024-09-16,2024-09-16,46.14,46.14,46.66,45.79,46.62
2024-09-17,2024-09-17,47.77,47.77,48.92,46.91,47.19
2024-09-18,2024-09-18,47.79,47.79,48.87,47.12,47.71
2024-09-19,2024-09-19,50.38,50.38,50.91,49.915,50.41
2024-09-20,2024-09-20,50.03,50.03,50.61,49.69,50.13
2024-09-23,2024-09-23,50.41,50.41,50.85,50.23,50.44
2024-09-24,2024-09-24,51.23,51.23,51.3,49.95,50.52
2024-09-25,2024-09-25,50.3,50.3,50.99,50.14,50.59
2024-09-26,2024-09-26,51.54,51.54,52.48,51.1,51.29
2024-09-27,2024-09-27,52.31,52.31,53.04,52.0804,52.31
2024-09-30,2024-09-30,50.5,50.5,51.0442,50.18,50.97
2024-10-01,2024-10-01,49.12,49.12,50.53,48.57,50.47
2024-10-02,2024-10-02,47.92,47.92,49.66,47.76,48.44
2024-10-03,2024-10-03,48.58,48.58,48.595,47.67,48.17
2024-10-04,2024-10-04,49.68,49.68,49.77,48.39,48.97
2024-10-07,2024-10-07,50.44,50.44,51.35,49.95,50.22
2024-10-08,2024-10-08,49.52,49.52,50.31,49.19,49.81
2024-10-09,2024-10-09,48.52,48.52,49.64,48.35,49.26
2024-10-10,2024-10-10,47.49,47.49,48.61,46.825,48.61
2024-10-11,2024-10-11,50.27,50.27,50.54,48.8571,48.86
2024-10-14,2024-10-14,52.48,52.48,52.84,51.475,51.54
2024-10-15,2024-10-15,53.3,53.3,54.15,51.575,52.44
2024-10-16,2024-10-16,53.88,53.88,54.38,53.42,54.0
2024-10-17,2024-10-17,53.16,53.16,53.88,53.04,53.3
2024-10-18,2024-10-18,54.6,54.6,54.98,53.91,54.0
2024-10-21,2024-10-21,53.89,53.89,54.04,53.13,54.03
2024-10-22,2024-10-22,53.64,53.64,53.85,52.96,53.37
2024-10-23,2024-10-23,52.83,52.83,53.19,51.835,52.9
2024-10-24,2024-10-24,54.32,54.32,54.34,53.51,53.72
2024-10-25,2024-10-25,53.09,53.09,54.73,52.37,54.1
2024-10-28,2024-10-28,55.38,55.38,55.63,54.41,54.81
2024-10-29,2024-10-29,57.67,57.67,58.6,56.4,56.62
2024-10-30,2024-10-30,57.08,57.08,57.65,56.79,57.09
2024-10-31,2024-10-31,55.61,55.61,57.27,55.54,57.25
2024-11-01,2024-11-01,55.01,55.01,56.97,54.655,55.8
2024-11-04,2024-11-04,53.49,53.49,54.67,53.37,54.52
2024-11-05,2024-11-05,55.17,55.17,56.06,54.64,55.08
2024-11-06,2024-11-06,60.6,60.6,60.91,58.4601,59.05
2024-11-07,2024-11-07,60.88,60.88,61.215,59.295,59.6
2024-11-08,2024-11-08,61.05,61.05,61.56,60.2,60.67
2024-11-11,2024-11-11,69.22,69.22,69.68,64.94,65.08
2024-11-12,2024-11-12,71.23,71.23,71.58,67.78,68.48
2024-11-13,2024-11-13,71.31,71.31,74.36,71.04,71.53
2024-11-14,2024-11-14,69.5,69.5,73.01,69.45,72.59
2024-11-15,2024-11-15,72.81,72.81,72.835,69.76,71.0
2024-11-18,2024-11-18,72.77,72.77,73.71,71.29,71.88
2024-11-19,2024-11-19,73.58,73.58,74.87,72.48,72.82
2024-11-20,2024-11-20,74.99,74.99,75.55,74.06,75.05
2024-11-21,2024-11-21,78.05,78.05,78.81,75.96,77.37
2024-11-22,2024-11-22,78.87,78.87,79.34,77.22,77.66
2024-11-25,2024-11-25,75.42,75.42,77.4479,74.95,77.35
2024-11-26,2024-11-26,72.17,72.17,75.34,71.94,73.2
2024-11-27,2024-11-27,76.82,76.82,77.41,74.9,75.15
2024-11-29,2024-11-29,77.09,77.09,78.6199,77.09,77.37
2024-12-02,2024-12-02,76.03,76.03,77.47,74.96,76.21
2024-12-03,2024-12-03,75.95,75.95,76.61,74.33,74.82
2024-12-04,2024-12-04,78.69,78.69,78.94,75.17,76.1
2024-12-05,2024-12-05,78.69,78.69,82.44,77.72,81.7
2024-12-06,2024-12-06,80.7,80.7,81.13,78.37,78.94
2024-12-09,2024-12-09,76.33,76.33,79.82,76.2301,78.67
2024-12-10,2024-12-10,76.56,76.56,78.1,74.81,77.84
2024-12-11,2024-12-11,80.51,80.51,80.87,78.19,78.31
2024-12-12,2024-12-12,79.41,79.41,81.5001,78.82,80.53
2024-12-13,2024-12-13,80.77,80.77,81.04,79.21,79.75
2024-12-16,2024-12-16,84.02,84.02,85.7101,82.78,82.85
2024-12-17,2024-12-17,84.71,84.71,86.11,83.925,85.48
2024-12-18,2024-12-18,79.81,79.81,83.34,79.32,83.12
2024-12-19,2024-12-19,76.32,76.32,81.6,75.76,81.25
2024-12-20,2024-12-20,76.47,76.47,77.62,75.26,75.43
2024-12-23,2024-12-23,73.71,73.71,75.81,73.23,75.69
2024-12-24,2024-12-24,78.45,78.45,78.65,76.54,76.79
2024-12-26,2024-12-26,75.76,75.76,76.625,75.42,75.92
2024-12-27,2024-12-27,74.88,74.88,76.44,73.95,76.33
