start_time,datetime,transactions_count_mean,transactions_count_total
2021-01-12 20:00:00,2021-01-12 20:00:00,160.98555957,44593
2021-01-12 21:00:00,2021-01-12 21:00:00,148.23420074,39875
2021-01-12 22:00:00,2021-01-12 22:00:00,148.45486111,42755
2021-01-12 23:00:00,2021-01-12 23:00:00,151.68634686,41107
2021-01-13 00:00:00,2021-01-13 00:00:00,150.05263158,37063
2021-01-13 01:00:00,2021-01-13 01:00:00,175.88811189,50304
2021-01-13 02:00:00,2021-01-13 02:00:00,186.372,46593
2021-01-13 03:00:00,2021-01-13 03:00:00,178.05,46293
2021-01-13 04:00:00,2021-01-13 04:00:00,168.85882353,43059
2021-01-13 05:00:00,2021-01-13 05:00:00,170.66296296,46079
2021-01-13 06:00:00,2021-01-13 06:00:00,171.98606272,49360
2021-01-13 07:00:00,2021-01-13 07:00:00,189.09259259,51055
2021-01-13 08:00:00,2021-01-13 08:00:00,201.27843137,51326
2021-01-13 09:00:00,2021-01-13 09:00:00,187.96197719,49434
2021-01-13 10:00:00,2021-01-13 10:00:00,180.65060241,44982
2021-01-13 11:00:00,2021-01-13 11:00:00,176.05511811,44718
2021-01-13 12:00:00,2021-01-13 12:00:00,179.68,49412
2021-01-13 13:00:00,2021-01-13 13:00:00,170.18478261,46971
2021-01-13 14:00:00,2021-01-13 14:00:00,179.32423208,52542
2021-01-13 15:00:00,2021-01-13 15:00:00,175.93949045,55245
2021-01-13 16:00:00,2021-01-13 16:00:00,173.4,45084
2021-01-13 17:00:00,2021-01-13 17:00:00,154.21885522,45803
2021-01-13 18:00:00,2021-01-13 18:00:00,163.06620209,46800
2021-01-13 19:00:00,2021-01-13 19:00:00,172.29019608,43934
2021-01-13 20:00:00,2021-01-13 20:00:00,152.66770186,49159
2021-01-13 21:00:00,2021-01-13 21:00:00,152.72852234,44444
2021-01-13 22:00:00,2021-01-13 22:00:00,162.3866171,43682
2021-01-13 23:00:00,2021-01-13 23:00:00,156.48550725,43190
2021-01-14 00:00:00,2021-01-14 00:00:00,162.13978495,45237
2021-01-14 01:00:00,2021-01-14 01:00:00,164.12847222,47269
2021-01-14 02:00:00,2021-01-14 02:00:00,175.39784946,48936
2021-01-14 03:00:00,2021-01-14 03:00:00,189.19183673,46352
2021-01-14 04:00:00,2021-01-14 04:00:00,175.67017544,50066
2021-01-14 05:00:00,2021-01-14 05:00:00,181.62711864,42864
2021-01-14 06:00:00,2021-01-14 06:00:00,181.61797753,48492
2021-01-14 07:00:00,2021-01-14 07:00:00,197.89591078,53234
2021-01-14 08:00:00,2021-01-14 08:00:00,211.21653543,53649
2021-01-14 09:00:00,2021-01-14 09:00:00,201.81021898,55296
2021-01-14 10:00:00,2021-01-14 10:00:00,180.10583942,49349
2021-01-14 11:00:00,2021-01-14 11:00:00,191.64728682,49445
2021-01-14 12:00:00,2021-01-14 12:00:00,180.8267148,50089
2021-01-14 13:00:00,2021-01-14 13:00:00,195.71705426,50495
2021-01-14 14:00:00,2021-01-14 14:00:00,196.61363636,51906
2021-01-14 15:00:00,2021-01-14 15:00:00,204.10646388,53680
2021-01-14 16:00:00,2021-01-14 16:00:00,205.49103943,57332
2021-01-14 17:00:00,2021-01-14 17:00:00,205.06810036,57214
2021-01-14 18:00:00,2021-01-14 18:00:00,193.56390977,51488
2021-01-14 19:00:00,2021-01-14 19:00:00,182.73306773,45866
2021-01-14 20:00:00,2021-01-14 20:00:00,169.03900709,47669
2021-01-14 21:00:00,2021-01-14 21:00:00,171.83333333,43302
2021-01-14 22:00:00,2021-01-14 22:00:00,165.0295203,44723
2021-01-14 23:00:00,2021-01-14 23:00:00,158.79296875,40651
2021-01-15 00:00:00,2021-01-15 00:00:00,168.9133574,46789
2021-01-15 01:00:00,2021-01-15 01:00:00,183.30578512,44360
2021-01-15 02:00:00,2021-01-15 02:00:00,193.7816092,50577
2021-01-15 03:00:00,2021-01-15 03:00:00,193.14234875,54273
2021-01-15 04:00:00,2021-01-15 04:00:00,186.5,51101
2021-01-15 05:00:00,2021-01-15 05:00:00,175.16304348,48345
2021-01-15 06:00:00,2021-01-15 06:00:00,199.12328767,58144
2021-01-15 07:00:00,2021-01-15 07:00:00,207.94945848,57602
2021-01-15 08:00:00,2021-01-15 08:00:00,221.3705036,61541
2021-01-15 09:00:00,2021-01-15 09:00:00,193.74626866,51924
2021-01-15 10:00:00,2021-01-15 10:00:00,185.39784946,51726
2021-01-15 11:00:00,2021-01-15 11:00:00,179.06382979,50496
2021-01-15 12:00:00,2021-01-15 12:00:00,192.90494297,50734
2021-01-15 13:00:00,2021-01-15 13:00:00,199.80597015,53548
2021-01-15 14:00:00,2021-01-15 14:00:00,204.13703704,55117
2021-01-15 15:00:00,2021-01-15 15:00:00,192.32107023,57504
2021-01-15 16:00:00,2021-01-15 16:00:00,196.34707904,57137
2021-01-15 17:00:00,2021-01-15 17:00:00,187.19503546,52789
2021-01-15 18:00:00,2021-01-15 18:00:00,172.20071685,48044
2021-01-15 19:00:00,2021-01-15 19:00:00,178.836,44709
2021-01-15 20:00:00,2021-01-15 20:00:00,173.52014652,47371
2021-01-15 21:00:00,2021-01-15 21:00:00,169.28244275,44352
2021-01-15 22:00:00,2021-01-15 22:00:00,162.75,44919
2021-01-15 23:00:00,2021-01-15 23:00:00,156.886121,44085
2021-01-16 00:00:00,2021-01-16 00:00:00,159.84563758,47634
2021-01-16 01:00:00,2021-01-16 01:00:00,175.98884758,47341
2021-01-16 02:00:00,2021-01-16 02:00:00,179.94035088,51283
2021-01-16 03:00:00,2021-01-16 03:00:00,189.34317343,51312
2021-01-16 04:00:00,2021-01-16 04:00:00,172.88435374,50828
2021-01-16 05:00:00,2021-01-16 05:00:00,168.13928571,47079
2021-01-16 06:00:00,2021-01-16 06:00:00,170.04150943,45061
2021-01-16 07:00:00,2021-01-16 07:00:00,210.94117647,50204
2021-01-16 08:00:00,2021-01-16 08:00:00,195.87241379,56803
2021-01-16 09:00:00,2021-01-16 09:00:00,198.35622318,46217
2021-01-16 10:00:00,2021-01-16 10:00:00,199.8962963,53972
2021-01-16 11:00:00,2021-01-16 11:00:00,184.25830258,49934
2021-01-16 12:00:00,2021-01-16 12:00:00,189.7556391,50475
2021-01-16 13:00:00,2021-01-16 13:00:00,200.12133891,47829
2021-01-16 14:00:00,2021-01-16 14:00:00,182.01115242,48961
2021-01-16 15:00:00,2021-01-16 15:00:00,186.74626866,50048
2021-01-16 16:00:00,2021-01-16 16:00:00,201.13074205,56920
2021-01-16 17:00:00,2021-01-16 17:00:00,199.2480916,52203
2021-01-16 18:00:00,2021-01-16 18:00:00,179.19285714,50174
2021-01-16 19:00:00,2021-01-16 19:00:00,180.69847328,47343
2021-01-16 20:00:00,2021-01-16 20:00:00,169.3410596,51141
2021-01-16 21:00:00,2021-01-16 21:00:00,173.18382353,47106
2021-01-16 22:00:00,2021-01-16 22:00:00,174.02621723,46465
2021-01-16 23:00:00,2021-01-16 23:00:00,171.55474453,47006
2021-01-17 00:00:00,2021-01-17 00:00:00,176.30901288,41080
2021-01-17 01:00:00,2021-01-17 01:00:00,178.31698113,47254
2021-01-17 02:00:00,2021-01-17 02:00:00,183.08148148,49432
2021-01-17 03:00:00,2021-01-17 03:00:00,174.37174721,46906
2021-01-17 04:00:00,2021-01-17 04:00:00,159.68367347,46947
2021-01-17 05:00:00,2021-01-17 05:00:00,161.90774908,43877
2021-01-17 06:00:00,2021-01-17 06:00:00,172.83524904,45110
2021-01-17 07:00:00,2021-01-17 07:00:00,190.86516854,50961
2021-01-17 08:00:00,2021-01-17 08:00:00,175.09818182,48152
2021-01-17 09:00:00,2021-01-17 09:00:00,181.29537367,50944
2021-01-17 10:00:00,2021-01-17 10:00:00,184.90118577,46780
2021-01-17 11:00:00,2021-01-17 11:00:00,181.63636364,45954
2021-01-17 12:00:00,2021-01-17 12:00:00,175.77224199,49392
