t,h,l,c,o,close,high,low,open,volume
1616803200.0,34247.15,32412.79,33062.47,34247.15,55828.0,56658.76,54001.0,55030.0,234435.346
1616889600.0,32800.14,31594.87,32231.13,32574.69,55805.08,56588.31,54694.91,55828.0,200603.768
1616976000.0,35624.57,31211.14,35624.57,32126.43,57677.64,58490.11,54931.15,55804.16,277215.268
1617062400.0,35389.53,32000.27,33902.9,35389.53,58794.16,59560.0,57110.0,57676.14,232824.065
1617148800.0,35379.93,33752.55,34540.26,34141.11,58807.24,59920.0,56812.0,58794.17,337038.349
1617235200.0,34918.4,33645.67,34198.68,34323.12,58794.01,59592.22,58002.0,58810.99,196332.114
1617321600.0,35289.26,33212.34,35159.64,33899.38,59031.36,60397.85,58490.03,58797.56,189391.958
1617408000.0,35762.59,34050.7,35762.59,34908.96,57134.65,59925.0,56900.0,59028.99,198636.171
1617494400.0,35607.26,34135.94,34135.94,35443.27,58234.61,58553.0,56517.23,57134.65,152454.122
1617580800.0,34495.89,33478.09,34407.4,33641.95,59243.39,59385.0,56808.94,58234.61,174338.646
1617667200.0,34769.35,32961,34769.35,34129.15,58059.99,59626.18,57500.0,59243.4,165562.029
1617753600.0,35703.78,32453.02,35377.33,34606.26,56018.18,58720.0,55536.07,58060.0,265271.707
1617840000.0,35699.85,34182.8,34182.8,35445.74,58122.26,58200.0,55759.13,56018.17,161389.858
1617926400.0,33991.07,32122.69,32259.49,33991.07,58176.03,58950.0,57700.0,58122.93,141690.144
1618012800.0,35724.41,31939.64,35724.41,32318.81,59832.43,61800.0,57943.95,58176.04,240907.592
1618099200.0,35565.96,33074.21,34610.7,35565.96,60090.2,60816.88,59304.02,59832.43,148499.824
1618185600.0,36529.87,34150.74,35745.78,34665.12,59911.18,61449.91,59500.0,60093.26,196147.561
1618272000.0,40218.13,35455.92,38356.52,35845.35,63649.71,63850.0,59873.01,59911.19,279389.492
1618358400.0,38539.93,37015.46,37015.46,38443.34,63019.1,64986.11,61404.0,63645.05,323454.88
1618444800.0,37337.59,35980.22,36283.65,36661.12,63232.55,63905.83,62157.89,63018.34,178604.198
1618531200.0,39393.2,34808.28,34808.28,36184.45,61424.67,63600.0,60100.0,63232.56,255765.893
1618617600.0,35995.88,33836.7,35320,34775.24,60090.14,62610.0,59620.0,61424.67,194112.299
1618704000.0,36458.44,28184.97,28184.97,35248.86,56140.05,60450.0,50050.0,60090.14,522006.276
1618790400.0,29085.13,26591.61,27195.87,28350.64,55634.39,57532.7,54200.0,56140.05,285041.716
1618876800.0,29776.95,27155.08,28349.74,27155.08,56410.56,57060.0,53330.82,55634.38,324494.085
1618963200.0,28743.58,27532.43,28248.03,28209.51,53800.0,56756.78,53610.0,56411.25,252601.972
1619049600.0,31428.13,28570.06,31355.92,28622.57,51714.61,55470.51,50534.34,53794.72,453489.185
1619136000.0,34918.04,31157.82,32214.65,31301.11,51122.62,52152.0,47546.16,51714.62,554666.026
1619222400.0,33908.76,32204.4,32976.93,32204.4,50092.4,51183.51,48690.0,51122.63,299663.131
1619308800.0,34238.51,33062.02,33116.17,33548.36,49063.94,50577.9,46930.43,50094.27,310306.501
1619395200.0,32706.46,28248.73,28248.73,32706.46,53984.33,54364.89,48763.0,49063.94,390494.148
1619481600.0,29672.15,27843.95,27874.44,28276.24,55006.25,55500.0,53225.14,53984.34,225440.361
1619568000.0,28757.95,27741.52,28653.47,27768.41,54861.77,56574.13,53852.0,55006.25,263170.559
1619654400.0,31087.43,28001.09,30592.6,28432.01,53558.8,55222.02,52350.0,54861.76,257045.19
1619740800.0,32961.13,29806.05,32442.31,30354.28,57684.16,57935.0,53043.62,53558.57,294683.751
1619827200.0,33838.17,31957.51,32404.52,31975.96,57836.34,58488.17,57051.23,57688.29,207854.398
1619913600.0,34060.62,32521.48,33192.26,32521.48,56630.33,57959.97,56100.0,57836.35,203712.515
1620000000.0,35395.51,32019.91,34983.02,33261.27,57214.83,59056.59,56500.65,56630.34,271733.972
1620086400.0,35710.82,33033.58,33686.72,34863.07,53263.32,57253.76,53094.59,57214.84,388988.754
1620172800.0,33759.46,31118.64,31118.64,33759.46,57497.77,57940.0,52880.38,53263.32,317811.705
1620259200.0,33866.61,31185.04,33376.07,31190.95,56435.35,58450.0,55297.91,57497.76,275471.204
1620345600.0,33440.33,31431.69,31719.41,33270.3,57350.88,58800.0,55300.0,56435.35,256159.504
1620432000.0,34446.16,30933.67,33071.27,31712.64,58924.98,59590.96,56961.25,57350.89,264906.729
1620518400.0,33807.34,32099.62,32099.62,32949.64,58292.53,59335.19,56316.0,58926.36,245954.014
1620604800.0,36749.12,31379.67,35848.05,31792.5,55869.67,59654.0,53250.0,58292.53,396237.133
1620691200.0,34121.24,32264.64,32356.29,32823.2,56710.43,56908.66,54541.33,55869.41,267226.104
1620777600.0,35611.92,30736.01,34474.3,32116.59,49595.76,58049.99,48503.74,56712.7,472329.152
1620864000.0,34424.34,30118.86,33772.34,31697.77,49707.9,51358.0,45596.32,49596.75,652476.689
1620950400.0,34292.93,32568.48,32699.26,34162.82,49873.27,51533.0,48870.41,49706.27,319069.002
1621036800.0,36430.8,33037.92,35956.54,33037.92,46793.41,50709.43,46584.32,49873.26,442023.496
1621123200.0,38088.74,35433.02,37148.24,36778.57,46429.28,49829.39,43866.0,46794.62,604537.63
1621209600.0,43611.43,36727.19,42434.7,36969.52,43566.18,46655.0,42151.0,46429.28,809129.365
1621296000.0,43002.34,40177.15,43002.34,42682.77,42882.53,45846.61,42268.0,43565.11,590358.592
1621382400.0,46292.63,30305.54,30305.54,42098.71,36689.14,43615.93,28688.0,42882.54,1373851.849
1621468800.0,26287.17,24120.55,25270.52,26287.17,40500.3,42460.0,34882.0,36689.14,775185.113
1621555200.0,27363.73,24193.05,27363.73,25226.94,37211.02,42270.42,33400.0,40500.0,930671.747
1621641600.0,29523.06,27109.78,29489.94,27557.61,37432.58,38851.34,35201.11,37210.01,588166.784
1621728000.0,33013.83,27889.96,30840.82,29303.35,34651.6,38261.71,31096.7,37436.0,996815.017
1621814400.0,34508.7,30009.8,31854.28,31010.31,38779.66,39917.09,34366.0,34656.53,707903.071
1621900800.0,33295.86,29347.53,31230.54,32581.38,38326.84,39790.05,36439.32,38783.58,598836.411
1621987200.0,35153.73,30192.07,35153.73,31010.13,39224.2,40900.0,37804.76,38326.84,577032.81
1622073600.0,35177.1,31111.01,33477.66,35177.1,38527.38,40438.82,37133.22,39224.21,543338.566
1622160000.0,36840.5,31285.1,36135,34895.73,35670.99,38888.35,34689.57,38527.38,832363.425
1622246400.0,38464.33,35127.33,37606.4,36332.28,34611.94,37375.0,33650.0,35670.99,733902.825
1622332800.0,40470.03,36592.18,40470.03,39097.65,35651.81,36501.0,33356.0,34611.95,511834.746
1622419200.0,40686.79,36695.97,40000.46,40686.79,37243.38,37500.0,34150.0,35651.8,635082.121
1622505600.0,39696.2,36412.45,37576.1,39588.02,36693.41,37893.76,35500.0,37244.36,590822.54
1622592000.0,41352.21,37264.13,41352.21,38680.42,37569.99,38232.99,35905.0,36694.37,441719.806
1622678400.0,43637.26,38956.07,43637.26,41308.11,39247.4,39470.0,37150.15,37570.0,507429.005
1622764800.0,44542.77,41567.66,42491.02,43460.2,36828.03,39297.35,35552.51,39247.4,700625.866
1622851200.0,43374.14,40614.98,42387.74,42962.36,35498.62,37900.49,34800.0,36828.03,631028.448
1622937600.0,46127.5,42247.01,45558.64,42247.01,35801.71,36521.16,35201.86,35497.93,443601.064
1623024000.0,45885.88,42667.69,45255.21,45591.64,33550.96,36820.0,33200.0,35801.71,636735.873
1623110400.0,50770.4,45258.89,49784.67,45258.89,33372.58,34061.57,30969.0,33550.97,976693.026
1623196800.0,55300.93,46331.38,55300.93,49083.84,37368.45,37511.31,32390.0,33372.58,1031014.087
1623283200.0,52910.85,48623.48,49120.43,52910.85,36669.66,38489.0,35750.0,37369.99,803185.699
1623369600.0,49394.61,46173.74,48330.53,49394.61,37300.42,37679.54,35900.0,36669.65,586122.898
1623456000.0,49775.62,47527.87,48614,48115,35537.05,37432.95,34585.9,37300.41,623532.476
1623542400.0,51506.43,47464.78,51506.43,47888.13,38993.65,39374.18,34739.06,35535.95,647035.314
1623628800.0,53720.5,49806.17,52794.09,52316.9,40489.1,41000.0,38720.0,38993.66,704979.881
1623715200.0,52817.73,48832.5,52348.35,52817.73,40132.86,41413.0,39500.0,40489.1,632066.994
1623801600.0,52810.72,49796.86,52288.66,52394.21,38344.97,40495.0,38105.0,40132.86,673235.496
1623888000.0,55780.35,50774.84,55665.71,53602.16,38060.71,39565.0,37334.76,38344.97,603849.861
1623974400.0,56464.57,53085.17,54993.99,55431.06,35811.41,38198.0,35100.0,38060.71,790379.249
1624060800.0,55872.21,50682.33,55872.21,55580.56,35483.0,36471.8,34704.08,35811.41,642185.382
1624147200.0,58472.39,51946.94,58146.42,55282.85,35588.64,36155.0,33312.0,35483.01,829896.441
1624233600.0,55994.02,51809.74,51809.74,54162.45,31606.0,35746.28,31250.51,35588.63,1397330.662
1624320000.0,57218.28,50771.74,50771.74,51083.86,32496.0,33274.0,28780.01,31606.0,1531824.85
1624406400.0,56421.48,51627.19,51882.76,51627.19,33649.0,34867.77,31711.5,32496.0,960700.369
1624492800.0,56073.65,51958.31,55506.34,52129.37,34644.64,35406.74,32300.0,33650.0,774899.165
1624579200.0,57277.94,52836.33,52967.05,55519.05,31568.07,35500.0,31250.0,34644.65,1093051.375
1624665600.0,56155.88,52462.48,54603.42,53034.58,32255.56,32720.52,30120.0,31569.18,1091384.749
1624752000.0,57477.41,55037.9,55463.66,55610.05,34687.71,34762.0,31960.0,32250.15,897147.453
1624838400.0,60205.12,55031.13,55031.13,55625.22,34487.22,35279.38,33855.0,34687.71,706158.545
1624924800.0,60349.26,55049.15,56663.84,55049.15,35911.26,36623.0,34206.0,34486.58,806140.329
1625011200.0,58081.59,53869.91,54833.73,56508.15,35031.39,36089.96,34042.74,35910.64,719742.983
1625097600.0,58509.64,54697.09,56205.39,55110.49,33489.96,35044.98,32672.04,35031.39,758966.493
1625184000.0,59340.58,54875.11,57341.25,56267.34,33760.94,33960.0,32684.0,33489.96,664923.202
1625270400.0,62524.25,56639.31,59973.45,56910.7,34652.94,34948.16,33296.98,33760.94,510614.258
1625356800.0,62246.93,59077.78,59726.61,59271.21,35280.16,35955.55,34340.75,34653.32,451001.556
1625443200.0,64972.06,59270.69,59838.33,59781.68,33672.72,35281.55,33032.0,35280.17,736706.409
1625529600.0,60738.17,57334.74,57334.74,59392.4,34206.01,35120.0,33500.0,33672.72,644229.007
1625616000.0,59263.65,57032.19,57596.26,57434.8,33845.64,35089.56,33756.48,34206.0,456218.909
1625702400.0,64127.84,58030.74,62122.66,58030.74,32852.04,33910.0,32066.0,33845.63,650317.664
1625788800.0,66413.29,61488.6,62168.91,62315.02,33805.01,34100.0,32250.0,32855.0,485662.879
1625875200.0,63336.99,59822.32,61796.87,62092.76,33497.98,34248.58,33010.0,33805.01,410271.979
1625961600.0,65288.85,60821.65,63220.13,60821.65,34253.81,34629.62,33306.03,33497.98,343905.35
1626048000.0,65591.43,60170.44,60303.65,62793.99,33070.87,34662.73,32650.0,34253.88,502747.758
1626134400.0,65458.01,60271.27,62524,60663.37,32709.09,33336.0,32186.99,33070.86,466567.713
1626220800.0,64933.6,59893.31,59893.31,62753.83,32803.01,33176.47,31556.02,32708.66,521140.41
1626307200.0,66475.17,59261.13,65607.09,59347.89,31866.43,33170.0,31140.0,32803.0,539111.667
1626393600.0,68007.42,62355.82,62355.82,64980.39,31382.95,32245.0,31018.59,31865.53,516577.743
1626480000.0,67030.38,61166.51,65737.68,62410.35,31496.65,31945.0,31150.02,31382.96,422650.418
1626566400.0,69205.56,64059.57,64059.57,66119.74,31767.0,32435.93,31075.1,31496.65,412189.401
1626652800.0,72905.74,64052.12,71896.02,64468.45,30823.62,31890.0,30358.77,31765.23,486305.627
1626739200.0,72585.88,69113.19,70473,72080.15,29775.9,31050.0,29242.24,30823.62,602688.19
1626825600.0,75814.39,68265.28,68583.94,70265.14,32120.0,32883.9,29472.41,29775.89,787077.39
1626912000.0,70677.4,67069.5,67194.16,68681.81,32268.11,32583.48,31700.0,32120.0,397258.936
1626998400.0,71620.48,67690.5,68532.84,67690.5,33634.46,33650.0,31970.82,32268.12,404650.016
1627084800.0,70897.42,67732.43,68674.74,68639.83,34230.0,34471.0,33379.81,33631.74,376046.028
1627171200.0,72588.92,68516.48,72588.92,68516.48,35370.66,35400.0,33812.0,34230.0,404114.844
1627257600.0,72269.98,51649.04,53916.55,72269.98,37218.09,48168.6,35185.49,35370.67,1162332.857
1627344000.0,59126.11,52201.26,55030.72,53717.76,39442.33,39546.34,36384.31,37218.09,675104.157
1627430400.0,58735.33,55390.68,55756.32,55672.85,40003.08,40894.0,38753.0,39448.06,736196.234
1627516800.0,60008.65,55308.3,57928.93,55308.3,40012.9,40665.0,39203.83,40003.08,463917.872
1627603200.0,58836.88,52692.48,53640.05,56591.8,42203.25,42316.6,38320.0,40012.89,561474.309
1627689600.0,57053.54,53749.85,54604.76,53841.6,41448.11,42494.0,41030.19,42202.6,381521.899
1627776000.0,55980.48,52193.25,52193.25,54003.15,39846.78,42614.98,39350.4,41448.1,487529.044
1627862400.0,54296.06,49892.01,52594.19,49941.62,39147.48,40450.0,38658.0,39846.78,451872.128
1627948800.0,57262.17,53303.47,57262.17,53761.56,38203.26,39774.93,37600.0,39147.47,517219.517
1628035200.0,60641.54,55100.59,55100.59,57071.59,39731.31,39975.32,37500.0,38201.33,479560.473
1628121600.0,61203.23,53854.64,54511.29,55181.88,40882.4,41350.0,37291.0,39731.31,746249.712
1628208000.0,57398.99,54879.46,55035.17,54970.46,42825.43,43400.0,39849.82,40882.39,653451.154
1628294400.0,56247,52703.65,52703.65,55436.17,44601.11,44753.01,42395.2,42825.43,583750.891
1628380800.0,57075.81,53445.81,53851.25,54270.67,43787.71,45350.0,43265.0,44601.11,553684.698
1628467200.0,60380.07,52420.86,56622.02,52420.86,46259.7,46483.0,42785.0,43787.71,626220.503
1628553600.0,57495.95,54871.23,54973.66,56594.37,45589.99,46800.0,44670.05,46259.7,460478.861
1628640000.0,56490.96,53746.39,56373.78,54877.56,45522.12,46754.27,45354.0,45589.99,390660.571
1628726400.0,60130.46,56269.95,56555.15,56362.99,44385.09,46226.67,43800.0,45522.13,468276.056
1628812800.0,59192.32,53492.74,54929.93,56298.66,47792.52,47980.69,44208.88,44385.09,438025.46
1628899200.0,57902.54,55066.79,55066.79,55861.83,47083.74,48300.0,46000.0,47792.52,374368.796
1628985600.0,59318.83,54135.03,54135.03,55445.67,47006.02,47388.75,45480.0,47083.75,370950.807
1629072000.0,58381.83,51415.48,56605.67,53373.46,45926.23,48074.23,45682.03,47006.02,412537.605
1629158400.0,57595.27,54925.55,57017.01,56836.08,44704.84,47194.0,44412.01,45926.23,474316.4
1629244800.0,57653.39,55317.16,55317.16,57342.77,44714.09,46050.0,44227.32,44704.85,395836.158
1629331200.0,58828.32,54311.84,55413.04,55038.02,46772.0,47100.0,43938.38,44714.09,439402.162
1629417600.0,59001.99,54713.77,58080,55063.14,49332.74,49500.0,46650.0,46772.0,401499.081
1629504000.0,59510.25,57342.17,58260.52,58113.57,48848.29,49833.0,48250.0,49332.99,347594.451
1629590400.0,60749.26,57202.16,57202.16,58564.45,49273.28,49556.2,48075.81,48846.11,294672.223
1629676800.0,62688.01,57158.95,61083.75,57158.95,49523.91,50600.0,49075.01,49273.28,355733.496
1629763200.0,64077.79,60608.99,62322.04,60667.28,47719.36,49888.88,47600.0,49523.23,398682.002
1629849600.0,64357.24,59735.02,59735.02,63301.5,48992.65,49297.8,47130.57,47719.37,389100.384
1629936000.0,64899.22,59049.23,61114.12,59747.96,46853.06,49380.0,46280.0,48992.65,475183.123
1630022400.0,61734.26,58328.58,58556.89,60678.23,49083.98,49220.0,46359.97,46854.22,403667.012
1630108800.0,62565.36,58446.6,59744.6,58446.6,48931.99,49333.0,48395.65,49082.13,222793.024
1630195200.0,59846.64,57222.81,57554.96,59801.13,48795.41,49769.2,47741.31,48931.99,315105.499
1630281600.0,63299.28,57568.33,59376.2,57568.33,47024.7,48916.25,46876.49,48795.42,351830.754
1630368000.0,62420.22,57649.21,60964.19,59597.33,47150.32,48298.0,46731.03,47024.69,365548.209
1630454400.0,62436.86,60691.78,61688.59,60691.78,48842.94,49160.79,46550.99,47150.32,350108.374
1630540800.0,65740.08,59976.92,64106.67,60047.49,49299.14,50420.0,48631.2,48842.93,361863.055
1630627200.0,64027.64,60919.28,62144.7,64027.64,50027.08,51111.0,48333.0,49299.14,430326.386
1630713600.0,61473.89,57965.11,57965.11,61473.89,49940.74,50582.08,49360.0,50027.09,274956.842
1630800000.0,62071.8,55827.85,62071.8,57264.06,51799.57,51950.0,49462.59,49942.2,288984.124
1630886400.0,64655.68,61229.03,61567.73,62507.46,52683.97,52830.0,51040.0,51799.56,297734.284
1630972800.0,63056.49,42445.42,43656.74,61981.77,46864.39,52950.0,42088.0,52683.98,764140.139
1631059200.0,46898.38,43910.48,45713.95,43910.48,46062.29,47347.0,44431.0,46864.38,435803.011
1631145600.0,47553.57,44957.79,45196.11,45560.42,46413.88,47400.0,45500.0,46060.02,309015.75
1631232000.0,50321.21,45115.37,47695.14,45391.23,44860.83,47037.5,44120.0,46413.88,343533.069
1631318400.0,48943.8,46832.39,47374.32,47561.07,45193.78,45999.0,44737.4,44860.83,194144.115
1631404800.0,49159.39,47492.2,48717.79,47492.2,46046.73,46512.2,44746.51,45194.19,223534.63
1631491200.0,52322.18,46478.07,46646.84,48292.31,44975.96,46933.89,43323.93,46048.02,448942.068
1631577600.0,49925.12,45998.03,48953.78,46753.76,47087.18,47272.98,44692.9,44975.96,277925.721
1631664000.0,53307.01,49371.46,51230.56,49371.46,48106.12,48440.93,46675.0,47087.18,244226.37
1631750400.0,51864.2,49506.41,50087.46,51646.63,47745.55,48488.0,47038.21,48106.13,260044.727
1631836800.0,51584.05,50069.5,50720.1,50069.5,47303.11,48150.0,46750.0,47745.55,226193.34
1631923200.0,53966.48,50505.39,51723.34,50505.39,48285.15,48850.0,47044.32,47303.11,207900.413
1632009600.0,52960.92,51103.47,51444.39,51103.47,47256.91,48364.64,46840.0,48284.61,212631.933
1632096000.0,51967.19,48135.79,48135.79,51644.44,43026.6,47345.0,42467.86,47256.92,600764.629
1632182400.0,48797.35,45155.62,46332.75,48797.35,40726.1,43629.6,39503.58,43026.61,683242.002
1632268800.0,47776.86,43864.58,43881.42,46692.51,43520.0,43989.98,40551.49,40727.83,400849.752
1632355200.0,46376.83,44013.86,46225.54,44013.86,44828.29,44976.48,43056.0,43520.0,330253.525
1632441600.0,49449.21,45689.93,45934,46428.22,42798.49,45134.33,40650.0,44828.29,608595.52
1632528000.0,46202.49,43689.73,43831.76,45175.57,42651.58,42950.0,41630.26,42798.49,277084.795
1632614400.0,47662.48,43913.76,44281.3,43913.76,43150.0,43940.0,40725.01,42646.84,354393.916
1632700800.0,46446.66,44240.47,44323.63,44240.47,42122.69,44350.0,42059.13,43150.01,285311.606
1632787200.0,48472.34,43459.93,46820.58,43992.1,41006.32,42749.0,40854.0,42122.69,359745.538
1632873600.0,48168.44,45325,48168.44,45711.54,41499.71,42576.8,40708.73,41002.96,293307.589
1632960000.0,48641.27,45345.84,47568.36,48155.51,43796.57,44100.0,41387.78,41499.7,389185.646
1633046400.0,56421.05,47917.6,50558.68,47917.6,48123.94,48450.0,43260.01,43799.49,449491.768
1633132800.0,50847.98,48902.88,49631.67,50847.98,47626.61,48338.68,47410.0,48123.93,182565.988
1633219200.0,50703.09,47963.96,47963.96,49865.48,48187.3,49304.12,47071.26,47626.62,212410.375
1633305600.0,48510.22,46661.62,48121.2,48050.6,49198.22,49544.48,46885.29,48187.99,324424.837
1633392000.0,53605.35,47978.21,52457.38,48042.67,51455.12,51888.0,49009.21,49199.78,314043.813
1633478400.0,54975.41,49644.17,49644.17,52761.47,55321.6,56416.02,50410.0,51460.22,418731.748
1633564800.0,52677.55,49474.74,52133.13,50053.28,53814.99,55337.8,53374.34,55327.45,262974.545
1633651200.0,52916.54,50639.19,50839.8,52131.08,53975.0,56208.73,53647.3,53814.99,255210.035
1633737600.0,51470.68,50798.8,51282.87,50945.96,54960.77,55589.0,53656.66,53974.99,167495.393
1633824000.0,52815.72,50988.62,51667.94,50988.62,54700.0,56789.0,54101.0,54960.79,289072.818
1633910400.0,54657.11,51395.04,54545.81,52509.22,57500.01,57880.0,54458.0,54700.0,314868.05
1633996800.0,55432.26,51928.67,52065.15,54294.54,56011.84,57756.52,53750.0,57500.01,349147.775
1634083200.0,52649.16,48396.39,48844.47,51250.25,57393.65,57822.38,54271.24,56011.83,327714.318
1634169600.0,51176.23,48767.28,50399.27,48767.28,57378.19,58586.67,56800.0,57393.65,254719.751
1634256000.0,55399.26,50306.01,53145.58,50462.43,61702.33,63997.61,56900.0,57377.12,493366.513
1634342400.0,54685.2,52056.59,54258.73,52841.69,60925.56,62444.23,60220.0,61702.33,213251.899
1634428800.0,56003.18,53323.95,53323.95,54166.95,61571.45,61796.47,58850.0,60925.56,240132.514
1634515200.0,54486.17,51737.07,51800.03,53226.06,62037.92,62800.0,59897.61,61571.45,333278.481
1634601600.0,55661.33,51728.67,55415.63,51778.17,64316.7,64500.0,61300.0,62037.92,379243.718
1634688000.0,57034.55,55250.64,57034.55,55541.36,66064.24,67150.0,63518.81,64314.75,324737.868
1634774400.0,57817.21,54323.15,54540.12,56970.43,62260.33,66750.0,62000.0,66064.25,478610.458
1634860800.0,56293.54,54787.94,56293.54,55172.59,60734.27,63796.2,60011.9,62260.33,350359.527
1634947200.0,57565.01,54136.77,56148.58,55896.4,61325.11,61780.0,59622.0,60734.28,222553.478
1635033600.0,57985.22,54685.47,57985.22,55486.66,60902.82,61550.0,59504.46,61325.09,245816.821
1635120000.0,58698.69,55149.7,56209.98,58698.69,63127.04,63795.98,60701.0,60902.82,234201.1
1635206400.0,57208.11,55061.42,57208.11,56813.34,60358.75,63362.06,59838.05,63129.25,252256.924
1635292800.0,58750.4,54693.74,56233.62,56388.35,58449.36,61550.0,57865.0,60358.74,329112.396
1635379200.0,56420.45,51780.44,55439.88,56420.45,60622.03,62641.26,57550.0,58449.36,333323.116
1635465600.0,55079.65,51401.06,52276.48,55079.65,62308.22,63069.71,60222.0,60622.02,218355.773
1635552000.0,53001.2,51999.92,52044.4,52420.9,61895.19,62415.85,60631.23,62308.21,156041.523
1635638400.0,55976.38,51348.73,55443.09,51807.63,61348.61,62462.99,60008.0,61895.19,183599.524
1635724800.0,55287.39,54289.03,54997.27,55287.39,60942.87,62543.58,59400.0,61347.14,246158.361
1635811200.0,55623.7,53607.89,54992.54,53643.36,63266.69,64349.55,60659.58,60942.87,217592.062
1635897600.0,55928.87,52726.94,52726.94,55092.91,62946.45,63613.0,60300.0,63266.69,211190.183
1635984000.0,56242.82,53160.24,55812.64,53160.24,61431.86,63149.0,60703.0,62946.45,184677.079
1636070400.0,56977.32,54252.55,56644.65,55570.71,61006.0,62671.48,60762.0,61433.9,157569.637
1636156800.0,59578.32,56757.86,57012.31,57014.93,61511.3,61645.75,60100.0,61006.0,154919.118
1636243200.0,56990.76,55251.82,55639.31,56990.76,63316.4,63377.58,61368.26,61511.3,142878.208
1636329600.0,60655.41,56809.8,59600.31,56809.8,67606.96,67932.89,63308.7,63316.4,274932.146
1636416000.0,61483.04,59539.94,60011.97,60108.13,67009.98,68675.16,66300.0,67606.96,231843.834
1636502400.0,62111.53,56626.5,56714.98,59977.96,64920.13,69198.7,62400.51,67010.65,347835.573
1636588800.0,57158.76,54806.62,54806.62,57158.76,64831.3,65646.98,64147.12,64920.13,178279.275
1636675200.0,60225.98,55066.61,57761.73,55066.61,64156.08,65500.0,62313.0,64831.2,264576.325
1636761600.0,58969.11,57078.53,57120.34,57895.76,64427.0,65073.24,63430.01,64156.08,124466.493
1636848000.0,59229.25,56728.46,57945.16,57136.71,65568.39,65569.99,63640.0,64426.99,146424.701
1636934400.0,62189.05,57698.82,61860.82,57698.82,63654.49,66395.05,63351.58,65568.38,210026.602
1637020800.0,65414.53,60514.63,60545.16,62331.63,60106.03,63655.77,58397.14,63654.49,475025.706
1637107200.0,63989.06,59652.73,59652.73,60592.17,60366.96,60848.85,58336.68,60106.03,287388.873
1637193600.0,62815.74,59782.67,60595.16,59782.67,56921.05,60999.0,56505.48,60366.97,412021.672
1637280000.0,61542.64,59198.25,59198.25,61129.34,58069.51,58333.0,55604.0,56921.04,245356.121
1637366400.0,59269.59,56984.18,57407.45,59046.81,59716.29,59873.84,57372.0,58069.52,173697.342
1637452800.0,57502.44,56257.07,56257.07,57200.87,58661.39,60052.82,58518.88,59716.28,143887.271
1637539200.0,60284.08,56240.75,60023.35,56240.75,56268.31,59624.56,55600.0,58648.87,326184.881
1637625600.0,61848.23,59800.27,60393.27,60535.52,57574.23,57888.0,55250.0,56268.31,267790.325
1637712000.0,62832.42,59378.92,62832.42,60228.71,57165.08,57775.27,55900.0,57574.24,194683.757
1637798400.0,61878.37,60103.56,60892.08,61878.37,58988.21,59449.62,57029.0,57165.09,191912.653
1637884800.0,67965.48,60805.33,67965.48,60828.88,53755.65,59186.41,53500.0,58988.36,378650.919
1637971200.0,67569.34,64225.13,64225.13,67443.66,54738.77,55300.0,53640.69,53755.66,155119.117
1638057600.0,64409.88,63140.84,63984.02,64249.5,57315.73,57474.76,53245.0,54738.77,213600.615
1638144000.0,64948.17,60615.85,61516.2,63994.57,57827.98,58924.21,56715.0,57315.72,215111.466
1638230400.0,61947.9,59357.49,60962.21,61548.24,56975.0,59224.99,55900.0,57827.97,337624.148
1638316800.0,61441.71,59240.98,61029.32,60734.24,57209.29,59100.0,56500.0,56978.06,273959.104
1638403200.0,61769.22,59928.42,60494.6,61248.54,56513.57,57428.49,55800.0,57209.28,249985.255
1638489600.0,61609.63,59752.78,61609.63,60310.61,53612.0,57670.0,50604.0,56513.56,374132.016
1638576000.0,66683.84,41688.83,41688.83,64730.54,49135.66,53889.69,40888.89,53611.86,598774.989
1638662400.0,42295.56,39548.09,42295.56,41629.33,49376.6,49699.49,47755.0,49135.66,286434.382
1638748800.0,40975.58,39385.5,39385.5,40975.58,50424.72,50888.0,47000.0,49373.83,357711.029
1638835200.0,40187.2,37499.42,40068.57,39558.97,50577.2,51929.0,50012.0,50424.72,224670.618
1638921600.0,41894.68,38992.7,40135.6,40536.61,50455.61,51210.6,48533.33,50577.2,238229.884
1639008000.0,41432.32,38977.02,41432.32,39510.15,47539.76,50773.03,47312.89,50459.61,273086.086
1639094400.0,43106.34,40343.7,40343.7,42314.57,47136.35,50188.42,46828.23,47539.34,302974.429
1639180800.0,40443.34,38728.82,39424.98,39605.9,49381.15,49499.05,46724.35,47132.31,210959.992
1639267200.0,43745.38,39639.11,43745.38,39639.11,50057.01,50768.0,48616.16,49379.51,183434.285
1639353600.0,44092.14,42000.87,43540.52,43712.22,46679.93,50180.0,45600.0,50057.02,348551.322
1639440000.0,45485.47,42707.5,43053.67,44152.87,48324.04,48657.92,46255.6,46679.93,266213.627
1639526400.0,44656.29,42377.65,44656.29,42663.78,48870.48,49479.75,46518.73,48324.0,345239.891
1639612800.0,48360.6,43704.45,47529.3,44654.1,47624.5,49439.79,47500.0,48870.48,215874.187
1639699200.0,52220.3,47232.52,50154.3,47565.88,46125.33,47988.27,45373.11,47629.1,326458.135
1639785600.0,53082.05,50631.42,53077.44,50631.42,46815.99,47336.99,45438.43,46125.33,191006.415
1639872000.0,57326.06,53207.85,56254.77,53207.85,46668.63,48461.17,46399.37,46815.99,241698.541
1639958400.0,62145.48,56055.48,61379.55,56055.48,46898.14,47533.42,45530.67,46668.65,273804.259
