h,c,o,l,t,low,open,close,volume,high
0.012283,0.009686,0.00731,0.006617,1729555200,66536.5,67368.7,67406.4,218518.977,67825.0
0.012112,0.011317,0.009686,0.008041,1729641600,65222.3,67406.5,66647.2,248215.058,67449.0
0.013688,0.009667,0.011317,0.007409,1729728000,66482.0,66647.3,68173.8,212340.722,68842.5
0.01181,0.008327,0.009667,0.001952,1729814400,65557.2,68173.8,66662.8,348511.871,68748.0
0.009589,0.008334,0.008327,0.004915,1729900800,66414.1,66662.7,67071.8,94169.992,67450.0
0.009979,0.009808,0.008334,0.006829,1729987200,66909.4,67071.9,67992.6,88468.808,68306.1
0.013181,0.010172,0.009808,0.005661,1730073600,67584.2,67992.7,69940.0,256128.622,70331.0
0.015122,0.01485,0.010172,0.008481,1730160000,69733.0,69939.9,72739.5,382502.06,73660.0
0.016749,0.012067,0.01485,0.010486,1730246400,71444.2,72739.5,72349.0,227108.808,72984.9
0.0138,0.012637,0.012067,0.007973,1730332800,69705.0,72349.0,70321.9,256485.328,72720.3
0.012637,0.011885,0.012637,0.006539,1730419200,68822.5,70321.9,69495.5,352591.088,71650.0
0.011885,0.010028,0.011885,0.008386,1730505600,69022.8,69495.4,69366.6,79314.105,69913.1
0.011372,0.010463,0.010028,0.008897,1730592000,67446.6,69366.6,68762.5,226477.376,69393.7
0.01131,0.009991,0.010463,0.007478,1730678400,66810.0,68762.5,67834.3,244912.166,69495.3
0.010923,0.007504,0.009991,0.006344,1730764800,67454.2,67834.4,69353.1,273070.87,70537.4
0.023373,0.009716,0.007504,0.006056,1730851200,69272.7,69353.1,75579.9,677440.286,76420.0
0.017826,0.007711,0.009716,0.005523,1730937600,74450.0,75579.9,75859.4,280675.033,76900.0
0.013335,0.005571,0.007711,0.004657,1731024000,75576.3,75859.4,76482.2,230370.324,77182.9
0.012514,0.012414,0.005571,0.005571,1731110400,75683.2,76482.2,76675.1,117754.034,76920.0
0.04328,0.041948,0.012414,0.010145,1731196800,76501.1,76675.1,80410.0,417426.899,81699.8
0.050257,0.050153,0.041948,0.010828,1731283200,80261.2,80409.9,88728.9,614141.662,89800.0
0.097062,0.013456,0.050153,0.013126,1731369600,85159.9,88729.0,87972.0,639481.584,90070.1
0.034402,0.013577,0.013456,0.010797,1731456000,86180.0,87972.0,90413.3,555288.297,93421.1
0.0248,0.01382,0.013577,0.008986,1731542400,86714.0,90413.3,87382.7,364621.68,91846.1
0.022479,0.014419,0.01382,0.009331,1731628800,87111.0,87382.6,91074.6,314431.908,91921.5
0.024106,0.022347,0.014419,0.013153,1731715200,90120.0,91074.6,90643.3,129023.447,91849.8
0.033318,0.016937,0.022347,0.010994,1731801600,88736.1,90643.2,89899.9,167504.792,91539.6
0.059978,0.026015,0.016937,0.014426,1731888000,89422.1,89900.0,90507.4,333557.11,92700.0
0.038245,0.009789,0.026015,0.009421,1731974400,90405.6,90507.4,92335.9,303532.031,93985.9
0.015858,0.009297,0.009789,0.007925,1732060800,91500.0,92335.9,94288.0,290044.227,94849.0
0.020066,0.012579,0.009297,0.006317,1732147200,94008.7,94288.0,98366.8,418383.136,99100.0
0.028216,0.010004,0.012579,0.009324,1732233600,97199.9,98366.8,98921.4,265774.067,99660.0
0.01889,0.018115,0.010004,0.009779,1732320000,97173.5,98921.5,97725.5,120358.422,98937.3
0.03415,0.027989,0.018115,0.013986,1732406400,95822.1,97725.6,97960.4,173118.84,98666.0
0.040871,0.019521,0.027989,0.013323,1732492800,92666.0,97960.5,93064.0,329375.021,98999.0
0.036953,0.033473,0.019521,0.01908,1732579200,90866.4,93064.0,92021.4,344929.233,95064.0
0.033675,0.0114,0.033473,0.010843,1732665600,91864.0,92021.5,95905.2,237005.987,97250.0
0.027484,0.024439,0.0114,0.011121,1732752000,94700.1,95905.2,95694.4,154007.026,96627.6
0.029707,0.012258,0.024439,0.011637,1732838400,95404.5,95694.4,97516.3,190520.949,98713.3
0.021459,0.01607,0.012258,0.011765,1732924800,96150.0,97516.2,96475.1,93074.218,97522.1
0.02283,0.022788,0.01607,0.012816,1733011200,95736.5,96475.2,97265.1,113222.99,97933.0
0.03611,0.013196,0.022788,0.010179,1733097600,94400.0,97265.0,95890.5,257613.911,98266.0
0.030126,0.028886,0.013196,0.013196,1733184000,93605.0,95890.6,95913.3,206601.98,96375.0
0.034251,0.028229,0.028886,0.019192,1733270400,94650.8,95913.3,98669.8,275949.205,99099.9
0.111062,0.011795,0.028229,0.011795,1733356800,90200.0,98669.8,97001.5,580277.391,104630.4
0.02862,0.026559,0.011795,0.008274,1733443200,96429.5,97001.6,99802.5,282369.608,101988.8
0.027665,0.017392,0.026559,0.009749,1733529600,98876.9,99802.5,99899.2,95858.658,100499.0
0.027791,0.027536,0.017392,0.013775,1733616000,98709.4,99899.2,101200.0,109755.676,101457.9
0.029532,0.01005,0.027536,0.009293,1733702400,94039.7,101200.1,97349.1,326973.59,101300.0
0.011889,0.007403,0.01005,0.00678,1733788800,94265.5,97349.1,96602.4,291490.744,98320.6
0.011689,0.008161,0.007403,0.006941,1733875200,95650.0,96602.3,101115.3,221807.705,101880.0
0.012172,0.010319,0.008161,0.007273,1733961600,99280.2,101115.3,99982.4,215219.075,102538.4
0.01181,0.006906,0.010319,0.004973,1734048000,99149.6,99982.3,101371.9,152437.318,101869.5
0.011636,0.009629,0.006906,0.006442,1734134400,100559.8,101371.9,101381.0,107680.549,102638.0
0.011697,0.011642,0.009629,0.007184,1734220800,101200.1,101381.0,104460.4,157733.916,105374.6
0.018082,0.007987,0.011642,0.007182,1734307200,103264.6,104460.5,106023.2,274395.756,107777.0
0.011495,0.010408,0.007987,0.007987,1734393600,105252.0,106023.2,106074.6,197773.912,108366.8
0.011495,0.009167,0.010408,0.007288,1734480000,99951.1,106074.6,100181.1,328581.935,106484.6
0.009665,0.004805,0.009167,0.00364,1734566400,95681.2,100181.2,97434.4,372968.463,102756.7
0.010312,0.005036,0.004805,0.00147,1734652800,92272.6,97434.3,97764.4,396188.795,98243.0
0.008746,0.00679,0.005036,-0.003074,1734739200,96375.0,97764.5,97261.8,161258.48,99485.0
0.009173,0.005496,0.00679,0.001962,1734825600,94200.0,97261.7,95153.5,148114.735,97437.9
0.008977,0.008203,0.005496,0.004494,1734912000,92464.4,95153.4,94861.1,247211.855,96499.0
0.011526,0.007977,0.008203,0.004068,1734998400,93525.6,94861.0,98627.2,211610.632,99450.0
0.011426,0.010092,0.007977,0.00697,1735084800,97570.0,98626.9,99379.7,124696.892,99580.7
0.011882,0.009873,0.010092,0.002293,1735171200,95153.0,99379.6,95751.0,194857.651,99950.0
0.012605,0.007626,0.009873,0.007171,1735257600,93440.0,95750.9,94258.9,206008.243,97564.5
0.009734,0.008641,0.007626,0.003867,1735344000,94100.0,94258.9,95259.1,67991.349,95700.0
0.00962,0.001084,0.008641,-0.000655,1735430400,92961.8,95259.1,93700.0,95047.934,95300.0
0.012066,0.009683,0.001084,0.001084,1735516800,91510.0,93699.9,92759.3,222343.593,95031.6
0.013583,0.011188,0.009683,0.006857,1735603200,92000.0,92759.3,93548.9,178648.116,96254.3
0.014408,0.012749,0.011188,0.008857,1735689600,92796.5,93548.8,94580.9,91236.66,95161.2
