start_time,date,fund_flow_ratio
2024-10-27,2024-10-27,0.02645134
2024-10-28,2024-10-28,0.0329413
2024-10-29,2024-10-29,0.03189604
2024-10-30,2024-10-30,0.02648716
2024-10-31,2024-10-31,0.02604088
2024-11-01,2024-11-01,0.03174208
2024-11-02,2024-11-02,0.02336163
2024-11-03,2024-11-03,0.03196854
2024-11-04,2024-11-04,0.03310875
2024-11-05,2024-11-05,0.02508835
2024-11-06,2024-11-06,0.03864452
2024-11-07,2024-11-07,0.03978672
2024-11-08,2024-11-08,0.03199113
2024-11-09,2024-11-09,0.01949432
2024-11-10,2024-11-10,0.03116059
2024-11-11,2024-11-11,0.0287653
2024-11-12,2024-11-12,0.04187819
2024-11-13,2024-11-13,0.03481044
2024-11-14,2024-11-14,0.0297949
2024-11-15,2024-11-15,0.03312272
2024-11-16,2024-11-16,0.03531051
2024-11-17,2024-11-17,0.02515773
2024-11-18,2024-11-18,0.03122022
2024-11-19,2024-11-19,0.03019274
2024-11-20,2024-11-20,0.02808014
2024-11-21,2024-11-21,0.02410688
2024-11-22,2024-11-22,0.02886592
2024-11-23,2024-11-23,0.03468523
2024-11-24,2024-11-24,0.0257539
2024-11-25,2024-11-25,0.02673876
2024-11-26,2024-11-26,0.03516601
2024-11-27,2024-11-27,0.03594923
2024-11-28,2024-11-28,0.0243421
2024-11-29,2024-11-29,0.02717954
