start_time,date,open_interest
2023-07-18,2023-07-18,4048503560.7501
2023-07-19,2023-07-19,3993193561.3534
2023-07-20,2023-07-20,4143537808.66
2023-07-21,2023-07-21,4059562479.3845
2023-07-22,2023-07-22,4020772745.0846
2023-07-23,2023-07-23,3879791786.4682
2023-07-24,2023-07-24,4136479043.9875
2023-07-25,2023-07-25,4025541399.1468
2023-07-26,2023-07-26,4065699188.136
2023-07-27,2023-07-27,4077922363.5366
2023-07-28,2023-07-28,4028377485.2287
2023-07-29,2023-07-29,4038105707.1852
2023-07-30,2023-07-30,3972970900.3936
2023-07-31,2023-07-31,4049491216.2485
2023-08-01,2023-08-01,4123736779.4434
2023-08-02,2023-08-02,4140095026.0595
2023-08-03,2023-08-03,4121460242.7607
2023-08-04,2023-08-04,4219159956.906
2023-08-05,2023-08-05,4151287124.8334
2023-08-06,2023-08-06,4093300219.8742
2023-08-07,2023-08-07,4132919948.4461994
2023-08-08,2023-08-08,4627439544.1741
2023-08-09,2023-08-09,4364760994.9076
2023-08-10,2023-08-10,4373123709.7239
2023-08-11,2023-08-11,4357144688.5424
2023-08-12,2023-08-12,4323365313.2245
2023-08-13,2023-08-13,4237814653.7554
2023-08-14,2023-08-14,4021426682.4503
2023-08-15,2023-08-15,4211029535.8272
2023-08-16,2023-08-16,4263841989.0536
2023-08-17,2023-08-17,3522308068.8745003
2023-08-18,2023-08-18,3174495877.5736
2023-08-19,2023-08-19,2950852956.5492997
2023-08-20,2023-08-20,3024429040.5821
2023-08-21,2023-08-21,3052388308.9874997
2023-08-22,2023-08-22,2942468167.6302
2023-08-23,2023-08-23,2895065446.0936
2023-08-24,2023-08-24,2915454945.0323997
2023-08-25,2023-08-25,2881798876.4919996
2023-08-26,2023-08-26,2906930944.2623997
2023-08-27,2023-08-27,2940371838.841701
2023-08-28,2023-08-28,2942472727.2052
2023-08-29,2023-08-29,3276058657.971
2023-08-30,2023-08-30,3152530955.9887
2023-08-31,2023-08-31,2822197326.2116
2023-09-01,2023-09-01,2845026480.1363997
2023-09-02,2023-09-02,2773797853.1744
2023-09-03,2023-09-03,2769914600.8759003
2023-09-04,2023-09-04,2764460308.384
2023-09-05,2023-09-05,2836938895.834
2023-09-06,2023-09-06,2823407717.0007997
2023-09-07,2023-09-07,2852859091.4406004
2023-09-08,2023-09-08,2830886735.6754003
2023-09-09,2023-09-09,2824736717.9526
2023-09-10,2023-09-10,2771633167.4765
2023-09-11,2023-09-11,2931122966.7139
2023-09-12,2023-09-12,2925758178.0586
2023-09-13,2023-09-13,3021152448.9408
2023-09-14,2023-09-14,3103508307.5627003
2023-09-15,2023-09-15,2972854432.9282
2023-09-16,2023-09-16,2961469717.8816004
2023-09-17,2023-09-17,2917866134.3717995
2023-09-18,2023-09-18,3064391379.317
2023-09-19,2023-09-19,3194064312.1465
2023-09-20,2023-09-20,3108885631.3852
2023-09-21,2023-09-21,3119975338.3283
2023-09-22,2023-09-22,3121856728.5587997
2023-09-23,2023-09-23,3085871181.9583
2023-09-24,2023-09-24,3101074989.228
2023-09-25,2023-09-25,3101074989.228
2023-09-26,2023-09-26,3101074989.228
2023-09-27,2023-09-27,3101074989.228
2023-09-28,2023-09-28,3101074989.228
2023-09-29,2023-09-29,3101074989.228
2023-09-30,2023-09-30,3101074989.228
2023-10-01,2023-10-01,3123411298.2744
2023-10-02,2023-10-02,3099147716.3451996
2023-10-03,2023-10-03,3072458346.7038
2023-10-04,2023-10-04,3178992056.5727997
2023-10-05,2023-10-05,3180229039.0196
2023-10-06,2023-10-06,3297948615.4611
2023-10-07,2023-10-07,3229501778.5025
2023-10-08,2023-10-08,3257682852.1652
2023-10-09,2023-10-09,3184231663.5914
2023-10-10,2023-10-10,3223030129.9581
2023-10-11,2023-10-11,3299115544.1072
2023-10-12,2023-10-12,3244937873.4884005
2023-10-13,2023-10-13,3268021353.4418
2023-10-14,2023-10-14,3300061435.7567
2023-10-15,2023-10-15,3315645259.2841997
2023-10-16,2023-10-16,3189878295.98
2023-10-17,2023-10-17,3229194270.1636
2023-10-18,2023-10-18,3084167068.3924003
2023-10-19,2023-10-19,3332977365.3113
2023-10-20,2023-10-20,3327803978.7904005
2023-10-21,2023-10-21,3515824763.3744
2023-10-22,2023-10-22,3437978179.5801997
2023-10-23,2023-10-23,3568089724.4966
2023-10-24,2023-10-24,3512023201.95
2023-10-25,2023-10-25,3537097875.5587997
2023-10-26,2023-10-26,3529896596.0095997
2023-10-27,2023-10-27,3523778599.0620003
2023-10-28,2023-10-28,3570006792.9750004
2023-10-29,2023-10-29,3739158412.9104
2023-10-30,2023-10-30,3668895039.597
2023-10-31,2023-10-31,3729534210.4314
2023-11-01,2023-11-01,3765809534.511
2023-11-02,2023-11-02,3542330711.6667
2023-11-03,2023-11-03,3520703459.8703003
2023-11-04,2023-11-04,3625096144.4116
2023-11-05,2023-11-05,3714820563.1518
2023-11-06,2023-11-06,3717671135.0003
2023-11-07,2023-11-07,3845005739.6495
2023-11-08,2023-11-08,3940790259.523501
2023-11-09,2023-11-09,3620116924.4232
2023-11-10,2023-11-10,3660995747.8123
2023-11-11,2023-11-11,3684648470.6375
2023-11-12,2023-11-12,3691621935.7972007
2023-11-13,2023-11-13,3636540821.5546
2023-11-14,2023-11-14,3478680033.9006996
2023-11-15,2023-11-15,3877766664.1941
2023-11-16,2023-11-16,3635422946.14
2023-11-17,2023-11-17,3539604469.0558
2023-11-18,2023-11-18,3600250692.8224
2023-11-19,2023-11-19,3730545965.1631
2023-11-20,2023-11-20,3821627297.8727
2023-11-21,2023-11-21,3520790729.4598
2023-11-22,2023-11-22,3712805458.8565
2023-11-23,2023-11-23,3747679491.737001
2023-11-24,2023-11-24,3716893005.9458
2023-11-25,2023-11-25,3707794827.0
2023-11-26,2023-11-26,3662845013.7588
2023-11-27,2023-11-27,3665483035.9464
2023-11-28,2023-11-28,3768781257.1492
2023-11-29,2023-11-29,3827424014.25
2023-11-30,2023-11-30,3814194160.0459
2023-12-01,2023-12-01,4171861845.2129
2023-12-02,2023-12-02,3962126454.7223
2023-12-03,2023-12-03,3940487645.8183
2023-12-04,2023-12-04,4235261946.058
2023-12-05,2023-12-05,4408745337.4243
2023-12-06,2023-12-06,4496611364.413101
2023-12-07,2023-12-07,4395810256.231899
2023-12-08,2023-12-08,4373867894.035399
2023-12-09,2023-12-09,4258535871.6316
2023-12-10,2023-12-10,4352681236.368099
2023-12-11,2023-12-11,3865597616.0115
2023-12-12,2023-12-12,3944501975.7722993
2023-12-13,2023-12-13,4115121739.544299
2023-12-14,2023-12-14,4019391497.0969
2023-12-15,2023-12-15,3900772625.4765
2023-12-16,2023-12-16,3905696509.2351
2023-12-17,2023-12-17,3895133460.1655
2023-12-18,2023-12-18,3959583583.7090993
2023-12-19,2023-12-19,4018152319.128101
2023-12-20,2023-12-20,4304081423.4842
2023-12-21,2023-12-21,4363397423.4125
2023-12-22,2023-12-22,4232958036.1592994
2023-12-23,2023-12-23,4258711787.7975
2023-12-24,2023-12-24,4178105339.8429
2023-12-25,2023-12-25,4231303994.067099
2023-12-26,2023-12-26,4255897843.3238006
2023-12-27,2023-12-27,4200471049.9611
2023-12-28,2023-12-28,4099170010.091
2023-12-29,2023-12-29,4059739757.495
2023-12-30,2023-12-30,4068896619.8615
2023-12-31,2023-12-31,4009446002.0029
2024-01-01,2024-01-01,4282779860.2432
2024-01-02,2024-01-02,4446614634.5704
2024-01-03,2024-01-03,3769927972.6282
2024-01-04,2024-01-04,3983457963.1115
2024-01-05,2024-01-05,3778290065.6592
2024-01-06,2024-01-06,3798053447.096
2024-01-07,2024-01-07,3891830732.4308
2024-01-08,2024-01-08,4322364878.504
2024-01-09,2024-01-09,4119198245.467999
2024-01-10,2024-01-10,4041265150.3117
2024-01-11,2024-01-11,4207031139.1056
2024-01-12,2024-01-12,4042591910.672
2024-01-13,2024-01-13,4041887688.2113
2024-01-14,2024-01-14,4030120114.0802
2024-01-15,2024-01-15,3932368228.5064006
2024-01-16,2024-01-16,4001423464.952
2024-01-17,2024-01-17,4044057689.521
2024-01-18,2024-01-18,4010284478.9766
2024-01-19,2024-01-19,3916676836.0398
2024-01-20,2024-01-20,3924604470.056501
2024-01-21,2024-01-21,3915938500.482399
2024-01-22,2024-01-22,3812606888.080401
2024-01-23,2024-01-23,3799455332.8139
2024-01-24,2024-01-24,3825044912.716
2024-01-25,2024-01-25,3902693449.3775
2024-01-26,2024-01-26,4125983673.8454
2024-01-27,2024-01-27,4097390052.8158
2024-01-28,2024-01-28,4020343069.2096
2024-01-29,2024-01-29,4184477079.4231
2024-01-30,2024-01-30,3998116012.6114
2024-01-31,2024-01-31,3894635467.4538
2024-02-01,2024-02-01,4026190675.8108
2024-02-02,2024-02-02,4029021407.0634
2024-02-03,2024-02-03,4073802766.7274
2024-02-04,2024-02-04,4098596927.7446
2024-02-05,2024-02-05,4216836531.5664
2024-02-06,2024-02-06,4258124175.7264
2024-02-07,2024-02-07,4488867149.4466
2024-02-08,2024-02-08,4727125508.7506
2024-02-09,2024-02-09,4768334530.1416
2024-02-10,2024-02-10,4990570188.3907995
2024-02-11,2024-02-11,5182629086.9578
2024-02-12,2024-02-12,5571821252.3907995
2024-02-13,2024-02-13,5335409049.189
2024-02-14,2024-02-14,5647328945.6307
2024-02-15,2024-02-15,5516181259.5359
2024-02-16,2024-02-16,5569515225.4992
2024-02-17,2024-02-17,5530295192.322
2024-02-18,2024-02-18,5473940454.5584
2024-02-19,2024-02-19,5555881775.7921
2024-02-20,2024-02-20,5578821116.6973
2024-02-21,2024-02-21,5523239400.574
2024-02-22,2024-02-22,5418931052.575
2024-02-23,2024-02-23,5606569271.7332
2024-02-24,2024-02-24,5583464002.7648
2024-02-25,2024-02-25,5558181238.3486
2024-02-26,2024-02-26,5716893390.756599
2024-02-27,2024-02-27,5787468167.6668005
2024-02-28,2024-02-28,5993802261.0456
2024-02-29,2024-02-29,5772717257.5332
2024-03-01,2024-03-01,5994698105.5275
2024-03-02,2024-03-02,5906051742.146099
2024-03-03,2024-03-03,6108216326.3948
2024-03-04,2024-03-04,6864293739.361601
2024-03-05,2024-03-05,6012583909.561801
2024-03-06,2024-03-06,6323782735.466999
2024-03-07,2024-03-07,6334320233.453199
2024-03-08,2024-03-08,6443879957.73
2024-03-09,2024-03-09,6414774221.8184
2024-03-10,2024-03-10,6795763289.0078
2024-03-11,2024-03-11,7304809537.353999
2024-03-12,2024-03-12,7307082309.67
2024-03-13,2024-03-13,7430052127.039
2024-03-14,2024-03-14,7654922548.865701
2024-03-15,2024-03-15,7044695983.872101
2024-03-16,2024-03-16,6571197954.2384
2024-03-17,2024-03-17,6898222706.8264
2024-03-18,2024-03-18,6841442764.616
2024-03-19,2024-03-19,6406858415.8028
2024-03-20,2024-03-20,6787835417.1445
2024-03-21,2024-03-21,6491352433.624
2024-03-22,2024-03-22,6246507187.7488
2024-03-23,2024-03-23,6315403721.316
2024-03-24,2024-03-24,6811569768.491799
2024-03-25,2024-03-25,7251541679.377601
2024-03-26,2024-03-26,7210868139.33
2024-03-27,2024-03-27,7475160659.436701
2024-03-28,2024-03-28,7531344314.2288
2024-03-29,2024-03-29,7342094278.333601
2024-03-30,2024-03-30,7275287321.256
2024-03-31,2024-03-31,7584190672.4672
2024-04-01,2024-04-01,7588033931.7572
2024-04-02,2024-04-02,6834277217.723
2024-04-03,2024-04-03,7012208164.095
2024-04-04,2024-04-04,7109364585.251801
2024-04-05,2024-04-05,6807471424.9412
2024-04-06,2024-04-06,7060443813.922099
2024-04-07,2024-04-07,7255571597.675
2024-04-08,2024-04-08,7588020064.9644
2024-04-09,2024-04-09,7304119903.0569
2024-04-10,2024-04-10,7399470848.511
2024-04-11,2024-04-11,7511606204.7604
2024-04-12,2024-04-12,7195363187.9848
2024-04-13,2024-04-13,5985784485.121201
2024-04-14,2024-04-14,6129740674.1166
2024-04-15,2024-04-15,6031831535.2336
2024-04-16,2024-04-16,5709132235.827999
2024-04-17,2024-04-17,5709946198.2856
2024-04-18,2024-04-18,5877820082.1933
2024-04-19,2024-04-19,5784328681.1603
2024-04-20,2024-04-20,5923606219.756
2024-04-21,2024-04-21,5910072817.850201
2024-04-22,2024-04-22,6227544484.2304
2024-04-23,2024-04-23,6160535840.9911995
2024-04-24,2024-04-24,6164909235.1764
2024-04-25,2024-04-25,5994387346.4085
2024-04-26,2024-04-26,5914971629.246
2024-04-27,2024-04-27,5871460581.005899
2024-04-28,2024-04-28,5736418516.2738
2024-04-29,2024-04-29,5893503156.631201
2024-04-30,2024-04-30,5965223423.906
2024-05-01,2024-05-01,5447166729.264
2024-05-02,2024-05-02,5438595386.402901
2024-05-03,2024-05-03,6027158735.144
2024-05-04,2024-05-04,6229235396.1904
2024-05-05,2024-05-05,6178075683.3076
2024-05-06,2024-05-06,5993335479.056
2024-05-07,2024-05-07,5918977668.6801
2024-05-08,2024-05-08,5821798212.528101
2024-05-09,2024-05-09,5921948005.7344
2024-05-10,2024-05-10,5886660874.386
2024-05-11,2024-05-11,5819170687.3704
2024-05-12,2024-05-12,5785667063.004601
2024-05-13,2024-05-13,5981015952.5484
2024-05-14,2024-05-14,5672290928.08
2024-05-15,2024-05-15,6428066870.3624
2024-05-16,2024-05-16,6246210577.54
2024-05-17,2024-05-17,6470583439.0802
2024-05-18,2024-05-18,6522233105.2178
2024-05-19,2024-05-19,6463806454.1036005
2024-05-20,2024-05-20,6592901361.949399
2024-05-21,2024-05-21,7125268325.492001
2024-05-22,2024-05-22,7009104997.136001
2024-05-23,2024-05-23,6428073064.708
2024-05-24,2024-05-24,6397320723.7316
2024-05-25,2024-05-25,6608550691.4772
2024-05-26,2024-05-26,6468667995.492
2024-05-27,2024-05-27,6577709514.1263
2024-05-28,2024-05-28,6494177370.128
2024-05-29,2024-05-29,6759485035.64
2024-05-30,2024-05-30,6661900288.394
2024-05-31,2024-05-31,6741838163.6102
2024-06-01,2024-06-01,6677195342.481999
2024-06-02,2024-06-02,6718584412.606999
2024-06-03,2024-06-03,7043933886.394
2024-06-04,2024-06-04,7427608818.1537
2024-06-05,2024-06-05,7538839538.1898
2024-06-06,2024-06-06,7525864037.6607
2024-06-07,2024-06-07,7436940983.6061
2024-06-08,2024-06-08,7493383331.25
2024-06-09,2024-06-09,7543784446.3425
2024-06-10,2024-06-10,7680819817.228001
2024-06-11,2024-06-11,7249864212.1648
2024-06-12,2024-06-12,7212637729.0176
2024-06-13,2024-06-13,7188719323.404
2024-06-14,2024-06-14,6933890654.093599
2024-06-15,2024-06-15,7037304126.6342
2024-06-16,2024-06-16,7097047915.4008
2024-06-17,2024-06-17,6997260372.061301
2024-06-18,2024-06-18,6670987929.593101
2024-06-19,2024-06-19,6519947651.4822
2024-06-20,2024-06-20,6445207276.696
2024-06-21,2024-06-21,6535848351.5168
2024-06-22,2024-06-22,6621225597.287499
2024-06-23,2024-06-23,6515519466.7288
2024-06-24,2024-06-24,6142982432.1582
2024-06-25,2024-06-25,6235002305.952001
2024-06-26,2024-06-26,6117652865.6033
2024-06-27,2024-06-27,6197819394.3042
2024-06-28,2024-06-28,6335567849.223801
2024-06-29,2024-06-29,6606631114.3975
2024-06-30,2024-06-30,7159467173.946899
2024-07-01,2024-07-01,6882434194.6664
2024-07-02,2024-07-02,6991265703.7506
2024-07-03,2024-07-03,7000699633.3827
2024-07-04,2024-07-04,6698809302.252
2024-07-05,2024-07-05,6287091293.165
2024-07-06,2024-07-06,6246304172.0125
2024-07-07,2024-07-07,6095250818.289
2024-07-08,2024-07-08,6057918811.7567
2024-07-09,2024-07-09,6361328932.718
2024-07-10,2024-07-10,6354154479.475
2024-07-11,2024-07-11,6477140241.058001
2024-07-12,2024-07-12,6422270280.4928
2024-07-13,2024-07-13,6678324403.5060005
2024-07-14,2024-07-14,6792230065.777599
2024-07-15,2024-07-15,7137727838.4257
2024-07-16,2024-07-16,7026453436.9034
2024-07-17,2024-07-17,6720162823.587601
2024-07-18,2024-07-18,6644635595.8034
2024-07-19,2024-07-19,7294768679.3552
2024-07-20,2024-07-20,7247643039.606999
2024-07-21,2024-07-21,7190063860.88
2024-07-22,2024-07-22,7106351966.580999
2024-07-23,2024-07-23,7055278273.859
2024-07-24,2024-07-24,6929322238.097
2024-07-25,2024-07-25,7145091772.9148
2024-07-26,2024-07-26,7407689917.6729
2024-07-27,2024-07-27,7548119947.894401
2024-07-28,2024-07-28,7550717221.637
2024-07-29,2024-07-29,7396014552.809601
2024-07-30,2024-07-30,7205789137.446
2024-07-31,2024-07-31,7034214035.1765
2024-08-01,2024-08-01,7408872141.6127
2024-08-02,2024-08-02,7074463767.2425
2024-08-03,2024-08-03,6888576676.624801
2024-08-04,2024-08-04,6765689055.444799
2024-08-05,2024-08-05,5477780212.3220005
2024-08-06,2024-08-06,5703817314.1127
2024-08-07,2024-08-07,5643490521.393
2024-08-08,2024-08-08,5995583010.4800005
2024-08-09,2024-08-09,5738817819.3646
2024-08-10,2024-08-10,5699505718.529201
2024-08-11,2024-08-11,5465380596.0296
2024-08-12,2024-08-12,5421833811.354
2024-08-13,2024-08-13,5740054487.6343
2024-08-14,2024-08-14,5939017521.3505
2024-08-15,2024-08-15,6103819367.4668
2024-08-16,2024-08-16,6121246122.247
2024-08-17,2024-08-17,6185898423.8162
2024-08-18,2024-08-18,6100653022.4321995
2024-08-19,2024-08-19,6000593997.967299
2024-08-20,2024-08-20,6123168344.9572
2024-08-21,2024-08-21,6524375292.8
2024-08-22,2024-08-22,6320989492.539
2024-08-23,2024-08-23,6864335491.256
2024-08-24,2024-08-24,6867017776.4165
2024-08-25,2024-08-25,6936777041.8399
2024-08-26,2024-08-26,6589145815.946599
2024-08-27,2024-08-27,6090210418.4798
2024-08-28,2024-08-28,5910489808.3272
2024-08-29,2024-08-29,6053119219.5922
2024-08-30,2024-08-30,5940673576.0005
2024-08-31,2024-08-31,5983820315.0965
2024-09-01,2024-09-01,5923108283.948999
2024-09-02,2024-09-02,6092616218.6368
2024-09-03,2024-09-03,6000301196.724999
2024-09-04,2024-09-04,5904043690.552
2024-09-05,2024-09-05,5882843514.591599
2024-09-06,2024-09-06,5803197545.5702
2024-09-07,2024-09-07,5677822481.4976
2024-09-08,2024-09-08,5823177624.501499
2024-09-09,2024-09-09,6132726393.643
2024-09-10,2024-09-10,6109079579.5886
2024-09-11,2024-09-11,6063804764.0
2024-09-12,2024-09-12,6100129180.7027
2024-09-13,2024-09-13,6582147494.3488
2024-09-14,2024-09-14,6398126829.283999
2024-09-15,2024-09-15,6256320252.190399
2024-09-16,2024-09-16,6058689791.575
2024-09-17,2024-09-17,6323410747.763
2024-09-18,2024-09-18,6348411538.141801
2024-09-19,2024-09-19,6716603119.925699
2024-09-20,2024-09-20,6753469141.877
2024-09-21,2024-09-21,6783635512.6656
2024-09-22,2024-09-22,6738065976.6068
2024-09-23,2024-09-23,6910798848.4096
2024-09-24,2024-09-24,7130287235.7568
2024-09-25,2024-09-25,6829739097.7356
2024-09-26,2024-09-26,7046359044.3846
2024-09-27,2024-09-27,7032002863.2272005
2024-09-28,2024-09-28,6980048843.949299
2024-09-29,2024-09-29,6976134043.5408
2024-09-30,2024-09-30,6814825782.505
2024-10-01,2024-10-01,6446259649.7174
2024-10-02,2024-10-02,6294824046.805
2024-10-03,2024-10-03,6423509829.1628
2024-10-04,2024-10-04,6563763979.1706
2024-10-05,2024-10-05,6539560538.2476
2024-10-06,2024-10-06,6720132494.7626
2024-10-07,2024-10-07,6493662287.3578005
2024-10-08,2024-10-08,6659147595.2105
2024-10-09,2024-10-09,6580741686.3986
2024-10-10,2024-10-10,6558979745.067
2024-10-11,2024-10-11,6866292594.625899
2024-10-12,2024-10-12,7044994991.312
2024-10-13,2024-10-13,6804608181.125999
2024-10-14,2024-10-14,7214597722.7648
2024-10-15,2024-10-15,7105166384.6838
2024-10-16,2024-10-16,7407800649.984799
2024-10-17,2024-10-17,7080070189.4513
2024-10-18,2024-10-18,7512229877.857401
2024-10-19,2024-10-19,7545579141.928
2024-10-20,2024-10-20,7590991580.241
2024-10-21,2024-10-21,7474636967.4377
2024-10-22,2024-10-22,7450361126.7503
2024-10-23,2024-10-23,7202904576.874399
2024-10-24,2024-10-24,7447859803.8666
2024-10-25,2024-10-25,7010252413.2864
2024-10-26,2024-10-26,7126999354.892
2024-10-27,2024-10-27,7306390215.584
2024-10-28,2024-10-28,7953956907.543501
2024-10-29,2024-10-29,8364343335.762599
2024-10-30,2024-10-30,8243113000.4365
2024-10-31,2024-10-31,8099776422.277801
2024-11-01,2024-11-01,7619763349.6682
2024-11-02,2024-11-02,7727717836.404
2024-11-03,2024-11-03,7499280033.1758
2024-11-04,2024-11-04,7527248607.5726
2024-11-05,2024-11-05,7537367742.3146
2024-11-06,2024-11-06,8643984380.759499
2024-11-07,2024-11-07,8640903748.174099
2024-11-08,2024-11-08,8832818349.8134
2024-11-09,2024-11-09,8638782848.9008
2024-11-10,2024-11-10,8936801531.201601
2024-11-11,2024-11-11,9419592523.6
2024-11-12,2024-11-12,9304786131.4016
2024-11-13,2024-11-13,9461942631.9282
2024-11-14,2024-11-14,9478177597.620602
2024-11-15,2024-11-15,9685743322.1942
2024-11-16,2024-11-16,9627949057.5129
2024-11-17,2024-11-17,9542411862.0315
2024-11-18,2024-11-18,9679450551.0785
2024-11-19,2024-11-19,9794960342.1296
2024-11-20,2024-11-20,10370752183.7017
2024-11-21,2024-11-21,10805077507.2434
2024-11-22,2024-11-22,11029692735.1462
2024-11-23,2024-11-23,10895078601.8178
2024-11-24,2024-11-24,10653361062.9675
2024-11-25,2024-11-25,10605669209.228
2024-11-26,2024-11-26,10196758561.712002
2024-11-27,2024-11-27,10434656344.398998
2024-11-28,2024-11-28,10336694369.2468
2024-11-29,2024-11-29,10727952856.243198
